Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Zekrom,Dragon Breath,Outrage,45,1.1854606574391284,1.1447688676212606,1.1103811643150803,1.1435021179872058,1.1437597396225725,1.1606935858608538,1.1172846275379447,1.1458493255839455,1.1515453193648781,1.196283039926089,1.1920944005379503,1.1118656906867372,1.1999871223995797,1.128685458573363,1.0911342656857304,1.1201329122709607,1.2376255391833602,1.2997870293294125,1.1996173758169442,1.2396985796869575,1.2261898639420796,1.298626468341724,1.1509342408048584,1.1952794246653133,1.1246702914844038,1.1547508278484118,1.1458768091551665,1.1929047458768092,1.1838864887192024,1.1581395521915967,1.1637874995148834,1.1929915201614467,1.1419268252260917,1.1840742991398276,1.1815368362380176,1.2131200134810196,1.129756226618958,1.1574693525648379,1.1397970054885531,1.1793428779596817,1.1799099555741077,1.223202838486538
Shadow Flygon,Dragon Tail,Dragon Claw,50,1.2383790883290318,1.2330097265721869,1.3030216862076747,1.2445967935746745,1.25205519549096,1.252342914544115,1.21312237777859,1.2631867529334355,1.2306910946040268,1.2785587359604549,1.29885807107586,1.2213555696884508,1.3222720111391242,1.2194202262835847,1.3123156406163243,1.216082211271516,1.2903255099944864,1.3479746164906323,1.2698368375771665,1.3253362111904368,1.2965769328205685,1.3677601967249335,1.2315408510512063,1.2774159098518014,1.2244127386451904,1.2554597113772945,1.2765648891667067,1.3044419868250228,1.267373321276667,1.2664616289151605,1.2290187060969457,1.2713621104513524,1.197059750624738,1.2546786295734234,1.273891542604559,1.3175557874406154,1.319977539398559,1.2757723375676686,1.2861602917947872,1.2953097513030964,1.2820696303805519,1.3341582436367612
Palkia,Dragon Tail,Draco Meteor,35,1.3162614693645123,1.1971656088981144,1.1793840684066756,1.2191295797230932,1.201479840540446,1.2147332112606253,1.2024304159406691,1.258869352958617,1.2421385291311078,1.2494369008642054,1.3411122768499129,1.225989718993936,1.132466241571711,1.1689521053870624,1.3297126596335371,1.1775727894225432,1.3173003535096917,1.3315380374266224,1.3017938810318024,1.2911792673539313,1.2780263506267655,1.3156113273028227,1.2278009213152687,1.2469794505163858,1.189267814071379,1.222648297289563,1.2496917824686251,1.2775323363946722,1.322647926737146,1.2357859718454514,1.2070477742849381,1.2665934140567392,1.2273688862603134,1.2461516464161648,1.2425287281824604,1.2873304340499445,1.2778648367628611,1.2712274885199315,1.451299616171754,1.2982959552653175,1.2803403003468599,1.3007344683304014
Palkia,Dragon Breath,Draco Meteor,35,1.4318120447844815,1.2846018902063796,1.2522780516352257,1.2940507399654737,1.2153685215398458,1.2309319602648345,1.264908839094605,1.3257200066608992,1.2383114781183722,1.2639383895364718,1.3473080210481119,1.2399002685700167,1.154311883409425,1.1915241243734744,1.4330905573292616,1.252502949750139,1.393226019178171,1.4060561507443161,1.359395046262056,1.3603383997705765,1.3384876485008486,1.3910460440726327,1.3404331961672606,1.3559226502010875,1.282985977678754,1.3251265279424391,1.3278434389575418,1.3869769678318988,1.4259594166657363,1.3295377161548165,1.2519210618232623,1.2990743974851553,1.2614605708269289,1.2877206893078,1.3239787155440044,1.3876635707850749,1.3555759275636352,1.3592040362477844,1.4426991242339433,1.2899817347599756,1.3494737469811264,1.3709015375135414
Palkia,Dragon Tail,Outrage,35,1.219635000964391,1.181500225024569,1.1884907712995765,1.2083974661204602,1.1951466951392111,1.2004620136009618,1.1992928886776897,1.2170397176428538,1.2036353612769874,1.2382920899744752,1.3185633326987034,1.1775843281496217,1.1267276608844898,1.1640163626010338,1.2205827491671295,1.154458460577457,1.2274851082690996,1.2916400903774012,1.3007939263127708,1.2671086592305254,1.255732889902228,1.301616961620733,1.1853564269580068,1.23761797200456,1.1749527819794776,1.1997759699112873,1.2232495071404528,1.2504188104053469,1.2228138919588734,1.214061645288411,1.1852805914541855,1.237326328249311,1.177932531545613,1.208316408268314,1.21759208249347,1.2651580455114038,1.2933689422055792,1.2406087304024778,1.2928085248264691,1.2494805015475496,1.2374350258902571,1.2742578291938738
Haxorus,Dragon Tail,Dragon Claw,40,1.1903303728060104,1.1776481717901852,1.2442427255532542,1.185867365752266,1.1576051796082032,1.1825552445528795,1.1657040854869563,1.2035290581732077,1.1501409433765044,1.1816837675715592,1.259546793160579,1.1700963692412392,1.1796686834866907,1.1622577652936594,1.249574888950583,1.1569462277901168,1.2326482956941005,1.2934368277099706,1.2223220080600123,1.2601995381341222,1.2358146808457953,1.3008493381866943,1.164260256730814,1.212917484224489,1.151565348922775,1.1877077797310005,1.2055546473048997,1.2429485021878155,1.2053354469711346,1.2026561877862993,1.1592225521015251,1.2030698179842434,1.1497876378241894,1.1974172079979462,1.2100900246935984,1.2529279089512673,1.2542183007648446,1.211710594965421,1.1831474814288425,1.224656839136785,1.2047367741037796,1.2569744675353072
Haxorus,Counter,Dragon Claw,40,1.4897967431137888,1.4742764771255636,1.6159701188604514,1.485531826679117,1.4192615432717814,1.4918598791579976,1.58476197438803,1.6938423235166298,1.5350680945332178,1.6427329864822489,1.3602281427350393,1.257499098690367,1.2643892093756979,1.246107041029242,1.3234726367295948,1.224389228206552,1.6950908638825526,1.840849288115804,1.4780198632514754,1.5775172445021357,1.8017036287826407,1.968083627144536,1.6834451427530122,1.845630956871088,1.5871125465025961,1.6956281427578594,1.6120132711448765,1.7101870462085877,1.493376275904157,1.4924124868362787,1.5481211433228548,1.6688157333022857,1.3913605802508051,1.480581940603583,1.4814668386360836,1.5689994879805043,1.894123426000274,1.7236809484516247,1.5865286277045634,1.7082097033666643,1.4960195593190018,1.5843346551775546
Haxorus,Dragon Tail,Outrage,40,1.1846707752785253,1.1398073054915179,1.2785487980950039,1.1432306046858058,1.1823623231068336,1.1576816829402559,1.2059720648381684,1.182768578425997,1.151394429027592,1.1637994692706348,1.3191203217979204,1.1611359336960176,1.2628821277015292,1.1467483052876632,1.3518357856746253,1.1448522522209885,1.184958000454049,1.243919525194322,1.218088237513773,1.2241634341086443,1.1988582791901667,1.2411309017003906,1.1451071548140206,1.187909750092174,1.157869261273047,1.1431061690037203,1.1900254844448717,1.1935683031206423,1.1928936371315553,1.1681830529414172,1.1926470873598012,1.1911116932510575,1.1186758479051373,1.1418325864640642,1.205792949685983,1.2016352217562916,1.29380187307355,1.1869373286315315,1.1792104072575982,1.1956861701709658,1.1779122812248426,1.2075593587564726
Drampa,Dragon Tail,Outrage,35,1.4765873416791424,1.4316081449709304,1.6039097915401592,1.4506148492092175,1.7265005879114756,1.4724030860778903,1.5339685556814626,1.4748652589424602,1.5285991981738054,1.4800428562276404,1.666393910792626,1.4545436132591762,1.808745500385322,1.473736737580661,1.7430637493059413,1.4534329886174349,1.51032313164182,1.5806769656544253,1.5457300046790334,1.541915083090577,1.5000352382965998,1.5655975177001011,1.4342111396932622,1.4894794611110875,1.550414128612894,1.4642034258615757,1.5041111698802712,1.5183112948983026,1.4936851349490754,1.4690713017850565,1.587299161718477,1.5506194939263398,1.472656135755811,1.4435071117769205,1.5027739790396069,1.5270041674498187,1.6264361648985572,1.4864422333312366,1.505007504802063,1.5202158149810894,1.5092777562439748,1.5462993331146824
Dialga,Dragon Breath,Draco Meteor,45,1.15148837679216,1.161424359598446,1.1356979451212912,1.1720073455355324,1.145815350892511,1.1803399741551788,1.1431890273868561,1.1786725315072721,1.1748271083342043,1.2195614570443027,1.1206418134754905,1.1523091755346084,1.139937261940453,1.1464766684038012,1.1233407655469185,1.1331703740977235,1.2655063188506068,1.3479486708251802,1.2366458877333857,1.2599240789096344,1.2519385825061857,1.340784804484597,1.1906071611708418,1.2318014807155238,1.13919463635992,1.1826254037038553,1.1579689378275713,1.2317103428379093,1.1822640484350522,1.1894757210742342,1.1810916094229051,1.2351966662785734,1.1830376727575236,1.2273428893604437,1.2393237453902042,1.2590980679365613,1.1356183695897517,1.170071526099811,1.1583249416511463,1.214069286667722,1.1890932943737142,1.2270192909746862
Dialga,Metal Claw,Draco Meteor,45,1.553597178467445,1.5404575805725726,1.4965758136684932,1.552979032935664,1.3160801688395276,1.344235058150848,1.3738206349786566,1.4104373042853138,1.286367943137103,1.3230958313804697,1.112894601459109,1.1260618237645983,1.1121940815353317,1.1159648039083516,1.1347862298722933,1.1165194683509163,1.4330288321207336,1.5132722889482275,1.4347048435542542,1.4701900291307564,1.4336996211406923,1.526460151200864,1.424555128471354,1.475458432746952,1.316206205796983,1.3520183148685663,1.4023657258258402,1.463162956195605,1.5855018587360594,1.5727232809017195,1.3268521752629332,1.3855609888617222,1.5694165970707992,1.6172898881808344,1.6516485083381403,1.6627897933126365,1.323955323014531,1.3746276609522259,1.3276067820508934,1.3933627687723895,1.4245505232714153,1.4766590138843336
Dialga,Dragon Breath,Outrage,45,1.0966430008174362,1.1337068435023008,1.0906010533982275,1.1451788960782838,1.1128906451392941,1.152961759975785,1.0969242079012886,1.1536799437885084,1.1354489451163794,1.192029449747617,1.0818753721699892,1.105252711017852,1.0680500697201334,1.1193431618935705,1.0782095884230984,1.1025016483897836,1.2192927644025469,1.2882325596480038,1.1762259822196732,1.232721537137941,1.221942220622213,1.3035064962275975,1.1318023282916678,1.1965719782850992,1.1112775438453049,1.1593050161481542,1.1432937442900417,1.1973092272923977,1.1244218195891058,1.1598047861988383,1.1306200760662863,1.1929987969107774,1.1333933428438658,1.1852896542087357,1.1767666292914039,1.2102228905120842,1.1248135992096238,1.1546765784400428,1.1333025731872564,1.1796953847431921,1.16742697556079,1.21550036276176
Hydreigon,Dragon Breath,Dragon Pulse,35,1.455337674623658,1.4203624273262487,1.4033146637362799,1.4261951630272265,1.4308933759756253,1.4454023992110179,1.4600346041841819,1.5029425741126585,1.3876288468606381,1.4098872790173078,1.6076913105649695,1.3957660726799885,1.5425514148257398,1.4141999690132738,1.7212117400055527,1.4380856121599113,1.5416179284548275,1.6216711170690046,1.5420697930659744,1.540654762803194,1.5361383017426766,1.6307426518627726,1.4188255137370904,1.4846779422546372,1.413239033563632,1.451082130738727,1.4386209549454247,1.4897167860749145,1.4561531792015063,1.4481861043199333,1.4327191756898359,1.4972906236659291,1.4897848431574534,1.4805234475788762,1.4808251939516885,1.516472120862526,1.4778465204569087,1.4644913432327724,1.4532125829204852,1.4843252357810102,1.4997763797370225,1.569466392359144
Hydreigon,Bite,Dragon Pulse,35,1.723359387198398,1.6842804265363667,1.637267402076343,1.6952006354878892,1.6054939371109347,1.644886500654436,1.6788187463700128,1.7543955843111452,1.7411227589834544,1.809648889143651,1.9508188752465945,1.6133543706428264,1.8014274015215688,1.6441395851400538,2.0199758814547475,1.6480817948362023,1.5416179284548275,1.6216711170690046,1.8262531508007185,1.8526934629375273,1.5361383017426766,1.6307426518627726,1.4188255137370904,1.4846779422546372,1.413239033563632,1.451082130738727,1.4386209549454247,1.4897167860749145,1.7113563377503898,1.7137899981766151,1.6634648969612293,1.7782216594869407,1.769563479555063,1.7549597210532644,1.7281338509699204,1.796786591570474,1.4778465204569087,1.4644913432327724,1.4532125829204852,1.4843252357810102,1.7136368605702814,1.8166810777502806
Hydreigon,Dragon Breath,Outrage,35,1.3539608916483739,1.2945525684947234,1.2934269931919875,1.3055845516269702,1.320191391379405,1.3326880443586275,1.3377766405510676,1.361778216422366,1.2612468093858848,1.2986313656334192,1.5152736538079827,1.278782158525174,1.4396473147184936,1.2892067599353705,1.6329946904497503,1.3215119204608552,1.3973297585972042,1.4549377844563842,1.4296107346082443,1.418018806695546,1.4041127854063928,1.4900675622908321,1.3022414151131303,1.3578890268554502,1.3069081394873472,1.3369265361187197,1.3259681684858393,1.3722075299322016,1.347507358659775,1.331889510328172,1.297369212558699,1.3606623782357279,1.3803476435435074,1.3500092613955785,1.349715796773629,1.3856803053969446,1.3654038282929573,1.347653662706151,1.3352552811466125,1.3588597640449818,1.3755329616267629,1.4250971505809158
Mega Altaria,Dragon Breath,Dragon Pulse,30,1.6450508371832435,1.662149030557418,1.6134696281185046,1.6813809753564988,1.712443932204743,1.7239693254900788,1.709391868016717,1.7833542501817532,1.7224620919638673,1.761564606353242,1.7343708858759719,1.6367134807565331,1.6954447500638847,1.639574073366104,1.8568221647695726,1.6940805455302612,1.8598177317001976,1.9257932346677331,1.82511735317646,1.8901936516082292,1.8388809840818137,1.94136156968516,1.7516559518915782,1.8366148656379917,1.6679775969911288,1.7310003679326276,1.7355714766552868,1.763517815069481,1.6839813791486653,1.7031231975469894,1.983600632592075,1.8493858423565024,1.6958297722996531,1.7420522602679631,1.7386756194463708,1.78411896999825,1.7436864248420914,1.7748546721381235,1.7361554083409392,1.772154882948663,1.7839629486070943,1.8521025274059055
Mega Altaria,Peck,Dragon Pulse,30,2.0548582345215243,2.087256261653058,2.1549900659153574,2.288161836604029,2.099687167896541,2.1621720959085686,2.041003115188881,2.198673506273024,2.026619921570743,2.130837938719978,2.2207641485358276,2.120957778200865,2.112459682043997,2.0691205202550567,2.3835260792615216,2.1538663416157693,2.2014940379022927,2.375258645852477,2.1983683757716634,2.274553605119768,2.157326613294933,2.3049084090004324,2.1138591413206083,2.25549547182445,2.068785413515392,2.1625771636482565,2.1381891618983504,2.210965043035053,2.095374184593515,2.1507064685503345,2.498743547948927,2.27848362246284,2.247367001485073,2.3510653854527845,2.1732537866758266,2.2394922581356007,2.1471289652952255,2.2205033468886333,2.131625359382911,2.2048098091186996,2.20406094397567,2.273254022680064
Mega Altaria,Dragon Breath,Outrage,30,1.5288499866822194,1.535235173636305,1.4900081270535486,1.547332290086279,1.5710707639190329,1.6008854429127146,1.5954498747019856,1.6306632874787277,1.5890025390038878,1.6253435073320903,1.6447341237852575,1.50708490134204,1.6105793511701512,1.5276999197162098,1.7755283523042755,1.5573422751249308,1.7184830434265574,1.7773061912844184,1.6769919852685917,1.7329630356361223,1.6896210835490488,1.7776215864090652,1.6135942737755704,1.6835044730831006,1.5336118719594458,1.589119005764278,1.5922373419243159,1.6207279896138864,1.555836505650632,1.5667340202656188,1.8408647688904411,1.6870391392090658,1.566660925684612,1.6188724494604019,1.608901361712608,1.6382582263385421,1.6091559328180098,1.6292622413978117,1.6063790256218546,1.634063157091168,1.6385501456016378,1.6822405756482504
Shadow Hydreigon,Dragon Breath,Dragon Pulse,40,1.1672603029106239,1.1343938572884997,1.2556884788467289,1.1457641173157609,1.1347489775994917,1.1512520768159977,1.1663762677031675,1.197331172602584,1.2032324250690387,1.2385862839840445,1.2916860768928515,1.1351923941619442,1.3168392734618812,1.1396374553056718,1.3257890581621323,1.1229893982509718,1.2440622263543095,1.2972119220332752,1.2487132658143782,1.256478951896518,1.2180260077676635,1.2877483109427292,1.1415812380544736,1.198059474418033,1.1816900372020769,1.203983483913168,1.1464191950762128,1.1908929172476799,1.2219394115304896,1.2129601720679788,1.1805555555555556,1.2129273877440137,1.1950254932099347,1.184967942572848,1.1764166412817338,1.2128510412143287,1.2836252224783626,1.2064710213838248,1.1426125692243616,1.1798244875460702,1.2333502290865361,1.2709482493018078
Shadow Hydreigon,Dragon Breath,Outrage,40,1.088602735196598,1.0420584696492372,1.1861755700403418,1.050228126209656,1.0513503669665265,1.0524031193402086,1.0754549922221817,1.0868211670382961,1.104454889689891,1.1329445027025387,1.2300911841790791,1.042213697475928,1.2361450098292308,1.0454961598593122,1.2574177540255416,1.030991896862854,1.1438989848758392,1.1843223316504685,1.1525855432961527,1.1470537183221892,1.1188616315902757,1.1750848100084381,1.0496319400594152,1.0984502070204731,1.0812084542741507,1.10415763869016,1.057537144780497,1.1008607010626532,1.1269689764113555,1.1115390483420222,1.0861033492451584,1.101445162417045,1.1008549730444643,1.0844834253515268,1.082901789475731,1.1150099487332379,1.2028614140188196,1.0951772611387192,1.0534328435285256,1.081540207664665,1.1248695548465966,1.1664331077253347
Dragapult,Dragon Tail,Outrage,45,1.2079484188579772,1.1427500757735793,1.1612917428769036,1.1530949764535594,1.1277988161940922,1.149948193939273,1.13567926957553,1.1679846311933162,1.166684930860193,1.209731668088464,1.3143302155446543,1.1396361544662426,1.1981601128399735,1.144677828595114,1.365708287062743,1.1535908870072182,1.1829515356590738,1.2459822055977772,1.2349742653162876,1.2352006701583325,1.203220208877384,1.2540928805307459,1.1907279407713791,1.2246415812380544,1.1300290257961654,1.171575978087568,1.1654027023128335,1.1870808289657162,1.208040754509156,1.186937867235265,1.1384668374277176,1.1729586292544727,1.1275245426982832,1.1510484874678695,1.1928628371065064,1.2087127570629523,1.2736261845469583,1.2092795216298922,1.205884168965258,1.2005033886679173,1.18729439359154,1.2287684983650873
Garchomp,Dragon Tail,Outrage,45,1.174240656888048,1.1525188974714586,1.131278515776207,1.159712195900516,1.1522865349146239,1.1688411907244698,1.1441800392343215,1.173975379041724,1.169023309606741,1.2013753780688061,1.1999368070549252,1.1487262165654635,1.210999482883858,1.151478811316996,1.2398667406996113,1.1567249965297057,1.1985924476492145,1.256098852985373,1.2131148778168537,1.2410721023953633,1.206808800812195,1.279489216128854,1.1401975699991949,1.1984366458021674,1.1367466579453007,1.1644119210171293,1.180627975188729,1.2162081069385007,1.2112205141944918,1.1921828892089115,1.1575561765048317,1.1871992276943377,1.1317782854394614,1.1675370212102207,1.1859214082480507,1.2260792917279686,1.1614230844659224,1.1801528949014064,1.1457121591265016,1.1917356244028996,1.1939533080890903,1.245405845930608
Duraludon,Dragon Tail,Outrage,30,1.5853430935826667,1.4471118785418406,1.4047089212299553,1.441124725505556,1.4378834521629653,1.4467195870150562,1.4245084540621331,1.4633021002140423,1.4350193712846415,1.4485008749953638,1.5213033139838696,1.4385144796911649,1.5637793342683006,1.4336572183980667,1.4323791470016658,1.3943750867573572,1.4901157825320805,1.5535767180895341,1.5289760463677118,1.5337041341524158,1.5070790880709795,1.5723308895098447,1.4963257574152318,1.507435361724309,1.4288884346510773,1.4445803523976943,1.4668134827138528,1.4971101601192478,1.5224183291097788,1.4687922122866361,1.4448373889082935,1.4643269491985873,1.4806339344033224,1.4570937415713177,1.6896254480170585,1.5483631579288486,1.5031600253098045,1.513528164558133,1.4587348149844572,1.4930233967957807,1.5101921146525934,1.5472335688800103
Duraludon,Dragon Tail,Dragon Claw,30,1.562897581674734,1.4929893365908318,1.4379344442141067,1.4927379364622184,1.4551599002795697,1.495086324031526,1.432879254954044,1.4894765914066275,1.4631507251165818,1.5057978979880164,1.476320874331107,1.4770804049209483,1.52944644427319,1.4702436884667003,1.4347497917823433,1.4363656475569129,1.5704111306904789,1.647331380201295,1.5415151012029644,1.5840377039530287,1.5605555841271472,1.6478379876456437,1.5069797895468435,1.5517212152546755,1.4555087690609543,1.5057503781529782,1.5030610184161175,1.5620656825503678,1.5256762338546725,1.5048189453393914,1.467807660961695,1.5204719214499165,1.4953124339922463,1.5137994794120802,1.6447232826282803,1.594250474752254,1.5197658843075512,1.5758628090182831,1.494972287802704,1.54116976120472,1.543109017362871,1.6006340876790204
Mega Salamence,Dragon Tail,Outrage,35,1.1099791507848304,1.0592044233400992,1.0468415481394917,1.069369813958352,1.0543489649598108,1.0723305742240317,1.0596130179966126,1.0810781721517548,1.08288431516018,1.1007854727166668,1.1145615179269475,1.0598591121391219,1.0962157963890402,1.049971126005308,1.1497475360910607,1.07934177193226,1.1063923633258017,1.1531226689441194,1.1153683606780072,1.1354995245498318,1.1145930357697282,1.17299527425871,1.0600062720634664,1.1068433297876399,1.0382420996688606,1.0685581129144353,1.0733394239553782,1.1143568783959223,1.1019718603361726,1.0818625316766581,1.060571661427407,1.0839542826095392,1.0558803362698999,1.08663141920326,1.0914246456371401,1.1277488641592834,1.0860912633070738,1.1111855275281128,1.0632323075834986,1.095884090380943,1.093125416182156,1.1355039406859675
Mega Salamence,Dragon Tail,Draco Meteor,35,1.1793859125435124,1.0795080687381173,1.0363295804569128,1.0886472583577482,1.0748668259931713,1.0759229045986818,1.07515443944877,1.1153614959405067,1.1052472747013384,1.1177964615794425,1.1505612424705203,1.0630673693506116,1.1303575345029144,1.0588285005442797,1.2389037340366464,1.0873711653248197,1.1269197089761191,1.1788564447951912,1.1420048903445883,1.1522798967593921,1.1351569628016922,1.187292498814279,1.0881097780621867,1.1235766018129654,1.0611340501206001,1.0870659417031192,1.1006799057556378,1.1312535461845459,1.1890310384734177,1.1029821643204543,1.0840779873481585,1.1108467225521015,1.0967214659651836,1.103087456820774,1.1168992358595122,1.14219559144733,1.085567675975297,1.128967145357464,1.0897859475528284,1.1157591862257412,1.132472643787829,1.151723863760597
Mega Salamence,Bite,Outrage,35,1.3562717562019526,1.3149260174325155,1.2573414077964677,1.3241373490395216,1.2560716204237286,1.3090984082317585,1.3040131918298383,1.362036123194145,1.3603092661840424,1.4210573787903822,1.3364578733953651,1.2634659710041602,1.3692309859211609,1.2873938352512238,1.5260662479178235,1.3110923618822878,1.2225532696943815,1.2933243964930108,1.401762939036723,1.4608432825683366,1.2387727929873884,1.3266952001630485,1.1441832968169279,1.213792606593295,1.1349380646743796,1.1815804750419034,1.156349473481752,1.2125152666249939,1.3423553665189352,1.3409636402201457,1.3265756587883726,1.376785229169092,1.2955717530684465,1.377234514784112,1.3423012359761748,1.4112910020675218,1.1489115673947552,1.1874618410292654,1.1532439043830962,1.2067766622547187,1.3561525388353857,1.430374588787183
Mega Salamence,Fire Fang,Outrage,35,1.496767912414927,1.453779953525538,1.3090316698251492,1.3897463368636178,1.3329774265276966,1.3886286112483182,1.322074788902292,1.3857635461978042,1.3586857198733533,1.4145193594831627,1.3146644090041846,1.2585887719099258,1.3359806192113677,1.2614857129059713,1.4622822390338701,1.2765520891171573,1.3869471681387227,1.4949351898898389,1.4325804114530662,1.4896646189606508,1.4259586245254734,1.534065908948051,1.3281242716142512,1.449965461272127,1.3487952250521238,1.4226973549732227,1.367208732028658,1.435995576285041,1.5117273407236231,1.480130688309127,1.3589960026390344,1.4096349012302556,1.3432825635542962,1.4430164202918803,1.4803196557154985,1.5522130260352192,1.338551013687276,1.3881863526869467,1.3134649732869461,1.3994620342335728,1.4032718129143187,1.4827713010723833
Mega Salamence,Bite,Draco Meteor,35,1.7172295342450654,1.481962214241759,1.3825824217151936,1.513864606590068,1.3850396071054965,1.4363633642173959,1.4784536153655574,1.5795530699028888,1.5899314839853933,1.6349684563328422,1.6330089968930137,1.4347715129444267,1.6559447229001965,1.4295142528879023,1.9824164526651862,1.4799113339811216,1.304729678598069,1.4026378093209801,1.5654762803193818,1.6540156672150697,1.31786467351242,1.3978479877027867,1.2285213610377723,1.2805032059567651,1.2030235885695597,1.25486447814889,1.2333298071837284,1.2881819493196134,1.7406830622444005,1.5106314492931594,1.5705238289284744,1.594748127449839,1.5243672192091093,1.5604541658407234,1.521323343552119,1.5861067722679871,1.1906653444390585,1.2494347847001492,1.2347650272855968,1.2770467565446701,1.5342337775922557,1.5753898446584573
Mega Salamence,Fire Fang,Draco Meteor,35,2.5276008707073117,1.7766488790102593,1.5249507882141213,1.6272360863192152,1.519961548760064,1.577816362066987,1.536052117475519,1.6672230954498746,1.5809252696637928,1.6626943450684992,1.6128885252143903,1.4073251155499205,1.6241330256123399,1.3778348327018612,1.7958621078567465,1.3961666261799002,1.6416017124139197,1.744614652814564,1.6446425067544113,1.728551914630281,1.6604209166909525,1.781947325413288,1.6232841880432434,1.6814109600071196,1.6164457708188547,1.6924622869056867,1.6461585805645045,1.6886608645477712,2.293687739784394,1.8212245702952021,1.637123064384678,1.6829229246710908,1.6771412509058294,1.6920179768562598,1.8595219423038285,1.908675813884154,1.5396936551576128,1.6236535664992915,1.597950296543525,1.6553684874652406,1.7116690022560799,1.7786656330441177
Naganadel,Dragon Tail,Outrage,35,1.3329904387519862,1.2853476859208097,1.4287360138545167,1.2943167496188723,1.6639907131607352,1.3501507614576214,1.471955177021522,1.317077083663332,1.356662609205828,1.3186660619813673,1.4936827309074265,1.2995426613141703,1.505920678005662,1.2902631255948342,1.580675666296502,1.312252741532482,1.3521151122690565,1.4050053512934995,1.4070721325826756,1.3882314763105068,1.3488438981556086,1.4051851724867,1.3256408735119742,1.346605669436828,1.4792052655247128,1.3172740280446424,1.5358195893638504,1.4083800548155982,1.3244694508635029,1.317737812161604,1.392401133232429,1.3413814180929096,1.2675730919087898,1.2913407576146545,1.3441030261000317,1.3580928245976758,1.7000048103429775,1.4159947604264185,1.543055784759807,1.431100079370158,1.354105171094348,1.3736147967043342
Mega Charizard Y,Dragon Breath,Dragon Claw,30,1.4190563663583677,1.4087989198820687,1.3281219901924992,1.4009866206317088,1.3897129628243698,1.4299603679477648,1.404688217112825,1.489959912758465,1.304060045924612,1.3638210491177551,1.374237937641526,1.3853129063488656,1.3187387195238507,1.3637439208671454,1.332553963076069,1.4102581898945032,1.4994000064864161,1.620228970497616,1.457484944078004,1.5172633692059228,1.5258220523164894,1.6208378333590476,1.377455322142503,1.4548941165501956,1.3627276072114796,1.4281558399084258,1.405698898879646,1.4866548059816318,1.4483051825059259,1.4370727604928348,1.3863056428765475,1.458600147475453,1.5056754482028019,1.4733613016647764,1.4348050113097977,1.5012768081093517,1.3860004218300765,1.4412490610580535,1.3943619122033584,1.4616020198414168,1.4781299382808073,1.5588121291630639
Mega Charizard Y,Wing Attack,Dragon Claw,30,1.5928377894321113,1.5692754208877908,1.62763601807398,1.7327905513371114,1.5358010647268083,1.5742988719084754,1.5346975992331842,1.614658852294558,1.4601683228075382,1.5301797533828096,1.5420577405281473,1.5363278417583843,1.468086690396328,1.5087859440991414,1.4486960369239312,1.529130951554692,1.625433238559583,1.7553864282548295,1.59124115134409,1.6681961571551478,1.6708724049851713,1.7592576719486015,1.5108913534519657,1.6017705865650707,1.5000989329953804,1.5719471812272598,1.5474154926191277,1.6329124392941288,1.6322772586713108,1.6022825799777471,1.5070123607715293,1.5970111964916365,1.9208264414468574,1.8111422712841494,1.5796287534593723,1.6548405286115198,1.5263773307036792,1.6011504120243774,1.5233917439318876,1.6036409235677729,1.605971157955415,1.690638758857847
Mega Charizard Y,Air Slash,Dragon Claw,30,1.6611405531012058,1.6536458572517612,1.7555407976253594,1.9043190794965263,1.5907420989520706,1.632353259125101,1.5770328942825926,1.6594960461064199,1.5709386896312207,1.6504966736688775,1.6184685432810912,1.6102919433045861,1.5284846484918115,1.5831299410246142,1.478709744586341,1.5697919558578568,1.677218624663517,1.7958422071112743,1.680293722548413,1.7533885258026052,1.7309737008020998,1.830732366089711,1.579674276487814,1.6782219547648611,1.5959952577572463,1.6746821470912883,1.630814059720152,1.7166995239698033,1.7307939910170393,1.7107311772739282,1.571074436294485,1.660745818294718,2.035830227245401,1.9375326992256172,1.6628513652773007,1.737690468011744,1.6067359602739675,1.669565515021221,1.5812253090889496,1.6532399751673565,1.6432809564984048,1.7324607173738036
