Attacker,Fast Move,Charged Move,Level,"Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Shadow Muk,Poison Jab,Gunk Shot,40,1.3009431501875408,1.3325442053059016,1.3265821798950668,1.2762666940530527,1.3257692007533035,1.2791864245226814,1.331635132064921,1.3382171190288905,1.3219915058813152,1.2980575017345168,1.339847329191337,1.3418435291785342,1.3461807765351315,1.314022629613118,1.591501218002934,1.4302301296326227,1.4244992790925475,1.4216854736941265,1.3119766375637507,1.2982319891768115,1.3038332779044275,1.2496328673815786,1.3240942803393496,1.3297081049726807,1.3316221912477177,1.3862032740897132,1.33118496425397,1.396958957456889,1.4967135541917058,1.5088511754130138,1.3090372391312624,1.3662319023136038,1.2932933731473295,1.3526565747915096,1.554144366046639,1.6124692110288403,1.296288719940267,1.3256826240165585,1.3419413229571548,1.3753497032140112,1.5738142423307806,1.5316985950070463,1.3288135892907984,1.394284051368265,1.3004381353928547,1.3457762262576172,1.3057155968781238,1.377088969242167,1.3048649541747044,1.3606547430220441
Venusaur,Vine Whip,Sludge Bomb,40,1.6764384537484949,1.7405603268369974,1.634623893871801,1.6597927353203406,1.7457773347556882,1.7902244306896278,1.8749309890636248,1.9272068414644532,2.0114818988646435,2.081892768769877,1.4755225879167586,1.4936401091670117,1.5997394229942459,1.646146141134022,1.8909910384205413,1.7678737861059886,1.7703252645901357,1.8042034768532669,1.7184342731222226,1.768897197039105,1.5056407970703474,1.4895882236257054,1.8661202763367135,1.929764267895166,1.4718664302583166,1.5409927393744354,1.860102896524952,1.9711482515031717,1.9199678286947752,1.968211514541387,1.6863382263477527,1.7765173380554258,1.9366604334422444,2.0594933923536254,1.987862283424657,2.0861526571612363,1.669042564565222,1.714438628150037,1.967297699283855,2.053431110721458,1.9172919539084061,1.8913635955695856,1.8817465019291133,1.9999103828686036,1.9216930322322583,1.9960482760982923,1.8681245540776663,2.0182042058368164,1.687735264748799,1.7498024316231027
Shadow Venusaur,Vine Whip,Sludge Bomb,40,1.395305043345904,1.4482675895635455,1.4655193007472551,1.39617857732591,1.6561283273956147,1.5846084213167557,1.528975565627669,1.5634927334421875,1.6737360085663067,1.7245966095713237,1.210517487028943,1.1959350477474286,1.5080592054714954,1.4078274740340961,1.6066864803068093,1.4957795515933654,1.5424808163349355,1.526199479819976,1.4217748504128593,1.4513995933987178,1.6040543493169894,1.3441225765287974,1.5986120322398865,1.6158274321000714,1.255191003207911,1.3013417662397748,1.628439763935986,1.727054040221321,1.6251169767788158,1.6555542809986283,1.440030790267327,1.5121324265015017,1.5886656009944928,1.681225580971551,1.6648191924094067,1.738876561152192,1.400489206132327,1.4320118912554913,1.615373232218458,1.6809464763312512,1.6188363642964023,1.604991138392764,1.6393333054110495,1.7434468739137456,1.5828995446999319,1.6405818337440838,1.64106665555295,1.7503831744134042,1.4079916874076326,1.47308322804309
Overqwil,Poison Jab,Sludge Bomb,45,1.238349545878142,1.2782591118243314,1.1737989053288302,1.1808013248507667,1.1735144890514602,1.183438934056554,1.2669792585591073,1.268005557089276,1.2985961042554812,1.3031441072552927,1.290434670080986,1.2858972018393005,1.2697212581133914,1.2741465090128588,1.282808358124051,1.3005445446369925,1.3273734648541196,1.3573991448521598,1.2509761242094133,1.2608155055346377,1.1161105389273311,1.120159197722288,1.2508119482258133,1.2776217650901045,1.2847895824152011,1.3376743596989162,1.2780634069233512,1.3479214446144445,1.3823733489045678,1.4249137826026643,1.279413372907319,1.3150111261331687,1.253354863540779,1.3152526346274394,1.4658334864554636,1.5293755913424367,1.2388549589607527,1.281016762625951,1.2900783239151234,1.3350326968561261,1.3372890641442645,1.4109796343656054,1.2789719365848653,1.3441989583985805,1.3247479595780876,1.3568280706327671,1.3063953737909946,1.3895412668268619,1.2498646938405489,1.3014324338500842
Mega Venusaur,Vine Whip,Sludge Bomb,40,1.3653942774330978,1.4042194307824396,1.3462378224251053,1.3550426256445625,1.5141796346622578,1.5372826410347233,1.4988396616208501,1.5736012629163492,1.6437948417679638,1.7156595775399142,1.1621813948250865,1.1760449022870465,1.3508795193356815,1.3702363230164958,1.4279858296481014,1.444425411185452,1.4746462831460323,1.4836168855306897,1.3937678090244843,1.4488051706681733,1.2685854596962065,1.2817699563520855,1.5235289167901227,1.5837277884812875,1.225101354467576,1.2944965878427348,1.6351394938126096,1.7325905355542706,1.5732844520775193,1.6327621063433062,1.4232029492555982,1.5049379050791387,1.592968813209697,1.7096727141294064,1.6558404152998543,1.7396944454688847,1.3630813599962595,1.429301542531676,1.6092831094583135,1.6743388383255566,1.5483158912682304,1.5747537758168229,1.6345359127662527,1.7492783606640798,1.5591603369253857,1.6380685814730034,1.6357305164208278,1.7589027402568889,1.3776991112741022,1.465851705332198
Qwilfish (Hisuian),Poison Jab,Sludge Bomb,45,1.6035196058995926,1.5729582196285254,1.5036244742582427,1.4719717313419582,1.5092923611203275,1.478804111807356,1.5492969094981723,1.556532830372169,1.5865795331042034,1.568520507401273,1.530711169992288,1.5337911309427752,1.566517926668948,1.5396000388137496,1.6218877838437014,1.5962941280514304,1.778271992588671,1.6967699819415136,1.5339595254957645,1.5394201060059378,1.3882723038266342,1.3939691337495466,1.6281510315413046,1.5787333352690405,1.5702507800157834,1.6329188622530926,1.5794995419962086,1.6278487134010144,1.7533304247097181,1.7181647423489173,1.5851810801462316,1.600130621694461,1.5186643230952683,1.5877787464942839,1.7555655134802413,1.830231791548507,1.5224862438182958,1.5321559799591384,1.5842124484543925,1.6145157791194114,1.6258008975555562,1.704083830242635,1.5403400388376853,1.6107641679267508,1.6199241855021609,1.5767629808498413,1.5946372377105826,1.6630253175029222,1.5780547605652828,1.562586138253357
Shadow Venomoth,Bug Bite,Poison Fang,45,2.4020499709256296,2.4443360782361916,2.6244763190911247,2.3142852689952482,1.8481279789795868,1.658540524258745,1.787680152851604,1.800195381174102,2.3459881531508047,2.3396259860677207,2.33867629182644,2.395956492067626,2.556313375215809,2.3935302705233164,2.356447137221073,2.2439828414556584,2.606320387295886,2.4419123036173658,2.407802831882809,2.480473318090599,2.203946028082726,1.8673414498430139,2.298659747692924,2.3298615906395788,2.432581343457311,2.5541258113115832,1.755992423806779,1.8337932992437844,2.589782971625549,2.4863676208368832,2.4020199581848565,2.4120067461548618,1.7986113054005228,1.8979346048304586,2.4596021283268974,2.548599528133621,1.8073477086042062,1.8181327440575374,1.8025580916796335,1.854985862215021,2.456459278310937,2.45259915269119,1.8027187033453482,1.891560427578303,2.5727718731266225,2.5853729000052468,2.642027546259291,2.7197293768501694,2.3437669063718345,2.410425418568897
Crobat,Air Slash,Sludge Bomb,35,1.8970177044262357,1.9568457188822297,1.847036444129669,1.8839261893392483,1.5990844372413267,1.6053807512428533,1.5965639726516165,1.6143311141744014,1.910262082462733,1.942539332421626,1.992141720678812,2.0075275680995013,2.230290194935496,2.3086607034842475,2.212450826389101,2.068136846549197,1.9789776451824055,2.043486110327066,1.8838009171057908,1.9359493223376145,1.890684669116275,1.8619919565007903,1.9147509678603811,2.0077848325069154,1.9969092194864122,2.087603349346046,1.6402499075162884,1.7177368439561689,2.1889026497482944,2.2569535469680395,1.8977065058109441,2.0048415082937687,1.61643419991032,1.7037659463297448,2.248130305355445,2.3328645565947554,1.6194410057464395,1.651579475676222,1.6324710592128464,1.6923802546225266,2.1505636264552,2.1918539767317804,1.6404657757257421,1.7256368580815493,1.970681374749377,2.0439048789627403,1.938818989277959,2.076653854790582,1.9108333857818587,1.9707523199056736
Shadow Nidoking,Poison Jab,Sludge Wave,50,1.2898220844358528,1.3061639796314846,1.4157000071013404,1.267241895262702,1.4261449720779686,1.2750047020271995,1.4455887711391635,1.3182598384911914,1.4888239375333367,1.324010122358622,1.5291022428829022,1.3902820613049085,1.2471752695178655,1.2279667799424998,1.5269097469214112,1.418847691437784,1.5007468253266627,1.3784613824262846,1.298053220172014,1.2848455720011231,1.3909481241811485,1.2071843243296927,1.3554097158401237,1.3356944572509104,1.3749721815112468,1.3454405862966123,1.3240012853387018,1.3426832818880896,1.5419325225145046,1.5271280182416413,1.3147702759297226,1.3374390938378153,1.320009709009492,1.3290335301096496,1.5166536716837418,1.5432932670105086,1.3946679706234206,1.3178190149777764,1.3236354950402578,1.314769887900083,1.4933092452428736,1.475559380403452,1.342852903855705,1.3534927320980343,1.3464384389176811,1.336585556092504,1.3176017791484695,1.3753851182771086,1.315472846706116,1.31361441677851
Nidoking,Poison Jab,Sludge Wave,40,1.60165043236198,1.5968263126975193,1.6799313033346503,1.5536245214860194,1.685810091531794,1.5630142298654985,1.7668793058712569,1.6739993148324965,1.861965036956234,1.6445501686391364,1.7780621416595077,1.7115186671127267,1.6388644192676884,1.6084871351182362,1.956749574946771,1.7696924937706109,1.7722721230064686,1.7105575810551934,1.6011197517413804,1.583533687867469,1.8169281891014155,1.5478599074001749,1.760212287292596,1.708833248186899,1.7056124899157978,1.7239488454595104,1.6573607903172762,1.6942582821409011,1.9726130313323766,1.9441200737360933,1.6399195289356419,1.6845471902767237,1.6361965900506847,1.6862032820081616,1.9450762287112642,1.9907550677985628,1.792164166129476,1.7131536328740395,1.6857687076805292,1.6838067008661364,1.9407229567559616,1.8697105323547705,1.668150671237053,1.6825363125462496,1.717213128949687,1.718114338546152,1.6669411920580883,1.742920759406901,1.6605207847506156,1.668773943119898
Shadow Victreebel,Acid,Sludge Bomb,50,1.1310599730803108,1.1459686629647372,1.227749470211681,1.109831371935143,1.2356368262856183,1.1117513914199373,1.1241206926241352,1.1480283482736617,1.140544457768028,1.1386619557327282,1.1012580294504868,1.1190488457502035,1.2519655216035002,1.1667992112475154,1.261716187881443,1.2045552789041851,1.2509754410979617,1.2018465716273594,1.1227375149567886,1.1411790666963972,1.21740464953229,1.0525164723165497,1.1904672404749435,1.1854407905186328,1.169564120884511,1.1947932939872532,1.1117043853806459,1.1718699791456966,1.3243936239690421,1.3318372507645555,1.1452607614049954,1.1505749379698837,1.1143201084626417,1.1804932464160218,1.297973141671206,1.3531796476700575,1.1500094714744329,1.158449027686908,1.1246546384973826,1.1558483131683408,1.2979238787722336,1.3047729367105638,1.1360347364106709,1.1686379521328494,1.2115388439296124,1.1892419948534196,1.1578425103397998,1.1971483674966086,1.1357099740099044,1.135016080704195
Shadow Vileplume,Acid or Razor Leaf,Sludge Bomb,50,1.1289968646282165,1.1581822106014399,1.1906273643405727,1.122861644338948,1.194393293747397,1.1251348705472533,1.1462771398267284,1.163843078897666,1.1486209288988527,1.145782738250404,1.1723497417850546,1.1578833551323304,1.2399016626258699,1.1756954676889921,1.3365297637715434,1.2467818525373102,1.2898394713132326,1.225344320145159,1.1373537488923215,1.149424777414874,1.2692055789663272,1.0991420464351964,1.2091738202146547,1.1867634322783978,1.191243215583039,1.2240490103206594,1.1665052446679047,1.2226579584818695,1.3229986297287002,1.3407726801690858,1.1556617720321334,1.1979125235625336,1.1378470082413157,1.188550155276098,1.3309853156148999,1.3832596116909806,1.1552181647747495,1.1692107473163176,1.1723715265261814,1.2122125221657627,1.32833223586641,1.3373757858797135,1.1416902245276825,1.191644421577877,1.1974482362526409,1.196265874919292,1.1650212767545625,1.2175905047389843,1.152388025754622,1.1688083094357982
Shadow Vileplume,Acid,Sludge Bomb,30,1.3445778712827952,1.3431296607222458,1.477062198724352,1.3009943851325585,1.475955965402529,1.3019229326252653,1.3195889783600485,1.3278177850826802,1.3781713983212285,1.3744530758094078,1.3625796440242846,1.3626966443731316,1.4933506130489016,1.4057264438697583,1.5604981954664743,1.475774871760861,1.519093721755878,1.4503855550099782,1.3132656845539652,1.3210845370972644,1.4770812211967648,1.2949604253718903,1.4437891646522016,1.4434380230059056,1.382112199285797,1.4010245622614381,1.323704763918629,1.3817541975379637,1.7496499165245807,1.6184840679861114,1.3868686516843922,1.370333686788213,1.3186923763859346,1.3877095206516832,1.5770679075705865,1.6265714165423466,1.3885671614006565,1.376294174916608,1.334272548350052,1.3692041992027444,1.6474476223046577,1.593410473421445,1.3484377310543803,1.3792429499678374,1.4786004093095142,1.4510575197506017,1.3981011872808489,1.4137062918358347,1.3918506938505373,1.3698427314055397
Vileplume,Acid,Sludge Bomb,30,1.6040320510312664,1.6264896506619289,1.728950086164932,1.5703735519641646,1.7280713407587351,1.5700054860921142,1.5653472929164751,1.5868888741425744,1.5897954272926702,1.5823279018564342,1.5642294006368505,1.5538283022465358,1.757656823605666,1.6656420504387668,1.84447567020929,1.7422063932360485,1.808270393728016,1.7035934245287472,1.6007278617386191,1.6046541559172272,1.8052542307823418,1.539385391409942,1.7113061276561514,1.657018674994265,1.6415968947245898,1.6627315706172336,1.5841716485615935,1.6584662178244602,1.9201736988746139,1.9179171518209395,1.6411099077264049,1.6574388346195688,1.593936179141811,1.6809454828530876,1.8587116265878327,1.943422379155634,1.6321294462426965,1.6418993941035733,1.6248543572214944,1.6672893509127504,1.898936045313115,1.8898057735643627,1.5998913089962903,1.648418070519956,1.677074215668629,1.6486769409264483,1.6660137358074625,1.7054034123672033,1.6179220047700058,1.6241647819457943
Muk,Acid or Poison Jab,Gunk Shot,30,1.6894055278341256,1.741474468386909,1.6946131740251693,1.6406267160320012,1.7009028794188048,1.644617069009438,1.7127988054862586,1.709057778464479,1.7528299692399008,1.7306670570164708,1.7108954550189226,1.7048957408857544,1.7498687503618644,1.6969964120302825,2.0170098079254317,1.825683339433385,1.7326323909286492,1.7502900375832848,1.6972960128966317,1.6960847585366823,1.6285146690652752,1.5561562590508153,1.734899983853571,1.7436786072648072,1.7503105238807086,1.8043425026976614,1.7424803686247554,1.8132014668799643,1.9387415223809665,1.9560715012752607,1.6866312644747066,1.7574735050600212,1.6923389563419717,1.7701619415901753,2.014732361554476,2.0792495960349906,1.670266413706962,1.7111992727192322,1.6858143584723542,1.7177291481283035,2.0227710821331186,1.9722856348902575,1.7248621045805448,1.800845306565025,1.7145869849426796,1.775032299223651,1.685035919491075,1.7840345653178638,1.6977291991147367,1.74266422635932
Qwilfish (Hisuian),Poison Jab,Sludge Bomb,35,1.6933421164663935,1.664955856687085,1.6099203318927717,1.5396486201889816,1.61386840964018,1.5401621843966915,1.6382169789446668,1.6391514444836623,1.755700243433902,1.7002605183898876,1.699277828700978,1.7076495138239183,1.7526764739296952,1.7113865060983744,1.8146133634200245,1.6791650312059838,1.9263862542008554,1.7643335609135729,1.7128426004766917,1.7189139686680557,1.605925712382227,1.4943900713274725,1.784479555684493,1.7424929181499433,1.7548730488624436,1.7674099083600416,1.7187532214593606,1.7655577526254282,1.9388916810653616,1.8968648425385572,1.7250537675346966,1.7301714242665542,1.6561163735186009,1.726567638298564,1.9115821035423268,2.001555677327992,1.6769061736040043,1.6746107230184497,1.6903372769847136,1.6812763626342544,1.750412396425509,1.7754474632667905,1.7066366862173314,1.756675859395035,1.7719504831189008,1.7466933946403878,1.6864369009400837,1.7374440400516789,1.7430228445911597,1.7045546446910607
Beedrill,Poison Jab,Sludge Bomb,30,1.933411871382619,1.905249149018763,2.043062458562993,1.8125254332311298,2.0544822248768613,1.824589581424443,1.928805876937877,1.9335931774624824,1.930495811092084,1.8906408287179817,1.9936623805883498,1.9418167948572918,2.1465436597705496,1.9744935421494643,2.2440519502431457,2.064453726854407,2.173735086423093,2.103223319648932,1.913720039728157,1.8522332839234599,2.113728639404234,1.8115907075922566,2.0716889929637596,2.0287896668118997,1.9576026099598975,1.975247950582651,1.9158803475848054,1.9721803259562198,2.431155368295656,2.267324990323407,1.9261346671192185,1.8970204887722049,1.8473178294163326,1.9183696501202663,2.2428873274601884,2.3169419220542538,1.8895715020967874,1.8844003302879468,1.8390810984222694,1.873804179602221,2.3378930911155886,2.2094860037313397,1.9084728013558658,1.9485091404163015,2.075662478853646,2.0410657800902334,1.9859265822895047,1.9426555541939872,2.0051649634209125,1.9043999452235965
Shadow Beedrill,Bug Bite or Poison Jab,Sludge Bomb,35,1.6407033391031767,1.603959744769322,1.7387077741815018,1.5290490755849655,1.7351832454841316,1.4916108490188194,1.5593138135133442,1.5466622884293701,1.53370135833711,1.5367384669679847,1.7027245573134995,1.5787871991968845,1.7811597460899347,1.6483368964401506,2.048212530664395,1.7037180054320349,1.7249319419103506,1.645988759216674,1.6612034673946825,1.5690286742864934,1.8274920929927931,1.4675675138833972,1.8143607309635619,1.6579968376688372,1.5798998241578686,1.568865950023353,1.5023330799181525,1.5287212676011483,1.9465628916346445,1.8321791665643619,1.5674798559070575,1.564637791104116,1.552979773653045,1.5719164253907232,1.7887338883153834,1.8275047380828282,1.5633440598476127,1.5440720644868131,1.5052699441608448,1.5173290126557395,1.9609680162460639,1.8242388114915808,1.5086704166087017,1.518429189482825,1.6671555220928485,1.6545848990112864,1.6525438488998978,1.5957673223137514,1.6033728159212919,1.511167617863564
Weezing,Acid,Sludge Bomb,35,1.8000147513840983,1.8232642745821006,1.8583903880654893,1.747186233463731,1.8565907259745307,1.7563968937886465,1.7761141767361717,1.7804271624555188,1.7334789391575665,1.736904900360539,1.7417162159123403,1.7475098870894938,1.8075964907858206,1.8010067863055605,2.0284623016034766,1.903035953241857,1.926905380941273,1.8736237342402455,1.777403012423329,1.7857318303180987,1.8634952474746294,1.6172057631030308,1.7800440995741966,1.7769469957072543,1.754732547192602,1.833836872381951,1.7596006092227732,1.83430103519875,1.9983042099819042,2.012491504961479,1.764278409307231,1.8124065902998912,1.7573416822749328,1.8471714570244,2.0266068930089167,2.1005720294660284,1.7778592133111304,1.8082559448711395,1.797205082622349,1.8421987543336842,2.076380240524606,2.053905769775689,1.7485550830864707,1.8128403406254996,1.7964087342796653,1.8010724458340959,1.7850265578434747,1.8829549900691893,1.712351314637818,1.7526743022706628
Shadow Arbok,Acid,Gunk Shot,40,1.6424107188797363,1.615108826364196,1.907507147065322,1.5670611674414456,1.9339043799871927,1.5641678854999788,1.7058750130161593,1.5981270012912134,1.8276858539637217,1.6220636938588082,1.7084269458178964,1.6489672048366804,1.8982349988368536,1.6874494037105343,1.9339801754553252,1.7786673269693993,1.9364181284525357,1.756184105431546,1.6213923571436548,1.5748381662967665,1.9195984263022368,1.5853069647426528,1.770462678676934,1.7227412211092639,1.5900768705371457,1.6200300073645788,1.5858142438047234,1.6093193696889785,2.1817357748219752,1.964872682951574,1.7204250207172083,1.6564550203688837,1.603802279500001,1.6472446148646143,1.8964819551416887,1.9172533447258375,1.6491413507773989,1.6097538213400133,1.6718456349885535,1.6106734343383857,2.0306943083314954,1.9536064645435594,1.5914144500303355,1.5985085349613932,1.8023944337190168,1.6772837068104118,1.6417877512327206,1.6624093459722833,1.6581293527160272,1.6085251420297337
Nihilego,Acid or Poison Jab,Sludge Bomb,50,1.058065282989256,1.0857801145267725,1.0229142732559662,1.0331010470913315,1.023701008881731,1.0344648822457336,1.0734604782714063,1.083739495434266,1.0808664161476484,1.088774448664322,1.059436306448899,1.0758735200382052,1.0335212323987069,1.0483251901580208,1.0983963447867915,1.1176648635093558,1.1051410648364621,1.120385627201318,1.052892133586121,1.1170235307302072,0.9381077886872958,0.940217576573087,1.0620762333531593,1.1035726379966517,1.121758651916035,1.1714055584268792,1.1049337022720278,1.1662210845958436,1.1993117639514124,1.258639969429976,1.09032176274888,1.1497914913230745,1.102414170919399,1.1670809757100846,1.2480071005152409,1.333577545452795,1.0668507752063665,1.110054332972571,1.111991248450037,1.1507707445155528,1.1625757392631793,1.1951916110982501,1.1097606733978982,1.1694364009001783,1.0823400250337425,1.1523227667096125,1.1196928633143468,1.1847217911164496,1.0721200109828728,1.1121159460726693
Slowbro (Galarian),Poison Jab,Sludge Bomb,35,1.6577058279345793,1.6864055206261659,1.6121810396963203,1.607012088335864,1.613590690454307,1.6096224758575224,1.6449258718388113,1.6549114384942836,1.6646082398565867,1.6551102270311895,1.6166734285056787,1.6342222746435862,1.6172361134084352,1.6289069428842782,1.7123453487077422,1.7354451450051205,1.697193603089884,1.6629720085772777,1.6393475123880912,1.6652875804836005,1.5846651033836328,1.4554803216648105,1.660149338428246,1.6759937312702864,1.6744776712703826,1.747567986922382,1.6691342573705104,1.7514108765674878,1.8320975283895982,1.8432185305631643,1.6408533221653474,1.6785681594127413,1.6181968879751192,1.7118642545877716,1.8783206152213296,1.9990313325411235,1.619917667656678,1.6572646764773475,1.622338956710485,1.673769390069124,1.870949414289754,1.8498395863978256,1.6548242900403876,1.7356158335168628,1.6547011261848659,1.6933247244832283,1.6274216654028961,1.7240641929109002,1.6131785978118187,1.6782513756252673
Skuntank,Poison Jab,Sludge Bomb,30,1.7476742203514974,1.729567463034387,1.646646668994853,1.620323838289001,1.6522002716974984,1.6255478199924396,1.6822014017865097,1.7045076353425026,1.7255000020052216,1.73382720604454,1.6696128124169936,1.6970764042432698,1.7297936851226505,1.7411696129778813,1.7830256510886662,1.7653571533196333,1.9160639577398997,1.8393043263796505,1.682056436627697,1.7104123895161725,1.5612393446988087,1.5360706623257645,1.7636416144224543,1.7300676529615042,1.6971787293978469,1.7709874026169878,1.7174770896224898,1.77392754740743,1.8983354099626073,1.8819298406464497,1.6992001902013882,1.725484029320824,1.648699264943292,1.736753515924212,1.9140865723695437,2.038565889132615,1.6584786434155712,1.6768610860504607,1.7431496589313469,1.7757348311632688,1.7907427572585155,1.8690029290914398,1.6880713633440798,1.7589615538094086,1.753309491796042,1.7204356748661558,1.7386265312203175,1.8220346125926292,1.7145832626853297,1.696554618864588
Shadow Victreebel,Acid or Razor Leaf,Sludge Bomb,45,1.1710629251704536,1.1729932530324318,1.2724835344649852,1.1361990690288912,1.2821619626852103,1.1450820317447719,1.1490055654424465,1.165304468650422,1.1711731749475633,1.1634031818856303,1.1809170880215678,1.1762819615358338,1.2830149673507532,1.1966885609825357,1.355354913332374,1.286577890100303,1.287331769029844,1.2366771178424207,1.153683731365873,1.166889453976609,1.2862445319317468,1.1111065703250549,1.2142199288389122,1.2203002150033144,1.1977916512322857,1.222064380767761,1.1728919411406642,1.2329486976889714,1.3765903104869546,1.3701114185154486,1.1985472639919126,1.1932224959314885,1.1476956603600952,1.1982666317827904,1.3636712496691419,1.408826166292918,1.1788682851121948,1.1827349597340353,1.1768955618774843,1.2115986795613167,1.376832446836479,1.382760554517792,1.1904954462845716,1.2251958564921197,1.242333708227973,1.2235657393594086,1.18946382329688,1.228622786561277,1.1843046345025725,1.1888221150098628
Haunter,Lick or Shadow Claw,Sludge Bomb,30,2.1707692574808766,1.8807995232048023,2.042972596984171,1.8008917291196767,2.074848627796203,1.808214199920275,1.9317498247261005,1.772288891647914,2.039203124937337,1.9008287179816241,1.9682646461734552,1.8177710951068955,2.3983572989820137,1.8802175687928242,1.9191331464941677,1.7175582760902373,2.040288566536805,1.8543144444101238,1.9924683640094323,1.9145144488257357,2.0542863051950437,1.6016816432080263,2.1686031825491567,1.798718600316003,1.8510649356734052,1.7864998704244077,1.7878031982837197,1.779532716896001,2.10212358485664,1.8779042607056005,2.181367513959308,1.9135709662603153,1.7954359904815411,1.7617576180563377,1.8887427003171993,1.861435187889829,1.943836380109323,1.8391646981008443,1.8422452427547167,1.7363834297956433,2.1720935217567114,1.8712536606440198,1.8649865949341773,1.7945142582343134,1.8657437596206528,1.791588257155572,1.8733736081158334,1.8203841945530765,2.1552620210158504,2.072360451028441
Weezing (Galarian),Fairy Wind,Sludge,30,2.493908707428328,2.4358012193419754,2.473857192992188,2.335182572709953,2.49070772478106,2.3321128034686636,2.424959760806707,2.433109809065722,2.5870108161652947,2.616473296463992,2.4684290756033334,2.4759317875904325,2.4770392268651,2.460975318622093,2.754329515642595,2.6485924396564315,2.6811026860267266,2.522001494242385,2.3540951080374035,2.363796003076275,2.773484945482383,2.329517730941918,2.152944930148805,2.143299515763414,2.414359135225674,2.5018680481230575,2.37079304763979,2.4678955869082007,2.8497841997476563,2.8693344592096715,2.359932635658224,2.4381869789814505,2.4068434150004197,2.5125109358683626,2.841480377140623,2.936457503468502,2.392239048526622,2.428342289389089,2.477204339924451,2.5192601667943118,2.7600884965058485,2.844088149042683,2.4237283285749696,2.515628539735744,2.487869590545522,2.4755040968795825,2.407442074416701,2.530192402074367,2.378189262406702,2.448146802968267
Weezing (Galarian),Fairy Wind,Sludge,50,2.0540713026782287,2.1013385634409474,2.017930841189388,2.027365448278758,2.0222979385685673,2.0311258523618863,2.043284728085367,2.064090867136392,2.1923700516144042,2.230346221560945,2.057632235164153,2.0591199833408043,2.045561724854486,2.0449909716594017,2.308027648353662,2.191865822080847,2.1305107584623335,2.19023820420137,2.0785683999403846,2.1076184787535617,1.9700448370188854,1.9428903100878192,1.8040998110876039,1.8434924914992712,2.1029137670772577,2.1848458050451023,2.137603084812884,2.237084315713356,2.391037072882843,2.404772194229039,2.0328036640499128,2.1302743825137855,2.068821489576804,2.1746464793876363,2.416992640020261,2.4950455335716053,2.039945750408521,2.1026501846335317,2.082904071631816,2.143493003143622,2.3681326145321138,2.3227421412748934,2.082925032573229,2.1792198168512793,2.0091677069597367,2.1040045905884983,2.1367924880397955,2.2594955409321713,2.015835104373578,2.1025495281246838
Nidoqueen,Poison Jab,Sludge Wave,35,1.9027979894053872,1.9337683707205064,1.9318075555684167,1.8597678076410937,1.9386179609235445,1.85932350681591,2.057406929987306,1.9678764046232153,2.088942967487337,1.9431219696088615,1.9547060461007217,1.9164962996270374,1.8247446401745557,1.7866412673725196,2.3442295030252454,2.076878687412697,1.9962754002565986,2.007573699961194,1.9360288864832225,1.9197392637505215,1.8053576399150393,1.709114337350788,1.9270395271654415,1.9083456967710515,1.9644922613356681,2.0118730042064485,1.9295434859091956,1.9925967750918387,2.172729648918656,2.1394103165065737,1.8459263447554073,1.9227244080710841,1.8715637554509206,1.9493496324716462,2.2308956616556834,2.2881260233753036,1.949092168285773,1.896866730023944,1.9996338164313252,2.00676301822374,2.2995613637669963,2.2181446360085646,1.9617029915371784,1.9791961444631425,1.8815471915037678,1.9457798952390348,1.9434792858773482,2.0509719940558204,1.9062392536281847,1.9208436272475133
