Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
(Boss weights),,,,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,17.5,0.0,17.5,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Magnezone,Spark,Wild Charge,45,2.1252390388100983,2.1153526301057988,2.498018372162291,2.2757323634531708,1.341533901382347,1.1736557569256476,2.6459298732362955,2.388036729191707,3.8542876547771363,3.5235363792004404,2.5293128042448028,2.2459618336458784,4.23626105963588,3.673995663519578,2.574003690268215,2.4276960768419675,2.277547202822624,2.291970090768074,2.5410921600858396,2.310019731701171,2.3814157017593636,2.3761438349386976,2.3860323331848803,2.3331171994395,2.192755556692452,2.260628177027869,2.3255998876674076,2.333913223474341,2.348708496159617,2.345975549522245,2.417999156106357,2.3063988161965834
Unscaled: Magnezone,Spark,Wild Charge,45,3.9991794,3.9805756,4.228646,3.8523602,2.856953,2.4994369,3.563677,3.216333,6.7430115,6.1643677,3.2077825,2.8484247,4.339342,3.763395,2.3815825,2.2462122,1.2138854,1.2215725,1.4379822,1.3072203,0.8846966,0.8827381,1.1422309,1.1168996,1.2772413,1.3167759,1.3877505,1.3927113,0.80701584,0.8060768,1.3157407,1.255014
Rampardos,Smack Down,Rock Slide,45,1.2832328712700183,1.2678231614730313,1.3677668516343513,1.2439021450966277,1.1303952490605467,1.0752024061419128,1.2744195280789492,1.2836723608318181,1.3068538183161749,1.2374385761463729,1.2828537471573855,1.2623982775536575,1.2384972465008939,1.2648111502802313,1.308341882425876,1.3036453935846573,1.2301725817656128,1.245667819150558,1.231701347643735,1.2442604711787455,1.2802317941725374,1.2874897429417818,1.2547152004238007,1.300371661170014,1.2160177227702884,1.260161107041364,1.2624263280301742,1.26295672046343,1.203332958575678,1.2519574878718653,1.2875232015619382,1.253903265383233
Unscaled: Rampardos,Smack Down,Rock Slide,45,2.41473,2.3857327,2.315356,2.1056778,2.4073086,2.289769,1.716455,1.7289172,2.2863188,2.164878,1.6269699,1.6010274,1.2686336,1.2955878,1.210536,1.2061906,0.65565646,0.6639151,0.6970092,0.7041163,0.47560647,0.4783028,0.60065174,0.6225082,0.7083088,0.73402154,0.7533251,0.7536416,0.413465,0.43017238,0.70059854,0.68230444
Primal Groudon,Mud Shot,Precipice Blades,40,1.0,0.9868490325866529,1.0,0.985653593377411,0.9999999999999999,0.8292735025979088,1.0,1.0281364906800479,1.0,0.9529052351002857,1.0,0.972923557927832,1.0,0.9913412923336453,1.0,1.006036632050948,1.0,1.0520104863369446,1.0,1.015927366982428,1.0,1.0374675895264467,1.0,1.0495414605247875,1.0,1.0377292151194981,1.0,1.0386046593391627,1.0,1.1070550878910503,1.0,1.0333553740514467
Unscaled: Primal Groudon,Mud Shot,Precipice Blades,40,1.8817551,1.8570082,1.6928002,1.6685146,2.1296167,1.7660347,1.3468524,1.3847481,1.7494832,1.6670917,1.2682427,1.2339032,1.024333,1.0154636,0.9252444,0.93082976,0.53297925,0.56069976,0.5658914,0.57490456,0.37150028,0.3854195,0.4787156,0.50243187,0.5824823,0.6044589,0.59672797,0.61976445,0.34359983,0.38038394,0.5441444,0.56229454
Shadow Raikou,Thunder Shock,Wild Charge,45,1.8086426868193424,1.7701087670760134,1.845445906728981,1.8510384745937531,0.9743672182886243,0.9504245529254159,1.8941736303101961,1.9257458352526233,3.0150254658061306,2.8929314668468953,2.0722151998194036,1.830261904917726,3.071217660663085,2.9977148056344958,1.8476570082456054,1.853564960782254,1.794674239194115,1.8664421551120425,1.904086720526235,1.845195032121004,1.856633324744735,1.9458453705606895,1.82348454907256,1.902908950533469,1.762097835419205,1.8428929085055459,1.7555317542765763,1.8219429198198973,1.8026819163443708,1.9246932107038586,1.853907896506883,1.863865731228696
Unscaled: Shadow Raikou,Thunder Shock,Wild Charge,45,3.4034226,3.3309112,3.1239712,3.1334383,2.0750287,2.02404,2.5511723,2.5936954,5.2747364,5.061135,2.6280718,2.3212163,3.1459496,3.0706582,1.7095343,1.7150006,0.95652413,0.99477494,1.0775063,1.04418,0.6897398,0.7228821,0.8729305,0.9109522,1.0263908,1.0734525,1.0475749,1.0872043,0.6194012,0.66132426,1.0087936,1.0142121
Mamoswine,Mud-Slap,High Horsepower,50,1.3728443727879363,1.3604793737506014,1.5131537673495077,1.3713266338224677,1.3266342717917265,1.1374746450851927,1.6438009836861116,1.4496301896184023,1.5058381240814431,1.322619845677855,1.6252801612814327,1.3564126960872709,1.6690034393112396,1.3733468510728444,1.5437166655642551,1.4196651176705313,1.329521177419196,1.3556184410556322,1.5381336418966605,1.4044300019403013,1.4041512162521115,1.3850730879664477,1.4300074198542934,1.4178879067237415,1.314690592314994,1.3672733059871518,1.3357724793761554,1.3538909530250443,1.3584425813016263,1.3758871766612923,1.4739606435350616,1.3961160677202595
Unscaled: Mamoswine,Mud-Slap,High Horsepower,50,2.5833569,2.560089,2.561467,2.321382,2.8252225,2.422385,2.2139573,1.9524379,2.6344385,2.3139012,2.0612497,1.7202605,1.7096153,1.4067645,1.4283152,1.3135372,0.7086072,0.7225165,0.8704166,0.79475486,0.52164257,0.51455504,0.68456686,0.67876506,0.765784,0.7964125,0.7970928,0.8079046,0.46676064,0.4727546,0.80204743,0.75968874
Shadow Magnezone,Spark,Wild Charge,35,2.007953851167987,1.9801150532287652,2.338441181658651,2.0401375779610613,1.3292002265008533,1.0798069436626787,2.367223980890557,2.211834496489742,3.350264238033266,3.100655667913816,2.2674973804304175,2.054608475175926,3.604257599823495,3.219328089595864,2.3743990236525616,2.2163441356683706,2.0928713453666346,2.067333015309696,2.3399571013095444,2.276591232876131,2.158675008266481,2.152799723327261,2.284470570835795,2.213503591694108,2.1442366574915668,2.0988869533031305,2.107193165421758,2.06911333484167,2.1805851882988416,2.1426353732480017,2.193733317847248,2.100369497508382
Unscaled: Shadow Magnezone,Spark,Wild Charge,35,3.7784774,3.7260916,3.9585137,3.4535453,2.830687,2.2995749,3.1883013,2.9790146,5.861231,5.424545,2.875737,2.6057422,3.69196,3.297664,2.1968994,2.05066,1.115457,1.1018456,1.3241616,1.2883034,0.80194837,0.7997657,1.0936117,1.0596387,1.2489799,1.2225645,1.2574211,1.2346978,0.7492487,0.73620915,1.1937077,1.1429043
Raikou,Thunder Shock,Wild Charge,50,2.1002849414357905,2.0776722752073318,2.110595272850275,2.137179213471265,1.0988236991191886,1.0705964129601349,2.190118234188097,2.207765230993389,3.1555562808491104,3.179473058100815,2.114456641461449,2.087510142971846,3.236648628912668,3.2546618140780392,2.1183631049266554,2.1538872323896263,2.0953847640410017,2.1986944144636023,2.0863853029044086,2.143714500697483,2.1494509775335837,2.2399778541216713,2.098230765824218,2.2183818534428372,2.0597860226825775,2.1558495425526236,2.048124206411843,2.1389381161402574,2.092050511200777,2.197312961417938,2.1351983039796054,2.1789388993068752
Unscaled: Raikou,Thunder Shock,Wild Charge,50,3.9522219,3.9096704,3.5728161,3.6178174,2.3400733,2.27996,2.949766,2.9735339,5.5205927,5.5624347,2.6816442,2.6474695,3.315406,3.3338575,1.9600036,1.9928721,1.1167966,1.1718585,1.1806675,1.2131096,0.79852164,0.8321524,1.0044558,1.061974,1.1997889,1.2557442,1.222173,1.2763642,0.7188282,0.75499636,1.1618562,1.1856574
Xurkitree,Spark or Thunder Shock,Discharge,30,2.139978788950805,2.0243404681087354,2.3191456380971602,2.104735928079404,1.2795683373444617,1.1076330308641926,2.4020764264889016,2.1848538117465583,3.6669042606410853,3.2353663070328427,2.3961574547206146,2.080699538030063,3.715276184600125,3.3038883839532653,2.34098309592579,2.1415844289357495,2.128636152345518,2.0820570406821655,2.272040006262685,2.0655051481609368,2.1829202928191602,2.1388148078919347,2.2153646131440046,2.1318973102192618,2.0063153850340174,2.0506094348274617,2.054131633883359,2.0389320782131266,2.1292281489196316,2.111679158863379,2.289108736578011,2.130366130754998
Unscaled: Xurkitree,Spark or Thunder Shock,Discharge,30,4.026916,3.809313,3.9258502,3.5628974,2.7249901,2.3588338,3.2352424,2.9426756,6.4151874,5.660219,3.0389092,2.638832,3.80568,3.3842819,2.1659815,1.981489,1.1345189,1.1096932,1.2857279,1.1688516,0.8109555,0.7945703,1.0605296,1.0205725,1.1686432,1.1944437,1.2257578,1.2166878,0.73160243,0.7255726,1.2456057,1.1592268
Shadow Zapdos,Thunder Shock,Thunderbolt,40,1.9663324945950726,1.8887451401088273,1.978586368314465,1.9781900427469232,1.0443682189381778,1.010080123808195,2.0483623892269116,2.0502637111535016,3.6143121008535553,3.1566514042546965,2.2545554569326516,1.9540562701445077,3.5302943476389026,3.215918846703172,2.095137673894595,1.9925734216818822,1.969819462952826,1.9941828879829748,2.100397885530686,1.947579694619851,1.9185280291040425,2.0002944277727055,1.996963750502386,2.0331662473502012,1.898169437938286,1.9611874901606454,1.8702334331672101,1.941043420505327,1.9553670908393639,2.0388276676388344,2.0165687637325678,1.992710390844783
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,40,3.7001562,3.5541558,3.3493514,3.3486805,2.224104,2.1510835,2.7588418,2.7614026,6.3231783,5.5225086,2.8593235,2.4782176,3.616197,3.2941718,1.9385144,1.8436174,1.0498729,1.0628581,1.1885971,1.1021186,0.7127337,0.74310994,0.9559777,0.9733084,1.1056501,1.142357,1.1160206,1.1582749,0.6718638,0.70054084,1.0973046,1.0843222
Swampert,Water Gun,Earthquake,30,2.07994802299194,1.948861836484461,2.1105387983767963,2.0450731279450465,2.0782610786250877,1.9729329695808635,2.116565853838179,2.0858757054596335,2.2966646950367973,2.1602260599015755,2.070592245474782,2.036376002795049,2.591188607611002,2.4899298372697163,2.0905017096023495,2.0392243389962696,2.020138870321875,2.082920301306289,2.018868107909044,2.0153785691035413,2.0474135308861676,2.0690511996383956,1.9985072556649501,2.073655840753884,1.9302292962378427,2.009833260169451,1.972371598401865,1.9834573867888246,1.927822636000722,2.034140994772902,2.1417368257396383,2.0720033138262566
Unscaled: Swampert,Water Gun,Earthquake,30,3.9139528,3.6672807,3.5727205,3.4619002,4.4258995,4.201591,2.8507018,2.8093667,4.0179763,3.7792792,2.6260135,2.582619,2.65424,2.5505173,1.934225,1.8867809,1.0766921,1.1101533,1.1424601,1.1404854,0.7606147,0.7686531,0.9567166,0.9926914,1.1243244,1.1706923,1.1769693,1.1835845,0.66239953,0.6989305,1.1654141,1.127469
Shadow Aerodactyl,Rock Throw,Rock Slide,40,1.4319048211959144,1.3955006153563767,1.435110298309275,1.3947877014664816,1.2287997647651803,1.1595661322528132,1.431416538293283,1.430747793893377,1.6013542170625017,1.4239195895107768,1.426173791499056,1.377677395659364,1.3860630283316069,1.4014110645659177,1.4407323081339376,1.4326184519463183,1.3809359369994234,1.389146950842833,1.3794741535213293,1.3647035455919632,1.3780398765782895,1.4093761921256154,1.39832447490744,1.4475171897468977,1.3526253072410956,1.3876868018135486,1.3289837913915783,1.3685450340127345,1.364331874087365,1.4147981388698592,1.4303851146864692,1.3912303425340773
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,40,2.6944942,2.6259904,2.429355,2.3610969,2.6168725,2.4694314,1.9279068,1.9270061,2.8015423,2.4911234,1.8087345,1.7472293,1.4197901,1.4355116,1.3330295,1.3255222,0.7360102,0.7403865,0.78063256,0.772274,0.5119422,0.52358365,0.66939974,0.69294906,0.7878803,0.808303,0.7930418,0.8166491,0.4687842,0.4861244,0.77833605,0.7570302
Mega Swampert,Mud Shot or Water Gun,Earthquake,30,1.5450166708728463,1.501081729498169,1.4966065103253179,1.4639187778923939,1.2654132548829091,1.2203865606425794,1.5423986325450363,1.5550447101701717,1.5393098373279608,1.4543742403470923,1.6117931528405407,1.5063149979101003,1.569428105899156,1.530845145084655,1.5905164084213859,1.5964965580985953,1.49060257036273,1.5601604190031788,1.4714908196166259,1.4827042785947973,1.5464596688863868,1.5602647728825398,1.5033660904303097,1.6026132008232028,1.4241376948278086,1.486717536309687,1.5420077594150647,1.572122888759513,1.4405367429896574,1.5126727507403015,1.5723720394806968,1.54351804410741
Unscaled: Mega Swampert,Mud Shot or Water Gun,Earthquake,30,2.907343,2.8246682,2.5334558,2.478122,2.6948452,2.5989556,2.0773833,2.0944157,2.6929967,2.5444033,2.0441449,1.910373,1.607617,1.5680952,1.4716164,1.4771495,0.79446024,0.83153313,0.832704,0.8390496,0.5745102,0.5796388,0.7196848,0.76719594,0.829535,0.86598665,0.92015916,0.9381297,0.49496818,0.5197541,0.85559744,0.8398967
Omastar,Rock Throw,Rock Slide,35,1.8811002558196868,1.8430209117009966,1.806754748729354,1.7641963889181962,1.4998024292352703,1.4853433484063117,1.8143105361805052,1.8336188880088125,1.861181862163638,1.7979801120696672,1.8853836099352277,1.8039305883645143,1.8011415233132193,1.8016935898775104,1.8765201929349697,1.8906830454742554,1.814758642104735,1.8378130105440313,1.778067134436042,1.8305839247601217,1.881081381688326,1.8819477067419708,1.808980530402602,1.8955462282825126,1.764934659817131,1.8310061953813879,1.7954754157074286,1.798586045832576,1.7656693834801958,1.8414742812882068,1.8478618910715612,1.8167473560327
Unscaled: Omastar,Rock Throw,Rock Slide,35,3.53977,3.468114,3.0584748,2.986432,3.1940043,3.163212,2.4436085,2.469614,3.2561064,3.145536,2.391124,2.2878218,1.8449687,1.8455342,1.7362398,1.7493439,0.9672287,0.9795162,1.0061929,1.0359117,0.69882226,0.6991441,0.8659872,0.90742755,1.0280432,1.0665287,1.0714104,1.0732666,0.6066837,0.63273025,1.0055037,0.9885729
Nihilego,Acid or Poison Jab,Rock Slide,45,1.5962373105830827,1.619379588767954,1.5533088311308092,1.6073781182209217,1.2847382348194396,1.318697303603977,1.6428675480698556,1.7080106179415058,1.5297729066503754,1.5466406307874234,1.6947493567280143,1.768276292857826,1.5561944211501533,1.5944801153531127,1.6010052046788936,1.6738429327429598,1.5962728380138627,1.6939152884469704,1.5979283304181684,1.6687439144683942,1.8464074912675703,1.991040087506798,1.6718020051989115,1.7641066428585157,1.8381852976476711,1.9696567603856805,1.6301211086183878,1.726144159121618,1.6371344828663041,1.7535155648941967,1.6178762475548771,1.6887658864080932
Unscaled: Nihilego,Acid or Poison Jab,Rock Slide,45,3.0037277,3.0472758,2.6294415,2.72097,2.736,2.8083198,2.2127001,2.3004382,2.676312,2.7058218,2.1493535,2.2426035,1.5940613,1.6332786,1.4813211,1.5487138,0.8507803,0.9028217,0.9042539,0.94432783,0.6859409,0.73967195,0.8003177,0.84450537,1.0707104,1.1472902,0.97273886,1.0300385,0.56251913,0.60250765,0.8803583,0.9189325
Garchomp,Dragon Tail or Mud Shot,Earth Power,30,1.6513331091808918,1.5873325386496895,1.5997029655360393,1.5942225195861865,1.3087420849019449,1.2853094643745044,1.5860718665237559,1.5965478474107482,1.5517298479916812,1.4389060152163793,1.6078272715466841,1.5399360075165425,1.500758737637077,1.4884102142564966,1.6145012063839566,1.6256570696347907,1.5258203766844582,1.5940244578001863,1.588884280623455,1.6023991529116715,1.5898973212079408,1.6309100493813893,1.611822969629567,1.6902533362188323,1.5542073982333884,1.6268799927482775,1.5447038622975895,1.5996197899019213,1.5411014609640525,1.6041044024963576,1.5538060669190017,1.5753733751555652
Unscaled: Garchomp,Dragon Tail or Mud Shot,Earth Power,30,3.1074045,2.9869711,2.7079775,2.6987002,2.787119,2.7372165,2.1362047,2.1503143,2.7147253,2.5173419,2.0391152,1.9530126,1.5372767,1.5246277,1.4938082,1.5041301,0.8132306,0.84958196,0.89913595,0.9067839,0.5906473,0.60588354,0.7716048,0.80915064,0.9052983,0.9476288,0.921768,0.95453787,0.5295222,0.55117,0.84549487,0.8572306
Terrakion,Double Kick or Smack Down,Rock Slide,30,1.573105554490061,1.581462433661001,1.5984761225807984,1.573404114673427,1.447582140016088,1.3411721461425428,1.589937100754322,1.5862361755452938,1.4951461665936547,1.4900011614858606,1.6001244872136855,1.5831785982288722,1.5651742158067736,1.584825052009454,1.5449837902288306,1.572913383750283,1.5174176105354946,1.56448773568577,1.5332742289421608,1.5732584025839584,1.5846080923546007,1.622454066521834,1.5364919171215643,1.6135454954883444,1.507278933625966,1.5636144651949082,1.529538828220169,1.5806391646096296,1.5141142531997178,1.6173177384866575,1.6210414000401363,1.5805251326669907
Unscaled: Terrakion,Double Kick or Smack Down,Rock Slide,30,2.9601994,2.975925,2.7059007,2.6634588,3.0827951,2.8561826,2.1414106,2.136426,2.6157331,2.606732,2.0293462,2.0078547,1.6032596,1.6233886,1.4294876,1.4553293,0.8087521,0.8338395,0.8676667,0.8902934,0.58868235,0.60274214,0.73554265,0.7724294,0.8779633,0.91077775,0.9127186,0.9432116,0.5202494,0.5557101,0.8820806,0.8600339
Zekrom,Charge Beam,Fusion Bolt or Wild Charge,45,2.0220376179663337,1.9102294448411485,1.8650234682155638,1.8570171482730216,1.0279666758811572,0.9947128044215655,1.9368653164964478,1.9549014428010079,3.2509703436992137,2.9447058422738785,1.9884252438433117,1.9283162442015238,3.0673664716454514,3.0154591329186893,1.946872415547719,1.9733570935419875,1.8431742886800941,1.9642766580500086,1.8566433418143478,1.9365738726547177,1.9247889665116806,2.017292584543947,1.8909153994563788,2.0259212359070813,1.8843867015358235,2.0009583123813375,1.872606373721681,1.9681416977990827,1.8251519507445624,1.954446543236066,1.8859390999889,1.9538405614392065
Unscaled: Zekrom,Charge Beam,Fusion Bolt or Wild Charge,45,3.8049796,3.594584,3.1571121,3.143559,2.189175,2.118357,2.6086717,2.6329637,5.687518,5.1517134,2.5218058,2.445573,3.1420047,3.0888343,1.8013328,1.8258376,0.98237365,1.0469187,1.0506585,1.0958905,0.71505964,0.74942476,0.9052107,0.9698401,1.0976219,1.1655228,1.1174366,1.1744452,0.6271219,0.6715475,1.0262232,1.0631714
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,50,1.3766908350613745,1.3599750573281297,1.4756412481520265,1.43636289740514,1.2281954776181083,1.1706113593117484,1.4994065422462033,1.496702979480157,1.4325387634473998,1.3719047430692675,1.8174751567661298,1.7765797508631431,1.4578673146330343,1.4455608674132339,1.3529856543849388,1.372546107817567,1.4228954316701823,1.5016455143422565,1.4443778435226262,1.4303111869167828,1.7526795942118805,1.8733427334159747,1.438375937613063,1.5067818972266622,1.6715180873307225,1.8125196250598514,1.3794894849658212,1.429325610462,1.4012870728137439,1.4686999408585273,1.4908860589211246,1.4784034164460758
Unscaled: Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,50,2.590595,2.55914,2.4979658,2.4314754,2.6155856,2.4929535,2.0194793,2.015838,2.5062025,2.4001243,2.3049996,2.2531343,1.4933416,1.4807357,1.2518424,1.2699406,0.75837374,0.8003459,0.817361,0.8094008,0.65112096,0.69594735,0.688573,0.72132,0.9736297,1.0557606,0.82317996,0.85291857,0.481482,0.50464505,0.8112573,0.80446494
Nihilego,Poison Jab,Rock Slide,50,1.5574037237895624,1.5750935921470335,1.5129892470475843,1.5702469789405744,1.2573151778909322,1.2826513334535738,1.6037166359134827,1.6709518429784884,1.4906709021269826,1.5048913873537053,1.6388255181756612,1.742196111201744,1.5031102190400973,1.5497898632573588,1.5750827565127659,1.635484959433421,1.5176612222708483,1.6308134697551548,1.5602274570703847,1.634782133108932,1.8789234829109682,1.969122418965606,1.641495159129972,1.7471229264306405,1.8075088290236458,1.9287621271925346,1.6035988726990626,1.6967838795959238,1.6039460787858948,1.6724757983727758,1.576315955838193,1.6676865552599642
Unscaled: Nihilego,Poison Jab,Rock Slide,50,2.9306524,2.9639404,2.5611885,2.6581144,2.6775994,2.7315557,2.1599696,2.2505255,2.6079037,2.6327822,2.0784285,2.2095275,1.5396854,1.5875009,1.4573365,1.5132233,0.80888194,0.86918974,0.8829193,0.92510915,0.6980206,0.73152953,0.78580934,0.836375,1.0528419,1.1234698,0.9569123,1.0125184,0.5511156,0.5746624,0.8577435,0.9074623
Rhyperior,Mud-Slap or Smack Down,Rock Wrecker,30,1.4986947026209734,1.539379221026158,1.4613257370834434,1.4906713149017823,1.411777011327907,1.2937376477184837,1.489938095666608,1.5283829913359475,1.4515393460194417,1.4737350435831567,1.508602414979404,1.5127709388747121,1.4761572652643233,1.4914788452583292,1.5167881048509995,1.5588755792523576,1.435942768878901,1.5016904691880595,1.4698889221500802,1.5279479949686459,1.5610106673405468,1.5616599266089382,1.4796477282127425,1.5508122150186874,1.4419485364619662,1.5199927963476316,1.5292773187755888,1.512361822087877,1.4639265100916958,1.5356136817646273,1.5803878529302149,1.5293638967891612
Unscaled: Rhyperior,Mud-Slap or Smack Down,Rock Wrecker,30,2.8201764,2.8967347,2.4737325,2.5234087,3.0065439,2.7551653,2.0067267,2.0585063,2.5394437,2.5782747,1.913274,1.9185607,1.5120766,1.527771,1.4033997,1.4423409,0.7653277,0.80036986,0.8317975,0.86465263,0.5799159,0.5801571,0.70833045,0.742398,0.8399095,0.8853689,0.91256255,0.9024686,0.5030049,0.5276366,0.8599592,0.8321948
Shadow Swampert,Mud Shot or Water Gun,Earthquake,50,1.5507646026839519,1.4716587721749765,1.465805001677103,1.451152652274025,1.2518178036451348,1.201086749554509,1.454121773105947,1.4453113793315437,1.5042244475397077,1.4305195957297563,1.487638525339038,1.421735287733176,1.5316464470050266,1.5041887745489015,1.4759087436789675,1.4813459016882458,1.3718367084647292,1.431095244327054,1.4297879416439265,1.4613162525530516,1.504194559422674,1.534145815448645,1.4644662927216074,1.5561571421528775,1.3935758219605985,1.46062474344714,1.4278301048968762,1.4341353062434798,1.4107917340936986,1.4906714301925004,1.5323553821375355,1.5062843612835124
Unscaled: Shadow Swampert,Mud Shot or Water Gun,Earthquake,50,2.9181592,2.7693014,2.481315,2.4565115,2.6658921,2.5578544,1.9584874,1.9466211,2.6316154,2.50267,1.8866867,1.8031054,1.568916,1.5407902,1.3655763,1.370607,0.7311605,0.76274407,0.8091047,0.8269463,0.5588087,0.5699356,0.70106286,0.7449567,0.81173325,0.85078806,0.85202616,0.85578865,0.4847478,0.51219445,0.8338226,0.8196362
Thundurus (Therian),Volt Switch,Thunderbolt,45,2.0519949700149613,2.0422845140688075,1.9701734439776177,1.9830818191065904,1.0688406979528287,1.0495210710922767,2.118035799616944,2.137462427211772,3.51968484178642,3.1974324760592157,2.357668528271442,2.04140973963422,3.435365550070143,3.2222447192465733,2.202600307551173,2.115236687733533,1.999158316200865,2.0043311254612632,2.1719246837820823,2.0538400124122753,1.9802972961420109,2.0620070595909104,2.0218395849226556,2.0677230907035407,1.9478487157463842,2.019001092393709,1.9089115263023453,1.9915583980419087,1.9502965120791822,2.0715453497168492,2.073518169074238,2.0287206851710686
