Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Unscaled: Zapdos,Thunder Shock,Thunderbolt,50,1163576,1202455,1000025,1042886,663450,690558,829290,869840,1629549,1685989,777285,792280,974688,1017005,565072,592770,196471,205276,216682,224576,142181,149225,186556,196251,222235,232715,224801,234835,132202,139659,212129,219260
Magnezone,Spark,Wild Charge,35,2.3935336998467975,2.4855898104518066,2.495419869506749,2.4251718327162854,1.5531550843011843,1.3561147454983202,2.5657244328661597,2.500082681842813,3.906819119586411,3.774639768286664,2.6144342558863345,2.5057991039651633,4.154861698932365,3.923886628621358,2.574520014249873,2.552595675011938,2.3427005375777377,2.412005902814377,2.571052736081328,2.505311333492177,2.425015500476356,2.5111074145205436,2.533945147926911,2.5652439239065377,2.398462591988889,2.5046054725552414,2.4107063841004734,2.4565088451001253,2.3777632439502945,2.482096141268803,2.449404792632438,2.419845751984885
Unscaled: Magnezone,Spark,Wild Charge,35,1279552,1328764,1202453,1168603,894111,780680,1008517,982715,1931547,1866197,936608,897690,1217308,1149636,679318,673533,222252,228827,258977,252355,160359,166052,215920,218587,248675,259680,256058,260923,145424,151805,237242,234379
Shadow Nidoking,Double Kick,Earth Power,50,1.7970938313127705,1.6614451903993177,1.6672774890840572,1.7117008118473265,1.642889899491726,1.4314004106490825,1.6594576579922813,1.6453534076367493,1.7918180273622382,1.5825802380239642,2.0085332663400743,1.8620608801239373,1.7862101684733638,1.6314474510553478,1.6105236828342089,1.5535848284330447,1.5268051017181405,1.5702751133129544,1.7340064331665475,1.6446171868795172,1.7176342492476597,1.7503289125470685,1.6000868432479374,1.6589994249568718,1.7051725967149236,1.7919869600023146,1.553385992826007,1.6098647109219804,1.5426913015042512,1.6525833878351863,1.6283490093643207,1.588868125174226
Unscaled: Shadow Nidoking,Double Kick,Earth Power,50,960703,888187,803401,824807,945769,824020,652288,646744,885882,782434,719547,667074,523331,477988,424956,409932,144848,148972,174663,165659,113582,115744,136345,141365,176794,185795,164996,170995,94351,101072,157717,153893
Rampardos,Smack Down,Rock Slide,30,1.3935898179342183,1.4333663182980507,1.445596682881477,1.4293763385519567,1.3340623338903614,1.244047846524248,1.3679062158937398,1.4310827759729108,1.4492985493644872,1.393291720940769,1.7263437033315188,1.4451562478192297,1.369856374409524,1.414148895502826,1.3832609470101795,1.447381585828956,1.3385264045535996,1.3933487930852746,1.362580414581844,1.3997498213009292,1.4041768112873712,1.4454156396025828,1.3756439896257526,1.4446491650139066,1.3616381014843606,1.4206170850975588,1.3628044474989878,1.393260965758777,1.3624918247220406,1.4399607586657945,1.4105227293845566,1.4128973641554043
Unscaled: Rampardos,Smack Down,Rock Slide,30,744995,766259,696581,688765,767985,716166,537687,562520,716539,688849,618454,517720,401346,414323,364990,381909,126986,132187,137250,140994,92854,95581,117220,123100,141176,147291,144753,147988,83330,88068,136619,136849
Rampardos,Smack Down,Rock Slide,35,1.3436783909821974,1.3879742679863147,1.3866422891106205,1.3487477794564442,1.3128228823952444,1.2113036197570153,1.2973239067552338,1.3740043198082799,1.335270345709177,1.3268399932039385,1.464559170400145,1.3796200923948694,1.2968148431313655,1.3475240968790105,1.3292175455351662,1.3894194692680266,1.2825972383261304,1.3395383155897542,1.2956873957588755,1.3364704947978714,1.336095694648177,1.3655995281806221,1.3270117707807678,1.3855840208423795,1.2969010715560227,1.3602685159286656,1.3128877674948454,1.3365562951316643,1.2861837802485285,1.3606769130150425,1.3344105227293845,1.3456952001404132
Unscaled: Rampardos,Smack Down,Rock Slide,35,718313,741993,668173,649913,755758,697316,509943,540084,660163,655995,524671,494242,379946,394803,350730,366615,121680,127082,130512,134620,88352,90303,113076,118067,134464,141034,139451,141965,78663,83219,129247,130340
Shadow Raikou,Thunder Shock,Wild Charge,30,2.0807632808130387,2.131091852214887,2.0191942124748894,2.0436928261916227,1.1501526905852966,1.143047975069223,2.058592169902283,2.0891055859853003,3.480068931481137,3.2201135104084915,2.2424486036092617,2.117193540733297,3.5018977145509655,3.286688010266772,2.1542776148138043,2.166818261060706,1.9518498998629703,2.0533993886370823,2.1427408466364866,2.1128484631879916,2.048316118983169,2.1137356904139004,2.063313421976036,2.168757554775792,2.026870882803985,2.118199091443948,1.9937674760160802,2.0760895148610863,2.040385873119686,2.1676095487246565,2.102202215637486,2.1281270326357413
Unscaled: Shadow Raikou,Thunder Shock,Wild Charge,30,1112349,1139254,972977,984782,662113,658023,809177,821171,1720560,1592037,803346,758474,1026000,962947,568432,571741,185172,194806,215834,212823,135449,139775,175817,184802,210148,219617,211772,220516,124790,132571,203613,206124
Mega Aerodactyl,Rock Throw,Rock Slide,50,1.1411126720253204,1.1962206338725034,1.1399585775239487,1.1942415287300983,0.9970104607816229,1.045569193675587,1.1498627481409305,1.2106962319976187,1.1196268638603246,1.164050048138769,1.1495931555220589,1.1772027523063824,1.1399496218223522,1.1826072413510635,1.1851005449818466,1.2351342747345204,1.1366396121007694,1.190197111837251,1.1598959574299101,1.2050571837026447,1.1723804194958187,1.2047575120601266,1.1801880038962105,1.2389362875685064,1.1482142340448105,1.2001234555993865,1.1508892173569203,1.2118304979428904,1.1636690647482015,1.1984303466317854,1.1606905024933665,1.2002952806715055
Unscaled: Mega Aerodactyl,Rock Throw,Rock Slide,50,610024,639484,549305,575462,573953,601907,451980,475892,553548,575511,411836,421727,333987,346485,312703,325905,107833,112914,116834,121383,77526,79667,100565,105571,119048,124430,122244,128717,71170,73296,112421,116257
Shadow Raikou,Thunder Shock,Wild Charge,35,1.9937839865166942,2.047247688402449,1.9052491989441005,1.970869373931234,1.0774431362194574,1.1070762271702386,1.934002081038382,2.0105781877666487,3.3233651022240918,3.1032799087386023,2.1666820192884755,2.050122123128027,3.283298746689239,3.1698864101793958,2.0191160530883567,2.067993875586481,1.883630230842205,1.9817328976494148,2.0303986974823287,2.0235783496148043,1.959865108049662,2.037261632918475,1.9797913414934691,2.09339169825492,1.9477628495095531,2.039563661615918,1.9363096302851708,2.0210230000847322,1.9131458469587965,2.0250654022236754,1.912283056464685,1.9666931662141096
Unscaled: Shadow Raikou,Thunder Shock,Wild Charge,35,1065851,1094432,918071,949691,620256,637315,760204,790304,1643085,1534274,776203,734446,961954,928726,532768,545665,178700,188007,204518,203831,129600,134718,168700,178380,201946,211464,205669,214667,117008,123853,185218,190488
Shadow Luxray,Spark,Wild Charge,45,1.9303668065254111,1.9878934579404288,1.9405060348978136,1.9344566101638638,1.0953108877593916,1.0680541417538398,2.0078992960595103,1.9855217733092834,3.1826299949029537,2.9596099546120174,2.051277756842384,1.9411101341260868,3.2659223711875054,3.0523782868689078,2.0654395100469185,2.0391530421205024,1.8673447876040896,1.9564667439654262,1.959038201890239,1.9198336113096657,1.9102030940463048,1.978178353773799,1.8937461125910975,1.979885226085834,1.9245184749375486,2.006057040344904,1.8891702834762796,1.9719818861387537,1.8699149771092216,1.9841890124264225,1.9274910434971144,1.93282880948202
Unscaled: Shadow Luxray,Spark,Wild Charge,45,1031949,1062702,935060,932145,630542,614851,789251,780455,1573505,1463243,734860,695393,956863,894298,544991,538055,177155,185610,197330,193381,126316,130811,161368,168708,199536,207990,200662,209458,114364,121353,186691,187208
Mega Swampert,Mud Shot or Water Gun,Earthquake,40,1.3301258728700847,1.3904565580532262,1.3828030315607724,1.4528746700313784,1.229527475619882,1.2560268485288548,1.3653418067381886,1.429965935080761,1.4110120468281,1.4284309997491929,1.3860067830674538,1.4229172772823067,1.4322420336946728,1.468779865112088,1.3966467320038505,1.4570836270474719,1.331137345841678,1.4296511015073257,1.390804940036534,1.4344372964816139,1.4305654271326387,1.4774902838477475,1.3558226050627267,1.4262829916325357,1.3479229559900077,1.438807496069675,1.3469218674976697,1.4183040379600251,1.3665467625899281,1.4609385219097448,1.3757704657381502,1.3826362575756013
Unscaled: Mega Swampert,Mud Shot or Water Gun,Earthquake,40,711068,743320,666323,700088,707807,723062,536679,562081,697610,706222,496530,509753,419624,430329,368522,384469,126285,135631,140093,144488,94599,97702,115531,121535,139754,149177,143066,150648,83578,89351,133253,133918
Shadow Donphan,Mud-Slap,Earthquake,45,1.4291312733006976,1.4230106605660071,1.4301317384158188,1.4527377019241945,1.3469932635484665,1.2548160938308834,1.440104001037975,1.478135104675213,1.4521464227635699,1.3957330442310336,1.5850995826878254,1.4293402559700763,1.4686160336400622,1.441095759495399,1.459232477582979,1.4911847859866143,1.3468325076420364,1.382291556867292,1.420717178937336,1.4243705821618617,1.4426784823143346,1.4650294130990367,1.4045487085000763,1.4453415638825973,1.3448847908488535,1.400854544227004,1.376954724761573,1.4082868090795257,1.3853008502289077,1.4370667102681491,1.4248531340016726,1.4218693537896074
Unscaled: Shadow Donphan,Mud-Slap,Earthquake,45,763995,760723,689129,700022,775429,722365,566066,581015,717947,690056,567854,512054,430281,422218,385036,393467,127774,131138,143106,143474,95400,96878,119683,123159,139439,145242,146256,149584,84725,87891,138007,137718
Gigalith,Smack Down,Meteor Beam,45,1.4262505448130987,1.4741286263975741,1.4225009546262017,1.4588037288529545,1.2184257062156707,1.251581624322099,1.4152180383796393,1.48466315417238,1.3986254156519768,1.4177899046124223,1.4416586414325392,1.4596574969643679,1.4079232995658466,1.4405325888103104,1.4161796696758155,1.483555798106586,1.3791293348793083,1.454253188573838,1.388283297593519,1.4186422841712334,1.448742571113161,1.5112586386801155,1.4287357266080671,1.4895377357383437,1.4028703426857378,1.463103172230206,1.3925360347213722,1.4252238342261596,1.3782210595160236,1.4368214519293656,1.441403305904581,1.4535862147289305
Unscaled: Gigalith,Smack Down,Meteor Beam,45,762455,788050,685452,702945,701416,720503,556284,583581,691486,700961,516467,522915,412499,422053,373676,391454,130838,137965,139839,142897,95801,99935,121744,126925,145451,151696,147911,151383,84292,87876,139610,140790
Ursaluna,Rock Smash or Tackle,High Horsepower,30,1.8901207848301587,1.920497505551014,1.9835679776866504,1.9898062523865656,1.6868296987531137,1.70561637315564,1.9273697252164355,2.000427401525925,1.9373022871983236,1.950746757712316,2.5386648801797653,2.626548870186604,1.935279742238484,1.9930747071512438,1.8041703617800215,1.887153133077139,1.8766522609887213,1.98075260883314,2.0583750297831784,2.0779127948534666,2.480000604896638,2.6443812663511124,2.026440248324747,2.111933905246975,2.42787010156152,2.577723980285684,1.98456932506096,2.066768972951599,1.947204054937868,2.0950948332243295,1.9636680880060295,1.9522078941119383
Unscaled: Ursaluna,Rock Smash or Tackle,High Horsepower,30,1010434,1026673,955810,958816,971064,981879,757597,786314,957810,964457,909464,940948,567006,583939,476052,497948,178038,187914,207336,209304,163995,174865,172675,179960,251724,267261,210795,219526,119091,128136,190195,189085
Shadow Luxray,Spark,Wild Charge,50,1.8711229416353186,1.933902246032919,1.8523898859429218,1.883840668736407,1.0564138731295838,1.0392357480101584,1.9184960554400836,1.9400136870250564,3.1192182911141493,2.910751126609008,1.9970634621557872,1.899850660860584,3.152469076809655,2.9522465390601536,1.9648073614237747,1.9762565280335935,1.806324443975967,1.9011594813955939,1.905865300611548,1.884073941704392,1.8655163548928577,1.9312988643065616,1.8399854478881834,1.925173979885226,1.798207964815154,1.8805277726873775,1.858252445465415,1.9363378743515633,1.8236592544146502,1.9018966644865924,1.8662874134032648,1.9004098826104465
Unscaled: Shadow Luxray,Spark,Wild Charge,50,1000278,1033839,892600,907755,608150,598261,754109,762567,1542154,1439087,715438,680612,923623,864961,518438,521459,171366,180363,191974,189779,123361,127711,156787,164046,186440,194975,197378,205672,111535,116320,180763,184068
Shadow Aggron,Smack Down,Meteor Beam,30,1.5424692332585717,1.5705488536010042,1.7191531220427343,1.5987228761642291,1.6922233764248515,1.4144932722339378,1.5686602743001936,1.592292017004475,1.71343273921732,1.5433552317537884,1.7722927047132548,1.5638236402462002,1.7392587991153101,1.565204925866259,1.5486239018881083,1.6151738408713647,1.5153262359017603,1.5637820174976282,1.6050154872527995,1.5554165673894051,1.5202564761746336,1.5872790236968257,1.5931159122648484,1.6087476968935936,1.5372536916117705,1.5739335075857677,1.482559289002702,1.5259986631141906,1.5053956834532374,1.5568345323741006,1.571750105826115,1.574042144604933
Unscaled: Shadow Aggron,Smack Down,Meteor Beam,30,824584,839595,828398,770367,974169,814287,616598,625887,847128,763041,634915,560232,509575,458580,408623,426183,143759,148356,161670,156674,100530,104962,135751,137083,159384,163187,157473,162087,92070,95216,152235,152457
Nihilego,Acid or Poison Jab,Rock Slide,35,1.7421504825220218,1.8458529668697519,1.6871793701127291,1.8042040907808015,1.443360304616849,1.5632198084332452,1.7012870382855092,1.8241191839683721,1.649033988398152,1.752170289884386,1.8909182263534732,2.0140183394045974,1.6961335772601918,1.8006307511672992,1.7060433105183772,1.8245749672177123,1.6852429640560767,1.7759987351112048,1.7233639107298864,1.823246763561274,1.953664917507221,2.1120873470745685,1.789088263252397,1.908591613758787,1.9404037383898687,2.073301762135782,1.7113927149138084,1.7993635670372916,1.7456671026814912,1.8289895356442119,1.778333006390865,1.834952558927078
Unscaled: Nihilego,Acid or Poison Jab,Rock Slide,35,931331,986769,812991,869381,830905,899905,668730,717012,815289,866280,677412,721512,496940,527556,450160,481436,159879,168489,173591,183652,129190,139666,152450,162633,201183,214962,181779,191123,106765,111861,172244,177728
Luxray,Spark,Wild Charge,45,2.334592872628777,2.392069017765116,2.2197591021533047,2.3240623910480966,1.2611373798365046,1.2889864749841056,2.2581963146794615,2.356768335652665,3.8350519008745882,3.6731013503126997,2.415896942036874,2.29876202040503,3.7727418562105783,3.72995794992218,2.373304985181648,2.4308350577195657,2.206566880995046,2.311289132497101,2.2894329282821064,2.283555714399174,2.2937680523840487,2.4008952470246645,2.323678867751816,2.4430765980917957,2.276415158032812,2.3738486318611893,2.2568891985275426,2.361589952644115,2.25312295618051,2.3492315238718118,2.2339531474235215,2.293153824710656
Unscaled: Luxray,Spark,Wild Charge,45,1248043,1278769,1069622,1119882,726004,742036,887636,926382,1896065,1815996,865483,823520,1105353,1092818,626225,641405,209337,219272,230610,230018,151680,158764,198003,208177,236021,246123,239720,250841,137801,143679,216374,222108
Shadow Hippowdon,Bite or Thunder Fang,Earth Power,50,1.5073524047535762,1.5885197357960443,1.4358823236431857,1.5074626865671643,1.2267272796756497,1.2673405434325677,1.5387701521091501,1.6264510663413665,1.5349896036439834,1.6118093704743488,1.4612765007187818,1.5149213527055505,1.601756409906343,1.6778185839499768,1.5437198232409366,1.637867521659049,1.4932960893854748,1.5733740908611784,1.526278691128584,1.5747756333889287,1.4858529798720643,1.5683608813344019,1.57188625881635,1.6266444473131403,1.4421543002092958,1.5038435200277773,1.5243510925746349,1.570859655234096,1.4775179856115108,1.6077011118378024,1.583943339149468,1.579761917052975
Unscaled: Shadow Hippowdon,Bite or Thunder Fang,Earth Power,50,805811,849202,691900,726392,706195,729575,604849,639314,758905,796885,523495,542713,469289,491574,407329,432171,141669,149266,153739,158624,98255,103711,133942,138608,149524,155920,161912,166852,90365,98327,153416,153011
Shadow Donphan,Mud-Slap,Earthquake,50,1.3972898704981602,1.3968689848425047,1.3773512858399881,1.3978259425896105,1.2910258236432424,1.2054374524470446,1.3841474738788977,1.427788222543904,1.3479199197417495,1.3489818043543336,1.5259612834791831,1.3810436991444401,1.3694979930644677,1.391523086584933,1.4203485155118964,1.4395934238351866,1.3042479182038578,1.340982396964267,1.3504090223175285,1.3670776745294257,1.3625599225732303,1.379285314621864,1.3541913602703877,1.4048655689993077,1.2887896528775764,1.3273309478110742,1.3225754822674336,1.3568261201125997,1.3190974493132765,1.3876062786134729,1.3817793241582952,1.3698029053140197
Unscaled: Shadow Donphan,Mud-Slap,Earthquake,50,746973,746748,663696,673562,743210,693939,544071,561225,666417,666942,546668,494752,401241,407694,374776,379854,123734,127219,136024,137703,90102,91208,115392,119710,133623,137619,140480,144118,80676,84866,133835,132675
Arcanine (Hisuian),Snarl,Rock Slide,45,1.6960943681758067,1.795803115302093,1.5407334849667127,1.6205838161804993,1.6496263510250593,1.607154396411858,1.6878035377652496,1.7998310746349915,1.6486233930146195,1.751569566589267,1.5170958422308753,1.589786319418275,1.6774602026049203,1.7637652568058324,1.8068118940961564,1.9312746814622797,1.661294402867081,1.7491830926531042,1.700311730601223,1.757703915495195,1.5617221407292028,1.6284422399322516,1.7435425003814062,1.8392930490194928,1.5052420404895785,1.5922010783075007,1.6877712607209767,1.7658943483623148,1.6912034009156311,1.7828319162851536,1.7296736425864936,1.8029362875166484
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,45,906710,960013,742424,780901,949647,925197,663430,707465,815086,865983,543492,569533,491469,516755,476749,509590,157607,165945,171269,177050,103272,107684,148569,156728,156065,165081,179270,187568,103434,109038,167531,174627
Rhyperior,Mud-Slap,Rock Wrecker,40,1.3420023307712308,1.4186390615559301,1.343520163365597,1.4118755499477031,1.2967617088838475,1.2483454177190563,1.3483042590053247,1.4279535862295298,1.3029405101900469,1.3715160071520456,1.325523035911178,1.396566595486329,1.330202331867952,1.3914616497829233,1.3535029674602634,1.4289022291955644,1.3246231685464318,1.384800252977759,1.3406599952346914,1.4017850051624177,1.3944530978269087,1.4453249051068398,1.379516729060802,1.4464916501390666,1.3466594650900356,1.4151483878434814,1.3678507206944275,1.3975069904064321,1.368051013734467,1.4245585349901897,1.418534540611417,1.4131141786344819
Unscaled: Rhyperior,Mud-Slap,Rock Wrecker,40,717417,758386,647394,680332,746512,718640,529982,561290,644179,678083,474862,500313,389728,407676,357138,377033,125667,131376,135042,141199,92211,95575,117550,123257,139623,146724,145289,148439,83670,87126,137395,136870
Shadow Electivire,Thunder Shock,Wild Charge,50,1.7270715524320643,1.7639897715432662,1.8011140072717615,1.8188742051699236,0.9912276739960463,0.9794710200564902,1.8275994535366205,1.8427136944028208,2.819627268387796,2.631778869103001,1.8929782690616757,1.780451925358344,2.878382437266199,2.7226435573273626,1.8052428921178496,1.8203758025028236,1.6523663961210076,1.730346790344682,1.7957370343896433,1.7730720355809706,1.7388358764196168,1.8059037911896805,1.757906843013226,1.8299750032272828,1.7044974489057783,1.7892960137344354,1.6875829669450275,1.7509814813071354,1.71041530412034,1.792887508175278,1.761896403976997,1.7862725461246993
Unscaled: Shadow Electivire,Thunder Shock,Wild Charge,50,923270,943006,867892,876450,570624,563856,718380,724321,1394035,1301162,678150,637838,843320,797691,476335,480328,156760,164158,180881,178598,114984,119419,149793,155934,176724,185516,179250,185984,104609,109653,170652,173013
Magnezone,Spark,Wild Charge,40,2.3177967290637445,2.4143067452070475,2.4272927631032823,2.361712018328823,1.5010127259525357,1.3148465972060575,2.498375619795814,2.413849335873998,3.7993523515181913,3.691406218396291,2.4208991053608564,2.3043140867283562,4.06004082134178,3.7771482401769383,2.511945638250298,2.5053020139315247,2.2847370085379994,2.35191314430273,2.3770054006830277,2.321817170995155,2.3706806599422325,2.447850348571688,2.4402365891727595,2.5009095069885343,2.3137604768472526,2.4238288596753503,2.3113060997768717,2.385004283683403,2.3056736429038587,2.382275997383911,2.3577851884737293,2.3495978607638066
Unscaled: Magnezone,Spark,Wild Charge,40,1239064,1290657,1169625,1138024,864094,756923,982044,948819,1878415,1825046,867275,825509,1189527,1106644,662807,661054,216753,223126,239431,233872,156766,161869,207935,213105,239893,251305,245500,253328,141015,145700,228368,227575
Mega Manectric,Thunder Fang,Wild Charge,50,1.7303582017520067,1.7830044501643325,1.7231168960536585,1.7925182209088042,0.9518164794658087,0.9817709328543585,1.7517102421178763,1.831697928883439,2.7388047022273283,2.7504449802186066,1.887205683261455,1.8107607921952853,2.8385918684979385,2.895526718182563,1.7855886789306532,1.84658647323222,1.7193422578264994,1.777094972067039,1.7434576284647765,1.819603288062902,1.7508279522736552,1.811983002404464,1.7802631115701024,1.8644893264954054,1.7114321814025713,1.793289030777095,1.706939567112609,1.7727859005620568,1.7168247220405493,1.795519947678221,1.7267208358714394,1.7738315248252579
Unscaled: Mega Manectric,Thunder Fang,Wild Charge,50,925027,953171,830308,863750,547936,565180,688550,719991,1354076,1359831,676082,648696,831662,848343,471149,487244,163114,168593,175615,183285,115777,119821,151698,158875,177443,185930,181306,188300,105001,109814,167245,171808
Thundurus (Therian),Volt Switch,Thunderbolt,40,2.0545486515758893,2.1105638558363746,2.044813474341308,2.12784520113559,1.1397943975235985,1.1593766610963843,2.052916379400264,2.132575882851277,3.7048284398993534,3.3804297699856796,2.279585200072576,2.1333584558053844,3.594332796330175,3.457062501706578,2.1576771191001356,2.205353556025498,1.9871719194687465,2.0854432381153156,2.094660868874593,2.082697958859503,2.051930376396933,2.129387390929575,2.0669279787820822,2.162244311180481,1.985397517385056,2.0657401066733536,2.012681585810181,2.0851841042394343,2.0211576193590584,2.117838456507521,2.0790959868672374,2.1176992886420187
Unscaled: Thundurus (Therian),Volt Switch,Thunderbolt,40,1098335,1128280,985322,1025332,656150,667423,806946,838258,1831682,1671298,816650,764265,1053082,1012864,569329,581909,188523,197846,210991,209786,135688,140810,176125,184247,205848,214178,213781,221482,123614,129527,201375,205114
Primal Groudon,Dragon Tail or Mud Shot,Precipice Blades,30,1.0895139612448488,1.0941680212949436,1.1106141981970017,1.1426917138445702,1.1232676827510013,0.9965813984998453,1.0924204918679228,1.1430446761797426,1.0958446938131567,1.1031929353322383,1.067833465924158,1.0910438387137293,1.099691450727685,1.1339834257160801,1.1044295881938286,1.149540290000076,1.0622325287235164,1.1094761252239906,1.0828270192994995,1.1112302438249544,1.129916675488076,1.1802743206254631,1.114222342185868,1.1823942918167842,1.0740154898197354,1.1231373154194113,1.077332253782351,1.1173164371051714,1.0376389797253107,1.110938521909745,1.103750890488039,1.1306462103926407
Unscaled: Primal Groudon,Dragon Tail or Mud Shot,Precipice Blades,30,582440,584928,535165,550622,646636,573706,429401,449300,541790,545423,382546,390861,322192,332239,291417,303320,100774,105256,109071,111932,74718,78048,94944,100753,111355,116448,114431,118678,63462,67945,106906,109511
Primal Groudon,Mud Shot,Precipice Blades,35,1.038212676327707,1.063856771676079,1.026584264439759,1.0563436986369599,1.026277024843922,0.9224213704284021,1.0220442513222734,1.068804013503853,1.0316117992572875,1.0318322667292334,1.0198355873773535,1.0571257100587585,1.022793053545586,1.054180433061191,1.07123041589922,1.1132448022072143,1.0100558659217878,1.0691683356171602,1.0480700500357398,1.0723830513859105,1.0639678194988431,1.0946209566440335,1.0783349567544096,1.1185410334346504,1.0332269171786537,1.0849914642026985,1.0335727802517487,1.0664300441548904,1.0077501635055592,1.110938521909745,1.0532021433659933,1.0730458304510775
Unscaled: Primal Groudon,Mud Shot,Precipice Blades,35,555015,568724,494674,509014,590801,531014,401738,420118,510033,510142,365351,378710,299662,308858,282657,293743,95824,101432,105570,108019,70357,72384,91886,95312,107126,112493,109783,113273,61634,67945,102010,103932
Electivire,Thunder Shock,Wild Charge,40,2.1803429563382575,2.2247099162531074,2.2587265286470872,2.3047063071738085,1.2019962687215333,1.2129886011874775,2.259018044994187,2.3092173718367834,3.6571144246405773,3.4114509591346347,2.356007760052478,2.2279054836773717,3.609514512737897,3.475879228899872,2.278384155353935,2.2727751627744808,2.168809950458522,2.264235269315906,2.266033277738067,2.240002779763323,2.2296490087256338,2.318220998986798,2.188872328689958,2.2826043585922005,2.1409129927373383,2.2356458753291344,2.105058512290876,2.192539800596891,2.1636363636363636,2.3023708306082407,2.2088439658465573,2.25666704523163
Unscaled: Electivire,Thunder Shock,Wild Charge,40,1165583,1189301,1088399,1110555,691958,698286,887959,907691,1808092,1686635,844028,798136,1057530,1018377,601179,599699,205755,214808,228253,225631,147440,153297,186516,194503,221972,231794,223593,232885,132328,140813,213942,218574
Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,35,1.4792952316461119,1.5333444322439564,1.4334459515547957,1.4624707386316473,1.2541698947668298,1.297623307635919,1.4533865210787817,1.530145799889588,1.5306591370619977,1.4199076059255182,1.4179932727602618,1.471297575681447,1.3995371760915272,1.4430241924473692,1.448056180882431,1.508144408819762,1.3873616527880257,1.456129440286708,1.4527539512350092,1.4830632991819555,1.4576647965278933,1.503621818621743,1.4367041813850325,1.4995481803992443,1.4240989187990083,1.4949026340409524,1.4043232250957944,1.4585800766355668,1.440091563113146,1.522334859385219,1.44361274869137,1.4656452295652354
Unscaled: Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,35,790812,819706,690726,704712,721993,747008,571287,601459,756764,702008,507989,527085,410042,422783,382087,397942,131619,138143,146333,149386,96391,99430,122423,127778,147652,154993,149163,154926,88076,93106,139824,141958
Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,40,1.3881725518952013,1.4277750861880292,1.3979048030149588,1.4373536931582356,1.1896333688858625,1.218462185195093,1.385610306482511,1.4470111149837308,1.5017536265887816,1.399434470594898,1.3936133093274155,1.4327820346410975,1.372081751904541,1.4213950249842995,1.4137693188105904,1.4755781431202675,1.3655212395910192,1.423432064930958,1.3676534826463347,1.3956993090302596,1.3964946239811271,1.4101350431744974,1.4092312025442724,1.4728028071493118,1.3375835495413817,1.3930421195783218,1.3794778613592926,1.4327085118201417,1.391530412034009,1.4707488554610857,1.3753574857780027,1.4002498528758893
Unscaled: Tyrantrum,Dragon Tail or Rock Throw,Meteor Beam,40,742099,763270,673600,692609,684841,701437,544646,568781,742473,691886,499255,513287,401998,416446,373040,389349,129547,135041,137761,140586,92346,93248,120082,125499,138682,144432,146524,152178,85106,89951,133213,135624
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,40,1.4616685403872522,1.476491197877988,1.4564897979512892,1.4481430445104844,1.3597035822357793,1.2998693705117825,1.4408748502186617,1.478178353639146,1.4593267853819951,1.410103882654671,1.431685020028193,1.441965693868721,1.4082338967315622,1.4381502061546023,1.4518612001728177,1.5156748603436645,1.391904711710762,1.4314851902603563,1.4279346358510048,1.431121435946311,1.4290380631209643,1.4781859149817775,1.426482496391311,1.4732839656851815,1.4058699279520837,1.4615406873004695,1.4436107214476026,1.4338382744758371,1.407128842380641,1.4621648136036625,1.512817865513076,1.47075585657206
Unscaled: Shadow Golem,Mud-Slap or Rock Throw,Earthquake,40,781389,789313,701830,697808,782746,748301,566369,581032,721497,697161,512894,516577,412590,421355,383091,399929,132050,135805,143833,144154,94498,97748,121552,125540,145762,151534,153336,152298,86060,89426,146527,142453
Shadow Aggron,Smack Down,Meteor Beam,35,1.4351658383013428,1.4944602094701143,1.6368871714840703,1.5130472498464298,1.5720129795682973,1.334008483968357,1.483009517316122,1.5370274732683242,1.468192004919054,1.4533802315515245,1.69862524250164,1.4932462420968888,1.468042623487972,1.4877194659094013,1.512730139239451,1.58137208086045,1.4405923895857489,1.4961104669547802,1.500675085378445,1.488305138591057,1.4811650309253406,1.5375716424455972,1.509852014411285,1.5372545798077712,1.4517124641930537,1.492462456959327,1.4550683977141134,1.5032433602907256,1.464241334205363,1.5046926095487245,1.4848074997160763,1.4870066180038615
Unscaled: Shadow Aggron,Smack Down,Meteor Beam,35,767221,798919,788757,729083,904967,767954,582931,604164,725880,718557,608524,534948,430113,435878,399152,417264,136669,141936,151160,149914,97945,101675,128656,130991,150515,154740,154553,159670,89553,92027,143814,144027
