Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Shadow Magnezone,Spark,Wild Charge,40,1.9306268203304606,1.98857248679822,2.0661057891853303,1.9728097554496706,1.2274829156779705,1.0788432341915737,2.0902885723517004,2.04595838432047,3.098447828092006,3.02411792784848,2.0462644279752684,1.9686862342810088,3.251392567512219,3.0800282609289247,2.106820989759799,2.0937346036943554,1.9133972804890902,1.9699905133340359,1.9622944960686204,1.9515427686442697,1.941642596821268,2.0174059007667067,1.9875602915116592,2.010151271549448,1.9535208958246928,2.0336223608954387,1.9502998578381991,2.004980370373857,1.9131785480706345,2.0142903858731196,1.9917300762980477,1.9728155941232952
Unscaled: Shadow Magnezone,Spark,Wild Charge,40,1032088,1063065,995582,950626,706630,621062,821636,804211,1531885,1495136,733064,705272,952606,902399,555910,552457,181524,186893,197658,196575,128395,133405,169362,171287,202543,210848,207155,212963,117010,123194,192913,191081
Raikou,Thunder Shock,Wild Charge,30,2.3727400778544934,2.41537673007387,2.3878480235087083,2.481598542327296,1.3133110058818012,1.3528455341043715,2.3835241799869236,2.4978668084554267,3.7437156657308597,3.6832691483078612,2.669625535597147,2.5145138103811635,3.7108784097425116,3.741398847718647,2.4758093245711774,2.5939430459861597,2.3333298197533465,2.4432591967956148,2.484214915415773,2.538400444762132,2.4809533171019402,2.614529617251652,2.4746570278485174,2.5928342584877537,2.458859386001292,2.5579228595403207,2.4154513872543943,2.5140702524078065,2.4191301504251146,2.5384892086330937,2.3620492065622516,2.4259062329000485
Unscaled: Raikou,Thunder Shock,Wild Charge,30,1268436,1291229,1150618,1195793,756039,778798,936899,981844,1850908,1821023,956380,900812,1087228,1096170,653272,684443,221363,231792,250230,255688,164058,172891,210868,220938,254937,265208,256562,267037,147954,155254,228781,234966
Shadow Omastar,Rock Throw,Rock Slide,40,1.4551850306872407,1.4850323707834272,1.4599575813922603,1.4510754071688279,1.2323954182401844,1.2845412507773497,1.4205936301908297,1.4798599751191255,1.5020772485659502,1.4707162563409681,1.4311099945567975,1.4725899872991945,1.4359555470605905,1.487326953007673,1.4596114635680772,1.509220729017441,1.4120164435543374,1.4675766838832085,1.394249861011834,1.4383786037645938,1.4618083385001588,1.5128767371875331,1.4609146706411145,1.5220570114187135,1.4242532382982416,1.480608790424475,1.431324552566915,1.4542304904111394,1.4155984303466318,1.4878842380640942,1.4851895061792126,1.4891128158006133
Unscaled: Shadow Omastar,Rock Throw,Rock Slide,40,777923,793879,703501,699221,709458,739477,558397,581693,742633,727128,512688,527548,420712,435763,385136,398226,133958,139229,140440,144885,96665,100042,124486,129696,147668,153511,152031,154464,86578,90999,143851,144231
Shadow Nidoking,Double Kick,Earth Power,40,2.0999556667109376,1.8331347376572944,1.933734414689622,1.876678896950177,1.7706340741461313,1.5204282284765336,1.8440416920012312,1.7780743017200367,1.8869851376606985,1.6963677478337553,3.311708467668774,2.0834512693826848,1.9102647243535484,1.7515325068945744,1.706069839537334,1.6714873683971168,1.6968166965320965,1.7227679983134816,1.8004030656818362,1.7316734175204511,1.8497890422973975,1.8825139504287205,1.7042400629026768,1.7807325345319267,1.8245869542153335,1.9008690116800568,1.681331613583513,1.74243294387904,1.667887508175278,1.7076847612818835,1.8712844709210485,1.722198705307825
Unscaled: Shadow Nidoking,Double Kick,Earth Power,40,1122609,979970,931797,904304,1019308,875271,724843,698913,932933,838691,1186403,746386,559677,513171,450167,441042,160977,163439,181351,174428,122321,124485,145220,151738,189175,197084,178586,185076,102008,104442,181247,166807
Luxray,Spark,Wild Charge,30,2.5766002540278756,2.6400885169298918,2.6050898178739232,2.5292240134145736,1.471575926652932,1.4271532151877624,2.738608350102907,2.6847913746301577,4.280264722777324,4.007734565254326,2.761400717386146,2.6134823933341704,4.375331076099719,4.075437566556536,2.686101067982506,2.6825158605634765,2.567049646885211,2.661083588067882,2.6977106663489794,2.616472083234056,2.6326311491523886,2.7214450980688674,2.5559376136883736,2.6690568119139546,2.509640146217725,2.6089350990056035,2.491220802696367,2.567762222619731,2.528155657292348,2.664699149771092,2.7016426277914865,2.6301248231929546
Unscaled: Luxray,Spark,Wild Charge,30,1377417,1411357,1255299,1218742,847148,821575,1076473,1055319,2116180,1981440,989258,936267,1281902,1194038,708760,707814,243536,252457,271735,263552,174088,179961,217794,227433,260202,270497,264610,272740,154622,162973,261673,254746
Luxray,Spark,Wild Charge,35,2.4792615607936592,2.5417378275191878,2.452540550860824,2.459795709992861,1.4013538912648478,1.3761972922174701,2.47008825332699,2.4831316320378147,4.103722866319852,3.8207376962969555,2.677310220659046,2.5322949378218818,4.22046255085602,3.981125249160364,2.6064647429338064,2.5926734429360803,2.352303151681248,2.4554548329292714,2.607596696052736,2.523310301008657,2.4333328292528016,2.5241883043234985,2.45636126791142,2.584196875990189,2.415900695402243,2.5131026899817708,2.4057542577930087,2.496954348174021,2.4604480052321778,2.5718933943754085,2.578357785188474,2.5288105144697854
Unscaled: Luxray,Spark,Wild Charge,35,1325381,1358780,1181791,1185287,806723,792241,970925,976052,2028897,1888988,959133,907182,1236528,1166406,687747,684108,223163,232949,262658,254168,160909,166917,209309,220202,250483,260561,255532,265219,150481,157297,249732,244933
Excadrill,Mud Shot or Mud-Slap,Drill Run or Earthquake,45,1.3672610819193134,1.4367184387199838,1.496276957813823,1.4536445968156992,1.3614632587193445,1.2899019236581815,1.5573417660332813,1.4821470820941656,1.4282166001893188,1.3978446776320579,1.5237449231671063,1.441912657538835,1.4984538404827568,1.437088714742102,1.4729669296829404,1.5019366183838523,1.4022346368715084,1.4329398123748287,1.4468568818997696,1.4662556588039075,1.4062637046894613,1.4623829903065313,1.4712067690791095,1.5001466946755702,1.3810920033564489,1.444199033574136,1.3760132558818268,1.4260711562179311,1.366252452583388,1.4471386527141923,1.4434578812063146,1.4469578863685642
Unscaled: Excadrill,Mud Shot or Mud-Slap,Drill Run or Earthquake,45,730920,768051,721002,700459,783759,742563,612149,582592,706116,691100,545874,516558,439023,421044,388660,396304,133030,135943,145739,147693,92992,96703,125363,127829,143193,149736,146156,151473,83560,88507,139809,140148
Arcanine (Hisuian),Snarl,Rock Slide,35,1.8383406255670265,1.9211035808951584,1.6381012069795629,1.7124831902777549,1.9583444796881566,1.7524432230741704,1.8337713350955165,1.9383880347925193,1.8149428402682826,1.9199541265847362,1.6490921017739255,1.7179276751943502,1.822864047183464,1.9317983234579363,1.966899364061517,2.1338654296564115,1.8152946136818804,1.914999472963002,1.850548010483679,1.9206377571281072,1.6501126619988808,1.7457014532641735,1.8603701400053985,1.9387989813521729,1.6333850946653676,1.7240188655587811,1.8452884189913101,1.9122927591628458,1.8198332243296271,1.9192936559843035,1.8280144955966013,1.9107343816141322
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,35,982753,1026997,789342,825184,1127368,1008836,720806,761928,897315,949233,590779,615439,534070,565986,518990,563046,172217,181676,186402,193462,109117,115438,158524,165207,169351,178748,196001,203118,111301,117384,177056,185068
Arcanine (Hisuian),Snarl,Rock Slide,40,1.7595377366078861,1.851880049458741,1.5890541729616656,1.6584326697989475,1.836416096610234,1.6526610546941498,1.7695186390314266,1.883265958231677,1.6977532544235079,1.8030032119481234,1.5593992937793968,1.629225809152954,1.7240122327499112,1.8185941894437923,1.9148456390082695,2.0564385929008346,1.7531042479182037,1.855159692210393,1.7531371614645381,1.8209832419982528,1.6195653817653908,1.6887806796013731,1.8039689711422233,1.9086620272030606,1.5717344547216943,1.6610854447777315,1.7812214617245827,1.8506642062946608,1.7784009156311313,1.897351209941138,1.7796855157603477,1.8294186274611026
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,40,940626,989991,765708,799139,1057177,951394,695550,740261,839376,891412,558647,583662,505108,532819,505255,542616,166317,175999,176590,183424,107097,111674,153718,162639,162959,172223,189196,196572,108767,116042,172375,177192
Tyranitar,Smack Down,Stone Edge,50,1.4265554530880848,1.4905955438497382,1.4088933807049293,1.4501996413925922,1.2245350667217905,1.2723624829330489,1.434723321113381,1.4971671928623944,1.3685123906764507,1.4072074659590132,1.3636170776982233,1.4264735027704503,1.4184801900445076,1.4825314692952516,1.444141255656366,1.51384435803564,1.4002108147991987,1.4672499209444503,1.4019934874116433,1.4324318957985862,1.4436614393515508,1.4981928712931178,1.458520613535811,1.5295443076598092,1.3907466170272276,1.4635082609156933,1.4321907039362813,1.4844045680070044,1.4083551340745586,1.4583060824068017,1.4158914688664734,1.4465758799054276
Unscaled: Tyranitar,Smack Down,Stone Edge,50,762618,796853,678895,698799,704933,732466,563951,588496,676598,695729,488509,511027,415592,434358,381054,399446,132838,139198,141220,144286,95465,99071,124282,130334,144194,151738,152123,157669,86135,89190,137139,140111
Aurorus,Rock Throw,Meteor Beam,50,1.494213289885463,1.5869690059803174,1.542993458735245,1.536836119735029,1.347470964469474,1.3742517466482767,1.5637553329788614,1.6144939998422685,1.5774589202352731,1.565620423782979,1.4975645159039204,1.55765746905051,1.5688604155858341,1.5996948638833521,1.5666863739378918,1.648410911764483,1.5133761990091703,1.5779803942236743,1.5370403462790883,1.5777738066873164,1.5524218549155413,1.6171155503803287,1.557674478647123,1.6368543967328162,1.491324350652482,1.5709146323820178,1.4731351855164427,1.542050707513863,1.514748201438849,1.6247220405493787,1.5166069566474287,1.5540539145337973
Unscaled: Aurorus,Rock Throw,Meteor Beam,50,798787,848373,743513,740546,775704,791121,614670,634614,779902,774049,536495,558023,459651,468685,413389,434953,143574,149703,154823,158926,102657,106935,132731,139478,154622,162874,156472,163792,92642,99368,146894,150521
Mamoswine,Mud-Slap,High Horsepower,30,1.5883120988725876,1.594352275681975,1.767519466073415,1.6174169475204623,1.6481237644917088,1.4473451988451798,1.785828586547537,1.650792600865488,1.8025380053559437,1.5713121253064295,1.7622130106491367,1.6266996050189115,1.797511126887475,1.600933839390547,1.6632557928007823,1.6397435022852855,1.51727627279435,1.5470117002213555,1.6192518465570644,1.6013025176713525,1.5886249187170143,1.6381508309767567,1.6406801938716833,1.6634589430942015,1.520548605819774,1.5763158148551806,1.5567187926603085,1.553997947597842,1.5325049051667756,1.6078319162851538,1.6176425038974984,1.568002312687777
Unscaled: Mamoswine,Mud-Slap,High Horsepower,30,849091,852320,851704,779375,948782,833199,701961,648882,891182,776863,631304,582757,526642,469048,438870,432666,143944,146765,163104,161296,105051,108326,139804,141745,157652,163434,165350,165061,93728,98335,156680,151872
Shadow Nidoking,Double Kick,Earth Power,45,1.9798442536013783,1.7635052853885336,1.7780224295651887,1.77965982102834,1.7085676963003364,1.4801710690425482,1.7209653168749826,1.689810798503077,1.8421877654711531,1.6404155306186843,2.3218328239054276,1.9385615989057767,1.8455137481910275,1.6906622887256642,1.6494265942045463,1.6080261651924113,1.5884051860440602,1.6301465162854432,1.8162576443491383,1.6677487888174092,1.8118166558289353,1.8583634521451147,1.6585300019950475,1.7239792984473836,1.7429712290583617,1.83901582739364,1.5928806123313592,1.6372991140777842,1.5649280575539568,1.6830117724002616,1.756744478974158,1.6717428786768123
Unscaled: Shadow Nidoking,Double Kick,Earth Power,45,1058399,942747,856765,857554,983578,852096,676465,664219,910785,811028,831785,694480,540706,495337,435221,424297,150692,154652,182948,167989,119810,122888,141325,146902,180713,190671,169191,173909,95711,102933,170153,161920
Groudon,Dragon Tail or Mud Shot,Precipice Blades,45,1.2537697325224892,1.2656985673052281,1.297110803048163,1.3149249580794582,1.1170245659869995,1.114365074677682,1.2774497357997114,1.3004658167821244,1.250867711426283,1.2479551136317666,1.2699772502058646,1.2854778154614859,1.2703458209322012,1.2869439969418126,1.2752992094352351,1.3212512601284006,1.2353220196057761,1.2941604300621903,1.3038876975617504,1.3144210150107218,1.2743055030471668,1.3468023651458556,1.2572203119315581,1.3398387532126135,1.2492742161051686,1.3249679304790656,1.2501388666597626,1.293041603509796,1.2365434924787442,1.2876062786134728,1.2641213335122914,1.2744768060129883
Unscaled: Groudon,Dragon Tail or Mud Shot,Precipice Blades,45,670249,676626,625031,633615,643042,641511,502131,511178,618434,616994,454963,460516,372191,377054,336503,348628,117195,122777,131338,132399,84266,89060,107129,114169,129526,137374,132786,137343,75627,78750,122439,123442
Excadrill,Mud-Slap,Drill Run or Earthquake,50,1.323008228782219,1.380589127681743,1.4463541580196904,1.4004013580595356,1.3086243255731542,1.2386246382501207,1.5091446118151082,1.4261574821979632,1.3784293816393072,1.3493155395182885,1.4729333277505616,1.387935630643833,1.5009420309641484,1.4177088168637195,1.4052762428845382,1.4339389529375204,1.3389691156319172,1.3781068831031937,1.396563021205623,1.412070129457549,1.3678830129901554,1.4247281745731697,1.4103108753564682,1.4424311415192874,1.3268679893133746,1.3855865587716167,1.3285538096538219,1.3684061873334776,1.3391105297580117,1.4066546762589929,1.366870747596973,1.3883766790216505
Unscaled: Excadrill,Mud-Slap,Drill Run or Earthquake,50,707263,738045,696946,674803,753341,713044,593204,560584,681501,667107,527671,497221,439752,415366,370799,378362,127028,130741,140673,142235,90454,94213,120174,122911,137571,143659,141115,145348,81900,86031,132391,134474
Aerodactyl,Rock Throw,Rock Slide,50,1.5088451458789682,1.565279365192195,1.4712740524297314,1.531454933342188,1.392114286905436,1.3790895541573875,1.499009089914596,1.5587104685389228,1.454144788472585,1.5102891562365999,1.474376474200617,1.5351896048793423,1.5141065723725529,1.5657305518390083,1.518623371307729,1.5826113650317213,1.4877411194265837,1.5337409086117844,1.4856544357080455,1.5219005638948455,1.512710390612004,1.5880653893265988,1.5271385149804602,1.593362359319806,1.4923177824287959,1.564259603977585,1.4764397412843517,1.5312520594631744,1.4989045127534335,1.5853499018966644,1.5166998771384619,1.5519373922380417
Unscaled: Aerodactyl,Rock Throw,Rock Slide,50,806609,836778,708954,737953,801404,793906,589220,612687,718935,746693,528188,549974,443609,458734,400707,417591,141142,145506,149647,153298,100031,105014,130129,135772,154725,162184,156823,162645,91673,96960,146903,150316
Shadow Tyranitar,Smack Down,Stone Edge,50,1.1942508890040349,1.237867737150361,1.2836484983314795,1.2258251290820648,1.0296139829139408,1.0663378926267297,1.1983957178437592,1.2591910408499185,1.156311437609728,1.186950348298153,1.1713687560189254,1.195561696604279,1.1541483493979194,1.2106053572891353,1.1851043348416976,1.2475688049055946,1.1535153367766418,1.2022451776114682,1.1650087363990151,1.2019994440473354,1.216825199993951,1.2641432395239462,1.202778983933999,1.256598326507141,1.1619197345704613,1.2145137489028848,1.1800747526290518,1.2180253631716202,1.2031066056245912,1.2505068672334858,1.1891138482505137,1.2127466264699507
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,50,638431,661748,618544,590681,592722,613863,471057,494954,571685,586833,419637,428304,338147,354688,312704,329186,109434,114057,117349,121075,80465,83594,102490,107076,120469,125922,125344,129375,73582,76481,115174,117463
Lycanroc (Midday),Rock Throw,Stone Edge,50,1.5282002742303873,1.5436271364623533,1.604056331246991,1.5722942573008154,1.3959550023103353,1.361101943113637,1.5578429452035627,1.6049868599471344,1.6189108502358394,1.5317270895866537,1.5067900459182961,1.5476950131892977,1.5268035114545504,1.5560303634328154,1.5662467501951778,1.6307691141581586,1.4592494993148517,1.5145673026246442,1.5226550710825193,1.5506115479310618,1.5221165333373659,1.5723531991470958,1.5266808275926818,1.5924352489702034,1.4756223416055014,1.5370222123629207,1.5317227939030476,1.5708502405452986,1.5080771746239372,1.5739208633093524,1.5200140413186451,1.544204342484281
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,50,816956,825203,772937,757632,803615,783551,612346,630877,800396,757292,539800,554454,447329,455892,413273,430298,138439,143687,153374,156190,100653,103975,130090,135693,152994,159360,162695,166851,92234,96261,147224,149567
