Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
2,Registeel,Metal claw,Flash cannon,Moltres Shadow Form,Fire Spin,Overheat,2.6243842,16.15544419825177,754456
3,Registeel,Metal claw,Flash cannon,Entei Shadow Form,Fire Fang,Overheat,2.6948931,15.114113301231432,801581
4,Registeel,Metal claw,Flash cannon,Reshiram,Fire Fang,Overheat,2.7190442,13.507298788507079,810275
5,Registeel,Metal claw,Flash cannon,Charizard Mega X,Fire Spin,Blast Burn,2.7524927,14.597279542182964,820242
6,Registeel,Metal claw,Flash cannon,Machamp Shadow Form,Counter,Dynamic Punch,2.7967777,27.245555775616445,795507
7,Registeel,Metal claw,Flash cannon,Houndoom Mega,Fire Fang,Flamethrower,2.869243,16.511685215995673,850823
8,Registeel,Metal claw,Flash cannon,Hariyama Shadow Form,Counter,Dynamic Punch,2.9453952,27.634399870278248,837592
9,Registeel,Metal claw,Flash cannon,Charizard Shadow Form,Fire Spin,Blast Burn,2.9472032,20.525224110798796,837059
10,Registeel,Metal claw,Flash cannon,Lucario,Counter,Aura Sphere,2.9850855,20.83607786719344,847779
11,Registeel,Metal claw,Flash cannon,Magmortar Shadow Form,Fire Spin,Fire Punch,3.0422382,21.822432859526252,863963
12,Registeel,Metal claw,Flash cannon,Arcanine Shadow Form,Fire Fang,Flamethrower,3.049882,20.108795647212933,866734
13,Registeel,Metal claw,Flash cannon,Ho Oh Shadow Form,Incinerate,Fire Blast,3.068149,14.79139417895096,914308
14,Registeel,Metal claw,Flash cannon,Chandelure,Fire Spin,Overheat,3.085549,20.021507962607107,877641
15,Registeel,Metal claw,Flash cannon,Darmanitan,Fire Fang,Overheat,3.0908685,20.04854745817297,879721
16,Registeel,Metal claw,Flash cannon,Houndoom Shadow Form,Fire Fang,Flamethrower,3.1150024,26.359283476130194,885460
17,Registeel,Metal claw,Flash cannon,Moltres,Fire Spin,Overheat,3.1249747,16.61309028910353,930555
18,Registeel,Metal claw,Flash cannon,Salamence Shadow Form,Fire Fang,Fire Blast,3.148542,27.102708682789046,895067
19,Registeel,Metal claw,Flash cannon,Entei,Fire Spin,Overheat,3.174606,14.559827260747559,946032
20,Registeel,Metal claw,Flash cannon,Conkeldurr,Counter,Dynamic Punch,3.2616494,27.093638629514256,927061
21,Registeel,Metal claw,Flash cannon,Blaziken,Fire Spin,Blast Burn,3.264199,21.98509289768552,926866
22,Registeel,Metal claw,Flash cannon,Emboar,Ember,Blast Burn,3.3307102,20.561995490864195,954397
23,Registeel,Metal claw,Flash cannon,Excadrill,Mud Slap,Earthquake,3.3336124,20.377094176571138,960057
24,Registeel,Metal claw,Flash cannon,Heatran,Fire Spin,Flamethrower,3.3408225,10.529124598841593,995565
25,Registeel,Metal claw,Flash cannon,Flareon,Fire Spin,Overheat,3.351178,21.398982745160406,956129
26,Registeel,Metal claw,Flash cannon,Machamp,Counter,Dynamic Punch,3.3556855,28.759198927744155,953943
27,Registeel,Metal claw,Flash cannon,Lopunny Mega,Low Kick,Focus Blast,3.4177814,29.003294714990915,971527
28,Registeel,Metal claw,Flash cannon,Garchomp,Mud Shot,Earth Power,3.4676242,22.309413940865525,988054
29,Registeel,Metal claw,Flash cannon,Mamoswine Shadow Form,Mud Slap,Bulldoze,3.499638,43.905089586724564,956130
30,Registeel,Metal claw,Flash cannon,Alakazam Shadow Form,Counter,Focus Blast,3.5657206,43.755403099928735,982525
1,Registeel,Random,Random,Charizard Mega Y,Fire Spin,Blast Burn,2.423024,13.946269604499118,713261
2,Registeel,Random,Random,Moltres Shadow Form,Fire Spin,Overheat,2.66728,17.293497977599493,773090
3,Registeel,Random,Random,Entei Shadow Form,Fire Fang,Overheat,2.7835047,18.48073419930274,806277
4,Registeel,Random,Random,Machamp Shadow Form,Counter,Dynamic Punch,2.7998447,25.59254564044179,796085
5,Registeel,Random,Random,Reshiram,Fire Fang,Overheat,2.8167434,16.486616556301,821323
6,Registeel,Random,Random,Charizard Mega X,Fire Spin,Blast Burn,2.8485613,18.23218188471934,827210
7,Registeel,Random,Random,Charizard Shadow Form,Fire Spin,Blast Burn,2.9598508,22.98987143703071,843010
8,Registeel,Random,Random,Chandelure,Fire Spin,Overheat,2.9676652,14.133694178006946,875537
9,Registeel,Random,Random,Hariyama Shadow Form,Counter,Dynamic Punch,2.986695,26.184544360195915,851277
10,Registeel,Random,Random,Houndoom Mega,Fire Fang,Flamethrower,2.986711,24.22603602280515,858447
11,Registeel,Random,Random,Lucario,Counter,Aura Sphere,3.009822,26.462731374382074,856667
12,Registeel,Random,Random,Arcanine Shadow Form,Fire Fang,Flamethrower,3.0456445,24.330756911019936,868781
13,Registeel,Random,Random,Ho Oh Shadow Form,Incinerate,Fire Blast,3.0588977,15.871146141387978,901787
14,Registeel,Random,Random,Magmortar Shadow Form,Fire Spin,Fire Punch,3.0964038,27.367652031900597,879924
15,Registeel,Random,Random,Salamence Shadow Form,Fire Fang,Fire Blast,3.130996,23.30352916204293,895716
16,Registeel,Random,Random,Darmanitan,Fire Fang,Overheat,3.1328242,25.903553875808907,891144
17,Registeel,Random,Random,Moltres,Fire Spin,Overheat,3.196446,18.25324370202578,940778
18,Registeel,Random,Random,Houndoom Shadow Form,Fire Fang,Flamethrower,3.2002063,35.22404636811144,894070
19,Registeel,Random,Random,Conkeldurr,Counter,Dynamic Punch,3.2153714,22.9008357425916,923901
20,Registeel,Random,Random,Blaziken,Counter,Blast Burn,3.2760172,27.022972279441802,931748
21,Registeel,Random,Random,Entei,Fire Fang,Overheat,3.2768006,18.513547160358286,956649
22,Registeel,Random,Random,Gengar Mega,Lick,Focus Blast,3.300063,16.38431372230838,971317
23,Registeel,Random,Random,Emboar,Ember,Blast Burn,3.3270369,24.033391149126597,954528
24,Registeel,Random,Random,Machamp,Counter,Dynamic Punch,3.3276358,25.497567820553453,951589
25,Registeel,Random,Random,Landorus Therian Form,Mud Shot,Earthquake,3.3341973,21.337793356310293,968117
26,Registeel,Random,Random,Alakazam Shadow Form,Counter,Focus Blast,3.3773606,33.976519801138785,952216
27,Registeel,Random,Random,Mamoswine Shadow Form,Mud Slap,Bulldoze,3.379485,35.4699788272169,945156
28,Registeel,Random,Random,Garchomp,Mud Shot,Earth Power,3.3890238,20.257018081518183,982467
29,Registeel,Random,Random,Excadrill,Mud Slap,Drill Run,3.3934002,24.993468800832176,978168
30,Registeel,Random,Random,Breloom,Counter,Dynamic Punch,3.427306,35.40288520340561,969421
