Rank,Raidboss,raid_move1,raid_move2,defender_name,defender_move1,defender_move2,estimator,effective_deaths,effective_combat_time
14,Beedrill Mega,Random,Random,Rampardos,Smack Down,Rock Slide,1.7188,24.04771185089373,472731
19,Beedrill Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,1.7437052,20.900469759269175,482826
5,Houndoom Mega,Snarl,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.2858317,22.382985770353983,650000
7,Houndoom Mega,Snarl,Fire blast,Rampardos,Smack Down,Rock Slide,2.2914903,32.95290566895435,619154
9,Houndoom Mega,Snarl,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.309418,26.456069032108566,646933
5,Houndoom Mega,Fire fang,Fire blast,Rampardos,Smack Down,Rock Slide,2.2725866,30.091324792083498,613940
6,Houndoom Mega,Fire fang,Fire blast,Rhyperior,Mud Slap,Rock Wrecker,2.2759137,19.313791933117084,647085
9,Houndoom Mega,Fire fang,Fire blast,Tyranitar Shadow Form,Smack Down,Stone Edge,2.3151622,26.950592757290302,647613
5,Houndoom Mega,Snarl,Flamethrower,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1692672,21.221437515000986,616921
6,Houndoom Mega,Snarl,Flamethrower,Rhyperior,Mud Slap,Rock Wrecker,2.258451,19.503883262870467,642147
11,Houndoom Mega,Snarl,Flamethrower,Rampardos,Smack Down,Rock Slide,2.3321476,35.31284303664018,630383
5,Houndoom Mega,Fire fang,Flamethrower,Tyranitar Shadow Form,Smack Down,Stone Edge,2.159628,21.732540980528093,614083
8,Houndoom Mega,Fire fang,Flamethrower,Rhyperior,Mud Slap,Rock Wrecker,2.2504222,18.09520270150289,639875
9,Houndoom Mega,Fire fang,Flamethrower,Rampardos,Smack Down,Rock Slide,2.261744,31.40433978715247,611560
6,Houndoom Mega,Snarl,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1522145,18.556591342095608,612063
10,Houndoom Mega,Snarl,Crunch,Rhyperior,Mud Slap,Rock Wrecker,2.2886343,25.241740165989025,648341
12,Houndoom Mega,Snarl,Crunch,Rampardos,Smack Down,Rock Slide,2.3359895,40.37325415541748,622444
7,Houndoom Mega,Snarl,Foul play,Tyranitar Shadow Form,Smack Down,Stone Edge,2.174575,21.890299121226786,618140
11,Houndoom Mega,Snarl,Foul play,Rhyperior,Mud Slap,Rock Wrecker,2.3388314,29.045518107690913,642743
17,Houndoom Mega,Snarl,Foul play,Rampardos,Smack Down,Rock Slide,2.481619,48.217482275132376,644061
6,Houndoom Mega,Fire fang,Crunch,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1498816,18.986864983510657,611417
10,Houndoom Mega,Fire fang,Crunch,Rhyperior,Mud Slap,Rock Wrecker,2.2871125,24.289977363086788,650708
16,Houndoom Mega,Fire fang,Crunch,Rampardos,Smack Down,Rock Slide,2.4151978,41.08231004604187,643597
7,Houndoom Mega,Fire fang,Foul play,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1843967,22.616125079775287,620893
10,Houndoom Mega,Fire fang,Foul play,Rhyperior,Mud Slap,Rock Wrecker,2.3468702,28.336173373171558,649490
14,Houndoom Mega,Fire fang,Foul play,Rampardos,Smack Down,Rock Slide,2.442851,46.92013363454257,636021
5,Houndoom Mega,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.1888497,20.636563663038995,621097
8,Houndoom Mega,Random,Random,Rhyperior,Mud Slap,Rock Wrecker,2.2845438,21.29206162669021,648223
12,Houndoom Mega,Random,Random,Rampardos,Smack Down,Rock Slide,2.3278606,35.689036104198884,627041
13,Slowbro Mega,Confusion,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.8534024,17.36318785146244,825227
14,Slowbro Mega,Water gun,Psychic,Tyranitar Shadow Form,Bite,Crunch,2.8971543,19.913832529149282,822906
16,Slowbro Mega,Confusion,Water pulse,Tyranitar Shadow Form,Bite,Crunch,2.9726293,37.457818195432914,813912
20,Slowbro Mega,Water gun,Water pulse,Tyranitar Shadow Form,Bite,Crunch,3.0092247,42.534606414496956,813515
11,Slowbro Mega,Water gun,Ice beam,Tyranitar Shadow Form,Bite,Crunch,2.9185429,33.37408811307577,821923
12,Slowbro Mega,Confusion,Ice beam,Tyranitar Shadow Form,Bite,Crunch,2.8983572,29.593745425038055,823875
13,Slowbro Mega,Random,Random,Tyranitar Shadow Form,Bite,Crunch,2.9030564,26.6862649447365,822219
27,Arceus Steel Form,Iron tail,Hyper beam,Rhyperior,Mud Slap,Earthquake,3.0092852,27.98989959234872,855647
26,Arceus Steel Form,Shadow claw,Futuresight,Rhyperior,Mud Slap,Earthquake,3.0305815,27.405532140672875,861679
26,Zacian Hero Form,Snarl,Wild charge,Tyranitar Shadow Form,Iron Tail,Return,3.4558442,42.337465415559066,956705
27,Zacian Hero Form,Metal claw,Wild charge,Tyranitar Shadow Form,Iron Tail,Return,3.5120294,46.13434073200745,954241
26,Zacian Hero Form,Quick attack,Wild charge,Tyranitar Shadow Form,Iron Tail,Return,3.4754517,43.35486730086648,958605
25,Zacian Hero Form,Fire fang,Wild charge,Tyranitar Shadow Form,Iron Tail,Return,3.4604354,42.838400900962476,955805
4,Arceus Fire Form,Iron tail,Outrage,Tyranitar Shadow Form,Smack Down,Stone Edge,2.7803466,34.60726832139371,758355
6,Arceus Fire Form,Iron tail,Outrage,Rhyperior,Mud Slap,Rock Wrecker,2.8397067,31.993571394569255,805865
10,Arceus Fire Form,Iron tail,Outrage,Rampardos,Smack Down,Rock Slide,2.9091275,51.67789289950899,771856
4,Arceus Fire Form,Iron tail,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.655625,29.035720210345062,755817
5,Arceus Fire Form,Iron tail,Hyper beam,Rampardos,Smack Down,Rock Slide,2.7221966,40.14117579044767,735728
7,Arceus Fire Form,Iron tail,Hyper beam,Rhyperior,Mud Slap,Rock Wrecker,2.7698426,24.218496616121612,787455
4,Arceus Fire Form,Shadow claw,Outrage,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6674905,29.534597374320356,752882
6,Arceus Fire Form,Shadow claw,Outrage,Rampardos,Smack Down,Rock Slide,2.8333254,44.766744555402425,762239
7,Arceus Fire Form,Shadow claw,Outrage,Rhyperior,Mud Slap,Rock Wrecker,2.8537967,30.8403948057349,809227
3,Arceus Fire Form,Shadow claw,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5926888,20.116272695549902,736835
5,Arceus Fire Form,Shadow claw,Hyper beam,Rampardos,Smack Down,Rock Slide,2.6750457,31.280873748929025,747596
7,Arceus Fire Form,Shadow claw,Hyper beam,Rhyperior,Mud Slap,Rock Wrecker,2.7992938,20.845790548191577,795201
4,Arceus Fire Form,Iron tail,Futuresight,Tyranitar Shadow Form,Smack Down,Stone Edge,2.5767815,22.23832995914828,732229
6,Arceus Fire Form,Iron tail,Futuresight,Rhyperior,Mud Slap,Rock Wrecker,2.7922683,32.88144787746849,781026
9,Arceus Fire Form,Iron tail,Futuresight,Rampardos,Smack Down,Rock Slide,2.8633616,51.754402296009914,750150
3,Arceus Fire Form,Shadow claw,Futuresight,Tyranitar Shadow Form,Smack Down,Stone Edge,2.4807568,14.24312554454754,733803
5,Arceus Fire Form,Shadow claw,Futuresight,Rampardos,Smack Down,Rock Slide,2.718347,37.42601553728833,734640
7,Arceus Fire Form,Shadow claw,Futuresight,Rhyperior,Mud Slap,Rock Wrecker,2.7889402,26.205001435577106,793209
4,Arceus Fire Form,Random,Random,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6262941,25.008591271531117,745652
5,Arceus Fire Form,Random,Random,Rampardos,Smack Down,Rock Slide,2.786754,42.654719898508944,750739
7,Arceus Fire Form,Random,Random,Rhyperior,Mud Slap,Rock Wrecker,2.7990549,27.74484109128014,792646
24,Zamazenta Crowned Shield Form,Snarl,Moonblast,Rhyperior,Mud Slap,Earthquake,3.6302767,33.377020577384144,1032378
28,Zamazenta Crowned Shield Form,Quick attack,Moonblast,Rhyperior,Mud Slap,Earthquake,3.6486306,28.754445968738548,1036852
13,Arceus Fairy Form,Shadow claw,Futuresight,Tyranitar Shadow Form,Iron Tail,Stone Edge,3.135871,17.229407326188902,933863
15,Arceus Fairy Form,Iron tail,Futuresight,Tyranitar Shadow Form,Iron Tail,Return,3.2836683,28.17150632755448,933278
19,Arceus Fairy Form,Iron tail,Hyper beam,Tyranitar Shadow Form,Iron Tail,Return,3.3069403,35.66175060598645,941094
21,Arceus Fairy Form,Shadow claw,Hyper beam,Tyranitar Shadow Form,Iron Tail,Return,3.30965,24.035458401236802,940110
24,Arceus Fairy Form,Iron tail,Outrage,Tyranitar Shadow Form,Iron Tail,Return,3.4720728,43.24325666706689,947517
21,Arceus Fairy Form,Shadow claw,Outrage,Tyranitar Shadow Form,Iron Tail,Return,3.3481007,36.92916907315236,945520
15,Arceus Fairy Form,Random,Random,Tyranitar Shadow Form,Iron Tail,Return,3.312594,31.120442114015894,940921
6,Arceus Flying Form,Shadow claw,Outrage,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6679983,29.445850840398045,753000
9,Arceus Flying Form,Shadow claw,Outrage,Rampardos,Smack Down,Rock Slide,2.837752,44.82516228591764,763357
11,Arceus Flying Form,Shadow claw,Outrage,Rhyperior,Smack Down,Rock Wrecker,2.8834014,31.112249760431432,817623
7,Arceus Flying Form,Iron tail,Hyper beam,Tyranitar Shadow Form,Smack Down,Stone Edge,2.6584666,28.91777725989661,756549
10,Arceus Flying Form,Iron tail,Hyper beam,Rampardos,Smack Down,Rock Slide,2.7214792,40.1198632291587,735526
