Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Shadow Sceptile,Bullet Seed,Frenzy Plant,40,1.1874655676915562,1.1039870251066948,1.193171634322384,1.2003605061471432,1.0820845213833532,1.1005571441277433,1.072876709132484,1.086597326876992,1.1048104366795666,1.1236662558513266,1.103192611275426,1.1004654122286537,1.2306464339638181,1.2388127902829333,1.168987754495619,1.1013831878174356,1.105488906143469,1.1084636393957483,1.1445336078836044,1.1389405905690293,1.1335638494920925,1.1125378245853208,1.1358608827872398,1.1310623017590038,1.1501733690870368,1.1318576886442144,1.0823331841228325,1.1332834014532909,1.1082784036141649,1.1133400585286726,1.1269146066915756,1.1386745877169553,1.1780156830596202,1.148190793693211,1.1044927720903484,1.1158842702931393,1.166002163782964,1.1587727898133025,1.1218545878398782,1.118051789723925,1.0823752735127183,1.0786322848406749,1.126056304940004,1.0957433177993545,1.1136544384234535,1.1297822781720521,1.130264143719217,1.1402425557531446,1.0722720522877145,1.1108907532669225,1.2001084211570654,1.1882056795394569,1.1301701977949676,1.0958992611816525,1.1216581220724906,1.1202610396125579,1.1895491466628159,1.1185536978979846,1.123513350536087,1.1021017914867297,1.0559091509503393,1.0691418522730713,1.1171263330941228,1.0893477676735452
Magnezone,Spark,Wild Charge,40,1.1738347797931226,1.1698584841208004,1.3071528841763203,1.3160658816144406,1.2369007264594296,1.2454693057459054,1.228360824940364,1.2560482221728115,1.2304511771523077,1.231615160412261,1.246765836221444,1.2551257885600575,1.4652022017442625,1.4654811117222555,1.2079014708807259,1.2346728978218466,1.2193135306517096,1.2281722741323136,1.2295833500309323,1.2306893833326238,1.2122763564039656,1.2261365138981166,1.2154423811501958,1.2331872076556514,1.196147926087176,1.200436185146332,1.2294060739401422,1.2816623025033231,1.2288639993633221,1.2784852308868497,1.2579170934653034,1.302911273818707,1.2027259235935337,1.2464099088659795,1.2254183510487793,1.2599891670859578,1.2618732539573954,1.3185826810969232,1.199611066313513,1.2336149807793275,1.2282758961956697,1.2592941629937935,1.2044608032030752,1.2547629596952024,1.2417755388805929,1.2974116442616868,1.2276068776839866,1.2952049219036208,1.2259211577839697,1.2615015729689103,1.3749722363329466,1.3720753078185302,1.2412072087713928,1.2801590035775805,1.1957117392840253,1.2493089027468978,1.199277749568712,1.2334434263300833,1.2053512252487972,1.23773084414117,1.2080490757098648,1.2402905955420296,1.26754710368806,1.23716902524436
Thundurus (Therian),Volt Switch,Thunderbolt,30,1.2219264485917456,1.1921738906073749,1.3061400958467806,1.3183164416207567,1.239287595223851,1.2622090263399102,1.1997442306055839,1.2409934448369855,1.248013881944375,1.2752415275443658,1.237289349373688,1.2641652906558278,1.300062193795761,1.3140564969479365,1.3480447463199194,1.2825404280737702,1.2376854910761128,1.2396907481170156,1.3024635167898533,1.3065786400557033,1.3488122192040028,1.2850269996080264,1.3697435613148288,1.3066186604578252,1.2795110425149179,1.2668094422021394,1.19596546508328,1.2489011573078526,1.202387564286927,1.209819744727615,1.207183913940019,1.2368198593773332,1.2786586999790746,1.2772626846680366,1.2579409610034344,1.2585615245228456,1.2598481771352164,1.2652181332699122,1.2483858367293348,1.244085812537145,1.2310633860875086,1.2309172148514536,1.257749229595156,1.2275366272039143,1.2145098165509272,1.2376168061928259,1.2376514353604426,1.2288650759275654,1.2305837351489564,1.2148201762278898,1.294498263953013,1.3103637607665473,1.2494089910126427,1.257872337185058,1.2510932590775208,1.2370325299450533,1.2441009253091222,1.222661983444125,1.2425959252708492,1.2185789134116263,1.2155350266323781,1.224462427221108,1.2301648052678664,1.1999847126087684
Zarude,Vine Whip,Power Whip,45,1.0113803776179455,1.0442198511070668,1.1730786718814044,1.210201105808893,1.0405912814304268,1.1057791131589534,1.0777048282563761,1.1544055883588211,1.1061639285828129,1.150906465560265,1.06116842977506,1.1112525630091996,1.2136008330146852,1.2392837213582124,1.0441658353690393,1.0565802284088044,1.094465997786274,1.1222799144335553,1.0580399408654533,1.0840133691413345,1.067654468110449,1.092675559366043,1.060650675636273,1.0901879571227089,1.0568193420810124,1.111765949236003,1.1313850147796416,1.1990471983046567,1.1169779715281252,1.1722964778235767,1.1257317148396209,1.1872636223038215,1.1070287911069843,1.1463459621756578,1.09867537406083,1.165443889624386,1.1276804407586807,1.199507391994397,1.1021804493502234,1.155238025423657,1.0929233090962363,1.164435707722948,1.0941691534342408,1.150816636350793,1.1514388455064895,1.2098750281792559,1.133080620407966,1.215223352051278,1.0805563928839734,1.1572053577843904,1.1782479598156013,1.2373080083417707,1.069276579412692,1.1269960964926309,1.0838142532124464,1.1552684181136044,1.0817576370223028,1.1435153672121627,1.0766381467374473,1.1267526076367729,1.081446911649331,1.1437018851939393,1.0807447804422683,1.1268487700293353
Shadow Vileplume,Razor Leaf or Acid,Solar Beam or Petal Blizzard,45,1.5074566843376784,1.262995925177049,1.3004457043619524,1.3157874374772125,1.2494767119965071,1.2285203286404993,1.214129560546044,1.232454576398668,1.2585458044368525,1.254561353219681,1.2506703440934355,1.243827523845814,1.3049514078095992,1.298039979937657,1.3506261963629305,1.2419664725118027,1.203459493682755,1.2023712496031769,1.2311023358271198,1.265082628068497,1.2601917973847876,1.247324989013973,1.265504524760371,1.2365875274570604,1.3933985804408757,1.3039414051054894,1.2081510868473382,1.2792749734980695,1.2376037194873897,1.217955467240919,1.2026735131230737,1.227696123676811,1.2670235415643247,1.2536610179008976,1.227801669131084,1.2243346746795842,1.2957718360340653,1.2957611600136718,1.2697177870287335,1.2435342395318223,1.2257693491411061,1.2274145025642549,1.25123743446728,1.2020071497674714,1.2276882162404044,1.2526484262839148,1.2614133034151505,1.2626353282604714,1.1844637486705154,1.2312140621703558,1.2868446842908743,1.310447304352896,1.276190950503283,1.2506669164424016,1.2837412632654785,1.2879979552837582,1.3050419176367738,1.3073889636817335,1.229918307646995,1.228198664203237,1.15850998904665,1.2056523940098178,1.3292295389288415,1.2365617500405242
Shaymin (Sky),Hidden Power Grass,Grass Knot,45,1.0768633148192295,1.1027068064406402,1.1473867966258309,1.1997316304669106,1.1002729244856637,1.1367201053304015,1.0764132168337024,1.1366463258970114,1.1255963007540561,1.1744079803497338,1.120870630787562,1.1503944161177744,1.1619374369431412,1.2015456499864208,1.139454380097876,1.1207784681190125,1.1158305959423358,1.1245350304934267,1.1305917649946526,1.1658260208285849,1.069282434429892,1.1025609199340116,1.0720340315160137,1.1176875185536894,1.126319950683682,1.1617804904293332,1.1065452697833134,1.1844958586771759,1.1258314386090278,1.1727776905261527,1.1477484617778615,1.19296843603339,1.158342912171908,1.1836514611485467,1.072119239817388,1.1404436105247882,1.1997998656792388,1.20352173990882,1.1131958655889669,1.1604707945848154,1.0777143117971821,1.1261176963906407,1.1466458424437305,1.1531287569112734,1.116184469458772,1.1788368281260329,1.1580498054427688,1.1887029841225016,1.0941598328268711,1.13992729383962,1.1923506604564387,1.2410500786161047,1.0652651811102531,1.1411832973138447,1.13006936383384,1.1683466826053515,1.150755511249206,1.1521541115619385,1.1272160779723357,1.1504680202586843,1.0735117804377088,1.1285304122030801,1.1547295014919274,1.1438574777461383
Breloom,Counter or Bullet Seed,Grass Knot,45,1.504904014716314,1.312549604328259,1.3805631461535657,1.401081252045647,1.2822172994951009,1.3188388963357007,1.2446071568764703,1.2621286986024987,1.2999822939131314,1.318269063650474,1.2882198230238366,1.2990369738648664,1.4385955614230148,1.4511062286144325,1.3280034013651614,1.2828734776323403,1.380683209929351,1.3196108968179585,1.3160357687616309,1.333984409243123,1.148076092739316,1.1443226379083606,1.1514510694964508,1.14414521758183,1.4072237493470212,1.394700015434867,1.2882969230454158,1.3148415686802284,1.2987894436728205,1.3150359761262622,1.3178605866289892,1.3255616790937361,1.2439140335672652,1.2138514956800082,1.1235541197217935,1.1423662025400758,1.2118191429586471,1.1888592113771554,1.2725213302403413,1.284118161970502,1.2694721059427159,1.2680605985045588,1.167396861485242,1.1483195897631289,1.273795749974999,1.323863634437508,1.296740800667562,1.3197918018200225,1.2467563843270575,1.2831916749434265,1.3956534146950252,1.3911019124094193,1.18094165452056,1.1631987742712717,1.3291697416916646,1.3566134161197099,1.377551354733921,1.359679332796067,1.2940126954988216,1.3105577932751529,1.215368375671276,1.2580196610891754,1.1585394695275244,1.132148242676863
Shadow Tangrowth,Vine Whip,Power Whip,50,1.0042955894665844,1.0120604838475225,1.0917323584539307,1.1307348806165463,1.0276335975041173,1.0617211737550933,1.0076194162391263,1.0671731957517712,1.0402496465181015,1.0758466755251392,1.0347394893941317,1.0707534007125012,1.120515010703312,1.151369418696077,0.9674357107860359,0.9956085672048839,1.0049749002416881,1.0309200535973493,1.0555836718771525,1.05951149504457,1.0021111893551775,1.0222135182455023,1.0040971105801086,1.0441873106083785,1.0528254526385121,1.0851347612961264,1.0584304420629278,1.1181183483080213,1.0507881643899637,1.1025444055504452,1.0780420784643159,1.1282659704470817,1.076277106459057,1.0951888362502447,1.0238389552974836,1.0821383571774215,1.0619875202248994,1.1107430165276293,1.0267661971319988,1.0639523733549272,1.0142114827218875,1.0797486347948542,1.0277278393048628,1.063629017735227,1.0582742430585808,1.1174922411703587,1.072692709605365,1.1194152248188627,1.0165702193028259,1.0733413999371508,1.1201354784137385,1.1905505479276668,1.0075773429040085,1.065160549445696,1.029946612265616,1.069312544449506,1.0345894338673387,1.0556633452432527,1.0359564499558505,1.0749476531344875,0.9925343444482492,1.0612706138953316,1.0067914782641592,1.0479286288288623
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,50,1.1034794438210087,1.0770123549300523,1.1169849833908283,1.1559781817010557,1.0488091079616875,1.0892300816959404,1.0225080498390033,1.091731037928261,1.0619130787022766,1.105101796039374,1.0543925774043899,1.0862912062322707,1.160106711530181,1.196803248219294,1.0461302426459123,1.052206770459857,1.0957411896343334,1.0950021052274381,1.087868088133267,1.0923571854360203,1.088411757326512,1.1078278004197466,1.0416390386183119,1.07427842497206,1.0926729535468391,1.1105145889162313,1.0955678629838004,1.158259483887704,1.0637395698443146,1.0854585924248,1.0743939629339903,1.0999818609398913,1.1194991482733596,1.1400099131119663,1.0552254759033106,1.1189693025089322,1.0804927591123528,1.1308223114372535,1.0735095075900578,1.0940000692904759,1.0298127670466244,1.0744653228110206,1.0395730793759532,1.066460573248234,1.0823712780076378,1.129400091190614,1.0692090125982008,1.1143903621664732,1.0421201149263466,1.0807155402158872,1.1336095152235992,1.1766500645044602,1.0675297332121008,1.0790219147746916,1.067775577582452,1.1075895514314107,1.0568224272943676,1.0853985319898571,1.057766733934752,1.0720589524439001,1.0317041879326732,1.0749538792824513,1.057558278489687,1.0935819686314614
Shadow Electivire,Thunder Shock,Wild Charge,40,1.0159585118846883,0.9957046376594605,1.1269211222673088,1.100616052355974,1.024619599459988,1.0420031493051611,1.0161560200168545,1.0435283549230976,1.0214328575181186,1.0412992149525928,1.0200365565253156,1.0403978878989675,1.1242999702447196,1.1225078621120737,1.0632917270255604,0.9953891242912398,1.004859659689873,1.0186723181121446,1.0863529375668426,1.0496191851655192,1.0804840544505978,1.0255096211947108,1.0922630425386752,1.0161739454724918,1.0361178060259082,1.0219133142263235,1.020854420287947,1.0430980391009532,1.033829030746391,1.0227175786248854,1.0016979776987773,1.052307504135211,1.03261756503447,1.0152714863318208,1.0212870225616417,1.0092299199388368,1.0048437925757638,1.0364057222812322,1.0294872608865226,1.0053827993976783,1.0170884946440213,1.0289059609923574,1.0146121388253735,1.0004469687093038,1.0117467409525522,1.0245959730360543,1.0230988613409246,1.039457108048907,1.0256659444767917,1.019299172280063,1.1071877960112078,1.1105538538951203,1.0454058170331821,1.0266424810650194,1.0358943108062224,1.0263795832682472,1.0293411811472342,1.0112561160619316,1.0255215804370292,1.0152520399580314,1.0177328922837205,1.025016419091616,1.038518442330505,0.9894265336903308
Shadow Magnezone,Charge Beam or Spark,Wild Charge,50,0.9179056543846591,0.9146922296727639,1.031612884789031,1.0414501545034993,0.9624382961397936,0.9877101015139512,0.9476100968176716,0.9758694237879948,0.9711099366512974,0.974172031037072,0.9717525720817985,0.9763361942261979,1.1301711950643387,1.1324805750086406,0.948250371070571,0.9667419940667092,0.9783766129100672,0.9893061143573831,0.9531778713817347,0.9595229068098653,0.9462169665533889,0.9513782986274137,0.9557188080234013,0.975358828652344,0.9552650082735374,0.963856939550244,0.9745914021593589,1.0284859425178736,0.9735451544092716,1.012550581836639,0.9918657723150573,1.0236054445435254,0.965866101603366,0.9952037662356519,0.9689668194849246,0.9987990055585092,0.9533422760060055,0.9965027985134379,0.9526457586868472,0.9733960258492135,0.9560572692528375,0.9811461904758471,0.9335133844461687,0.9792801707887755,0.969730428341636,1.025468453641099,0.9684877428626307,1.007144921922701,0.9761872901048372,1.0069691150275166,1.0805259800843618,1.0760081006140387,0.9793495778942384,1.0041698231313652,0.947722641942998,1.0045206998678948,0.9523326827132257,0.9887379833261128,0.9509181593195013,0.9790332869342283,0.9486254977234676,0.9780438255639533,0.9859090268918969,0.9519558560165341
Zapdos,Thunder Shock,Thunderbolt or Drill Peck,35,1.275277402666496,1.2341931628882583,1.340365354550385,1.3703344562722826,1.2752259871617235,1.3152281811004662,1.2723938560444477,1.290132118926249,1.3387457692108136,1.346872653681738,1.3108743203111297,1.317631543611983,1.3356765144948297,1.3709404166658066,1.3866049105875449,1.297176914661656,1.301836213751801,1.279159096703388,1.3231769665805906,1.3110251584810864,1.274466704119646,1.2768542209856482,1.294624547721949,1.3154863940411248,1.2984991129474075,1.2920345593403342,1.2975294446931287,1.3709092185758296,1.3151734715173304,1.3312565800307419,1.2979613728677208,1.35094867624335,1.3294849286306978,1.2997020238363053,1.2796221876865876,1.3375400700405253,1.3298165317683053,1.34915952618836,1.318269742469902,1.3161208455638704,1.2858760176180657,1.33393897189206,1.2784741261515582,1.2871882600516644,1.3162393872261953,1.3617753693813108,1.2783726645500062,1.3314589152877845,1.2650712444847365,1.3020329141166602,1.329706867021103,1.3905567424759013,1.2832531157238394,1.3239629052573223,1.2811063137083603,1.3082910156889413,1.2793042246828807,1.2877392271130015,1.2860130206666607,1.2857294087920892,1.263817098665364,1.2805798107255089,1.2610890562443133,1.2738230154644936
Tapu Koko,Volt Switch,Dazzling Gleam or Thunderbolt,35,1.3213416535357527,,1.4179776467298886,,1.373214643666093,,1.3324407825568978,,1.363101294405691,,1.3468516509105866,,1.4416869412936777,,1.4018128474932134,,1.3626254039112133,,1.389976572225047,,1.31381267545028,,1.411553647850316,,1.376682901618968,,1.3200922179409535,,1.3315630660625564,,1.3341737663786515,,1.3480508232410702,,1.3295126266582848,,1.3349531757957864,,1.3297341937049452,,1.3538137466707543,,1.3330924740783645,,1.3237070849004957,,1.3501814314553058,,1.3380313500154264,,1.3954232888844134,,1.336373956919778,,1.3406003695954,,1.3272511222808658,,1.3481599049248063,,1.3530066942606263,,1.363728616605202,
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,45,1.2693633130022208,1.2320862962683008,1.3616059379135568,1.3665056223435343,1.2400217003590814,1.2675444804806946,1.215095472600352,1.2374330552604633,1.2578807791701965,1.2664479891259965,1.2655680354194263,1.2671715870394897,1.386448317461742,1.377187294408757,1.3365469300062767,1.2556041848999402,1.2623652308405326,1.2434833276256292,1.318457129332088,1.2959902751096408,1.2070625449520516,1.1976974820365007,1.2160091011170973,1.1951858920685843,1.2347854578804331,1.2180784625280432,1.2321372112459856,1.2866657499485565,1.2611212308885429,1.2834278261377554,1.2457946712034715,1.2988148757064535,1.3361595702536162,1.3183267647470782,1.1760997197840037,1.2303914439227315,1.2981120032796734,1.3000786247840364,1.257239048127291,1.2641729876878556,1.1905484790060488,1.2525495341469433,1.229057392013832,1.24500811176126,1.2630152566303883,1.3103515923610063,1.2642327415524381,1.312857838385843,1.2180604724076665,1.2453672666834978,1.3587777162555712,1.3713336845785726,1.2373426907852554,1.2233563462074448,1.2209674769143182,1.2369585422713436,1.2342970896007925,1.2227243435957396,1.1980898512751461,1.190042705578418,1.1839304534361668,1.2431673105948189,1.2203636804722648,1.2303112703556383
Shadow Victreebel,Razor Leaf or Acid,Solar Beam or Leaf Blade,30,1.5417641188817695,1.3496333822229716,1.383677676118187,1.4182386540522611,1.4114670220648242,1.4023636702098174,1.2823075793386092,1.3255302737082513,1.4087333819300658,1.409300162844812,1.31744786582231,1.3481611051635185,1.4219658952154721,1.4419268345022496,1.3584903319902597,1.3212524423439256,1.2862241774767007,1.3151057101001355,1.5908410173596588,1.389837956063608,1.4182259257856096,1.3648254316244564,1.3337125065485376,1.363573957135668,1.8419633874532984,1.4813933871472063,1.2997794025143434,1.3683816707090035,1.3747712466996662,1.3718642859531611,1.320511393819053,1.3415042962035235,1.5039951036256756,1.4510346780908763,1.3347400081381595,1.3419127908073447,1.4189816357667049,1.3864732522163827,1.3582225416787415,1.358528847216136,1.2970932582955086,1.3162871026415908,1.3822088397270882,1.3371181270322499,1.3501017843189436,1.3785311192207101,1.3347029933447307,1.352400331555033,1.3410378220383143,1.3139622779388556,1.43277520564161,1.438760513961998,1.3372476237037174,1.3680893222396355,1.3963310469801464,1.435733068811031,1.4872216036931618,1.4281289935885193,1.4422915960796647,1.3694882610466825,1.3124219149276826,1.3128204592917572,1.386512222331815,1.3318593453713985
Shadow Magneton,Spark or Thunder Shock,Discharge,45,1.1916121624725267,1.151154381752003,1.4980738979478927,1.3605309703865969,1.2498073500896116,1.2332096592848347,1.230901293738831,1.2444755320579863,1.290753548720939,1.259739045783846,1.2098436972655187,1.2225527874048132,1.713616512962123,1.4888550196105872,1.2883733124650363,1.2347198009360683,1.219209765040544,1.205724521948168,1.3044132223694396,1.2438660587488324,1.280580404229779,1.2188367945890815,1.321323141733268,1.23002183125784,1.213475210612126,1.2095142459915476,1.2060435129028073,1.2345347216736544,1.2107678829731348,1.2223134319196738,1.2176749540111365,1.2418242492791876,1.1968822596318465,1.1990891090628248,1.2458108497755078,1.2437904189150226,1.2040506135344673,1.233067150033071,1.2421456792109686,1.2200386866867567,1.2693760000416903,1.2371435092817338,1.208269971473733,1.1998758179713396,1.2237236958301483,1.2363957333640694,1.2161380421398622,1.2402054760323808,1.2392340675236073,1.2226011937682173,1.3807416961169954,1.3584582995103822,1.2951608083595674,1.2653739858572106,1.202770390962342,1.2012487329649852,1.235898546741387,1.1851516534912212,1.2297939127488542,1.2075648386794424,1.228299823990618,1.207600527515637,1.2354339532334007,1.194543620570076
