Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Shadow Magneton,Spark or Thunder Shock,Discharge,35,1.2779967373797865,1.2299499032624748,1.6189390570001,1.452425164278408,1.3789538849762522,1.3515857796701805,1.3524681369117717,1.364362889212804,1.426700523062469,1.3565705171084774,1.3327710257480356,1.298689215099224,1.8960485400570724,1.674295399423524,1.4072425617020534,1.337722410050523,1.4135622189588344,1.3511232716707826,1.3804460262636535,1.3118746227386233,1.4142417680715171,1.3557456884726835,1.4440360732917827,1.3638204197255506,1.3430241094360296,1.3217441095865432,1.322252942031233,1.3278387785413845,1.3504600042078334,1.3380813974408419,1.3424873070963652,1.3624266179261586,1.337013407439234,1.306628120227473,1.3686696842786856,1.3717009368892292,1.3147401678368953,1.3362887295223662,1.3574760334503488,1.316871294130487,1.4111590280931905,1.3573103869075613,1.306490836203359,1.296021636922473,1.3111810201483798,1.3198240258452505,1.3350238633125737,1.328398089281353,1.3675775073403174,1.3361345147150543,1.5865602816498765,1.504610764567913,1.410754002884605,1.3745150467034934,1.3247920129479989,1.2927935912269888,1.352511052001472,1.2782823318597332,1.3460429470276716,1.3152833889283382,1.3980528846794482,1.322964420438354,1.3588304770557047,1.2953488034021168
Luxray,Spark or Snarl,Wild Charge,35,1.3201369769923132,1.2783798535927342,1.4270817831419662,1.444989755265827,1.3139151791909607,1.344666495967704,1.3480755875078576,1.3741515071659351,1.3312902502281898,1.363133984355823,1.3241106373198333,1.332029443607749,1.4817395193866403,1.4750769066466531,1.36208693955635,1.3093026335443303,1.3577586002894186,1.371814956089376,1.3400544821782354,1.3464636990024021,1.3727333810266706,1.3195093414029715,1.4212002464145932,1.378624133991175,1.374121061024457,1.3611054085641152,1.3324509433907064,1.392113044996231,1.3296953638907811,1.3551344665132263,1.3229769008021945,1.3646158083230937,1.3458574405596067,1.3492626043654699,1.366336507882735,1.3698487357173188,1.324961356912337,1.371027612951885,1.3502646940788314,1.33543601180674,1.3262277005403402,1.3320057799405651,1.3179733441607746,1.3179408554223881,1.3181577801018014,1.35672674851222,1.3514359726080718,1.381869467457616,1.3247174357955873,1.3151847617340002,1.453916784691582,1.4645039963945743,1.3547074349402748,1.3799716413159528,1.3337300076606706,1.3305719219116694,1.3206896262583443,1.3110563492913831,1.3250277469478355,1.317957879238367,1.3528252317789426,1.3470246849792866,1.3272204349591064,1.2871549492772802
Shadow Zapdos,Thunder Shock,Thunderbolt,50,0.9547336883525402,0.9238310095007731,1.0070547657660591,1.0244445980929209,0.9590874708757566,0.9933118481709022,0.9726982127024126,0.9892607049819788,0.9821839771779942,0.9841870218803958,0.9912064984001983,0.9899361893874785,1.0271534077452815,1.0562982021059333,1.0046342804563757,0.9646485330114838,0.9731014442797867,0.9578519625497228,0.9899747876691571,0.9808085102652664,0.9502684187506458,0.9582917933014202,0.952057578652644,0.9804355620318981,1.0027198073774901,1.004186879552535,0.9851353183206115,1.0267492493151433,0.9915934987708811,1.0030640136716478,0.9734579126399143,1.0240827186469725,1.0260704614510732,1.0101896556283947,0.9725860675790594,1.0028425812824646,1.0198761220292123,1.0285122998430953,0.9700769228367282,0.9754539232460773,0.9633230475281253,1.0069197877257712,0.97976629917189,0.9950279882623608,0.9849486840923228,1.0045602086875163,0.9820460691679895,1.0267552763870231,0.9777620639406266,1.0027062893926921,1.0287490474225793,1.0808130659253967,0.9581609804611408,0.9769500250537246,0.9724814492978654,0.9998739278724631,0.9722762852852712,0.9870926597940065,0.9814801445904902,0.986527374309132,0.9575861601698361,1.0019868962972838,0.9622353604862204,0.9734144138215524
Shadow Tangela,Vine Whip,Power Whip or Grass Knot,40,1.311753118713151,,1.4292116174232044,,1.2841420645763888,,1.276124163791234,,1.338115760581132,,1.295681902584481,,1.4524354620354516,,1.3299604595512833,,1.3271644439364314,,1.3368746070846245,,1.2662754987494136,,1.3159315625944183,,1.3557403992847428,,1.2890601396337225,1.3463994920991578,1.3154557011270136,1.3278836250524393,1.3471765109974945,1.3751135154998118,1.3997164038351357,1.3649949364455995,1.3102645132753243,1.31272320749727,1.3763221635333094,1.3573645077508727,1.3555260121056112,1.337044041532057,1.2776414332337462,1.2904844944842402,1.3529598347147462,1.303427770366518,1.3381779335664514,1.3638828556561062,1.3542798774779174,1.3513466322645722,1.2595236886722851,1.3030511117508392,1.396872829734229,1.4016100525261252,1.344952413153434,1.3280569732359209,1.3192584645421948,1.3166502509438653,1.3943755677398015,1.2975526435517957,1.3110684463134854,1.2836755128294182,1.2531235908127982,1.2854246642329077,1.3306321961525482,1.2968938772122363
Shadow Venusaur,Vine Whip,Frenzy Plant,40,1.2056887079471583,1.1222034424313605,1.1772656265041521,1.1916640158268155,1.1485097516362104,1.1503650491045856,1.0951683123200282,1.1142882240394407,1.1392025909054,1.1431514438138866,1.149509075623136,1.158480255000514,1.1812866918260467,1.1966428533429547,1.1473626570792081,1.0793581500737695,1.1229583647182635,1.1006549646085146,1.1773170736288976,1.157783857095269,1.1241219838914844,1.1172942104484966,1.1057464900679417,1.1168042489478542,1.1553443751849308,1.1404039593437063,1.1130367067584555,1.1590445456735294,1.1489235313117392,1.1484920590908456,1.1437041917433886,1.1825959684522385,1.1478656678834989,1.1274433196112437,1.1180477733819056,1.1433827025233299,1.1513435114679347,1.1589278384787098,1.1302699607497706,1.132531120122177,1.0798248960254428,1.1185938210768687,1.111061549481904,1.1270689721804354,1.1322482554286384,1.184161071777861,1.1337014711999327,1.1591613622949484,1.0870815904424713,1.1145512988509718,1.195056949264497,1.236582782435375,1.1312479191701355,1.1595843061641302,1.1296656586508678,1.1321736942485108,1.1530730542343879,1.1269318836461433,1.1371521242529405,1.1419720701452547,1.0554737400794416,1.1180471186074452,1.1249550405326891,1.0968127977661026
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,45,1.1606356676560883,1.125054328549998,1.1641533839105906,1.2026464241391388,1.0935925624196114,1.1344987957079686,1.0669007502202899,1.1291270351063567,1.1124618045271277,1.1486773250639781,1.1026444811380667,1.133327430095625,1.2429532951293023,1.2508389437694447,1.0706046808465421,1.085468895628728,1.124392598350734,1.1214112569614267,1.138045807984291,1.1362970997522912,1.1511246139043523,1.161262715745892,1.114526809826154,1.1322258595652803,1.156148536824532,1.168038666910865,1.1309401139266062,1.199989272447647,1.09254057870828,1.1205499730978077,1.107359476017628,1.1494771874877352,1.1763635731758784,1.1886220497110234,1.0797484561942596,1.1489421740280308,1.1294749483896536,1.1712228855772056,1.113694370416476,1.1289367882020622,1.092621032656627,1.1392919984590486,1.085299856141919,1.1219112807281968,1.0932278256801584,1.1481338976529434,1.1204066144370497,1.1819103354474498,1.087834793643511,1.1197661205967,1.1891314829301274,1.2383942074680083,1.0914877343360916,1.140538266708702,1.1284070107763842,1.156282513809941,1.1014774045381917,1.1364861234687524,1.1027375219116713,1.127931765712932,1.0751269366105871,1.1293582002420548,1.094262773373491,1.119538864753325
Mega Mewtwo Y,Psycho Cut,Thunderbolt,50,0.8380860215366366,0.8477874834288837,0.8177650628954387,0.8433438410324338,0.8496893191731092,0.8911080228316889,0.8587234039632933,0.9139840046336328,0.888780297243551,0.9188936743666817,0.8628268524734928,0.8992616356081362,0.8317863894460837,0.8520847638649851,0.8310728169912102,0.8516597266128879,0.8551854899598733,0.8776213207076242,0.8654381460405403,0.8827156995834784,0.9620719300632686,0.9947300238206255,0.9713525036591415,1.0105750329796703,0.9304815902848186,0.9695669720184602,0.9353923017133852,0.9813269007028498,0.9226183304893067,0.9504208679735221,0.9003345904888091,0.9506637962982795,0.8862713425770989,0.9500557529088207,1.0054931805381733,1.0630126049077644,0.9007043052776824,0.95296868099082,0.8752138897368462,0.9132437146772839,0.8585495388463845,0.9073417673105142,0.8753319231360709,0.9297188088467508,0.9212814823729222,0.9719779210235044,0.8883665874190988,0.9428504828631904,0.8764772490099827,0.9101008112025156,0.853300095882994,0.8993064590421936,1.0018926908614065,1.063968266297486,0.9473840384299398,1.016797976859599,0.9491124392663988,1.0068757657208607,0.9190957846782248,0.9894902842458304,0.8591206405355682,0.9241802190656353,0.8473003764481014,0.897924619405702
Mega Venusaur,Vine Whip,Frenzy Plant,50,0.9988720466346097,0.9902775062359725,1.049765759399321,1.0675501602067907,1.0026184274741314,1.0360636684010984,1.009023094047923,1.0710783627464706,1.0053367797769965,1.0326114244511986,0.9978404311299014,1.030257577132212,1.088323645833465,1.1178418959273617,0.9901367712598312,0.9860478682323944,1.0054600178687596,1.0441799056375891,1.0177932745410874,1.017546019626358,0.980478924443995,0.984494555043423,0.9856978983004642,0.9957144187334607,1.0360995707399208,1.0645237504107463,1.061375057660594,1.1342530941674298,1.0451831952523452,1.0865551266350333,1.0527091547519067,1.084275350025877,1.047808963814765,1.073960259712715,1.0189052443391864,1.0665331094890398,1.0680328578343345,1.1114375327158432,1.005618565446267,1.0375168821189085,1.005395772871163,1.0345822346741391,0.9977937805393738,1.0466365736921077,1.0516923655828319,1.0927635671462932,1.040271009509708,1.0847794941193978,1.028041854053233,1.0678851890430168,1.0943565512399283,1.1627446950071112,1.0032385556261223,1.039255911993652,1.047153501194622,1.0743386864490938,1.043128504458844,1.0620106179959348,1.0262630662417238,1.0602183235110603,1.0096475445778936,1.0580666957817542,1.0251914167394434,1.0485612267052906
Shadow Zapdos,Thunder Shock,Thunderbolt,30,1.1570754668984684,1.120156900488993,1.2070550321618416,1.2329659574040406,1.1500628489820512,1.1709842317588959,1.1346716104893588,1.1618176165888447,1.1741310464483474,1.1935217127579454,1.160698130439779,1.1608101467946508,1.2345117573971898,1.245000743382646,1.281439047460475,1.160352151577384,1.1494672636017116,1.1383876502848866,1.1575805116478275,1.1719472040705408,1.211448479476362,1.1395540166846094,1.2331710087999384,1.1798576948524357,1.1654632222141097,1.1363914004417426,1.134350500342794,1.170184426129587,1.1408177377520945,1.1571795834583902,1.1630178334309225,1.1875531597793199,1.2295103830505998,1.2047520469827053,1.1580209952191203,1.1503696241086618,1.1802884200820212,1.1876629222304473,1.1483219140349048,1.1296244887411155,1.1611580800623342,1.1623456195728288,1.1889683574761862,1.1502658672448571,1.1602346209063805,1.186005630766154,1.1856348041834575,1.1802849175850734,1.159251923414788,1.1520947508595603,1.2230786672843548,1.2327046639813686,1.1589152422596176,1.1640892552266335,1.1672953904089152,1.150497943591648,1.1566950982995368,1.1411737559413728,1.1714797017313063,1.1251246148110916,1.1384808327306792,1.1429587466180362,1.1895618536759065,1.136688816710588
Shadow Latias,Zen Headbutt or Charm or Dragon Breath,Psychic or Outrage or Thunder,50,1.5361197641087063,1.4860363815950135,1.3668826329202945,1.3899627397062548,1.5941163172753414,1.6480729113284338,1.524085694756693,1.6276810150071508,1.5739914336043848,1.6129568071527938,1.523989572559622,1.5556722493392123,1.3526147194557785,1.3846815103058534,1.5011802780175074,1.499858377872178,1.6372972183761574,1.6682009748788098,1.5553785262198223,1.5420115764453652,1.3679366774391892,1.3924603939166966,1.3443003186254923,1.355360657323167,1.613240076730031,1.638375754132192,1.6758969647853468,1.7768179544118035,1.615518987952644,1.700786449930808,1.6492312033989622,1.7214274767929008,1.6603870685571733,1.6766260446505585,1.3182893196475725,1.3750920739948855,1.6570445063580626,1.7352245109602487,1.5753021681822594,1.6171271484694165,1.5822189472958357,1.6899620143229201,1.5966027619917682,1.6630120844957357,1.6716972471621585,1.7632361141950565,1.5831711095549923,1.6607455583837056,1.595096824514766,1.6570989927480608,1.3606781340894436,1.4170404568595263,1.3372468012714194,1.390428167392387,1.612247064578799,1.6754201598794745,1.5863778161835154,1.6455486870362004,1.5629929272961718,1.6255666550087524,1.5208888907718863,1.6089028753073604,1.5808494318577042,1.6365064778366434
Shadow Latias,Zen Headbutt or Charm or Dragon Breath,Psychic or Thunder,35,1.7609452041154512,1.7758088321869219,1.5562876730558466,1.5732848137814772,1.7021424569456862,1.735026728224291,1.7609945840298882,1.8336285627228632,1.8126823395394602,1.8469393714269362,1.8139332861558188,1.831997241929923,1.527842559745094,1.5576209438289688,1.7771703257571074,1.7831376470186777,1.841518790996681,1.8842006587598223,1.82002315539537,1.8319515026586752,1.5609559767304082,1.5608186606053969,1.5141807182740612,1.5359319417676336,1.747579283875716,1.7311971226455405,1.779575052394341,1.8537139468908141,1.8284216477349458,1.8912115553700461,1.9011510370635543,1.9538385473309914,1.816861078811345,1.7692809026225795,1.502546158261406,1.5319609460744932,1.9220650511274615,1.9717072319854883,1.83969395616054,1.8487611948354508,1.7811987590776281,1.8785865374081463,1.7044782021572458,1.7505267393060975,1.7663789698850627,1.8508648700872754,1.7929138141358325,1.8614781054743152,1.8222149774087693,1.8934957176026963,1.5186080750739495,1.5730657730175084,1.489503174740972,1.5228704714821601,1.8437151477680074,1.9016872806365248,1.803055895875938,1.8727809428867346,1.8102509161270206,1.8583320770490046,1.7266985397378232,1.8322828144198815,1.6948247491296897,1.72132633281276
Chesnaught,Vine Whip,Frenzy Plant,50,1.1662287373681577,1.143681389764283,1.2599292670761815,1.2964744697785489,1.2126032283659207,1.253380610436778,1.160046171625587,1.229647152154996,1.2075635005189675,1.2437708194846995,1.1640134758336205,1.1967956548299492,1.2897150264431827,1.313906954858996,1.1436488385370591,1.1476362117693395,1.2065934919673182,1.2181753236982527,1.1803984850685896,1.1781519796673339,1.1819182893137983,1.196575293092166,1.1556105276723252,1.1723991417246287,1.2166717404661473,1.24208565070411,1.2542280502088459,1.3152591630363655,1.207561103535977,1.2621406779352495,1.2415904284085633,1.3032627606040315,1.2349758463662517,1.2541068917923932,1.1720418041151983,1.2588294601366856,1.2303693032549872,1.282528807598567,1.21192752275694,1.2440202393614213,1.1971608022951328,1.238074021923545,1.1985793152573434,1.2288848617392507,1.231688162000634,1.2857191091795728,1.2308600984679652,1.2900968206842511,1.1757800173291666,1.238168125689854,1.3077699344785738,1.3826437868101504,1.1995466875016183,1.2689865349556573,1.2500035855804792,1.2762776124773212,1.2585176109974983,1.256967768683589,1.2232780740114761,1.253580925994287,1.1928616124268898,1.277847554978417,1.1694994973762116,1.2114506624458043
Mewtwo,Psycho Cut or Confusion,Thunderbolt or Shadow Ball,50,1.1912706557510495,1.1930520053231075,1.1096135699105478,1.1154005944742975,1.2225366701761506,1.2456110154078848,1.236045573206183,1.271664429456509,1.2472167590322565,1.2804317842174784,1.2357108139330926,1.2728607114127246,1.1025581751018014,1.123108094494887,1.2014298241175345,1.2253759703549851,1.211210034723974,1.2353346016789133,1.2612497464052157,1.2651638723234793,1.4057370868667851,1.4251899097487373,1.4285782852299314,1.4379178254848077,1.1975063825310013,1.2137149467330655,1.2534374491050784,1.3238862606385626,1.243881899586879,1.3051452612560595,1.2706083728194077,1.3324123661852412,1.22098072497352,1.2841976080042647,1.4089765744970721,1.4633454841107638,1.2785321983026439,1.346516948346621,1.223926744800352,1.2731735379969789,1.2347652662804642,1.2831692790170666,1.2053116681876719,1.2646409152523401,1.2581265583340255,1.3107184566073364,1.2414960713304433,1.3178113082654068,1.224956699840567,1.2912553751854403,1.100517377281279,1.155419492653249,1.433927464517377,1.4735622436562295,1.2012176943096216,1.253252043547031,1.2041295898608853,1.2375901590214922,1.1750114885558816,1.246374242096556,1.2068247591769756,1.2796092888290247,1.203499718402502,1.264712324279019
Shadow Raikou,Volt Switch or Thunder Shock,Wild Charge,40,1.0,0.9760886242194131,1.0558911066068695,1.0809030066275636,1.0055740022954192,1.039434074781832,1.0116958739256587,1.0308037074552627,1.0,1.019875896850527,1.018690376391888,1.021180623348031,1.1121551684935191,1.1242763338059067,1.0,1.0042683238226582,1.0035586603877458,1.005440863201294,1.010487318382303,1.0277888225437624,1.0,1.0121094690339978,1.0,1.0183967404542542,0.9999999999999999,1.014047827537033,1.0084800326117593,1.0650399796371552,1.003376976549162,1.0328082502314522,1.0052158296956057,1.0485248566128453,1.0,1.016093184384143,1.0,1.0422560640643292,1.0160212574348215,1.060972559178413,1.0,1.0118276314656673,1.0,1.0367956249969612,1.0,1.0229823346894895,1.0030975993816666,1.0558725568797216,1.0,1.0454290975953515,1.0,1.03177035900091,1.088707587013113,1.1067925208945921,1.0051478169753074,1.0096733877661672,1.0,1.0338472561423333,1.0,1.019721553227402,1.0,1.0079488673573045,1.0,1.0214251122344253,1.0,1.0160717688308851
Zekrom,Charge Beam,Wild Charge,35,1.144045972491947,1.1363946411335806,1.1977611492992155,1.2261413212673802,1.1203593086894754,1.1493669990530102,1.1028739229136986,1.1551299366169538,1.14431211154509,1.172889700850893,1.1260494638094027,1.1569421228671832,1.252961029904223,1.2741446721835668,1.076654901724167,1.1021194543679276,1.1263981679386585,1.142487508165291,1.1669302539203876,1.1586284686131059,1.1170804601733855,1.1521606393757196,1.0936443249648846,1.1283846909054345,1.1341848584750047,1.1537190467779226,1.1452043452438423,1.2021697937481777,1.1373573876891674,1.17039296250499,1.1573503026091576,1.1939268749591332,1.1606799024595411,1.1651301539273233,1.116078485116677,1.1600392510275677,1.1750727735036284,1.2130368662693762,1.1039241159256425,1.1453726080474196,1.1289659067863957,1.174767731858627,1.1340978289472734,1.1670843217462712,1.12568642971797,1.1940586264117172,1.146988974030203,1.1871167209824154,1.1215529025350035,1.1548063765533225,1.2096864515126704,1.2663160508198086,1.1301474133742722,1.1589657456947955,1.134919781210997,1.159902344377233,1.1311208678247393,1.1441629749022129,1.1240434469125586,1.154644303693415,1.1157438161132807,1.1548754434828934,1.1212830966940002,1.1507681288842753
Zarude,Vine Whip,Power Whip,40,1.0851308845632783,1.1179346084128938,1.2033857329801247,1.2398340039443527,1.1120698803636455,1.1755323329321252,1.0988476995165979,1.174842640402094,1.133733713482941,1.1748866961675049,1.1308514573618091,1.184574888255823,1.2568989937734962,1.2724274682584265,1.0622828887843374,1.0755605893446516,1.1264308514272012,1.1503844551613345,1.136996520429095,1.1574361817767413,1.0988289138375589,1.1198307628511457,1.0905344446468301,1.117742090698713,1.0822789852584358,1.135381078763338,1.15439932045832,1.2215512625841505,1.1525115133340473,1.1984880163538238,1.1730872971164823,1.2280413777571835,1.1376579849173085,1.1720845418090686,1.1227911191662892,1.190241215195799,1.1541522081869966,1.2156607857123967,1.1392972012744094,1.1781310931197084,1.1090076587632378,1.1910867744158602,1.1268175292298421,1.1729305307065885,1.1664903309134487,1.2357967229008786,1.154958510304728,1.2273338877801012,1.1105127548111227,1.1703549610162802,1.2507152301581084,1.309993677916949,1.1004588867617338,1.1453573849089767,1.1095218675199725,1.1694843093439293,1.1056139664379403,1.1577271619143448,1.1469970962390639,1.1941955720754838,1.102480073806815,1.172480891771758,1.1100222292424036,1.1459160390838257
Latios,Zen Headbutt or Dragon Breath,Solar Beam,50,1.4622389322386704,1.4092394330061748,1.2596313276112325,1.2607816124912496,1.392182289845665,1.412711249970455,1.3364681725973324,1.4184759245991552,1.4704300787560232,1.4960898864274352,1.437748592235065,1.4690957038219836,1.2592757542137945,1.2858399155266966,1.3155833911859687,1.3164890612997022,1.43515377090214,1.4330883708843696,1.4803490653936417,1.4667434704039233,1.4759860410751375,1.4661926668324583,1.4323101416115966,1.4500432089477202,1.4139545960193096,1.434204881108468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Latias,Zen Headbutt or Charm or Dragon Breath,Psychic or Outrage or Thunder,45,1.685969579282616,1.678951838739781,1.385224164180205,1.4189226857683743,1.6288746668208969,1.6642026828050638,1.553941744694518,1.6516562904036038,1.7189273880590243,1.7733089232861103,1.709504333678092,1.7533437123865168,1.42143650556758,1.4483165961823623,1.5317143926137986,1.5283939142600775,1.6669174335603167,1.7018430897862757,1.7399532634204864,1.7313779244800993,1.4065606887888866,1.4205929521079979,1.4005265468047339,1.4194800479294143,1.6393732676930577,1.6650222105059704,1.69226592236958,1.8045556013914612,1.6489793888143607,1.7112766116868545,1.7417142137063075,1.8116442944666762,1.7087087081309846,1.723819532746116,1.3859144784937398,1.4320667151979163,1.6753238242293431,1.7559637481766588,1.6164404887744224,1.6456919241355528,1.6168730927276775,1.7083434602028162,1.629875174931651,1.6980716987649307,1.7100711388487269,1.7914541851915258,1.7309030692850165,1.800533760354337,1.62544766465102,1.6907172186395236,1.418174241379019,1.4813740369258013,1.3929191625202373,1.430009183827326,1.6292238527779366,1.7036715720525515,1.6021448724458502,1.6729877748637034,1.6008507142924306,1.6512867637579818,1.6652719863270702,1.7577378151069856,1.5995736724862442,1.6610346124982398
Electivire,Thunder Shock,Wild Charge,40,1.2015738653872987,1.163650311653274,1.2462405197914508,1.2772783529572171,1.1948318443592538,1.2320928420240855,1.17970754310404,1.2057287677775856,1.2152349360405423,1.2410673838756414,1.2110263770693084,1.214940562380166,1.3269500744481242,1.3298901145288662,1.2510708257152832,1.2021090298933395,1.1894301955249516,1.1911363450661996,1.202838101332719,1.2191507423752501,1.2008657770625908,1.196403776923137,1.2154487407009569,1.193855594040837,1.1941652005472612,1.2039081980708082,1.1613178895588734,1.2374511530655932,1.2121767027436852,1.2440558642757935,1.1945840287048926,1.2583585011847995,1.19281564077629,1.2027003480860519,1.1889675586176525,1.2054778011879248,1.189721981646771,1.228042587795075,1.1816033489008908,1.1778110484407338,1.1823171749248143,1.2204128933778429,1.190200876939362,1.1956267367884608,1.193497600737661,1.2547364031913326,1.1919073111923515,1.2185786931211076,1.193738318405345,1.2022798530181789,1.2830304657488687,1.3082826244412693,1.2060012580168111,1.2342513200799892,1.1884493798660616,1.2066218812075362,1.1859593385724556,1.1898955125846078,1.194758245901505,1.1863997337991645,1.179311616557715,1.1839139677183337,1.1934157143439965,1.1720060668121521
Zapdos,Thunder Shock,Thunderbolt or Drill Peck,45,1.1342567490958564,1.120271054039282,1.2267378661867343,1.2419716484655785,1.1910650137358598,1.2251212708710295,1.1997535637522545,1.2177760072249535,1.2071072372292233,1.2161879469710843,1.178946731747443,1.1959525563559603,1.2546069916053355,1.2815776996658206,1.1776028548549426,1.1689505877564055,1.1861623824655763,1.202187204057039,1.2151242990139233,1.1841242933784837,1.1811629400657497,1.20070664366812,1.1795512005031965,1.196447722932852,1.2062872516319678,1.2164757835040274,1.1997994922942041,1.2742795229554993,1.1875870828837287,1.228054097324555,1.194000175346766,1.2449459845458382,1.2325045280813585,1.2285408902515025,1.1840582351897242,1.2388692193180038,1.245108945503186,1.2809422688448595,1.1957827675181116,1.207661920764705,1.1966076873600362,1.227138957105105,1.203540390509504,1.2235811473591993,1.1850225349295647,1.2445553610080462,1.2168186585409289,1.262215875844629,1.1911324927277986,1.2358469916743973,1.2522835771429122,1.3166567758171461,1.183896531924842,1.2113390873133727,1.1958417555500889,1.2386956780660066,1.189235668888713,1.218943821515805,1.209766409980226,1.2117253642137624,1.16020154328186,1.2115537514011152,1.1852771636855994,1.2029659883681398
Latios,Zen Headbutt or Dragon Breath,Solar Beam,30,1.6354618344661773,1.6138877219657413,1.5200054756442207,1.5165256807350682,1.6675932572024497,1.68763941208204,1.6056258286598972,1.638135374547411,1.6795332642927792,1.6523894375862764,1.643962814441158,1.6449018647215012,1.5244930433299868,1.4889096164551692,1.8724322358831573,1.615104150892842,1.7019743595353407,1.668793787279604,1.718310748787128,1.6557082150934608,1.6752098474899157,1.6386087245196774,1.758643889395653,1.7265143590256784,1.7831034300355857,1.7291049130274547,1.6956563165291103,1.778210780800022,1.6631506848735176,1.6911569043386825,1.769830399032503,1.759403933562085,1.7884268859557453,1.8064840995655413,1.712014063540007,1.7420993640763787,1.7125693386993748,1.7622272872182905,1.6867260116297969,1.6466929187363972,1.606332548332765,1.6833783529728492,1.6679915529280194,1.6762089907852895,1.7016824498748249,1.7596912062077419,1.6775647972890462,1.7612243272224937,1.6071446228307111,1.6629480495709723,1.485420120389554,1.5096941201646292,1.7899084511010694,1.745875730479798,1.6734493377744648,1.6892445992583776,1.60870045232849,1.6666713250445262,1.619415613940843,1.640648588507683,1.5517063179215846,1.6371929308695254,1.6641156939764399,1.662656670359296
Tapu Bulu,Bullet Seed,Solar Beam or Grass Knot,50,1.1184017158373354,1.1390707310478758,1.2105793272755738,1.2513370343780124,1.1202168520639164,1.147747528657658,1.1049411462751138,1.1623391061590533,1.1636221581556074,1.1962673195660172,1.1431043046457754,1.1810063326740579,1.2161369896085559,1.2497937471032878,1.0898584560440352,1.11490785527459,1.1310624857400422,1.1516201321359507,1.2267208597677197,1.1980337324894368,1.0949577489413098,1.1250987489417519,1.1285519590896098,1.153219696560635,1.1533493480631993,1.1823751474471216,1.1473377823418638,1.2016281498775596,1.1383142252274412,1.205772139488397,1.1559259595447586,1.22093930489928,1.1918767027870163,1.1916551238328164,1.1092220666536037,1.179801157897614,1.201994247760212,1.244890661947756,1.1427898278607487,1.1650834437247586,1.1456031852720068,1.182390528085292,1.1597725114805035,1.183972772961929,1.1647468612970426,1.2247938464980603,1.1799643258741401,1.231914195268297,1.1579633636563933,1.1901028063513157,1.2202521313635113,1.2718040727332716,1.119193985887671,1.1484948118229212,1.1586648981960166,1.193843246527989,1.1668050204890985,1.1845571668366974,1.1313497589602395,1.165983622096732,1.1165212928164843,1.1804346270732455,1.1438331398441468,1.170152369021993
