(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Muk,Poison Jab,Sludge Wave,40,1.7518758854542664,1.6690869973147349,1.4513937619064712,1.4236889892329527,1.4478457833529146,1.4329084298084431,1.4527502312452019,1.4445482686184488,1.3735428914274628,1.3978987347880305,1.552574780858302,1.5158062139572106,1.4175977213330622,1.4342193077294152,1.4619198467933765,1.4406809298288459,1.4305843621982146,1.4030402023964093,1.4822956363926247,1.7114345694514497,1.4513937490461015,1.4314023173731585,1.4509810235366143,1.4457382563819956,1.6630906545607431,1.648089055599772,1.431851296563918,1.4471161760669677,1.673219480776453,1.66371715826795,1.415263684232389,1.4293728980643834,1.4688200257817756,1.4579202940756153,1.7292964110925504,1.6644516705163508,1.4551187495673725,1.4376021529797463,1.422302434005514,1.4129971218432855,1.4124882004900858,1.449266122205273
Shadow Muk,Acid,Sludge Wave,40,1.790937781704592,1.7332967733325995,1.50223913078231,1.4686924738165599,1.5060088248167627,1.4738666386395765,1.4967663741080885,1.481145113971595,1.4329198137704926,1.4440074910370513,1.5936943201013174,1.5583383809509497,1.4609987838925993,1.479354957710979,1.511730260457112,1.487964241224682,1.4771510983891494,1.4404005640225555,1.5537805760660182,1.7493648689859616,1.5250879425399166,1.505301068102938,1.4860376056572668,1.4829716821373014,1.7849303235221512,1.7635605834702748,1.488573965755025,1.5021984646575484,1.7616877074389274,1.7587268158370022,1.43845257366549,1.455371745824277,1.5133209562938585,1.497199984379483,1.7922023445755213,1.722346475740713,1.487725865828405,1.466315755950066,1.512663932416095,1.5048660820226127,1.4778396704015082,1.5070323309736369
Shadow Muk,Poison Jab,Acid Spray,40,2.260662529826507,2.2992281189936694,1.9125029414054795,1.919774838481914,1.9116085399855383,1.928658514646144,,,1.918285277003019,1.8867122660539786,2.1544283689386527,2.1047543074663793,1.9263000107602912,1.9376368979817697,1.9696480261037228,1.958370309694049,1.9013358230908952,1.9060712973205267,2.0379727409946184,2.337941140550652,,1.9696124784216327,,,2.2457255517938037,2.227357346402403,1.9529060402119909,1.9918563496941166,,,,,,,,2.280771406380567,,,1.9212832989523974,1.9280525436719393,1.9062805871629624,1.9725699968237478
Shadow Muk,Lick,Gunk Shot,40,1.7788950877589145,1.6939551227513059,1.703057333804504,1.6585813512475747,1.7092532584190079,1.6657398590609436,1.6212483898100771,1.5758724350835245,1.8443501028509655,1.8203143682354133,1.737059322176438,1.6765086264795652,1.6363121519329604,1.655959364076647,1.7207943568113417,1.7408122563309856,1.8072503781864508,1.8182528389913313,1.4912243090572679,1.6329448960055821,1.7193694248659026,1.7340465336706536,1.6132833268864761,1.62856154671902,1.623634663895609,1.6250457541815544,1.5956299416371498,1.6670877000806472,1.6796042709539252,1.6771020049078857,1.630191706661095,1.6565961921615853,1.6148776091759884,1.6020691735969832,1.7402338236108759,1.6734447786970184,1.6543358728739814,1.6577548858501836,1.6471221166159573,1.6649007595195604,1.8674421979498221,1.925746725938528
Shadow Muk,Lick,Sludge Wave,40,2.0052793127416733,1.9035376481059592,1.9635618624593842,1.8832365472021957,,1.9025539242355525,1.8326008460886067,1.786630798656371,,,2.0011342288257326,1.907673537325747,1.8823565010680914,1.8908536017562978,1.9899707350086155,1.9863174489736173,,,1.683232418309592,1.8379450306225436,1.9781481406565766,,1.8551006987344032,1.8553739645581828,1.827252325381857,1.817300739190218,1.862842488582096,1.8938898415337995,1.8579707869270072,1.8497670157523662,1.8741784376660404,1.8932993841665198,1.8151042888452489,1.8194879558209922,1.982603496097262,1.8892335956361976,1.9090652626671836,1.8932055468472315,1.8769346686506894,1.887074902148307,,
Shadow Muk,Infestation,Gunk Shot,40,2.0537182059905708,2.0192424591288454,1.879212500920502,,1.537597790391863,1.5529576913533247,1.5337483969806733,1.5023968173664566,1.8762219664753355,1.9023457745181966,1.9257082496484954,1.9038715048209656,1.7862714423905812,1.8707542300191726,1.898857508134461,1.9656402033906706,1.814871563859863,1.8291177788385364,1.8813289209939241,2.0542927096879273,1.8871501836082094,1.881614740912585,1.462684560603752,1.4792324670926114,1.9431961554791177,1.9872542032944245,1.8639187316079036,1.9007901241508767,1.9225205320063312,1.958522704733957,1.455187754234057,1.4836743547944935,1.5261952276906097,1.508586668935193,1.9682244341703827,1.9237782925029074,1.4794194684201103,1.468472842543403,,,1.8144698271155848,1.8951977523586738
Tentacruel,Poison Jab,Sludge Wave,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Acid,Sludge Wave,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Poison Jab,Acid Spray,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tentacruel,Acid,Acid Spray,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Nidoqueen,Poison Jab,Poison Fang,40,1.9241130359776495,1.936945870841295,1.7547153299051514,1.7197316276119403,1.7551248732545748,1.722562817719906,1.832958072143288,1.7766314027856798,1.6793207085918578,1.6625597491748652,1.80261791471757,1.735617713218302,1.6988974704359983,1.6996207384121864,1.7656986697630301,1.753008224583989,1.7131811963595125,1.6974226311075555,1.7774766598211562,1.95542525293401,1.7889612574725875,1.730670245443867,1.710576374967368,1.6738797423665766,1.9973200930247552,1.983010898052437,1.7064641645757304,1.7086983518902454,1.968069446972193,1.9503926292968894,1.8213671925616253,1.7511851306565624,1.7188656856634115,1.6810482098845532,1.968518891005647,1.9210553630447145,1.7192706746556186,1.6668352023749664,1.7204682342742632,1.711584025349518,1.677470378565594,1.6914530466799986
Shadow Nidoqueen,Poison Jab,Sludge Wave,40,1.8063318625159672,1.7757015416273165,1.6192456015081025,1.5669368244793114,1.606875275281264,1.5663820790123484,1.7062448798685284,1.612244470169583,1.5289182265962658,1.484070475241677,1.6702547658382687,1.575748121337552,1.5422059646388515,1.5305904823831344,1.623991168948096,1.5911741665811439,1.556558719751899,1.5283756342622192,1.6789436969698976,1.7822530723122392,1.6023641970427769,1.541880163582576,1.5283112910814163,1.4875336536529642,1.8214823796341741,1.8019584794100787,1.5307702967522478,1.5376797438955099,1.7750898574080765,1.740844124373873,1.6452270491086733,1.5697242945818402,1.5597750685317122,1.508286295231539,1.8000301862691281,1.7180795452917084,1.5360617626255797,1.475708936739599,1.529992566778868,1.522221795714987,1.5199278001290861,1.5107963940679063
Shadow Nidoqueen,Bite,Poison Fang,40,2.568860923283159,2.581763142564939,2.679915232367478,2.711498710414549,2.156777944765986,2.1562718208355536,2.3357199510438638,2.3235910228959855,2.6947939807135977,2.79551099726874,2.7359636656892037,2.6567042293745753,2.597094214785274,2.72115323261991,2.4831784563173573,2.556932966275122,2.6981124997687522,2.7677746966960015,2.3409243026554103,2.52975930589652,2.855575088126424,2.8781510016702674,2.3918410238920846,2.4042304579193,2.6154063364305786,2.6802401759180823,2.561036115330377,2.661326681642774,2.6725891877624024,2.71541885501793,2.50039524270382,2.4345121612426324,2.3160153919879893,2.3107910323864527,2.594229001509906,2.58090868934517,2.2608317976625996,2.2470191069901095,2.6622078052066747,2.724263003611408,2.605284245529316,2.770144321802039
Shadow Nidoqueen,Bite,Sludge Wave,40,2.715754049010917,2.522736169024098,2.8234769336716674,2.6544576657899994,2.113374019087543,2.0203587855012337,2.30646470165914,2.175914111250335,2.7150014710103183,2.7021984459030035,2.9050690174436715,2.5543531081768043,2.60647000617439,2.5896013209052233,2.485757038322742,2.435786991686867,2.6223671929830368,2.619854564193721,2.445114318513527,2.441760914748358,2.666860970797376,2.6469985593420855,2.252509913861455,2.2150462683911116,2.5504344532593284,2.5231595563563545,2.427264658828433,2.4892678862041597,2.5128209664727046,2.459164687305334,2.4022600442795827,2.253954667949245,2.221495946184454,2.146964422130943,2.5745857090085127,2.3847069143427957,2.1396072256148635,2.045939657087562,2.515640528128115,2.522848977718708,2.575804750762563,2.600167400748941
Weezing,Acid,Sludge Bomb,40,1.8918691002413384,1.9024022066593613,1.62648879499564,1.6409266433158827,1.6253369133221174,1.6471622548918046,1.7317756956221242,1.73636404698241,1.6684674068423335,1.6558763624613775,1.825522097997632,1.7846992982501135,1.651955281514141,1.6562315737885818,1.7495816872805594,1.745917170530988,1.6528336222398379,1.6412790918522904,1.7250668139384664,1.9489443419774484,1.7187587459844325,1.7041789579941116,1.7148334263390292,1.7069649427959654,1.9589456951960105,1.9634765222073143,1.6460873656531587,1.6671600462045322,1.9712825103380411,1.9894233508558226,1.6685452836540637,1.6841512830680059,1.6718418721500972,1.6699543083612856,1.9314995347641248,1.888821581064572,1.7029383564021114,1.6818840850917032,1.6777147325419457,1.6669094414038017,1.6688274016753575,1.717742598174132
Weezing,Infestation,Sludge Bomb,40,2.318724814431704,2.3416103987783603,2.081695643936301,2.163834261030695,1.7857731118498934,1.8338159769232583,1.799824807998818,1.8115590898464917,2.044158013253863,2.1119017943611382,2.229593672805176,2.2095865413677673,2.093886775050254,2.15932038546897,2.1628342478790272,2.2305835490311896,2.122397785276398,2.1432666260567985,2.0543753208560487,2.3740796524978305,2.1769848902488134,2.174968708742092,1.7836280940788,1.770904443717315,2.2947212876385255,2.3813131134028374,2.0929981163775166,2.1452815828433,2.2808875124058448,2.307684709337668,1.7936408393901047,1.819002844191192,1.8076981722642609,1.81304876232276,2.333662400202387,2.312738359876228,1.8125242295865713,1.7976319299461763,2.1993876079118126,2.206616270034116,2.03350209454258,2.114361702852765
Weezing,Tackle,Sludge Bomb,40,2.347343977982326,2.34070115521307,1.9329383250020262,1.959365869874903,1.924882211423575,1.968440952139647,2.0471679196609553,2.080547690343608,2.166989410721649,2.194991361546682,2.2101009127261317,2.1809470388621977,1.9660066614299014,1.9919464888968643,2.0623762906656213,2.0807910453025444,1.993793515673343,2.001105711208919,2.016072762084117,2.3154483865773274,2.088755491237006,2.0916188080760847,2.111291102521432,2.1228738640995175,2.366338773123088,2.396313855029167,2.0941084375673475,2.153498288935319,2.5117075789059857,2.5489792171371795,2.122845307275628,2.1624118533258923,2.077426033784403,2.0948375208016583,2.3599758509846973,2.3285126320470373,2.14883317893287,2.151389698958031,2.1394861230522584,2.160977766623679,2.113774889537238,2.2198598904806497
Shadow Crobat,Bite,Sludge Bomb,40,1.831988537150127,1.8317384565736023,1.734753156562746,1.7217405175765828,1.583246902322901,1.583646379161545,1.6002379177673964,1.6464033730707581,1.8458057044862022,1.9101307663622875,1.9273922977399403,1.8752147691425012,1.6665185373946356,1.7084684030298032,1.760756047084281,1.829854898119358,1.7040102652172429,1.7433585703373746,1.7865170597296811,1.8692788431171883,1.8178671842389316,1.850262755562774,1.5958981435448054,1.6251944592740568,1.871037174170158,1.9353836860092888,1.77784841272204,1.8645822690452996,1.8787764405968022,1.9467942342768365,1.6019830023937758,1.6452720522724156,1.6832364561899718,1.7086092593149091,1.8754462398543477,1.8502509132408347,1.619343578299206,1.6525412046560488,1.856729654770809,1.8935697779294187,1.800094810703382,1.9295008376853435
Shadow Crobat,Air Slash,Sludge Bomb,40,1.764723257645136,1.8017782817842267,1.5870907449821163,1.562957234189611,1.3576658761946907,1.3508066979481055,1.286191366884039,1.3144177854432442,1.5176727618787573,1.5360842106420494,1.6820511260002584,1.6555396846607875,1.5196017995693805,1.5564061687046054,1.6043413924130963,1.6439461387724996,1.5175381447220977,1.547596794352818,1.802895261945003,1.9063119180439654,1.602748882444775,1.5931065953851347,1.3031381624748828,1.300534483154517,1.7954047862355864,1.8514352859331835,1.5374587785674114,1.572428809393531,1.7971410064992381,1.8329935924040188,1.3038712085374904,1.3103429918345766,1.3198804800235924,1.325744885104144,1.7938941383242089,1.7913065245116118,1.3133526845385122,1.3095351614692192,1.5864850785823514,1.5883557584510466,1.5171397849759587,1.5945218513868498
Shadow Crobat,Air Slash,Cross Poison,40,2.079934413590933,2.0989802659329095,1.8473023934605808,1.845258099861222,1.5712285220443345,1.5500610312369107,1.489658566465923,1.5017248587055883,1.7925061904185928,1.8080751595830944,1.9792141453620864,1.9198723607932435,1.7777794965296365,1.7971056851078768,1.8998817878773908,1.9249851518323704,1.8046607277387012,1.8273177487243817,2.029054578191714,2.1624288257603017,1.9111220419954362,1.8782899572562817,1.502842051756151,1.5030474853760887,2.143089556648429,2.1656147188002737,1.8242385016836435,1.841702659520394,2.1299296686662155,2.145533348834781,1.5049147112744297,1.5080234125643734,1.5269116828975677,1.528778396548511,2.089832441026428,2.084851138335949,1.5156521086628039,1.503606361955656,1.8731002759751827,1.874942705506258,1.8115528085943275,1.8603618746157484
Shadow Crobat,Bite,Cross Poison,40,2.1722327515939197,2.1923619202630493,2.056250660617803,2.052736798197414,1.8644965477451605,1.863680089752941,1.8999208001154386,1.9552640959256395,2.2772493184851106,2.33994115712212,2.3160033185286477,2.2779467666709046,1.9756161578414868,2.0358844965755734,2.1097983493079946,2.180649729648683,2.0476618610748276,2.095775597374668,2.0074039141341675,2.1605738756898862,2.201729797120744,2.219605128126151,1.885697982232422,1.915583865764261,2.231911191327649,2.2779624733993593,2.1693876075049787,2.263682815510859,2.2665668518431548,2.3114443486797143,1.8947791073776779,1.944391258640271,1.9858691742459278,2.0256480105182844,2.1887450539990585,2.184699636145354,1.935819367079895,1.9593220664693984,2.22648544924499,2.2903303299192133,2.179565667468734,2.303646555402423
Shadow Crobat,Air Slash,Poison Fang,40,2.3551014086295377,2.373922963040419,2.0906853029866324,2.05877208728083,1.750545147158788,1.7212140657602315,1.661584478512279,1.6679277844528428,2.025903354023283,2.0350009299660723,2.2270379730705647,2.1539691739734064,2.0454129973010624,2.0498215712702397,2.169068053236921,2.188086573510531,2.0311678385479954,2.0410438993894333,2.2668978080353255,2.426121136633964,2.1546356245897087,2.114048584753107,1.6623305465091267,1.6495390382374384,2.4150121604202206,2.438853602962558,2.068831540855613,2.089630066276343,2.4114787935996573,2.4332762246626984,1.6811467060318066,1.6792463076915543,1.6885525510329464,1.683815822827336,2.372031695878819,2.3614963241469638,1.6938312020012338,1.667000716063669,2.117391447327778,2.1157147108774166,2.0460846358287714,2.0940544106961987
Shadow Crobat,Bite,Poison Fang,40,2.4497987924232625,2.475763778864202,2.3156570071075904,2.3238834602483203,2.0930984472847336,2.091489668389626,2.1494304226119816,2.1989671294427646,2.5983950219573737,2.6853155913927593,2.639573293653947,2.5744053264313993,2.2791388257134506,2.338583304840382,2.420633730780441,2.489658964490108,2.31351597344095,2.359506988268752,2.236152101510088,2.4263681561990804,2.497912916198529,2.511921479243466,2.1039213489746915,2.1260157806212363,2.5296854025827953,2.574141972257316,2.480728140951008,2.570059582256922,2.5730811415419557,2.6339556333519862,2.135109920870861,2.1778107499167794,2.2289068102760705,2.259038242709733,2.4884203516478176,2.480293277640009,2.1736641135303243,2.1869590245912582,2.556388457939837,2.606094059951778,2.4998243376035005,2.6485075023617406
Shadow Arbok,Acid,Gunk Shot,40,1.9528070899446937,1.9097870566410224,,1.6183135145752927,,1.6282757345720384,1.7231086614385112,1.5982942334286634,1.666216541501053,1.6292406223839933,,1.7046667026029576,1.6522234972647196,1.595875325807143,1.7888372021227537,1.7095804372213903,1.6364051646128668,1.5603485370150099,,1.985297575656012,1.5834109936909386,1.5485504517281596,1.5834134159182305,1.5330498963840622,,1.9585352247837025,1.7155789105471857,1.61348935468184,1.8858770263855356,1.85086969862646,1.6610237375018055,1.5910613887583465,1.6783673255094358,1.5610910706095487,2.028333620186823,1.9657123653464443,1.5956282913591322,1.5175159742793587,1.6305290354272362,1.5697971369969137,1.6514075796043657,1.5738696700651198
Shadow Arbok,Acid,Sludge Wave,40,2.1330272112888915,2.0910731574062136,,1.7691602482803945,,1.7729117580993552,1.8897812123397038,1.748918966482566,1.8430490670760742,1.7750592261643894,,1.8588712225334703,1.8258235410838461,1.7418465327042185,1.9733849194342568,1.8771118437262881,1.7990930235451619,1.7055898827424383,,2.1738576522371957,1.740333400144533,1.6912127567528215,1.7302636735219228,1.6662979833640448,,2.1533633910424492,1.8967790815973224,1.7720252599547035,2.066757982182937,2.015639633051574,1.8436644609540507,1.7467811624958387,1.828635811198763,1.7015682340277671,2.2356150874468668,2.1405348713582963,1.757844862798199,1.6625138693264778,1.7883026172151955,1.7207574878647791,1.8330770495904205,1.7260549450699252
Shadow Arbok,Bite,Gunk Shot,40,2.644211923911989,2.4461678722753084,,2.6439612610307393,,2.309923510976905,2.258363613673737,2.108677557852849,3.0354754995946234,2.8884407965884753,,2.598739088775965,2.643573335772152,2.6254733955668246,2.8758318205806934,2.7373825646619734,2.6732885662223898,2.5322215962424126,,2.7523098069633716,2.5645484451685387,2.514884348350804,2.137501236721739,2.1174139356260873,,2.53436212272266,2.5793501453893803,2.3733084830640188,2.503404818144529,2.5398975430623785,2.2835458757431337,2.1517222715835436,2.1920862349001236,2.062175133674092,2.7756527743669697,2.515647906502369,2.2380836842449625,2.136931427353322,2.4734767169573915,2.409211222666193,2.6240307816907538,2.4303522640678654
Shadow Arbok,Acid,Acid Spray,40,2.9345711920843605,2.965265297637713,,2.446872973523574,,2.460244958129506,2.5802271050301444,2.497787408595828,2.6491130626115478,2.519249457825199,,2.6296510491375784,2.5607184147571678,2.4527582994024435,2.8671857494110835,2.7379919626131124,2.4713338561438998,2.4276534895119903,,3.075653094444701,2.4929044667271034,2.441849012330296,2.4331242766694756,2.3792483969667226,,3.051462391527513,2.739697109233277,2.5983410028438336,2.9635699419050665,2.9454513782673573,2.636833334056653,2.5245150862068964,2.511657512349113,2.424939139421477,3.0879464657329563,2.967077521493572,2.454272384902478,2.35529094028745,2.5755743055660427,2.4808019373276498,2.6415234946727715,2.503501647425123
Shadow Arbok,Bite,Sludge Wave,40,3.0054829125757303,2.7301515211878864,,2.9461201646733723,,2.554475253589193,2.499272901566804,2.3407763128571952,3.5107929843386296,3.305822473294398,,2.918512100617592,3.007208309604381,2.946259940435582,3.2996698999368737,3.1115429573072713,3.0424944429436955,2.8779449515084305,,3.0379920800183693,2.914690863353935,2.8318619908520324,2.3829147685070216,2.327487069534618,,2.8082619948422276,2.923098304966279,2.6762786738785964,2.8002716894623725,2.8314024728205953,2.547975489372466,2.4055811744894164,2.42273091333168,2.2708407876096715,3.1075164402597735,2.8197935753223535,2.5040854081528803,2.3750653318018666,2.8089546415012108,2.7036782924834966,3.0046440659694533,2.769651116663872
Shadow Arbok,Dragon Tail,Gunk Shot,40,3.846626273632638,3.299243358669246,,3.09969551276597,,2.192341630118096,2.2504513955361762,2.1125505778035887,3.1401022162556815,3.092306080695401,,3.099113663683781,2.9038253853045903,2.9996507565481805,2.7675149313805716,2.6887236555400222,2.9597083419755204,2.8014367380787077,,3.830134380486089,2.7541806954861987,2.676533796658626,2.1047816836954,2.0652679950172503,,3.38119855449165,3.017297226632047,2.7948768378207083,3.17702585866528,3.2233752839297076,2.1682613288958685,2.042300306937672,2.171146222210307,2.025695045570256,3.558550105207591,3.4974202074559497,2.115186776409195,2.0172989700259825,2.8251307272213766,2.7519736966529806,2.904827468015209,2.7443681507806352
Shadow Arbok,Dragon Tail,Sludge Wave,40,4.514155890782945,3.794039380463238,,3.5015189442933825,,2.4063892005433694,2.480531675442868,2.3426947968088583,3.6251422608690094,3.5479628092977062,,3.613887802064302,3.357803158315093,3.435900957845744,3.18107591090779,3.0287837804830184,3.432327633629491,3.2505808873973177,,4.413620288239995,3.157673204970018,3.0529734045308623,2.3399147658085826,2.274624715127927,,3.8490404958812756,3.50150101672253,3.211902762788079,3.6776946912676514,3.720545276743956,2.4030699043295662,2.2622908161017445,2.381277046847318,2.2264967641307494,4.176910199848506,3.938185984278687,2.360617658937754,2.225286291801408,3.240061030789086,3.129930885469638,3.3698004414364235,3.1915195434921593
Shadow Muk,Infestation,Sludge Wave,40,,2.289545502646167,,,1.7442757829162467,1.750030002089166,1.734548917101809,1.6997524202898244,,,,,,,,,,,,,,,1.675926156658375,1.6678074465703412,,,,,2.217245740513635,2.2166266038392894,1.662158471554615,1.6819944278818852,1.701210391798089,1.6972232524977002,2.279921213541341,2.238038882723446,1.6855048195756561,1.6585234086800307,,,,
Gengar,Lick,Sludge Wave,40,,,1.9444773816744911,1.6854573101047798,1.9978487231247266,1.7036344164801067,1.6805089589947775,1.5857965336780457,1.7726724205724282,1.8150825073839918,1.7738285078585048,1.6701346734746014,1.773647436140114,1.6842122477926973,1.8600329424104076,1.758517032821975,1.9706938411352692,1.9679788596803962,,,1.6693709878802032,1.6287463756042995,1.6522521028867465,1.6155369372162043,,,1.6721696800527583,1.6324433689031166,1.641500261288652,1.608432965150436,1.7085136208385592,1.6715762314221934,1.6852378111853585,1.5885747223030877,,1.6517613310474446,1.6888748196691266,1.6445235542018974,1.6790953572694869,1.6740540112961213,2.007240027254622,2.0544713857864765
Shadow Nidoking,Fury Cutter,Sludge Wave,40,,2.1876561710012603,2.1033091840406546,1.8463037622496916,1.9065778339830055,1.6529329044147414,1.801185395993947,1.5771728324337402,1.931354954191102,1.9476477203004114,,1.9108049847155681,1.8084398134032522,1.784703118937056,1.9202259357820741,1.8880595162415001,1.8076644575753391,1.7821148465985879,,2.1901666250872576,2.0213511431151057,1.9483799248729798,1.6167234597630404,1.559638578423775,2.059600350281277,1.9501327989101023,1.9684445504384334,1.950076285735018,1.9895234763658334,2.0282625987021743,1.8056473827493142,1.6303466266228042,1.6599258997370439,1.549269142388481,,2.156374833330296,1.706830777593328,1.6027146104651608,2.0624806478533952,2.096943212810552,1.9668469359972471,1.935300701092876
Muk,Infestation,Sludge Wave,40,,2.5989314647246027,,,1.9270266546187598,1.961428426860807,1.966992834045343,1.954288115499223,,,,,,,,,,,,,,,2.0073672812338925,2.00193526443591,,,,,2.5769874621775406,,1.9488763637423252,1.996219269517711,1.9593332428513661,1.9531702485756413,,,1.99367231539449,1.9694788418722047,,,,
Garbodor,Acid,Gunk Shot,40,2.04083314420652,1.9916081328041264,1.7379185634539747,1.6985835842806671,1.7348683412019505,1.7155000708293315,1.7132060423040132,1.691658581136652,1.6753180436081705,1.7281186160272402,1.852703531639332,1.760795494865646,1.7233273570521996,1.7142111700352693,1.8163132729200817,1.805184976654089,1.7074663788832003,1.6643623693890077,2.008911228910719,2.079148733520555,1.7615093201623329,1.742262151438488,1.6755311896059386,1.6646194625748418,2.0370177673887806,2.0245754304901857,1.7048900972131709,1.7051536480868088,1.9985192992598706,1.9996912462865906,1.7026200096346222,1.711982960553369,1.7143447988507674,1.6978414855583348,2.0236905928150755,1.963315995585762,1.7511945745858166,1.7264554646909167,1.7196161470130393,1.7008059482003781,1.674212732552274,1.7196018370460038
Garbodor,Infestation,Gunk Shot,40,2.7735739037256817,2.630356760234469,2.546262421068965,2.4834411888611605,2.026347318051333,1.9855143036873355,1.954333107715963,1.922679122408701,2.285860776557724,2.460045588189034,2.559194840174119,2.4569806332210433,2.4146523234110244,2.466715079363519,2.467987033289369,2.557158667377515,2.3506624268342082,2.381961438321589,2.948574417932458,2.7179819699262637,2.4238416684901836,2.4100500590123723,1.8666666003363217,1.860870058151216,2.4623784352365323,2.5039229103329053,2.3258033467062655,2.3916256542667056,2.398890853414139,2.4552829701442436,1.9022637642109126,1.9402302216119367,1.8845458475479386,1.8918328810174352,2.6031826814353263,2.5463706777237136,1.8640223345886038,1.8333402684808704,2.4374196351606336,2.46271775190023,2.2362105018747918,2.3139641942339435
Garbodor,Acid,Acid Spray,40,3.05077651695046,3.101662106369739,2.6678179496121137,2.6549921881412595,2.6724767130531712,2.664238090900851,2.6740933355020693,2.671530053527505,2.8353099959642023,2.8131995169673765,2.8588206647172876,2.75881246147559,2.7031656288345416,2.692873673067021,2.993764126409186,2.967098430504283,2.636027712097675,2.628294170439708,2.9290910530811685,3.260188123876678,2.8831341562756863,2.856578934473166,2.602910964461754,2.5868901441438337,3.3049715828928536,3.249622479819592,2.7409083503272473,2.761554843970208,3.192852034909777,3.214303644507384,2.699909109677835,2.7368518878869765,2.6816287256787823,2.673762832758252,3.1737973704471387,3.0658684425700957,2.830978358595724,2.7891413721689196,2.700360004527825,2.698886724651522,2.668895317097576,2.7657670921208504
Garbodor,Take Down,Gunk Shot,40,3.932313292190852,3.500004394962619,2.8433797295117778,2.8473965428740367,2.8335553634675414,2.854243972419462,2.896005341807187,2.883334080984126,3.064070024083053,3.1482111667394044,3.1647995138815546,2.9581565216563828,2.809776369124939,2.7832016312564667,2.9794642631042483,2.9609248561584542,2.7883479756173135,2.773111812757692,4.173062273678195,3.624159680489969,2.785528326416229,2.7199855934208554,2.7568433431175112,2.6818232960775195,3.328351333432691,3.204432612686343,2.7800994524195217,2.8392220548361147,3.2067997883672494,3.216118035108427,2.732234847944707,2.7808580670269634,2.8244376154762145,2.82194764505322,3.3539683687002455,3.2776116688107417,2.862827907071598,2.7477654295990703,2.777191380608503,2.784806558004097,2.661986298056657,2.7548088864169555
Shadow Arbok,Bite,Acid Spray,40,,,,,,,,,7.508981945094788,7.21891202826364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
