(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Venusaur,Razor Leaf,Petal Blizzard,40,,,,2.488524654219113,4.050699545349676,3.989454659400978,3.835588663950045,3.8195954517355015,6.5729930489273585,6.55761376508599,,,2.5040959892156467,2.5005052323067707,4.409990150166826,4.369096768265659,,2.485698614062395,,,,,4.073200841786345,4.005260302753715,,2.980661283991078,,2.5681624185068714,,2.962323360718005,,2.56717168194012,3.900611423515928,3.8407183312419,,,3.9313702414170475,3.828176334378565,4.211778722641634,4.1453142671027035,,
Dragalge,Dragon Tail,Outrage,40,,,,,2.5940189740780895,2.6487654423137577,,,,,,,,,4.318412327556036,4.181017656770857,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Dragon Tail,Return,40,,,,,2.6927617832415125,2.7508134947245346,,,6.2566392064767555,6.3302920337793,,,,,3.583061999670495,3.5626392194492764,,,,,,,,,,,,,,,,,,,,,,,,,,
Dragalge,Water Gun,Outrage,40,,,,,2.9990395885832326,3.017899168756905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoqueen,Bite,Stone Edge,40,,,,,3.2481014403506547,3.2398485241656236,3.7140048727719845,3.616045592037194,6.8723757834577,6.755144514284371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,Infestation,X-Scissor,40,,,,,2.335192696025188,,,,,,,,,,,,,,,,,,2.022339849038467,2.0036167989850804,,,,,,,,,2.0404441826797406,2.030178285754532,,,,,,,,
Beedrill,Bug Bite,Fell Stinger,40,,,,,2.454369283132346,,,,,,,,,,,,,,,,,,2.133310063442412,2.110333034827584,,,,,,,,,2.0650336347164786,2.0474884048091946,,,,,,,,
Haunter,Lick,Dark Pulse,40,,,,,3.0393918248212324,,,,,,,,,,,,4.534262506481349,4.445128394764531,,,,,,,,,,,,,,,,,,,,,,,5.212881540521901,5.087406092678398
Venomoth,Bug Bite,Poison Fang,40,,,,,,,,,,,,,,,,,,,,,,2.8882331569729103,,2.084942824668056,,2.859588704213825,,2.955942964996875,,2.9417021498772558,,2.171279604554622,,2.205877925714086,,3.040516975247415,,2.152888000776737,,3.0287404375545264,,2.9698414191439384
Venomoth,Infestation,Poison Fang,40,,,,,,,,,,,,,,,,,,,,,,2.9650827713274075,,2.2030736046291355,,3.0557721501890454,,2.9119951588418287,,3.053563093426221,,2.29927111481525,,2.2433763836895615,,3.1136166441446567,,2.2628826951951515,,3.141615642911122,,2.9443329802649783
Drapion,Poison Sting,Fell Stinger,40,,,,,,,2.3647744237409203,2.3112540122709837,,,,,,,,,,,,,,,2.283588243109216,2.2520474911165835,,,,,,,2.29740215495622,2.318017351524408,2.4011921557719673,2.383991263571188,,,2.3734860164687,2.3322946109564326,,,,
Drapion,Infestation,Fell Stinger,40,,,,,,,2.4335041951637018,2.3842990655360814,,,,,,,,,,,,,,,2.396543996080962,2.361270314177301,,,,,,,2.4146926747732236,2.430213748800642,2.4656648860709156,2.441264911077252,,,2.408239847137332,2.3497276346722353,,,,
Drapion,Ice Fang,Fell Stinger,40,,,,,,,2.461153648245397,2.4335080501389212,,,,,,,,,,,,,,,2.4501257992674628,2.416420255911275,,,,,,,,,2.4965033187891947,2.480776794591571,,,2.4649253959141406,2.420632583089848,,,,
Drapion,Bite,Fell Stinger,40,,,,,,,2.553415855507119,2.5212422526081464,,,,,,,,,,,,,,,2.644455317595946,,,,,,,,2.667592361245011,2.7166339902876495,2.610166123774863,2.5983294532126413,,,2.5217861199855336,2.4975418970084875,,,,
Drapion,Poison Sting,Return,40,,2.8313159693877723,,,,,2.55541183653148,2.526921686146017,,,,,,,,,,,,,,,2.4207034673750503,2.4075326777687844,,2.941908764234677,2.6477368296895927,2.6460821508569654,2.945105804016469,3.0056606415372835,2.445815790240512,2.485011699857056,2.5427358339868142,2.5415927101470888,,,2.5105100274456547,2.487185668312273,,,,2.598176967674479
Drapion,Infestation,Return,40,,,,,,,2.6805316441529943,2.639060498065215,,,,,,,,,,,,,,,2.6250659025893364,2.6015954271215436,,,3.714221365928858,3.734326148193603,,,2.6482643730396735,2.6821396052399695,2.651236419326948,2.6383413721930156,,,2.5711097309157136,2.530407367466812,,,,3.73765685300224
Weezing,Acid,Return,40,,,,,,2.1638009366153126,2.3495042354233386,2.341984571474806,,,,2.3933343479823233,,,,,,,,2.605918723909006,,,2.3464834296924804,2.3199212404061975,,,,,,,,,,,,,2.2933402144106387,2.253082518104803,,,,
Weezing,Acid,Shadow Ball,40,,,,,,2.2858557352259843,2.4844474987996423,2.4265402194323316,,,,2.5262891472265934,,,,,,,,2.1190939879246025,,,2.439823641482557,2.3724341421691033,,,,,,,,,,,,,2.4065021474334105,2.325962317585279,,,,
Weezing,Infestation,Return,40,,,,,,2.7060248232294652,2.691036541200706,2.6842476707673466,,,,,,,,,,,,,,,2.704379206238936,2.6717508797308853,,,,,,,,,,,,,2.7868219286263947,2.7356028080606096,,,,
Weezing,Acid,Dark Pulse,40,,,,,,2.5380924492028583,2.758771086050124,2.706415868710392,,,,3.0618561241271207,,,,,,,,3.015882498126367,,,2.670811529305342,2.612403774949627,,,,,,,,,,,,,2.632934517579331,2.554824820885286,,,,
Weezing,Infestation,Shadow Ball,40,,,,,,2.7629723598793743,2.76030736668441,2.7060860954824055,,,,,,,,,,,,2.621968136830617,,,2.716527156615456,2.6465604388034514,,,,,,,,,,,,,2.791713437271982,2.6928917527302976,,,,
Weezing,Acid,Thunderbolt,40,,,,,,2.6544382218053455,2.998198068340525,3.0036608794031716,,,,2.60532715089871,,,,,,,,2.8271189605482214,,,2.8919534312137065,2.8801446317759374,,,,,,,,,,,,,2.831372829828117,2.7908650081668145,,,,
Weezing,Tackle,Shadow Ball,40,,,,,,2.8796956818775,3.0870985437536467,3.0475408563690034,,,,3.279696542973296,,,,,,,,2.498508362170197,,,,,,,,,,,,,,,,,,,,,,
Nidoking,Fury Cutter,Megahorn,40,,,,,,,2.068110231929407,1.9398009092635373,,,,,,,,,,,,,,,,,,,,,,,2.1495387595144995,2.025950796960974,,,,,,,,,,
Nidoking,Fury Cutter,Return,40,,,,,,,2.5031098744426035,,,,,,,,,,,,,,,,,,,,,,,,2.6812852734738515,2.589418085090759,,,,,,,,,,
Haunter,Shadow Claw,Dark Pulse,40,,,,,,,2.7730367651319,,,,,,,,,,4.638784699827159,4.550655165927619,,,,,,,,,,,,,2.7290942959192974,,2.693353959870689,,,,,,,,5.014393812703252,4.825448185514928
Muk (Alola),Bite,Acid Spray,40,,,,,,,,,6.028187910889907,5.81551305571581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,Bug Bite,Aerial Ace,40,,,,,,,,,4.45889534110873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beedrill,Infestation,Aerial Ace,40,,,,,,,,,4.556010204859643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crobat,Bite,Air Cutter,40,,,,,,,,,4.406573679653472,4.50512825133089,,,,,,,3.888518607453718,3.8882156173470346,,,,,,,,,,,,,,,,,,,,,,,3.7859939990076663,3.8401560044113094
Nidoqueen,Bite,Earthquake,40,,3.6295633267880727,,3.445618815151404,,,,,,,3.375396220826103,3.3212942890367487,3.4272889036882477,3.4401702981849174,3.7367672187705154,3.703083857088072,3.5911626809622694,,,3.451522589493919,,,,,,,,,,,,,,,,,,,,,,
Beedrill,Infestation,Return,40,,,,,,,,,,,4.27380595284701,,,,3.8525249542390854,,,,,,,,,,,,3.861531864640643,,,,,,,,,,,,4.422948160770738,4.2483717742075155,3.7628726261044547,
Drapion,Poison Sting,Crunch,40,,3.0257443782434965,,,,,,,,,,,,,,,,,,,,,,2.6092921395399564,,3.1077075790510453,,,3.1288057436930696,3.170560399278822,2.6634618424943874,2.6852975569817303,,,,,,,,,,
Drapion,Bite,Return,40,,3.129958816346384,,,,,,,,,,,,,,,,,,,,,,,,3.274247249275565,3.5447113197265527,3.571093382740545,3.2922425435165614,3.374617566066819,,,,,,,,,,,,3.7798290276715614
Drapion,Bite,Crunch,40,,3.173176938112876,,,,,,,,,,,,,,,,,,,,,,,,3.2884735233233,,,3.331129150746185,3.382379683340862,,,,,,,,,,,,
Drapion,Poison Sting,Aqua Tail,40,,3.1738410911653374,,,,,,,,,,,,,,,,,,,,,,,,3.3146917871899393,3.0095710900029187,2.9916236001887464,3.35845713376561,3.3978057664444044,,,,,,,,,,,,2.9683029135636865
Drapion,Bite,Aqua Tail,40,,3.3694603065811766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nidoking,Iron Tail,Megahorn,40,,,,,,,,2.4434877718923094,,,,,,,,,,,2.4729100245939484,,,,,,2.5642979275832642,,,,,,,,,,,,,,,,,
Weezing,Tackle,Return,40,,,,,,,,,,,,3.41630999704483,,,,,,,,3.5310185119307995,,,,,,,,,,,,,,,,,,,,,,
Weezing,Tackle,Thunderbolt,40,,,,,,,,,,,,3.4951367347825717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Venomoth,Confusion,Frustration,40,,,,,,,,,,,,,,4.047170386300077,,,,,,,,,,,,,,,,,,,,,,,,,4.371585956853122,4.148540019018157,,
Garbodor,Take Down,Return,40,,,,,,,,,,,,,,,4.108955821838583,4.2159125296546724,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Arbok,Acid,Frustration,40,,,,,,,,,,,,,,,2.8671857494110835,,,,,3.0653925179790424,,,,,,,,,,,,,,,3.0879464657329563,2.9654899210771917,,,,,,
Shadow Arbok,Acid,Dark Pulse,40,,,,,,,,,,,,,,,2.8671857494110835,,,,,2.9008960678231985,,,,,,,,,,,,,,,2.995377857142222,2.8225805959361328,,,,,,
Shadow Arbok,Dragon Tail,Dark Pulse,40,,,,,,,,,,,,,,,5.329425617415449,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haunter,Astonish,Return,40,,,,,,,,,,,,,,,,,3.5550769157357767,3.567363212859934,,,,,,,,,,,,,,,,,,,,,,,3.6898446127203903,3.6310798302545497
Amoonguss,Astonish,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amoonguss,Feint Attack,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Infestation,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Rock Smash,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Infestation,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Splash,Sludge Bomb,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Rock Smash,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swalot,Splash,Gunk Shot,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,X-Scissor,40,,,,,,,,,,,,,,,,,,,2.4216095142420397,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Frustration,40,,,,,,,,,,,,,,,,,,,2.568684781074783,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Aerial Ace,40,,,,,,,,,,,,,,,,,,,2.568684781074783,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Fell Stinger,40,,,,,,,,,,,,,,,,,,,2.6197201027576655,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Poison Jab,Drill Run,40,,,,,,,,,,,,,,,,,,,2.6251672201860514,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Bug Bite,X-Scissor,40,,,,,,,,,,,,,,,,,,,3.595057818194568,,,,,,,,,,,,,,,,,,,,,,,
Shadow Beedrill,Bug Bite,Drill Run,40,,,,,,,,,,,,,,,,,,,3.703255318469743,,,,,,,,,,,,,,,,,,,,,,,
Shadow Arbok,Bite,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,3.9703283742765105,,,,,,,,,,,,,,,3.7531888875426684,3.5685805739038896,,,,,,
Shadow Venomoth,Bug Bite,Frustration,40,,,,,,,,,,,,,,,,,,,,4.3646317427614205,,,,,,,,,,,,,,,,,,,,,,
Garbodor,Take Down,Seed Bomb,40,,,,,,,,,,,,,,,,,,,,,2.947577052007922,2.9494882444274264,,,,,,,,,,,,,,,,,,,,
Weezing,Infestation,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,3.05602485530676,2.994992996595886,,,,,,,,,,,,,3.147758367381942,3.0613377767869685,,,,
Beedrill,Infestation,Fell Stinger,40,,,,,,,,,,,,,,,,,,,,,,,2.163193843482728,2.1304514612430467,,,,,,,,,2.1689067935201507,2.1471945821258913,,,,,,,,
Drapion,Ice Fang,Return,40,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3417921336352654,3.348536204316651,,,,,,,,,,,,,,3.312945339838515
Drapion,Ice Fang,Aqua Tail,40,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658212639330141,3.6464137799692584,,,,,,,,,,,,,,3.637377533674405
Drapion,Infestation,Crunch,40,,,,,,,,,,,,,,,,,,,,,,,,,,3.428893145059951,,,3.5323064522360834,3.5871239102406607,,,,,,,,,,,,
Haunter,Astonish,Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.483900285675983,5.389505009072084
Venomoth,Confusion,Poison Fang,40,,,,,,,,,,,,,,,,,,,,,,2.7562733021867483,,,,3.6509015308339237,,2.7273227082832587,,3.7001137835516054,,,,,,3.665757444245854,,,,2.762257569607628,,2.7102290309432377
Venomoth,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,,,,,3.0946991069040974,,,,,,3.0833054577344186,,,,,,,,,,,,3.1313710112447533,,3.051334230317802
Venomoth,Confusion,Return,40,,,,,,,,,,,,,,,,,,,,,,3.1122155610655553,,,,,,3.0820617746401684,,,,,,,,,,,,3.1976988200439664,,3.0820075548448744
Venomoth,Bug Bite,Psychic,40,,,,,,,,,,,,,,,,,,,,,,3.275326668132059,,,,,,3.383266089221064,,,,2.3802233253049794,,,,,,2.3698583145483822,,3.4877230679146023,,3.3895775312206484
Venomoth,Bug Bite,Return,40,,,,,,,,,,,,,,,,,,,,,,3.399810397377975,,,,3.117438456578472,,3.5457757876920795,,3.3141289945168464,,2.2409246558577607,,2.353144944530967,,3.5009526329155376,,2.2927101835938895,,3.7890579532753095,,3.6059181890183467
Venomoth,Infestation,Psychic,40,,,,,,,,,,,,,,,,,,,,,,3.413113557164998,,,,,,3.3782450316693677,,,,,,,,,,,,3.667531371565934,,3.395043411049267
Venomoth,Infestation,Return,40,,,,,,,,,,,,,,,,,,,,,,3.5991890874013137,,,,3.4276781730274357,,3.515983772153315,,3.4832222962452053,,,,2.4122578387811107,,3.597825615261288,,,,4.07902628968633,,3.579265208862424
Venomoth,Confusion,Bug Buzz,40,,,,,,,,,,,,,,,,,,,,,,3.798947892705287,,,,3.9339158517771122,,3.8291070613621487,,3.859016582106427,,2.101263119504983,,2.0904038910756575,,4.005681819007566,,2.0406356252562423,,,,3.7790012936751682
Venomoth,Bug Bite,Bug Buzz,40,,,,,,,,,,,,,,,,,,,,,,,,,,3.0411209442984664,,,,3.098718684632667,,1.7113413653586322,,1.7403652389712054,,3.280798641488406,,1.6953024720042817,,,,
Venomoth,Infestation,Bug Buzz,40,,,,,,,,,,,,,,,,,,,,,,,,,,3.2982666912950336,,,,3.2318432762889477,,1.7725485372731011,,1.7431172639284649,,3.3940375402099336,,1.747577831921004,,,,
Venomoth,Bug Bite,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,3.6180263611926833,,,,3.6792849808377337,,2.0334643754038653,,2.032907403150457,,3.829143239605323,,2.0060023508212956,,,,
Venomoth,Infestation,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,3.9049783941585128,,,,3.848809459039724,,2.1136750952143175,,2.0598227033370367,,4.0179832516003975,,2.0722905831467235,,,,
Venomoth,Confusion,Silver Wind,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4336788829818476,,2.3742455194741585,,,,2.3499718758458266,,4.867290683796561,,
