Attacker,Fast Move,Charged Move,Level,"Arceus (Ground), Tier 5","Arceus (Ground), Tier 5","Arceus (Rock), Tier 5","Arceus (Rock), Tier 5","Groudon, Tier 5","Groudon, Tier 5","Regirock, Tier 5","Regirock, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Boldore, Tier 3","Boldore, Tier 3","Claydol, Tier 3","Claydol, Tier 3","Donphan, Tier 3","Donphan, Tier 3","Golem, Tier 3","Golem, Tier 3","Golurk, Tier 3","Golurk, Tier 3","Graveler, Tier 3","Graveler, Tier 3","Hippowdon, Tier 3","Hippowdon, Tier 3","Nosepass, Tier 3","Nosepass, Tier 3","Onix, Tier 3","Onix, Tier 3","Piloswine, Tier 3","Piloswine, Tier 3","Rhydon, Tier 3","Rhydon, Tier 3","Stunfisk, Tier 3","Stunfisk, Tier 3","Sudowoodo, Tier 3","Sudowoodo, Tier 3"
(Boss weights),,,,6.25,0.0,6.25,0.0,12.5,0.0,12.5,0.0,12.5,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0,1.1538461538461537,0.0
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend,No Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Shadow Feraligatr,Water Gun,Hydro Pump,40,1.3805401792430299,1.3200305162633577,1.3870038780230365,1.3131172159848565,1.4415821503693065,1.3855833649683191,1.2872487164106337,1.2711827649876994,1.401409762755559,1.3916812992134386,1.3562645584125945,1.2972066011811987,1.2854128810750598,1.250826657202997,1.3782049458586347,1.3310606908230376,1.3139529345828889,1.2658257519143203,1.3350863962021853,1.257674716006364,1.281039911843053,1.2704169935685703,1.360895440941921,1.3235327986710859,1.332931472875185,1.3317781400249296,1.3075152359647433,1.305068669779436,1.315449658481114,1.2985417398149588,1.3311869410353323,1.294169903701824,1.2966597363427206,1.262060523617751,1.294169840736821,1.2518053991365967
Shadow Feraligatr,Ice Fang,Hydro Pump,40,1.4693539037782744,1.4705291777198195,1.696924204589307,1.712194781769587,1.4753993521615598,1.5025891401215485,1.5846676485875824,1.625837944291778,1.7104949127339475,1.6924791222428168,1.6017131303165046,1.5944938135935711,1.3623582964550067,1.3505034526280555,1.4625802022498195,1.4369515207396115,1.5996215231519144,1.562615303392992,1.4580031575265222,1.3840297872814806,1.5201595090445321,1.5267100789364805,1.4553501002876783,1.428015941209892,1.567377085475745,1.5458696285046307,1.5575592826558742,1.5161272659784,1.5391787555946441,1.5118404893998818,1.6018966397327172,1.5892945091249602,1.4277341024328976,1.3818922968662117,1.63201291299026,1.5862560445318787
Mega Venusaur,Vine Whip,Frenzy Plant,40,1.1116104471989323,1.0672589191783313,1.1146104819269713,1.0675132801864033,1.0504869793982443,1.1110105612735086,1.0750146951539474,1.0858560509030808,1.104936589271593,1.0968380351214628,1.1118209047207495,1.0813836276288302,1.0775045497556202,1.0407946051920203,1.0873050234391801,1.0785649380854585,1.0879509521559851,1.0617290214818071,1.0635775245052874,1.0428102987805752,1.058547619291694,1.0395226763029812,1.0902351093189404,1.0712889036497717,1.0709986815469952,1.0628956173174084,1.0962128112120153,1.0548222648861483,1.1069065613194597,1.0642264307539393,1.0874133815093068,1.0645809882313015,1.044385239878175,1.0398881780469171,1.0959227036895507,1.0682230238377397
Mega Venusaur,Razor Leaf,Frenzy Plant,40,1.165737532370396,1.1376829335906755,1.1685496707846752,1.1344849839761464,1.0854288738018112,1.1515417744880407,1.1251438247225103,1.1315985099983203,1.1742547273465158,1.173479562070342,1.1589414526154236,1.1237127873435626,1.1004916131605071,1.06914847550437,1.1388736747832886,1.1226599639721584,1.1412570593660742,1.1042034895387693,1.127220871632038,1.105703601897697,1.1160933200046432,1.1130825107300322,1.1756303475312402,1.143590378797381,1.1182185536956137,1.101592382194644,1.1518990666596625,1.1061472461935469,1.1655018085315398,1.1194517964438655,1.1492809413413176,1.1171376075915398,1.1172519320860193,1.1052361775083066,1.1295332034404983,1.0896333940863792
Mega Venusaur,Vine Whip,Solar Beam,40,1.2518754013982138,1.1713679242372588,1.2597896114765919,1.169139283673789,1.1890274235171163,1.2256292656052503,1.1727016300902897,1.1844760191501378,1.2314684057186787,1.197939354814793,1.2164810685444019,1.1753033302654345,1.1864137451117573,1.137553384785145,1.1843667784383387,1.15657545707896,1.1864850533431026,1.1566123481684114,1.1702078065933086,1.1452701701971113,1.1638295681060695,1.144174878947138,1.191154444646069,1.1555099623049392,1.134560476083344,1.115198453655315,1.1518991618957513,1.1064292602702746,1.198491902011334,1.1513088928384672,1.188832586743983,1.1521230535081552,1.13329388308374,1.0994077151635198,1.1866252770679828,1.147580803012737
Mega Venusaur,Razor Leaf,Solar Beam,40,1.2841493204006726,1.2494969275659278,1.2845898207161173,1.2480935725311753,1.1825939422967713,1.268482135057159,1.223602206522983,1.2169864900477916,1.2934288976068786,1.2861661408893097,1.2504761438117327,1.21069574012529,1.2118840391825023,1.155355961449461,1.247411758322275,1.2083839473706381,1.2313786669263411,1.1958530441784403,1.2491066145738412,1.1936417754519293,1.2110994010577634,1.185400000330061,1.2766958340778432,1.2355878120707091,1.1934714231759165,1.1662854079714717,1.2161597129020483,1.1775395031053693,1.2602842646672372,1.1979349870596163,1.2767671289767275,1.2293259287143385,1.192000058109012,1.173895367749467,1.2116321534316545,1.1662510578546836
Mega Venusaur,Vine Whip,Petal Blizzard,40,1.3596047156788067,1.2783109386512221,1.3662116937534203,1.2821726055035334,1.3100294776175252,1.3352004720705695,1.2927288838875564,1.2992655490070428,1.3448524082438895,1.3124387428444266,1.3375970009693343,1.3018377896316733,1.2982203051677097,1.2520868462333206,1.3042713755219024,1.283060766574384,1.3117717121883536,1.2819910539141726,1.2754152255476223,1.2428079099374283,1.2798423648774429,1.2854350083219621,1.2963706547809168,1.2616912918688117,1.2418327799133442,1.241541040285387,1.269648490833698,1.2312372282024733,1.309032578198077,1.2578842441359728,1.2974781879911021,1.2559216867414786,1.2431491251889122,1.2297077665267409,1.326004282751165,1.2716605397925211
Mega Venusaur,Razor Leaf,Petal Blizzard,40,1.4103669944203328,1.3303819167071773,1.4164615920017372,1.333521684963308,1.2941019231768207,1.3493134112390772,1.3096469301035054,1.3168954609388777,1.4029852149783717,1.3935079965767057,1.3658190316307044,1.3207506941822926,1.3057995909271214,1.2476080337794544,1.3376026522129552,1.3011949983780997,1.3396157527672972,1.2918795894946917,1.3422386988031498,1.2875792259829693,1.3034071855890765,1.2858745156384697,1.3763230449534511,1.3383423006149517,1.2834200257255386,1.2696875405454149,1.313270886140951,1.2650673022447103,1.37192771785127,1.305608295777805,1.3446944230483877,1.303993977403962,1.2968129524988188,1.2727213922792093,1.3172884898799717,1.2612740574532981
Zarude,Vine Whip,Power Whip,40,1.084383384283911,1.105138495726231,1.0836824743395215,1.1008763500351828,1.0768336125841602,1.1561712834561324,1.135440707578306,1.1362207053110585,1.1270233856962641,1.1258024528639075,1.1555181541996136,1.1345792824184848,1.1156327700772277,1.1051206917055068,1.1363295538892981,1.1294370498303914,1.0867563719801692,1.103442529863943,1.1045329777751955,1.0955477856220308,1.1070278194547707,1.1112008760105998,1.1329923833136335,1.127570446713447,1.118779387801641,1.1105221312466498,1.1462552807935131,1.1136606062974086,1.1348229901294782,1.1086693694349765,1.1124068899785915,1.09787532261018,1.1046954400034494,1.0928410034116778,1.1475761987768434,1.130010079921973
Zarude,Bite,Power Whip,40,1.2649860636484762,1.3073748176150466,1.2615386320573023,1.3022331451038962,1.2492670656299607,1.3551361046813026,1.2996319390977547,1.3079294185902555,1.4637684482821196,1.5118256538604389,1.383182729118651,1.3783819715073469,1.1567590145519373,1.1524783110474044,1.345804523986763,1.3525886664985005,1.4852633009066352,1.5505635419722743,1.1677664410027808,1.159669097447282,1.5303302205659057,1.5398902040119011,1.4320608202183063,1.4546377128084527,1.3964932674115342,1.3992157509634515,1.5759751804085804,1.5508506954002879,1.3870693263160807,1.3757426917370232,1.5082219274569177,1.5594694894677845,1.3755573094723716,1.3705074048883203,1.358205039741777,1.3473379517761972
Zarude,Vine Whip,Energy Ball,40,1.3277729644856826,1.3091633640128204,1.3289703789445972,1.3069357389275338,1.3138820384635364,1.3755404950199521,1.3947281334514852,1.3625615559109745,1.3880011240267873,1.3460067859567109,1.3937548636718713,1.3481072591006402,1.3400442375516126,1.2960721472221959,1.4003280366488657,1.3407892245937607,1.3253061769479728,1.2961167837593959,1.3433633586055942,1.2940017741141772,1.3223132448477788,1.3246282454772735,1.3730676152148646,1.3326232753785983,1.337681529885573,1.3087081793627104,1.3528547379554254,1.305764780475156,1.3884711727215353,1.3214458228873218,1.360609764173976,1.3197697122408996,1.3084055458870332,1.2728480346318458,1.3944656509335362,1.3372030317877386
Zarude,Bite,Energy Ball,40,1.5109230254124735,1.5191901812688624,1.506348037697205,1.5152744618406406,1.4954458489650697,1.592592916667388,1.5487402559348404,1.5318058668885999,1.7685487516373724,1.75412193073854,1.6429260669710735,1.597371516000545,1.3623197800053124,1.3226072212747648,1.613174194793308,1.577881330920523,1.779267692692363,1.7937473813301548,1.3837119330484118,1.3387605726216278,1.8074243428559884,1.7763553052151817,1.7039943685669392,1.6708371445356023,1.6223860449806216,1.5987312410874686,1.8374559004528401,1.8050037562804473,1.6540776602825407,1.5970250498492395,1.7899158794679735,1.8104719755192273,1.614895348914482,1.5842633885313306,1.6230855290780826,1.5825643206075162
Shadow Torterra,Razor Leaf,Frenzy Plant,40,1.1138583655851402,1.1035776747995378,1.1159272372465079,1.1033883742531176,1.2093682122458898,1.1491213412928252,1.075087258566327,1.0732617695069462,1.1169111589903995,1.1235147985291096,1.1076182823574257,1.0885325572619544,1.095823055430103,1.0561662203333095,1.1410816324247488,1.105138426882649,1.083477011799735,1.0658689171221978,1.1091839700887955,1.0780771086716598,1.0760314372576036,1.0696373942659747,1.1226283290953099,1.0928620184652666,1.1034573959391238,1.0858640734470755,1.1342546574161696,1.0969841419252402,1.1816185897830616,1.1288313222861952,1.1058819763489163,1.0732535949984725,1.1027958780310378,1.0910064980647636,1.109670368678942,1.07455979517082
Shadow Torterra,Razor Leaf,Solar Beam,40,1.248494066156613,1.2293889085005272,1.2507413620802466,1.2202998369423006,1.4049010060953866,1.2841825242832925,1.1663772043173812,1.1571861504405363,1.259835069415803,1.2336121825793822,1.1989505181178706,1.1747999807676666,1.1838632046014943,1.1427797781273124,1.2490241423489299,1.206413019874076,1.1743193221137553,1.1542315674289718,1.2324742836574947,1.1727579512644146,1.1618505150779312,1.1362434652406184,1.2352644607402208,1.18199440152449,1.1776870151403758,1.1512178813172813,1.2123010322868248,1.1778883843021222,1.275605295830516,1.2561290405357315,1.216758987663371,1.176531460520576,1.181100491963879,1.1579259709270961,1.2162704965877436,1.1588678957099348
Shadow Torterra,Bite,Frenzy Plant,40,1.3377743097718513,1.33003490229794,1.3392632290546198,1.3342392191384804,1.4762475380290319,1.3751683150471183,1.335845156480802,1.3448915405878459,1.4682827026355236,1.5039538273505928,1.3540109259238906,1.356558886452073,1.1708249988668178,1.1439179957367323,1.3424661922335455,1.3413698085349903,1.4462473364593482,1.492794695118178,1.1452011221431049,1.1320571124619576,1.5011528020410234,1.511805672136583,1.3420299027566682,1.3290702179393918,1.3974174358068139,1.3955567417379262,1.5347356682352558,1.5415945454900657,1.386091122100462,1.3405101381889193,1.4339098936810557,1.4672238656060994,1.351723449938236,1.3499629777116924,1.3432910851799291,1.3424027870080002
Shadow Torterra,Bite,Solar Beam,40,1.6048761055079128,1.5279441339183306,1.6099143166263334,1.5285793050261256,1.8874792322788716,1.5991125234256036,1.5237540653049453,1.5128356702757857,1.8201209043686366,1.7621096719850726,1.511395444631596,1.4688621512034488,1.2968752825616068,1.2463406249161446,1.5287787983025924,1.4869852850920722,1.68806293673881,1.6719554365867675,1.2674609409374986,1.2378812394592296,1.70742879342068,1.7188605921107816,1.5040932330986432,1.4950911080613944,1.5149418289749648,1.51775738483073,1.6661533758926907,1.6559075901729308,1.5639136997661442,1.508024356546483,1.6558874004597235,1.6446826856671841,1.50649459393005,1.4881995224282716,1.510382565131398,1.4669504926150807
Shadow Tangrowth,Vine Whip,Power Whip,40,1.1194053729067852,1.1072330536957318,1.1217820491969888,1.1057882864837019,1.1091685691821545,1.1054637040067743,1.0612819630670653,1.0559833910477494,1.1160796321286888,1.128618289313564,1.1105635459863727,1.0858923825419924,1.091366302944559,1.0692390406517835,1.1273027318780744,1.1065656435198727,1.0811559734536793,1.0650187804437643,1.079735837959806,1.0700292553657398,1.061134009424568,1.0749678794439277,1.122472130431921,1.1019706639230993,1.0967705179301181,1.0937460125990233,1.1111682104373193,1.089089736918287,1.1191916164317846,1.0880080090027355,1.106170878265257,1.0836327665599406,1.07816116503624,1.0757231404662082,1.0793489260983813,1.0645574989679656
Shadow Tangrowth,Infestation,Power Whip,40,1.2769027181321417,1.304888829142314,1.2846593258260455,1.3048908843571614,1.3335408271165905,1.3053147103596159,1.245248248008138,1.2672779243267172,1.349354399487039,1.3902305546814666,1.28602088717101,1.2551400555638712,1.1398751526860174,1.1225286935579846,1.2839104699365869,1.2673267106140516,1.321593910351951,1.3314897187317905,1.2970562238692047,1.3072192432463423,1.3119885644415195,1.3276382343908115,1.2711438974359242,1.2693009678630547,1.2778364551362082,1.2706867108676096,1.352492840817487,1.3344567246300107,1.2844905844765453,1.2499346307943355,1.35026527651911,1.3276755654678385,1.259918937927984,1.2656720270269883,1.275132476425156,1.250946344421914
Shadow Tangrowth,Vine Whip,Solar Beam,40,1.2327233259009662,1.1598724264757205,1.2365099479519772,1.1585585566714096,1.3181960455265425,1.149388754989675,1.1134175347643585,1.0935014061338906,1.2176540945040368,1.1768297951778497,1.13939616599669,1.111727271006138,1.1357710723143994,1.0975689651847291,1.1796417199780247,1.138366727167949,1.1291637024522647,1.1054046450765307,1.153848934296795,1.111600779718403,1.0865073411523063,1.0786791283988242,1.1559106463150042,1.1315435189132341,1.1075964139508314,1.0998579008160825,1.113240738204639,1.1122853814089868,1.1693988998565565,1.13057929324631,1.18051494689347,1.1175423703555605,1.1016763986383327,1.0779378743320844,1.1316900728932902,1.0879428836610838
Shadow Tangrowth,Infestation,Solar Beam,40,1.5027124487054404,1.436496735067014,1.5110304476981335,1.439040317897053,1.6749069139452548,1.4519334524989282,1.3903826550768346,1.3729883677807957,1.5818196915855265,1.568928171285342,1.4095649620752364,1.3540514657384661,1.2331682527693677,1.1883325486140617,1.3986716972225053,1.358763459527789,1.5044661161059216,1.4684481267461735,1.471531505084827,1.4483009114232885,1.4382308342929835,1.3910473536366612,1.3917360266042416,1.3375373312103391,1.3492018417994291,1.316752986499921,1.4069814072107358,1.3810013906229741,1.4259821498098062,1.3249229990385742,1.527452888055912,1.4945376724483181,1.3200220474246813,1.289680672355763,1.4131873084647002,1.3515783701862414
Kyogre,Waterfall,Surf,40,1.119695466809881,1.0886658136151037,1.1214936515648786,1.0863688232142774,1.1921781300378507,1.1689342864646886,1.150423528686464,1.130669844010384,1.1547456037024695,1.1443675624417013,1.1609731423777587,1.132413186811961,1.0996864432195899,1.0736458298020417,1.1497399935201802,1.1348233465371365,1.1161998976894225,1.0903890951883297,1.12096684428246,1.0955787291035946,1.0989796771902411,1.0876804659351575,1.1445766373417394,1.1174274734606469,1.133558038107199,1.1250838062910609,1.1399630323978318,1.1026462684950191,1.14537349951374,1.1200080877620993,1.1377399629807503,1.1174160241547295,1.1123594932585046,1.0964501094877832,1.146043532866257,1.1078573507476002
Kyogre,Waterfall,Hydro Pump,40,1.152630494084188,1.119296246026127,1.1553768627557135,1.1193746970270642,1.2622639391359394,1.1946527929102944,1.1759470357952335,1.1589864014570246,1.194878309252544,1.1780729739738722,1.1778460246952036,1.1513923201833474,1.1185934403198179,1.094131558943422,1.1694071976334883,1.1554467063168339,1.1454435435689552,1.1043727569802413,1.1455103888095126,1.1100581444421973,1.1269341097549552,1.114542384891166,1.1556242796858607,1.1377193312649676,1.142605069570549,1.1416237335358013,1.140016745551989,1.1116153426740099,1.150445648469062,1.1404192912531579,1.1584565613039475,1.1424784392482887,1.1229634607131302,1.1075068969982231,1.173517800385874,1.1309614170208657
Kyogre,Splash,Surf,40,1.7598455590265079,1.7525133492242304,1.7557667714086007,1.7520658455652791,1.9521516987929848,1.8567088855886291,1.7838145324531711,1.777125752218053,1.8130196836667467,1.8142653591484368,1.7821848717890918,1.7800502683548582,1.752930479452296,1.7373634353549334,1.8001292994389866,1.8040163670252998,1.7538338826609086,1.7518536292567795,1.7784839920296693,1.770693831529226,1.7433662847232514,1.7500579579943802,1.834542370925164,1.8239006445218093,1.8151573831453034,1.8225456319808981,1.8369989386509307,1.8133064680840483,1.8319584792761099,1.8100341206461952,1.777212724704146,1.7800743411853461,1.7668715885103026,1.770502868617244,1.8053959167055675,1.7779495557060325
Kyogre,Splash,Hydro Pump,40,1.9735451507913766,2.0242171860352127,1.9696658327672614,2.026978185250374,2.383751035634636,2.084510121269187,1.9748784615989672,1.9927796429037539,2.0268433434407753,2.1009090471370926,1.9962746858419618,1.9786275986705701,1.945026927460608,1.918954268013568,1.993448087504234,2.020119362677743,1.9781444024930446,2.013141103952604,1.9670969656565365,1.9921028030685486,1.9529445598420483,1.9892307792025121,2.0057332973478483,2.023256679869473,1.9609895726531958,1.9573740643744513,1.9709548595033408,1.9184697108818465,1.9640912088751146,1.9452048786592226,1.93554553392736,1.9453232360488688,1.9000696535420147,1.9273405651447286,1.9682667130153266,1.951275158270717
Shadow Gyarados,Waterfall,Hydro Pump,40,1.1383748359714319,1.101657586748023,1.1417762936086608,1.0951398297014983,1.0326008978875254,1.0970429566531053,1.2599476537180423,1.1272091099813848,1.1538431377724692,1.163035238998624,1.163313927395125,1.1046985783240098,1.0558052157379152,1.035476476214364,1.1045456836775092,1.0798918398881108,1.1279928289044818,1.080608774172828,1.0657704295462327,1.0625186528835726,1.1059988247184513,1.0691634458014603,1.1434594889812113,1.095427793893805,1.1262818654871496,1.082752525050576,1.0876908002661887,1.0708235578280707,1.1440591856179918,1.0797094874147977,1.0863144414634032,1.0727028118572108,1.0856380021812515,1.0555487926197742,1.1587208935759807,1.0746965759492737
Shadow Gyarados,Waterfall,Aqua Tail,40,1.1430002073614554,1.1269674962148954,1.1457504491889166,1.1253167196372895,1.0649040260544103,1.1423749359014281,1.2477145536765522,1.159503134352509,1.1735400574771426,1.1746428164395306,1.1884670637776542,1.1396684765491925,1.1034271185397755,1.0782008880678988,1.1425209439026636,1.117283205808123,1.1632470298678,1.1044522845335032,1.1072085313684399,1.1066613050409368,1.1411085160258234,1.1059775649883536,1.1757742836802265,1.1327794559675513,1.1557424208104643,1.125211080847811,1.136613579150123,1.1097782284919642,1.1782375992295624,1.1137600107647274,1.1177353864332131,1.1099687269703389,1.129513242750244,1.0861159384755315,1.1795989603459704,1.102211083068631
Shadow Gyarados,Dragon Tail,Aqua Tail,40,1.4066960072224721,1.4061709576770638,1.4090227789087937,1.4066724655926608,1.2902933850571017,1.411470601736032,1.533041898638692,1.4246890450110963,1.3757831618147642,1.410268024592946,1.4271144595136636,1.3924225163765098,1.3399762466236456,1.3241505152712758,1.3930332484964718,1.3896888492555863,1.5515745665939382,1.511402654957809,1.3515734511710835,1.358795274549743,1.5510936790470864,1.5358427233495895,1.4492964429413624,1.4162600667039102,1.4124065074325458,1.3891610251719064,1.6209077004968238,1.6091052948458147,1.4316824866205042,1.3678635033408932,1.5318062455657957,1.5492709029272147,1.39007987980089,1.355322955225569,1.4402643653104825,1.3741570411330586
Shadow Gyarados,Dragon Breath,Aqua Tail,40,1.4584074551834973,1.4573073598517983,1.4610994162851356,1.4603263650212692,1.2978089008669835,1.4179482364756868,1.4892352461185838,1.3904631760041428,1.4339975209820166,1.4808521013882696,1.463820559687652,1.4344240883652508,1.3557152657364944,1.3514261691619773,1.4799297954352448,1.5079402798107135,1.5838121150862179,1.5648495532083355,1.4189968105502666,1.4531895037417248,1.5854134517927398,1.5867082329866173,1.5000729525502654,1.4839780023588123,1.4270029543255498,1.4286462167181448,1.6991818229505489,,1.4876573666848616,1.4393795290410405,1.5620936665748844,1.6117076638749266,1.4243766069807777,1.4130170595374094,1.4446487624002735,1.388381513547097
Shadow Gyarados,Bite,Aqua Tail,40,1.4584074551834973,1.4573073598517983,1.4610994162851356,1.4603263650212692,1.2978089008669835,1.4179482364756868,1.4892352461185838,1.3904631760041428,1.503992714722661,1.564967778134979,1.463820559687652,1.4344240883652508,1.2006351221640794,1.1868360741405524,1.4799297954352448,,1.5838121150862179,1.5648495532083355,1.1964038249074354,1.210602434390423,1.5854134517927398,,1.5000729525502654,1.4839780023588123,1.4270029543255498,1.4286462167181448,,,1.4876573666848616,1.4393795290410405,1.5620936665748844,1.6117076638749266,1.4243766069807777,1.4130170595374094,1.4446487624002735,1.388381513547097
Shadow Gyarados,Dragon Tail,Hydro Pump,40,1.5204912186047599,1.452262829326192,1.5274422645029764,1.4562958321572266,1.3382557931706662,1.4226418498645454,,1.4524629840109038,1.4340809431266641,1.4451591168885827,1.4898059673213415,1.427076454836599,1.337862539018455,1.3204891848159865,1.4072372227496626,1.398822275435377,,,1.3590624169722032,1.3513176062517618,,1.574829385369252,1.4693992934417381,1.4382540388099183,1.408924468705319,1.3959009786521785,1.6391435639470149,1.623586528539739,1.4189039527748848,1.349048314284834,,,1.3818027919216727,1.369664849957092,1.4878577914301103,1.383258855544727
Empoleon,Waterfall,Hydro Cannon,40,1.197765198595882,1.1988232404433086,1.1990024471186003,1.1982452837467554,1.2947628363666457,1.2880373523826092,1.2570747378345561,1.2531945425292972,1.2863343858711371,1.2766391924422944,1.2730163251702205,1.231361381090746,1.2258175997159175,1.1938914918392314,1.2826211066449584,1.249923952749819,1.243003504328639,1.1970408513098907,1.2627781943184455,1.2189465520234297,1.2233664620405997,1.2031921778030008,1.2878518266672887,1.2405257169352186,1.2400622019722911,1.2384993657757128,1.248705884405559,1.2133343515842978,1.2560839357193079,1.22303098658507,1.28519008922552,1.2211233682715283,1.2279489203237353,1.199109139523927,1.2496544176628892,1.2213775400047706
Empoleon,Metal Claw,Hydro Cannon,40,1.3287585943191447,1.3471818776035107,1.1530087874506803,1.1527595433965472,1.4177311215141704,1.4188353106427702,1.1966500363702846,1.1964469513178366,1.210942708728585,1.198401500655418,1.2138161908830407,1.190630325087453,1.3647978673159973,1.3348157400716603,1.4074704215809428,1.387504328026724,1.3728859109489753,1.3278284961375864,1.3842465201588323,1.3609595505152736,1.3371641016897864,1.3168194087732081,1.4157961801587189,1.3909974861352867,1.1613424624861433,1.1601220871308509,1.3887125349321212,1.3523949440287573,1.189070107287953,1.16389079004847,1.3952168411459076,1.3232357205753873,1.5201618954170688,1.5150703251214386,1.1990593379944827,1.1758641395311935
Empoleon,Waterfall,Hydro Pump,40,1.3971422214970366,1.3888356843887757,1.3983622670800528,1.3884596135876413,1.625980276057712,1.5223556212862426,1.514987427184139,1.4811784793744207,1.5517017127660626,1.5085000627668843,1.5102413536326564,1.4410567679143034,1.438630965675502,1.3859426591894135,1.5115241723018151,1.473360764882511,1.4566027105074153,1.3973328838833794,1.501860244910148,1.4531469823337086,1.4590719950496218,1.4055784805775726,1.517016359699882,1.4512482964248603,1.4313670261108855,1.4204952977165894,1.4410500228319,1.3988131574600793,1.4674079710286339,1.4210590916649883,1.5248533345438113,1.4519360222046644,1.4566668268785707,1.3972109684737775,1.4582121883987116,1.4139946892773556
Empoleon,Metal Claw,Hydro Pump,40,1.7114774388791947,1.7093256774865586,1.4040630550004005,1.394452739014989,2.0584155164261997,1.841068342752394,1.4974821771433044,1.4537800730021453,1.5230687251094606,1.459167021030716,1.4906732076396885,1.431057610636387,1.7283152975360507,1.6898057391261903,1.828682374268409,1.776684334322162,1.7652036027270916,1.6832241853180152,1.8614845104018154,1.7835634850991928,1.7045384198963967,1.7032134284696703,1.8507540809343903,1.7738607534473405,1.3871913171583008,1.3877678444287866,1.709363227509912,1.7174350731808679,1.421791691952257,1.4001795080859318,1.7868037438080455,1.6772486299773524,2.024605303034635,2.0131559038850293,1.4572521820661675,1.4143701043016648
Shadow Victreebel,Razor Leaf,Leaf Blade,40,1.409326253816432,1.2253444621248213,1.4147903782848728,1.22963938954521,1.2773837205719079,1.2199728693246357,1.1717686516846368,1.1706027609577976,1.318054597786481,1.2586919165169637,1.2710456123694738,1.1727555167701171,1.2305230651296724,1.1387810845670305,1.2982245973034876,1.1877588330560773,1.226306447820117,1.1509207002943844,1.2163972308218773,1.1373078374758527,1.1991826173990079,1.1256832591600958,1.2858559468142177,1.1765657365634483,1.164481289739688,1.153740514834713,1.1623198947465982,1.1371741049307618,1.249783868592104,1.1772017444914737,1.2682254167312716,1.1822789463824288,1.140585791388337,1.1171448365320267,1.2400000490894896,1.146658336300607
Shadow Victreebel,Razor Leaf,Solar Beam,40,1.7006831083853402,1.3267138474984133,1.71927954730006,1.3301042986240905,1.472504989976025,1.2873044095746549,1.2283895847409914,1.1994491163420342,1.441376448889226,1.3266438911771918,1.3461641429756048,1.2293822916859523,1.2988760242381199,1.1887987747987177,1.3933002444728768,1.2318992679760277,1.3030264115223993,1.236178016758924,1.2877907398026875,1.1969072444057276,1.2762892173899856,1.1760613069655095,1.345727130475788,1.2393752559014806,1.1902275129451247,1.1583827119542713,1.2004322347037795,1.1616326588604706,1.3044560678691461,1.242478009841864,1.4135417816093674,1.259182816316378,1.1792938116838367,1.1298466682955135,1.324486527773069,1.1934841751281946
