Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Calyrex (Ice Rider),Calyrex (Ice Rider),Glastrier,Glastrier,Regice,Regice,Mega Glalie,Mega Glalie,Cryogonal,Cryogonal,Glaceon,Glaceon,Glalie,Glalie,Jynx,Jynx,Piloswine,Piloswine
(Boss weights),,,,12.5,0.0,12.5,0.0,12.5,0.0,12.5,0.0,35.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Reshiram,Dragon Breath,Overheat,35,1.6916709438080395,1.6398747876566202,1.6171140503495283,1.6255807032969773,1.7048028531398276,1.6490824251688534,1.6508338717276558,1.5845405330475097,1.6334753459105615,1.603231081616412,1.6948891288440524,1.7560825629198147,1.79861629745023,1.8235208894373,1.6684043642908504,1.7505514192213074,1.6267131674390736,1.638800825074989,1.6363674664378454,1.6701744750438434
Heatran,Fire Spin,Flamethrower,35,1.4597087072662343,1.45467291020632,1.4089418866418473,1.4370662825285765,1.4508944150931107,1.4862502853981403,1.5403606788141626,1.4901444959597734,1.4107430640009977,1.444727222432649,1.4557999558663945,1.5245548681884764,1.4917972412845146,1.565630996327453,1.4847975638579032,1.559585154669663,1.404145579685752,1.4562863853844763,1.5047871609485557,1.5184145027216023
Darmanitan,Fire Fang,Overheat,45,1.2785901672633966,1.2405646468312879,1.3095520426044063,1.276685536826745,1.2357248194682573,1.2266823024954698,1.2670102901388438,1.2141757781138787,1.2839147097962849,1.2455585161403795,1.2587100918297849,1.2630312217692807,1.2554261505246551,1.2790767522014348,1.2614650281562663,1.305380317285169,1.235099619462886,1.239550070115665,1.277014646147538,1.265244838146527
Shadow Alakazam,Counter,Fire Punch,50,1.4471105723586233,1.3225111047838054,1.6050838431269836,1.5766685998291334,1.376569525828682,1.3239816737506611,1.3544528304689105,1.3246711669005897,1.5224407737575973,1.3712675908168592,1.4398786161954238,1.3646828347840156,1.468054213712369,1.4179394713080793,1.4654429379981802,1.4096372061002127,1.5848991005219073,1.5525497060237663,1.3933123570324886,1.3493298615360891
Moltres,Fire Spin,Overheat,45,1.3272574638316337,1.2949515655786425,1.3327505409736902,1.3403165148198728,1.2900632592014054,1.299166216642026,1.2608456545183455,1.279495757617764,1.3414024467992927,1.339472443979079,1.3065941596131618,1.359505912219421,1.4109642390781425,1.3674122724209818,1.3447442364816333,1.412901401195096,1.277773621357411,1.2917656519108964,1.3282134192062616,1.333194112378595
Mega Charizard Y,Fire Spin,Blast Burn,30,1.1411071632725365,1.1110993811004897,1.1727959889996817,1.1315881490904782,1.118875088133241,1.1029834529737639,1.1179869910729683,1.086595961671275,1.160463332177226,1.1380474495619746,1.1424687015705572,1.1539457484453035,1.2240496919531805,1.18853571312898,1.1637312031532154,1.194810279591109,1.1116626179886975,1.0963036196071096,1.1275034917543345,1.1357021000013698
Shadow Arcanine,Fire Fang,Flamethrower,50,1.222829854022433,1.2080574926460594,1.235816636422028,1.2264935550857763,1.2045810923636366,1.1941915070978202,1.187721804021166,1.1695586074193625,1.185747566714719,1.1887612735153785,1.222106674887457,1.2573653727613407,1.2168096634828447,1.2573689902431433,1.2383673300656932,1.2987298178975035,1.174453817254601,1.1879821333874916,1.239870156668312,1.2282650057065496
Mega Alakazam,Counter,Fire Punch,30,1.472133376016772,1.3900223011651935,1.6932860893370498,1.6672494590263096,1.430833316665754,1.3804637827710566,1.3862855907526546,1.3519435416197376,1.5036083937628433,1.4196154647258463,1.4923885920739202,1.4214388896330576,1.5461505404544984,1.471937997233543,1.5006487647374709,1.4566399062557511,1.6531314695804071,1.6222159249877144,1.4076804897867568,1.3759121752535914
Mega Charizard Y,Fire Spin,Blast Burn,35,1.1090230657203861,1.0734719220288254,1.0899887377696293,1.0707662182976945,1.0391072232479615,1.041465002619269,1.0746198028445373,1.0497619925788222,1.0805042123561979,1.073628116470821,1.0961010000984883,1.1138836842590687,1.1511279672069763,1.1295089025096394,1.1016581928236202,1.1297655479550883,1.0533786471083921,1.0606277051693571,1.0706829389856527,1.106561802836617
Shadow Typhlosion,Ember or Incinerate or Shadow Claw,Blast Burn,45,1.2623958180994133,1.2417632814166513,1.258806053916525,1.2573042236481893,1.2439835776800456,1.2165382497992512,1.2386031617155016,1.2262898153946946,1.2357103121889341,1.2102202560828903,1.2004157379661797,1.2587382527055673,1.2452923225679549,1.2730102956127718,1.227520002734737,1.2967007064605385,1.209825535663965,1.2191779748655616,1.2361330405900701,1.2385169113140797
Mega Alakazam,Counter,Fire Punch,35,1.3610843994619235,1.3134777718541224,1.5707633497340343,1.5562984054527653,1.3530190013682717,1.3010988907698662,1.295265224182445,1.2546280871035376,1.4048578351797787,1.3354390222195713,1.389983578782434,1.3521217431909907,1.4675449391292532,1.3853508905669498,1.427151568439383,1.3875677175398018,1.5435191454534802,1.5376335621171389,1.3394449160012711,1.3177911787305436
Shadow Moltres,Fire Spin,Overheat,30,1.3291647635586934,1.2865039914293641,1.3382888643605908,1.3078521068352882,1.2814319122828475,1.2555294011180282,1.24705752031665,1.218241789796004,1.354705940505943,1.315077480725215,1.34922829515399,1.3063381787422936,1.4110121109521525,1.3955935756893036,1.3284681774764973,1.3516657451503131,1.283685531247656,1.2777474526838908,1.3608635867353545,1.2934913964322028
Victini,Quick Attack,V-Create,40,1.4137650674142683,1.4446641406433793,1.4059581813306392,1.4513340192942086,1.3730373652152974,1.4405430832879482,1.4065754243001078,1.430103751267599,1.462026214130044,1.452029367790815,1.4554731109081076,1.5620220939205438,1.4647483685249538,1.5867263774815759,1.513048433071082,1.5959260762363654,1.4003788695026471,1.4859118696307472,1.4521493785980757,1.5142602981898554
Shadow Aggron,Iron Tail or Smack Down,Heavy Slam,50,1.3529389938362588,1.3532759383913622,1.3853340567102563,1.3882071102962725,1.3864261857397875,1.3930585707479721,1.5256302926637275,1.4320670133843592,1.3882567347564647,1.388447879943915,1.4235233308385877,1.4784881453887906,1.4215630403853765,1.4804628246459575,1.4535066844053595,1.5384378648220969,1.4310504889032492,1.4012108201820783,1.4655321097796077,1.4732874717931204
Shadow Moltres,Fire Spin,Overheat,35,1.2926888465297506,1.2378914464107047,1.2841735356294315,1.2318555241676488,1.2316800078343089,1.1882798172883564,1.1829179239514924,1.1419461572672507,1.2894279804148976,1.267969350080532,1.239918294720402,1.2375311166502443,1.3140464451973688,1.2645527732113417,1.2736057908061156,1.2820101590718744,1.2253637282805192,1.2144003171185378,1.2367171941892614,1.2253658443903717
Mega Aggron,Iron Tail,Heavy Slam,45,1.3676033011147892,1.3979107678082001,1.3391979745446154,1.3771742652423624,1.3746817721932099,1.4125250464533632,1.3782828645383383,1.3746842863944246,1.348320423205777,1.3853933140982726,1.4058234009129784,1.4764143725362027,1.4144753171511655,1.4766645153288742,1.4603747305508705,1.5442703478561923,1.3564323517192869,1.4124140911162821,1.4122859381165251,1.4594406388507546
Heatran,Fire Spin,Flamethrower,50,1.288413568158486,1.2909754542282736,1.229600982794854,1.2685567258463821,1.31032956012127,1.325813959868185,1.343308274274983,1.346801731443136,1.2543778470711697,1.3073624007084113,1.3368934739628862,1.3967401476792085,1.3403876041864982,1.4007733756543872,1.337532360726152,1.4205693977337455,1.2793015877063125,1.330589819600546,1.3676390703560333,1.3742290193174325
Lucario,Counter,Flash Cannon,30,1.8481662422645324,1.7810454482366533,2.373459699798577,2.2918516578427153,1.7668413319680125,1.734951443789436,2.177216307448324,1.7502849983126185,1.785917155233609,1.7324525078178146,1.773598627656453,1.7850779840210123,1.8750965929603067,1.811214341971073,1.8450477207674276,1.8291995606930809,2.4854787050643075,2.36951477417984,1.9073296573993601,1.8375332329734726
Shadow Entei,Fire Fang,Overheat,40,1.194900819482692,1.157353676483754,1.1968196359418555,1.178361900485785,1.1826866148627373,1.1679452612651249,1.2033568989147125,1.1569884408182933,1.1580565817933504,1.1724791789116606,1.166210048247477,1.2060680280339282,1.156004720830348,1.2091180910655759,1.1668285117027275,1.2550218997599552,1.1406592054634193,1.1617827323975067,1.2090475872761843,1.21053469241853
Moltres,Fire Spin,Overheat,40,1.4155919993185553,1.3675888628517152,1.3979009597216245,1.367765575988875,1.35260651976682,1.364158846293114,1.3258575734547258,1.315049503398279,1.4065467931168005,1.393813212641037,1.3869915974800633,1.419311864415366,1.494517090496011,1.4552258154215372,1.4148608324810465,1.4793517400759446,1.3410481122114302,1.3402270355433938,1.3788653974546536,1.3933377636600393
Shadow Ho-Oh,Incinerate,Sacred Fire+,35,1.2450776649178257,1.2902704633399045,1.242560105762695,1.290366240747323,1.2269341195621748,1.270931173389931,1.1917019201493146,1.2498782940037312,1.2318627521196803,1.2919418683808053,1.2454931051299132,1.3376132152881073,1.334954920651974,1.3371935232356331,1.2495491459709727,1.349800916693464,1.2078295329189777,1.2539994011991766,1.2458121261635684,1.3067214006430752
Shadow Typhlosion,Ember or Incinerate or Shadow Claw,Blast Burn,40,1.3233742438153777,1.2972358643970752,1.304035071308751,1.3029319464451636,1.2811856692918377,1.2735883134147563,1.2926204084865796,1.261106806706949,1.287772014982589,1.2654067365293717,1.2721000667666054,1.311238975724878,1.302983191916447,1.3152358163773945,1.2959128000410212,1.3481084005324786,1.2679300557536812,1.2649921583773909,1.2891652000782967,1.2977335078952754
Shadow Blaziken,Fire Spin,Overheat,45,1.5375454352473916,1.2499737368512187,1.6085809963893514,1.3290006547808353,1.183236918218145,1.1874437059340626,1.358324030044466,1.1887699195585248,1.2312142908971448,1.1948752190596643,1.2113670853597864,1.2160229721226699,1.261219705832864,1.2434581820221364,1.2536394463588045,1.2613154722132014,1.2943514562975358,1.256149810958963,1.2056181785966618,1.2093611271528804
Shadow Blaziken,Fire Spin,Blast Burn,45,1.4035584574221833,1.1622636174297056,1.4737492750640748,1.2399363927188372,1.118372055125641,1.097575451945511,1.2186911118317205,1.1000462482785822,1.1315074193215848,1.1017136612216902,1.1444588410920518,1.1355889549171199,1.1573167735620862,1.1497269486262116,1.1517511858146634,1.1789291277738403,1.1726256413569875,1.1503148934111052,1.146527864000753,1.131104825977857
Shadow Blaziken,Counter,Blast Burn,45,1.3649736224836153,1.137250335780179,1.7351237161618618,1.397919817409687,1.1028927376242132,1.0820131244344635,1.1900365283013885,1.077837131798105,1.116594807191098,1.0866976686627328,1.1245949341117454,1.1304949653867076,1.142704476494199,1.1355979520949475,1.1183760629402955,1.1312277181519377,1.3310027360078363,1.2896395952002233,1.1348508675148212,1.1253296786083709
Shadow Blaziken,Counter,Overheat,45,1.5179630105155062,1.223130987545109,2.026175418903834,1.5787913868258094,1.158867660404138,1.1604355604607421,1.3137413908478741,1.146859118914597,1.2376446592179533,1.1665668751025877,1.1857571826250672,1.1912864886352985,1.2329287396346729,1.2060803599712138,1.206598865322538,1.2101379253599578,1.5532715548709424,1.527122734808735,1.1927461648143396,1.1978014209153547
Shadow Blaziken,Counter,Blaze Kick,45,1.2845351608965883,1.1722583109799005,1.6226364095560586,1.4413446329797515,1.121530042246029,1.1349113213739899,1.191441634342379,1.1261693883427935,1.1386373696355772,1.1321072723699162,1.1696625716183964,1.1915478930822436,1.1962655198482635,1.1950785975594824,1.1699275493375616,1.2058676808513937,1.415500178967282,1.4103328329643505,1.160910268651889,1.1724616238414027
Shadow Blaziken,Fire Spin,Blaze Kick,45,1.3117016067458047,1.1892812818942007,1.3914348680148916,1.2367635118702411,1.1339370603789343,1.1514608614089141,1.2202527441607938,1.1559579004519211,1.1469890758411974,1.1482977511322534,1.185076777126336,1.210273027885674,1.2190225132101882,1.2130447538824802,1.2045873627314936,1.2500621079497778,1.2159545508161993,1.1931847459210272,1.1709995276576548,1.1800181071929918
Shadow Metagross,Bullet Punch,Meteor Mash,35,1.0583203363090645,1.058840527780098,1.0396986760955107,1.0409357005219537,1.1044367019440082,1.0630518130009086,1.081532249613635,1.058299771357752,1.0962674323119432,1.0759361828681782,1.0959968495578964,1.1259619583818015,1.0933093921298955,1.1279221789760316,1.1293385632533195,1.1550459479581092,1.0340546210473143,1.0629300747980024,1.075510927280046,1.0963178947935857
Ho-Oh,Incinerate or Steel Wing,Sacred Fire++,45,1.2732703141962696,1.3011566031973043,1.252119756296809,1.325177383246341,1.2295689632842193,1.3016434014583749,1.2258145431651974,1.2865576758527877,1.2346844918555477,1.3256012678514695,1.2805346215617843,1.3825918703872595,1.3055015526760456,1.4034165508709757,1.3111925680335448,1.3983824506187144,1.2115762317635084,1.2978754253914244,1.2843204213170003,1.3506633780917106
Mega Charizard Y,Fire Spin,Blast Burn,50,0.9600905191119651,0.942625344047249,0.9437073566185871,0.9496019306680635,0.9314872322517331,0.9315229719135442,0.9208340037477194,0.9272070247875921,0.9604691088008269,0.9609133922094951,0.9601253024872907,0.9926570143899094,1.0101712722937974,1.0166230737692938,0.9804162206487765,1.0104012431924718,0.9345638898789854,0.9605971809707644,0.9657004783957506,0.9869986554370848
Moltres,Fire Spin,Overheat,30,1.5468742091945964,1.4921218316163185,1.6345268304242355,1.545578408446049,1.4875954410181367,1.4781574379099884,1.4697313886777943,1.4348654261731426,1.5135778833277016,1.5237192626680063,1.5287973264749928,1.5444875532654023,1.687127758656238,1.5700864932588343,1.550859275906766,1.5822179275541073,1.526697187970786,1.4756459740018768,1.530390413703849,1.5038183731009651
Mega Blaziken,Counter or Fire Spin,Blast Burn,50,0.941764999518207,0.9225521218709464,1.0020494016550365,0.9750811616435623,0.933066171164126,0.9046436859548266,0.9221544931791008,0.8999762363885251,0.8990600775899175,0.8966643403624197,0.9339451047681429,0.9638193835926988,0.9375806534431805,0.9684762919678737,0.940517079984307,1.0010998572610255,0.9464442308366716,0.9435612560986972,0.9399770854312214,0.9488916966280767
Emboar,Ember or Low Kick,Blast Burn,50,1.2996522293350936,1.3060380298674361,1.4078365168153955,1.3703124614147006,1.3009422701723885,1.2666472229790942,1.2784804408149928,1.2662412732675046,1.2501153563554483,1.2845398062201088,1.3245299107985633,1.3561552149993465,1.3154645902175484,1.3887519265269428,1.3376845997326474,1.4076204765041154,1.3325982554257125,1.3184677637761342,1.3277009785749225,1.3415935213541603
Moltres,Fire Spin,Overheat,35,1.523920372409897,1.4536922468183295,1.460803122992785,1.4569828946301735,1.431806484704791,1.4326343442411438,1.422280696108791,1.3929015287098256,1.4736202029661318,1.4321822041012617,1.443960080692084,1.4636294839303463,1.6096277764304487,1.5487675678323125,1.4496253847214842,1.5141709473121863,1.4098501136926245,1.4205807302295328,1.4210015160024196,1.4460528926218712
Charizard,Fire Spin,Blast Burn,30,1.6561410693857384,1.6119409921125685,1.7028362112510054,1.6098333364513373,1.6375145786670942,1.5720461852610728,1.5437044169787701,1.50545325375824,1.7025995745493234,1.6134918679933488,1.6476834550682793,1.6420563458894581,1.8100500916754287,1.709380122428763,1.6680107290737944,1.6526212734733268,1.610434693440601,1.5667396001675349,1.6607659369146812,1.6417785699736083
Shadow Blaziken,Fire Spin,Overheat,40,1.740672235178709,1.3215991654580441,1.626337904327166,1.3714622815058712,1.2266791875708167,1.2229495844526568,1.543124477592482,1.2481434678535268,1.2901389043153961,1.245238453621344,1.222024620949397,1.2443809740355234,1.3024534888405606,1.275678275727775,1.2739480304525712,1.2810354518139695,1.3368258973876581,1.3155471740368554,1.3242556189518422,1.2574482290255036
Shadow Blaziken,Fire Spin,Blast Burn,40,1.4971721186893536,1.2111067606571717,1.513700384761691,1.2859875654001334,1.1680817714718588,1.1289350378638217,1.3337746929089547,1.1688289077732588,1.1885338483138481,1.146952255736293,1.18255438215262,1.1620591351571548,1.191200738775191,1.1782932491968032,1.1733546560690298,1.1991077522248557,1.218615723350783,1.1948907816071643,1.2270771464513128,1.1837993866177328
Shadow Blaziken,Counter,Blast Burn,40,1.4379257670417822,1.170010909944879,1.7924728390673426,1.445388659195929,1.1470737359499137,1.107904487447892,1.3071002453097809,1.145161010844623,1.1622759239486369,1.1099116059177987,1.159207734734682,1.1493433822463408,1.175391644857052,1.152670357909405,1.1606540871403352,1.1907810536767705,1.3686050476766196,1.3381786362462218,1.2265383050200407,1.1730881512768048
Shadow Blaziken,Counter,Overheat,40,1.6248231312773453,1.2442277221482023,1.9798342469084989,1.6025487811722448,1.1989394173385886,1.187155821318741,1.4915518710956097,1.2150077520531182,1.2328529969052795,1.185758368531209,1.2023000730543776,1.2205984439402635,1.2640711158017472,1.2332912703346843,1.255770275711598,1.2665434709936991,1.5783352235891133,1.5567950305886336,1.3290571401681435,1.256847748906521
Shadow Blaziken,Counter,Blaze Kick,40,1.343670042943224,1.2053293854257585,1.6730912016163733,1.4884657050742396,1.1450834630398887,1.1588846012224274,1.3192481952444721,1.2096533895738804,1.171253595419842,1.1578448896723597,1.2007956117905563,1.2135916008474485,1.2197645272573445,1.213804162957123,1.223704587163986,1.2533942739848976,1.4430772244462855,1.4404506869207727,1.2573239795704205,1.22346224729795
Shadow Blaziken,Fire Spin,Blaze Kick,40,1.4079134308656118,1.2502467700984503,1.4292114567938188,1.2717269127395405,1.1644187840230378,1.1764102056298384,1.3413620922539702,1.2285997539476061,1.2084892649903969,1.2001321813587418,1.2159161395939082,1.2310389768870729,1.2369566127568274,1.2314254363963697,1.2384859810929487,1.269320203149638,1.2514675326984581,1.2352702289520139,1.2640247897988195,1.2343445465668135
Dialga,Metal Claw,Iron Head,45,1.3463301506019514,1.3333266058272415,1.3081967335790319,1.329427097948977,1.336742973577023,1.326364044632389,1.3809662135903102,1.345360526165964,1.3345465808376245,1.3426365543332544,1.3522956403239306,1.417573191084654,1.4125422729976562,1.4183820096549513,1.3498137357742983,1.4238622121718862,1.3138992975368906,1.3626847306559675,1.3609498367127095,1.3847944206162193
Moltres,Fire Spin,Overheat,50,1.292179419068464,1.2660604976677807,1.2601218515954824,1.2761470450676293,1.2554440412529693,1.2681496003223782,1.2246229795773211,1.2553245341960844,1.299848328407157,1.307434960736571,1.270751175716564,1.327617221880434,1.400458732627684,1.3535344215363394,1.295921226847647,1.3452322360332636,1.244510178380559,1.2627036230173259,1.2984412702606811,1.3038120103977178
Mega Scizor,Bullet Punch,Iron Head,40,1.3647913070685285,1.3528307844882752,1.3675013688037465,1.3917123454249527,1.371402357659146,1.3926907910476847,1.4166368383835133,1.3910324546572963,1.3892999319250738,1.3863890772031655,1.4446205947785564,1.5132228721739107,1.4354706887467128,1.4961339906894735,1.4517932999732488,1.5173974602717804,1.3641423612941401,1.4087175192934271,1.4193716035205193,1.4823079292096244
Primal Groudon,Mud Shot,Fire Punch,45,1.2271923312226558,1.252944500041245,1.2028069519016704,1.2547110420992897,1.1832809643456978,1.2378769591646495,1.2367165124919859,1.2595149747882932,1.1935563407484673,1.2591860643417243,1.25715175240362,1.33830717972703,1.2623331771836013,1.35747656766563,1.3065187311614166,1.4100383936439618,1.1984509645139565,1.2630812728940126,1.2279384311252841,1.30366200083157
Shadow Entei,Fire Fang,Overheat,35,1.2918617772808394,1.2273971061580795,1.2445888038713135,1.2116399329005543,1.1899643357521543,1.2083535940055297,1.2441229618371252,1.188662446975379,1.2099588990882562,1.2108013233634132,1.2324868035007097,1.2609837622006248,1.2268080914526587,1.272001036433972,1.2320317229520374,1.2940816390615875,1.2197328257373758,1.2243590169917382,1.2865014808749957,1.2558364988518416
Blaziken,Counter or Fire Spin,Blast Burn,40,1.662389628793809,1.4110417729483253,1.6147136861666633,1.4844061636702648,1.361980912834681,1.3230007457238917,1.3900355381509104,1.341402110835794,1.3846194578756161,1.3264503845564082,1.3670895317680754,1.3741062088175129,1.401221285762699,1.381472873789675,1.3950293169397494,1.4219175874211625,1.4247756514820538,1.4115270993882472,1.3875354643381532,1.376167213608762
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,45,1.2965210927498494,1.3166568807328054,1.3574865395768245,1.3980648420107384,1.2908621007554621,1.3167317685919195,1.317969209620632,1.3249734928465753,1.320196837275096,1.316329317327546,1.3381869372574198,1.3894354847000767,1.3910015886194493,1.3917891046458628,1.3837209995623623,1.4204833409585333,1.4148639012878166,1.4633095955572302,1.3093525330849523,1.3567419689650313
Darmanitan,Fire Fang,Overheat,30,1.5618456012511919,1.4650531416056196,1.5032459419178217,1.4392743282260427,1.417458759217308,1.42078429649536,1.6473631467642293,1.3634956685042208,1.4662301167324128,1.4218635340772652,1.4342315113048034,1.4485672297699492,1.479700350507434,1.453397678609093,1.436285312592789,1.466019697262997,1.4145815914275532,1.372789864584614,1.5152925805136028,1.4733815867786562
Dialga,Metal Claw,Iron Head,40,1.3630926635304068,1.3576463850988019,1.332275606607674,1.3527965128243502,1.35368515806166,1.3483208206263535,1.410145288080156,1.3833080432398712,1.372767164732163,1.3770166228214673,1.3798686093995638,1.450252844434703,1.4986097407414136,1.4978524803713467,1.42691931451903,1.501766051973522,1.3615682005857639,1.392991054319871,1.4123993842317193,1.4342346131940376
Mega Aggron,Iron Tail,Heavy Slam,40,1.4116854917812127,1.4215708374823932,1.4139754924887282,1.4421235852056946,1.4167951709705635,1.4288660504799227,1.47226019174264,1.4566191559462247,1.4071225769001277,1.4410612972558925,1.476543778465393,1.5470536199464824,1.4840772301302099,1.5510532997229591,1.483273901822138,1.5685191596565837,1.4183624319049575,1.4706773796663843,1.4570766294816742,1.5061221135309515
Blaziken,Counter,Blast Burn,30,1.837849301172542,1.5307907086309867,2.291090365991307,1.867508278300563,1.4643436214376326,1.4512748730832146,1.6405085412855618,1.4395700849136546,1.4963802173654228,1.4350880101480716,1.530328294721892,1.5029116706566206,1.5456633058925853,1.4978354645270204,1.5103050503998559,1.5306428699477417,1.7866474363097216,1.7249307314619864,1.5267626786803934,1.4812443856876296
Shadow Typhlosion,Ember or Incinerate or Shadow Claw,Blast Burn,30,1.5901785966567195,1.4023096770414125,1.469714328475483,1.3921753066556912,1.3699759407591607,1.3984823103428943,1.6169382154352907,1.4103282596372584,1.4140245854039748,1.3813901843893555,1.3957094149257707,1.4177455833242318,1.442259489256082,1.4307352282485135,1.4088611051597892,1.4400009380784733,1.4017550930682166,1.3850125691533348,1.4723848958261996,1.4436162865761546
Shadow Typhlosion,Ember or Incinerate or Shadow Claw,Blast Burn,35,1.3879774498135806,1.3489586389820476,1.3710367363228755,1.3423643200568722,1.3116116521789882,1.3155343259778487,1.4398914300000742,1.33037146320312,1.32018861850168,1.338571901234765,1.3276139438948935,1.3589176628141892,1.3753897963391446,1.3680645622527903,1.335883369816371,1.3972014257202832,1.3499285877424079,1.326209231017346,1.3589834300184387,1.3565446809789197
Mega Aggron,Iron Tail,Heavy Slam,30,1.5465637606634854,1.5233786529193702,1.554278687195605,1.558969562045161,1.515990547679168,1.539008693262877,1.6446180783324544,1.5905804097077654,1.5153132186290004,1.5342388229965036,1.5871372741374836,1.6522622048714142,1.5924694224329496,1.6645687305026784,1.619885733297135,1.700706063047618,1.5377095420515685,1.5886510291541325,1.6064800597740623,1.6402216076518579
