Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Calyrex (Ice Rider),Calyrex (Ice Rider),Glastrier,Glastrier,Regice,Regice,Mega Glalie,Mega Glalie,Cryogonal,Cryogonal,Glaceon,Glaceon,Glalie,Glalie,Jynx,Jynx,Piloswine,Piloswine
Shadow Blaziken,Counter,Blast Burn,50,1.2090521004781667,1.0974965911581889,1.4504326698829737,1.2883032935820053,1.046622238362107,1.0787637284442568,1.0890459808999937,1.077823518987972,1.0598842686044947,1.0783331651190957,1.0593774899554138,1.083331920592673,1.0592744499270152,1.1006564159509973,1.074104744852283,1.1144919427036706,1.1920802642181842,1.222553882123279,1.0685016924995547,1.0932020055483445
Shadow Blaziken,Counter,Overheat,50,1.3043714913079179,1.1768510846990372,1.6737623831303996,1.4653080901958326,1.0973333202469402,1.1447466310716774,1.1733381954726452,1.1463079227974289,1.145715583366976,1.1572214372224465,1.1338176208317086,1.1523132215572922,1.1361369070540088,1.1645159268181289,1.1519919427036707,1.1829677708146822,1.393478532272526,1.412046442474662,1.1352218065205772,1.1568807105953018
Shadow Blaziken,Counter,Blaze Kick,50,1.1442079412081603,1.1289396737171793,1.3861726641743768,1.3432015482828958,1.070548745178482,1.1339798011522568,1.106360761949952,1.1390645068223721,1.0804526645135244,1.1325275871349751,1.1016156102192007,1.1504314509976774,1.0992773155901028,1.1546472995602999,1.128401969561325,1.1890778871978513,1.2764984280833966,1.329251268315382,1.0971342037616758,1.145491333893258
Shadow Blaziken,Fire Spin,Blaze Kick,50,1.173007545893971,1.1478527083108863,1.1647591598616014,1.1316005652903378,1.0865606014506266,1.1553564242739505,1.1314535013993294,1.1644428237313404,1.0925178307091912,1.1543744112501682,1.1248834488955193,1.1761574584230423,1.1240384357061621,1.1752442530022298,1.1434534467323187,1.210038048343778,1.0968459521728766,1.1277622036341348,1.12216538138505,1.1704588837138277
Chandelure,Fire Spin,Overheat,45,1.3005855405661464,1.3047095889698423,1.2794340831088185,1.2843629693058485,1.2807836132185657,1.3040819731663509,1.2692512159009528,1.282072911586683,1.283306419055309,1.3330894226887364,1.296311051587638,1.3040076627053419,1.2720409789821523,1.3252169396509264,1.2969449418084154,1.3477506714413607,1.2610970502445833,1.286565504091523,1.287674022040671,1.2990888498638367
Metagross,Bullet Punch,Meteor Mash,35,1.2918470163810174,1.3459649344424918,1.2325052386820103,1.2935089074998434,1.2715891134295838,1.3390285316085468,1.3058402787236005,1.33638388640168,1.3144344637330103,1.34498637464675,1.3192398325054673,1.3720480783901536,1.3085871385458552,1.3535332730350058,1.3453334825425247,1.4113249776186214,1.2766346230237546,1.321635701233699,1.2982744139879363,1.328713954849711
Shadow Magmortar,Fire Spin,Fire Blast or Fire Punch,45,1.2717339208554241,1.3024190701942762,1.2138583154069464,1.2566553887067242,1.2147182663146427,1.2774917310353626,1.263670007190694,1.278339901614904,1.2463119028394563,1.2842315973624008,1.2534965331344194,1.2885127231423872,1.2628798122990679,1.2909006241772414,1.2740487914055507,1.315006714413608,1.2146999738959696,1.252414622796763,1.2707363009340562,1.3150848794889416
Blaziken,Counter or Fire Spin,Blast Burn,50,1.2740857430532075,1.303660000074307,1.3187990365002122,1.2987284448250176,1.2479354579092525,1.2836338296347916,1.253153434178789,1.2751970850596124,1.2584737922217737,1.2962589153545956,1.2545984708495093,1.301905504602709,1.2606141474204555,1.3019692478529914,1.2494068934646374,1.321911369740376,1.2596329546357352,1.2995607713173454,1.2742231045277546,1.2902700363951032
Flareon,Fire Spin,Overheat,45,1.432458490152441,1.4377733110907178,1.3661682086840292,1.3807912672389187,1.4413418787480248,1.432490896777803,1.3954998850367661,1.3872166742088405,1.3852106042255417,1.4278445027587134,1.4155152830284639,1.4370369742485631,1.3856645204044167,1.452506111922054,1.373310205908684,1.4449753804834378,1.382889375659694,1.3920825341338567,1.4119772975999594,1.4296531012191087
Mega Houndoom,Fire Fang,Flamethrower,45,1.2001631042566867,1.24087972268561,1.1338300508900538,1.1868382030450493,1.1988418542110377,1.2484399383630886,1.1891635802333533,1.2188899970270655,1.1828530816848337,1.2422999932714305,1.227643379049621,1.2741112448505603,1.2153187602425068,1.271620084716165,1.2030774395702775,1.26341763652641,1.1645802358442383,1.2106935727337729,1.2153546613728334,1.2585070372349902
Chandelure,Fire Spin or Incinerate,Overheat,40,1.3730053166786176,1.36521049365974,1.2925464519677254,1.313969354580453,1.3312257697252838,1.3653478854024557,1.2878972272625422,1.297284670934219,1.2953926120306822,1.3723338043331987,1.3570108668011596,1.3718870259548714,1.368640690624804,1.391431667368157,1.3228849597135184,1.3868061772605194,1.2866676502967913,1.3132370132449578,1.3484640248402944,1.3358020920821563
Flareon,Fire Spin,Overheat,40,1.4931655972625235,1.4651202104379293,1.4434796683444373,1.460172093314676,1.441051360821302,1.4606613208750872,1.4917761014136817,1.476929002514546,1.3973094132687391,1.4640736441932445,1.4458100937494702,1.4638564429450556,1.453464318016961,1.4751000743281364,1.4744292748433303,1.508012533572068,1.4399096573562291,1.4443246433394998,1.4761522995087935,1.4944389300348682
Mega Houndoom,Fire Fang,Flamethrower,40,1.224474555364421,1.2645688511738675,1.1897203483636516,1.240667836232883,1.2335646353312983,1.2690274519811164,1.2585589029139153,1.2909653543284023,1.2039765845781187,1.2664008881711748,1.2477240747961416,1.2922338820418058,1.243590317640843,1.293560317730395,1.2528648164726948,1.3258952551477172,1.2060288960265126,1.255047724977017,1.26592603904202,1.3122979817260951
Shadow Arcanine,Fire Fang,Flamethrower,30,1.4363317518288854,1.4417413144196796,1.341548143661717,1.382409863341757,1.3790061538763532,1.4436149852287339,1.45760346324911,1.4339400755974792,1.4046351433185305,1.454430763019782,1.4245596487361623,1.4710359909810635,1.4120107104157897,1.4673806943859868,1.4445837063563116,1.51158236347359,1.3766244084032278,1.4095949335482185,1.4473034537171363,1.4878089129826169
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,30,1.4816535576419358,1.5324480871474588,1.6078646366338771,1.6683183308619285,1.489236114519026,1.5597789708206151,1.486741151126127,1.5310481278566899,1.4933176894092317,1.5636943210873369,1.4914981267058842,1.5852730262600234,1.5179686030787969,1.574135599595225,1.5347806624888094,1.6047000895255148,1.585399902393626,1.656346116741763,1.4893996080527347,1.5527856252067904
Shadow Aggron,Iron Tail or Smack Down,Heavy Slam,30,1.6513265689031889,1.71125530831906,1.5867045383346212,1.6408839971317781,1.6650995710934664,1.7435551149803215,1.892280182242354,1.711673674298175,1.657318160409097,1.7224717400080742,1.711758523064404,1.7700595046366148,1.6951203130736923,1.766421592771365,1.6807967770814682,1.7508169203222919,1.6540762010691301,1.6642908215959775,1.7091445878190936,1.7356392049069762
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,35,1.410077168004815,1.464934442491817,1.531005687711897,1.6008890095584192,1.4103447937420868,1.4645931276806659,1.44487696004991,1.4867396866263343,1.4374285089489975,1.5065435338447046,1.4203977147507079,1.4974401139234068,1.4453240438088244,1.5148163736824667,1.469136078782453,1.5460496866606983,1.5112871556821663,1.596408993405895,1.4374665954035275,1.4958896439388156
Flareon,Fire Spin,Overheat,30,1.596051316537434,1.6220829788261695,1.5703062453443606,1.5763872934984648,1.5547675365846478,1.5873624701875608,1.6608452799903928,1.5527241892895272,1.636964237653075,1.6349246400215314,1.5645057385525625,1.5909776730466034,1.6280996176130818,1.642033904376405,1.603234109221128,1.628111011638317,1.5268814763531533,1.5545857971376362,1.5964852001730676,1.6245577867705074
Chandelure,Fire Spin,Overheat,50,1.24603478319023,1.2699059642656778,1.2330969834938006,1.2325870387001108,1.238371921834974,1.2785262104095714,1.2464196641316174,1.253191511173401,1.2331028798277486,1.2821036872560894,1.2717547934290607,1.285427297540136,1.2209963552347605,1.2540589431076326,1.2769807520143241,1.3303043867502238,1.1993212952138828,1.2244719608666537,1.2795169377211066,1.2893537960347154
Shadow Magmortar,Fire Spin,Fire Blast or Fire Punch,50,1.2240510044472845,1.2427225407110454,1.1799304525803556,1.2297327401961808,1.203812066308754,1.2567354029464015,1.2104515492211056,1.2199180758815922,1.1871761875925178,1.236193816444624,1.2199552443758794,1.2633292081306051,1.2165545774490225,1.242247038068543,1.2283572068039392,1.2746195165622203,1.167190638867766,1.2037930290889693,1.2346211600621009,1.2628973556285155
Volcanion,Incinerate,Overheat,45,1.4002649050911562,1.4672583994976833,1.3344367633647307,1.4175403604770158,1.3349514658396067,1.4554241463582205,1.3592037221726732,1.4147917408069686,1.3343762616067825,1.4249764500067286,1.357171919236442,1.4379778595283705,1.3503004468643378,1.4404882373485453,1.3571620411817369,1.4499776186213071,1.312476591494626,1.410253209093282,1.36514723473569,1.4159858491766564
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,35,1.0655352160295446,1.0747790290280992,1.0697075388289021,1.096193340434271,1.055267109641073,1.0639021661252173,1.0622719956885125,1.0648773408198562,1.0564484928004307,1.0723573543264702,1.0522064183633681,1.0796785732449523,1.051223727690365,1.0820385610789223,1.0478961504028648,1.092927484333035,1.0576218093497827,1.059869025865689,1.0546817337303709,1.0624825023542288
Shadow Scizor,Bullet Punch,Iron Head,45,1.3662322173633583,1.4080653011484174,1.289143919299931,1.3521821460147727,1.3402966030995123,1.4015644782945813,1.348824812141289,1.37098855200512,1.3702563584981833,1.404462723724936,1.3690474172275247,1.4232118941461678,1.3660974146345832,1.4161480114984732,1.3865264100268577,1.4453558639212176,1.3243142017274057,1.3692585320455344,1.3856862894810518,1.4305947927006186
Flareon,Fire Spin,Overheat,50,1.3902780203081517,1.3717123717736752,1.353630180377742,1.3643633870080687,1.3436316703799307,1.3696369507395447,1.3704437580822082,1.365625553763984,1.3551044610415826,1.393360584039833,1.3476359197789343,1.3735314560835439,1.3445512102948947,1.3783481243339573,1.3577663384064458,1.4145031333930171,1.3082431987651657,1.3354367885233063,1.3886131684100684,1.3835229441856915
Mega Houndoom,Fire Fang,Flamethrower,50,1.1488224169895933,1.1802450650745115,1.1142624423048808,1.1676865562540464,1.137701571348651,1.1898730947029552,1.1781944767854815,1.2010919310454917,1.137119835822904,1.1933412394025031,1.1700713716581619,1.2224812246766237,1.1701397906274906,1.219402330142298,1.1793196060877351,1.2534355416293643,1.1262186609767446,1.1670090456139555,1.1729530935837724,1.2086101142755339
Chandelure,Fire Spin,Overheat,30,1.4803346052245376,1.480009511318841,1.3802778415933947,1.423214148966535,1.4258973176165752,1.4775584716401504,1.5640301276897368,1.4261079307057278,1.7401510563854126,1.525190082088548,1.4573041517622527,1.487005611405903,1.4646045832699006,1.4829806478189618,1.462186660698299,1.5262981199641898,1.3865212407359067,1.4241450930097945,1.459583619658446,1.474727036725968
Volcanion,Incinerate,Overheat,40,1.461142918711662,1.5274657908327234,1.371989933376496,1.475909024456465,1.3940443825021838,1.5011669791043019,1.4016976481597827,1.4659716150650164,1.399302751984928,1.4821356479612435,1.4118280299048942,1.4954990082560564,1.3915480849310897,1.4853895958519527,1.4025402864816474,1.509098030438675,1.3722434711550464,1.452711981749878,1.4106411137410604,1.4728818304446312
Mega Charizard X,Fire Spin,Blast Burn,45,1.1756157278573895,1.1941609419177939,1.1122922801668025,1.1614053591194837,1.148882585609548,1.194790306908634,1.1686356866380503,1.1863370956333008,1.144979646077244,1.1923908289597631,1.1649770288368624,1.2179124213809822,1.1922233067960992,1.2192411365936222,1.1729632945389437,1.220534914950761,1.1369213133732081,1.161436402637642,1.1820518693848465,1.2093863734697514
Shadow Charizard,Fire Spin,Blast Burn,45,1.197330143078472,1.207549237794117,1.168917037377387,1.1926738511448522,1.1932277915730172,1.2150715989282244,1.1728446590424806,1.2015766804768997,1.2244776947920872,1.2319001480285292,1.190211402512418,1.2295590553850848,1.2493037334216912,1.2453455362819812,1.2041069829901523,1.2433974932855865,1.168722831946793,1.1963817544178232,1.2006948156066275,1.225509658700466
Mega Houndoom,Fire Fang,Flamethrower,30,1.3429554937154704,1.3589724060292845,1.294810746085782,1.3460314808239873,1.374556125904188,1.41236664147536,1.3323140414775632,1.3514052607761555,1.3272229511505853,1.387750639214103,1.338667842066896,1.382126570261244,1.375974997089561,1.4278255885803326,1.37794315129812,1.441483885407341,1.3421670884926624,1.346775017308107,1.3872006311878038,1.4173602097172382
Shadow Ho-Oh,Incinerate,Sacred Fire+,50,1.107136089881963,1.2091709919636786,1.068894759925649,1.1447477426675856,1.1133549913139067,1.19759537526868,1.094114614682782,1.1793572896209434,1.1059791750773786,1.1993506930426592,1.1209927611168562,1.22056554834116,1.1318384124226495,1.2255097745976877,1.1241495076096688,1.2271598030438675,1.0931573392048486,1.1748289051061753,1.1213636710697106,1.1807284110865084
Metagross,Bullet Punch,Meteor Mash,45,1.184242791274851,1.234844122116417,1.1372673920761889,1.1943324770437822,1.1784643772021945,1.236454110926811,1.201541532481873,1.2218146031132335,1.2187794374915892,1.2485197147086529,1.2025107227016123,1.2578873311068541,1.2421216653084617,1.2862707872513814,1.2412712623097584,1.3098142345568486,1.178551566809293,1.2377055692381027,1.2288819322491156,1.2540785421597822
Victini,Quick Attack,V-Create,35,1.4973918180365813,1.5919216950953545,1.4457282986292406,1.5577229659642307,1.4535298909576295,1.5892213923267935,1.5394587501665868,1.6116424804525888,1.5188694321087337,1.5951083299690487,1.5389662128943666,1.6423618763456354,1.5250879848119856,1.6344757179829315,1.5683191584601612,1.6570277529095794,1.4750593015469475,1.5826192556946508,1.539970985721921,1.6316077473212696
Shadow Charizard,Fire Spin,Blast Burn,40,1.2673219321352538,1.2622188866555453,1.2001942315323406,1.2294890805677965,1.234461707578003,1.270709707813558,1.207220862678248,1.218421357093378,1.2414883595747543,1.2678349145471672,1.2414599827080544,1.2805363893739299,1.3035901385369,1.3016737263470854,1.2431289167412714,1.2973366159355417,1.206539627052855,1.2172422794493183,1.2642208139268536,1.2809294749433713
Shadow Scizor,Bullet Punch,Iron Head,40,1.38098962300253,1.4323470293847738,1.3609295266737675,1.4231219063929326,1.3643251837820332,1.4270966855437888,1.4400953682265054,1.4638788448611433,1.4276174135378819,1.4612350289328488,1.4004611185515452,1.4606269177954465,1.4377748126124996,1.4974612016083535,1.4528648164726947,1.5153312444046554,1.3851819904890532,1.4318741558751091,1.413160774732127,1.4673971138428648
Shadow Alakazam,Counter,Fire Punch,45,1.443318484282174,1.4227521149680664,1.5911217393120445,1.655754196166886,1.396003415548598,1.419694367289252,1.3684022453710822,1.3960871494536682,1.5439712017225138,1.4355907684026377,1.4281706138640717,1.441326054893451,1.4302076710218776,1.4644971209041167,1.4227170993733214,1.4652529095792302,1.5787603990511752,1.6470167633272423,1.3741569316128377,1.4090504186709425
Mega Charizard X,Fire Spin,Blast Burn,40,1.2296054660360463,1.2463115774299376,1.1505242162862095,1.1952740474648955,1.205266618901332,1.25358877972656,1.1937738255810035,1.21683823281739,1.192504373570179,1.2419299219485938,1.219828097716446,1.2574974146845914,1.2264769358897436,1.2601663875630222,1.2246083258728737,1.2714189794091317,1.175158042878707,1.2110340600846679,1.2175689089104376,1.248542923315772
Shadow Moltres,Fire Spin,Overheat,45,1.1541762491965535,1.1571336748986636,1.141282554666778,1.1342703786470625,1.119803311511773,1.1559217564556814,1.1042592047473225,1.1157643151193493,1.0988468914008882,1.1609936415018167,1.124569820468917,1.1626799125230982,1.184736761979815,1.2195545684938254,1.1216987466427932,1.1910362578334825,1.1109194293431999,1.143084134424406,1.1424881016008757,1.1638288666615766
Darmanitan,Fire Fang,Overheat,50,1.2437201145816692,1.2601048474287857,1.17669848165243,1.1986887631141092,1.2083052793781346,1.2561347375033125,1.2279186382495126,1.2250628636536047,1.19913201453371,1.2468165455524156,1.2301354535745164,1.2631172970315494,1.205226253055961,1.2707245650012986,1.2113361683079678,1.293218442256043,1.1757255217968652,1.2123165624397052,1.2304980784403554,1.2428673233055916
Shadow Scizor,Bullet Punch,Iron Head,35,1.4854023547944848,1.5259257745594512,1.4113531463419728,1.4694085336563563,1.4520400051036932,1.5133726579445856,1.466561808481504,1.498155462511002,1.4506165051809985,1.4961058403983314,1.4847254479800633,1.5491972807567769,1.4662254739538092,1.5334969149345823,1.4801365264100268,1.55202551477171,1.4199684481721504,1.4655483548786161,1.4736326385177267,1.5228296556463312
Shadow Entei,Fire Fang,Overheat,50,1.1134893536390083,1.1505779240803558,1.0529072074518075,1.1071249556191392,1.1004504990823167,1.162637039072698,1.113686189913404,1.1227338696331575,1.0803138877674607,1.125731731933791,1.0919270347703731,1.1424042585654466,1.1029220808296094,1.1539040181969606,1.125,1.1746418979409132,1.0822730935545744,1.1124062241087742,1.1120740118602226,1.153063042427019
Lucario,Counter,Flash Cannon,45,1.6152931603957599,1.6346984800466648,2.028896291500456,2.083016575816434,1.5845338463199428,1.6382698479688282,1.6061081357356988,1.5535047676790752,1.6168794576772978,1.635639550531557,1.6004628138403376,1.652482750436537,1.6088190781520055,1.6592189277046934,1.577652193375112,1.6315577439570277,1.9837814525190387,2.0033594751954964,1.5615153597515972,1.600850067445471
Shadow Arcanine,Fire Fang,Flamethrower,45,1.2541194042050432,1.2698019342158549,1.2090164505057677,1.256702380206484,1.256509662665502,1.30483182349073,1.2676856656224782,1.2893104695625686,1.2369255483784147,1.2967551473556722,1.242672114194653,1.293946123722176,1.2703036707353113,1.3287811081160952,1.260787824529991,1.3224149507609668,1.2132131791303953,1.2634804617008477,1.281909343106564,1.3048789799190654
Entei,Fire Fang,Overheat,30,1.572354757331332,1.5848290749127818,1.468249409995614,1.513799837096134,1.506474820143885,1.5677328805441322,1.5069541772659838,1.5163050084428413,1.4891754138070246,1.55175531556991,1.5251835150117823,1.5911387254818858,1.522132769752926,1.5823922913662944,1.5402417188898836,1.6172336615935543,1.4718246717134458,1.5213315325335663,1.5730319920592504,1.6098215876409356
Mega Charizard X,Fire Spin,Blast Burn,35,1.2845872050469436,1.284219384513641,1.2284657101285827,1.2598090404683835,1.25762069743932,1.286807934280134,1.2690915854235405,1.2856213945845727,1.2436415018167137,1.2960991118288252,1.2445454083103056,1.3005916557885635,1.2764469359792956,1.313834884074973,1.2699753804834377,1.3274283795881827,1.2156079401650228,1.245071445595796,1.2731032551983916,1.287012292891502
Shadow Metagross,Bullet Punch,Meteor Mash,45,0.9987683585172745,1.0360148317128175,0.9505823465118384,0.9986163613959608,0.9905876117659761,1.0462924612560975,1.0191571217892672,1.0469269668598342,1.0136211478939579,1.038659837168618,1.0121213148659873,1.0647430789835048,1.0174357688484512,1.0524505896997323,1.0285026857654431,1.0672784243509401,1.0049484161663393,1.0226878071479644,1.0288106691099743,1.0483316790104604
Shadow Moltres,Fire Spin,Overheat,40,1.1896579269040286,1.1945176163743298,1.1561858217943095,1.1617517038769727,1.151791690794704,1.2098540540010012,1.15713936326478,1.173119985003522,1.1710864957610012,1.2147170636522675,1.1858884160916812,1.2218115856036076,1.2041426742009727,1.2134471240384357,1.1736123545210386,1.229487466427932,1.1461144718473708,1.1826033662849424,1.1955282380188847,1.211918760021379
Mega Charizard Y,Fire Spin,Blast Burn,45,0.9993182316377673,1.0217329920156937,0.9588267440808115,1.002006711082336,0.9829811457791475,1.0244211724753893,0.9873188962943761,1.0234114936872736,0.9994869465751581,1.0400265778495492,1.008145862647702,1.051867360604879,1.0331610950415073,1.054331181100952,1.0281333930170098,1.0633504923903312,0.9683233267884097,1.0111339363742637,1.005115675345499,1.0303759130589702
Shadow Scizor,Bullet Punch,Iron Head,50,1.2862331090494996,1.326799255442072,1.2654062502175532,1.3264255828686395,1.3079117061057839,1.3715370950170287,1.3222807533972734,1.3423092525632407,1.3217601937828019,1.3771741690216661,1.3471527624730872,1.400673029650601,1.3388019737254515,1.3993659720418745,1.362186660698299,1.4258281110116384,1.2606317175316937,1.3235991782905265,1.3266524140388385,1.381168715481917
Lucario,Counter,Flash Cannon,40,1.642961438289746,1.6682983284600208,2.07634900412829,2.1196838690364306,1.604116324948227,1.6620393180680557,1.8291866021700958,1.678718035461398,1.6397607993540573,1.6773650921814023,1.620357027819689,1.6762591757505891,1.6300608057886394,1.6820636356309384,1.6460944494180842,1.7097358997314236,2.117581631842377,2.135797705115255,1.6320785930620245,1.6744292586088418
Reshiram,Fire Fang,Fusion Flare,40,1.1806964811835647,1.190545897686446,1.0937550037245114,1.138182856108547,1.146970663578278,1.1916554614425785,1.1604608487947898,1.16173349911471,1.1302861324182478,1.1783112972682008,1.1628409649583806,1.1983403122721956,1.1968441885248104,1.221220235163477,1.1713742166517458,1.215801253357207,1.1402694389903414,1.1610505169732943,1.1836171133338425,1.2069048891603675
Reshiram,Fire Fang,Overheat,40,1.246272566161254,1.2784345706716997,1.1752991792151375,1.220879193556247,1.232227860276581,1.2743765151589506,1.2274368178176902,1.2507765510151179,1.2253313820481766,1.280631812676625,1.2287029345448996,1.2778663095258278,1.2671066653532377,1.3013871600383282,1.235250671441361,1.31525290957923,1.2286599552826611,1.2619369190434575,1.2578325825252603,1.2705326919650812
Reshiram,Dragon Breath,Fusion Flare,40,1.5405512849568832,1.5752936062388307,1.437569181930202,1.513329922098536,1.5351673913256845,1.6309538999087225,1.5404692550236003,1.5505669810947722,1.5112114789395774,1.5709611761539497,1.5672351535084001,1.6640870022208283,1.5200282984229898,1.5953146408518184,1.5469449418084154,1.628592211280215,1.5226594332020564,1.6073386373696217,1.5626988368837649,1.5952380952380953
Reshiram,Dragon Breath,Overheat,40,1.592465995177464,1.6637228639472716,1.5069286355756981,1.5953683785495987,1.6240972842462729,1.709778480080874,1.5801381609104501,1.621214451098155,1.582786637060961,1.6872560893554032,1.6547205316425653,1.7268042110973605,1.5764102196709862,1.64387867498903,1.618968218442256,1.6988697403760071,1.5911087403102975,1.6250553291945202,1.6154590109694333,1.6476292280674965
Metagross,Bullet Punch,Meteor Mash,50,1.1610812437535527,1.2134306509680368,1.1063278405491392,1.161991882653523,1.1534719836681815,1.2077674286219047,1.169476309519102,1.192738424227513,1.1461192975373435,1.198690452159871,1.182845372709241,1.2433587061555935,1.1834203479989611,1.2333545272999185,1.1803155774395704,1.234221128021486,1.1202487827577206,1.1647164307845963,1.1756254613015704,1.2078593062024383
Shadow Arcanine,Fire Fang,Flamethrower,40,1.314980698710399,1.3356585287921738,1.2278182716874473,1.2746844607812424,1.286338787087656,1.3327961368967582,1.2860885700184672,1.310144443614561,1.2889794442201588,1.3195019176423093,1.305346940851374,1.35613779307305,1.2949394180912892,1.3560049074480376,1.3098813786929275,1.3718330349149508,1.2672939200308708,1.3136455980660318,1.3239418696393577,1.3546995495151561
Mega Blaziken,Counter or Fire Spin,Blast Burn,45,0.9603125359925395,1.0006984874773828,0.956393628648803,0.9859373585903942,0.9741988673726776,0.9950042694357475,0.9703731691921965,0.9901585613925635,0.9453724263221639,0.9836075225407078,0.9731042433078475,1.0096800990048655,0.9648060752057457,0.9955134462285188,0.9603625783348254,1.0121418979409131,0.9623534485693855,0.9800474412375579,0.9725255147489248,1.0092260314066834
Shadow Charizard,Fire Spin,Blast Burn,30,1.443439233447147,1.3840306442803907,1.3496080560834847,1.386132634378285,1.3311708068742822,1.372443982058555,1.3181977279750214,1.333639413790023,1.3664463060153411,1.4053458484726147,1.377498431857867,1.3912896061844136,1.4059122211575488,1.4279240957489678,1.3660362578334826,1.4090644583706358,1.3102180254003564,1.3395339863124085,1.3865007253569521,1.3879768903820213
Emboar,Ember or Low Kick,Blast Burn,45,1.3371149494896954,1.4086597585759772,1.365532953224313,1.397347938987629,1.3739809789276356,1.4230078420210626,1.317321957098943,1.3684110323698389,1.3526863813753196,1.442504373570179,1.3832200315323715,1.4449963551290963,1.361395936131534,1.4305837893021216,1.375895255147717,1.4468777976723366,1.3433360950640683,1.385999160131201,1.3817540912677204,1.4464381155989923
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,40,1.3535182591314234,1.4191667936080965,1.4602225656662697,1.545555648378271,1.3486156231903972,1.4284805716136504,1.376736713691755,1.4216529223361114,1.357875790606917,1.4440519445565874,1.366394290267347,1.4381304355196907,1.371398891346593,1.4530344685538252,1.3957699194270368,1.4842547000895256,1.435812459567127,1.5336571746359622,1.3652490392201777,1.4291059021149883
Shadow Aggron,Iron Tail or Smack Down,Heavy Slam,40,1.4806912796810736,1.5378409306231027,1.4597300251317502,1.526616333549146,1.497429505236193,1.5681058427473573,1.7468831783160301,1.5795201419979,1.5030152402099315,1.563723758578926,1.5375506467526743,1.596216115415261,1.5210312805036403,1.58892958528482,1.5394695613249776,1.6150626678603401,1.506418186564369,1.528311523226912,1.5505332009875037,1.5945509149678043
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,40,1.0,1.0192492745761703,1.0308125004351065,1.0315051899500847,1.0,1.0177530008735167,1.0,1.0096290861374844,1.0,1.0204716727223793,1.0,1.0359740281756997,1.0,1.0419819642329426,1.0,1.03088630259624,0.9999999999999999,1.0222111248567116,1.0,1.0238222493700848
Emboar,Ember or Low Kick,Blast Burn,40,1.4166273457847394,1.4479143832689956,1.4425172128123194,1.4405870804703327,1.4087901302423274,1.4482907534817986,1.3969380238332696,1.4418176199828068,1.4030497241286504,1.4776695599515544,1.412523098309797,1.4846661128723277,1.4033331243787333,1.4785926012161157,1.4508952551477172,1.521116830796777,1.4002428809769716,1.4399210069345922,1.408057824947189,1.4801863022066122
Heatran,Fire Spin,Flamethrower,30,1.5304009243812997,1.5892113407615742,1.4949893137848693,1.5719039563361945,1.5232541933710877,1.6048229901753903,1.641975200160509,1.579628514982565,1.5340970259722784,1.6111727896649173,1.5643362096733178,1.633198840422466,1.544816284130495,1.6256011176086043,1.55661369740376,1.6264659803043868,1.5087561997071808,1.572030099081819,1.5660456593112928,1.6260721284772595
Dialga,Metal Claw,Iron Head,50,1.2847376770832946,1.3371428146816122,1.2765971888640588,1.3459148722875462,1.3076682991942055,1.3856272144630817,1.2872220928580738,1.3117715028843322,1.2898415421881309,1.3474843560758982,1.2962517164799023,1.3576635529862513,1.3298109557881916,1.400100298208065,1.3291517457475381,1.4117166517457476,1.2773836951957234,1.3303408278382458,1.3331042732432365,1.392748975592375
Shadow Alakazam,Counter,Fire Punch,30,1.626290622805616,1.5835695682381397,1.8353800742117612,1.8435948845401446,1.571458576658455,1.5835661075505216,1.5794381300095046,1.5593861988468527,1.7652822634907819,1.628292793702059,1.6064980419414447,1.6116517198704798,1.621087698245677,1.6350667609947434,1.6089301700984782,1.6472470904207699,1.7774120691416313,1.8471438786049097,1.5815072153928382,1.6087780916749383
Lucario,Counter,Flash Cannon,35,1.6781644640780522,1.703499496568866,2.209032114339021,2.19918652492638,1.70581722889083,1.7652929225514542,2.0120132918001192,1.7150552043196885,1.7242926591306689,1.7712034046561702,1.7396205943682506,1.7757132927594215,1.72203963570258,1.7757081322145307,1.6796441360787826,1.7302484333034915,2.199911473288767,2.1929314825954216,1.7357791860731466,1.7589269807335015
Shadow Mewtwo,Confusion or Psycho Cut,Flamethrower,50,1.255417922148369,1.3144531177434395,1.295313729175804,1.4005625056563842,1.2363540000196296,1.3364334998576854,1.2406627154462258,1.300341082001737,1.249032768133495,1.3363611896110887,1.2891484564395546,1.3621475918422703,1.2796528965585177,1.367924274852911,1.288585496866607,1.3858773500447628,1.3675787944477862,1.4597714194917657,1.2698327861342293,1.33005013870861
Shadow Alakazam,Counter,Fire Punch,35,1.570755295315304,1.5303210441644715,1.7088528504695668,1.7541526562380345,1.51990145945999,1.54070686152306,1.506235107867732,1.5131695143865136,1.6521161351096758,1.5460276207778227,1.5575550545035346,1.5635309474969061,1.5623863809361764,1.5826251264921598,1.531199641897941,1.5553715308863025,1.7286315813367532,1.7901689952218274,1.5030923112163093,1.52915425924512
