Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Shadow Flygon,Dragon Tail,Dragon Claw,40,1.502056577023554,1.2858421231973218,1.4976618435979778,1.322249144169897,1.3666330503323494,1.329722739482208,1.4029010292426256,1.262736352129284,1.5199853873808586,1.2519722154119195,1.500365199492062,1.2857921326155721,1.3901080862853548,1.3854280195599507,1.374127774655297,1.3469144466513019,1.3404740069096566,1.360623772628551,1.3404740069096566,1.360623772628551,1.359416394858938,1.3215524732452795,1.445140623793125,1.3017188272372056,1.4398237808428858,1.3600037391000233,1.4361308939329505,1.3317159839268782,1.3025158492537234,1.2309512850372666,1.44390920964619,1.280073626679178,1.372304600020202,1.3090521633592556,1.252439431175357,1.2731340217223697,1.3752414510204303,1.360770413291708,1.5249214888168134,1.3927064901120152,1.4149034433760075,1.3756026259087908,1.3937849290827509,1.3893928133286346
Garchomp,Dragon Tail,Outrage,40,1.1542604273527868,1.1279285304753246,1.14237375194169,1.1400252123937906,1.1847825241569776,1.1887428331570027,1.224334111404319,1.100029324336981,1.2222425325936257,1.1166020833016925,1.370772441504459,1.1352472475869047,1.1900857498148862,1.2328479273379136,1.2370342437391406,1.2002583153605164,1.181206454471185,1.214492181459706,1.181206454471185,1.214492181459706,1.1678319881926542,1.160983994101795,1.157657719744451,1.152340913563962,1.1773643867605013,1.1767682983510026,1.2147874602135846,1.140384039006733,1.1711757233715319,1.0756487753962738,1.122112868725872,1.1286941529801597,1.150331761665434,1.1373598098925581,1.1128459580441723,1.123487878456492,1.1905927069385824,1.175381925157929,1.203043171956618,1.192947610667557,1.184533273935259,1.1740352438167145,1.1965566025534196,1.2139981366915291
Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,35,1.5593489022040994,1.4284779827652447,1.6168330224792047,1.5337405196728324,1.5379694492805407,1.5150897589121979,1.776888038209323,1.4508353862502674,1.7708241213444043,1.4224478903370121,1.8255525384351041,1.4328500073720842,1.5415485412882208,1.5449241534823972,1.4698669069663977,1.4706534638815738,1.4821551827768122,1.4925560174219927,1.4821551827768122,1.4925560174219927,1.4782617041364898,1.4432812114103653,1.4783514978608636,1.4129766515912916,1.578713578685546,1.4907653191594905,1.5696439471963113,1.4299486163154946,1.6615467106159807,1.378435120520291,1.6662667993812401,1.4030372779419815,1.7306953858489178,1.5484461527108524,1.3926651655533384,1.3637169530480362,1.7677122893653603,1.528620939719071,1.866922085471525,1.5683310047995067,1.5595974629451521,1.480979900442975,1.5729434379440674,1.5238362782003512
Necrozma (Ultra),Psycho Cut,Outrage,45,0.992551713090151,0.9821982797826266,0.9342300362864503,0.9229774898408015,0.975789640151243,0.9610488579127344,1.0804232475748488,0.9411633686654792,1.0254019283884026,0.9349398897381878,1.068971431225956,0.9475077594432647,1.053643670209172,1.1223756320397638,1.0803161434770234,1.0362315549577747,1.0479573123110948,1.0795348954855157,1.0479573123110948,1.0795348954855157,1.070470197752084,1.041871661640616,1.047543772392776,1.0485160298065859,1.0323244571739658,1.0490075857460672,1.0407512966887427,0.9794436769915903,1.0337592135685423,0.9406086714855059,0.9857458059685567,0.9926657202262232,0.9473374804849928,0.9350104463840386,0.9953606721424815,1.0055547293992328,1.0263724569134376,1.0133827715181583,1.094080988048194,1.0752435319940237,1.056800685396068,1.0709118113067129,1.0439205638607207,1.0491988918530504
Latios,Dragon Breath,Dragon Claw,40,1.1775791608159336,1.1806710630693578,1.2424445633263612,1.2644165248239863,1.2526987537288088,1.2676780948847943,1.2667729553875389,1.1500431064553436,1.2198748977550589,1.1412508163322868,1.3267361979723449,1.193176191082115,1.2790369314741181,1.3270203026178544,1.3496920046566636,1.2967101268046883,1.2929655171694454,1.3412145693668427,1.2929655171694454,1.3412145693668427,1.2970586781167666,1.2943329113820228,1.2489795682740312,1.271401768214298,1.271587727331654,1.2975782762040258,1.310371580477679,1.2569360176254898,1.2960988840165897,1.2115570658012609,1.2370702015989117,1.266965502575337,1.2502676362543956,1.247107618166869,1.2367530561810194,1.2427433860339723,1.3060678808601058,1.3153721619212997,1.3182343337440694,1.319657930042947,1.2156546470472267,1.2198907113525321,1.3561839238969524,1.343923981763833
Rayquaza,Dragon Tail,Outrage,45,1.0513169070840973,1.0397514839329778,1.058515067614879,1.0652089954676593,1.0861277353141439,1.0914926005962324,1.272218172213756,1.0661719291530847,1.1645922786356349,1.0475197601230626,1.3166241220944106,1.0345222442182516,1.0739660172542542,1.1172408045529154,1.1757191781173806,1.086238696134209,1.0964945058870803,1.1045466101926948,1.0964945058870803,1.1045466101926948,1.0502625576082014,1.0528020118784307,1.067576589101176,1.059685175835568,1.068838832283648,1.067079537785544,1.1073229998122525,1.0370163372484427,1.0973970410846219,1.0021995674588182,1.0761594085532973,1.0598899604568361,1.0417322836706164,1.0465337735887568,1.0954535117769981,1.0803217037468502,1.088411176606724,1.0823130153318679,1.2202868140473337,1.1245023553160851,1.1088073552778337,1.0667315238846342,1.1250778675507416,1.1228773485892245
Garchomp,Dragon Tail,Outrage,30,1.254203364320536,1.2283667980941582,1.2740861008314255,1.270456453670765,1.3222942287926616,1.3176852007446658,1.4519508631211635,1.2322991517596842,1.3482379698114353,1.245802696011959,1.5925089813914743,1.253874441431171,1.3050592105611583,1.3484906092251954,1.429512786815847,1.317107484466657,1.301302060041362,1.34155861799572,1.301302060041362,1.34155861799572,1.2570299776812364,1.2618533687298534,1.2601029789133003,1.262076179048949,1.3116697749411936,1.3134762771402597,1.3563147807020965,1.269011653353376,1.297838409637549,1.193041703508007,1.2597100505942629,1.2417022342229722,1.2539970110571521,1.2477227039805643,1.2190926607271872,1.2351783056332015,1.3153647937758168,1.308306909358583,1.450781045966715,1.341808923851936,1.4248289321471634,1.3311489971073227,1.3465363962155414,1.356103081583142
Shadow Palkia,Dragon Tail,Draco Meteor,30,1.3239247962632539,1.0343849795256392,1.1701081088694836,1.085333146715076,1.2040139505823388,1.150578237874021,1.2927371009719382,1.0257538936084465,1.4318561606238187,1.0140388541623726,1.2141056392260667,0.9973502622932751,1.1469020427045613,1.1343603880679483,1.1090973450236274,1.079272812462432,1.1027624804983047,1.084191938143217,1.1027624804983047,1.084191938143217,1.1238313748595394,1.0769394723147994,1.1580424429786644,1.0906631157149214,1.3606937218551438,1.113571515811141,1.1505849470337564,1.0473191168940335,1.1294162440118172,0.9910632568440015,1.2928839794297482,1.0729956005980776,1.1539639866667295,1.118755721043864,1.236896822633287,1.0901509913799612,1.1799666871051329,1.0882369155274079,1.3638769181094126,1.146600888853507,1.2958559690718248,1.1154312781076736,1.1425010315197668,1.1281284520927446
Shadow Palkia,Dragon Tail,Outrage,30,1.2971712393267016,1.0187166745782608,1.1307483030237335,1.0547618805040764,1.167843474051356,1.0943701321030022,1.225065566401329,1.0026790325976969,1.309490011998186,1.0121081333816442,1.1287538696228867,0.9843904555890353,1.1184379415970556,1.0815065256772511,1.1315818784684797,1.0666304641559181,1.070396459068409,1.0711480778101672,1.070396459068409,1.0711480778101672,1.1068596820510297,1.0533037625662658,1.1720966776327182,1.0572425838186041,1.2232311493293173,1.0887533957239202,1.078141629741954,1.022998992480695,1.0631375774880698,0.9723918149899432,1.2604323260864991,1.0477276177860848,1.1956354290475422,1.093901269110053,1.1772398762931315,1.0691999822465361,1.0888260120747038,1.0545315559472606,1.321286346563424,1.1270051528305916,1.180701265275039,1.0980826916762714,1.1130907809484554,1.104451034297343
Latias,Dragon Breath,Outrage,35,1.4408164493580295,1.4185358467615485,1.4006187352816122,1.4144479164422321,1.5207107179699537,1.512506549057419,1.6094267662819408,1.3455185607372195,1.502900718806343,1.3404367621820643,1.5567949120788784,1.3212772200865779,1.412406611525421,1.4624940805152358,1.5647536191379419,1.4975595671727826,1.4703269922238336,1.4897720241058297,1.4703269922238336,1.4897720241058297,1.5206753294273219,1.4609810664158653,1.4316264426450018,1.4242659537077305,1.4499211746026321,1.4431838124063925,1.4914487823692322,1.3912988341448074,1.4858984202400947,1.351208404045264,1.4216305997831857,1.4150936213107772,1.4686269599400015,1.4400409088982151,1.4617076544425527,1.4577370098865745,1.479666004628438,1.4687674521849523,1.5141464026682223,1.4946176460152205,1.4587253799773576,1.456337764621796,1.568152436782574,1.5497212034241792
Mega Latios,Dragon Breath,Dragon Claw,40,1.0024832600775533,0.9924795358209678,1.0,1.025768852466409,1.0,1.009895999907612,1.0,0.9343913562649862,0.9999999999999999,0.9331187907216919,1.0,0.9807788556505511,1.029631557067907,1.0672643777352064,1.0585292875571939,1.035944983143741,1.0395991783928908,1.068221865210853,1.0395991783928908,1.068221865210853,1.0575021439318755,1.0516675620601066,1.0,1.0123074291725733,1.017891718664612,1.035338455247308,1.0452997794814365,1.0076972555446055,1.0323357272322942,0.9741091266771399,1.0,1.0174462887444307,1.0211623015330957,1.0179205075184132,1.0,1.0115151345991675,1.0459177500133825,1.0540095716648465,1.0,1.0188154315395657,1.0,1.0246562396216243,1.0799305054637685,1.1075317269188707
Palkia,Dragon Tail,Draco Meteor,40,1.12006315397923,1.086852876479125,1.1272200376788497,1.1288292861055527,1.2204667618985443,1.1860189202062608,1.1140658038548543,1.0711257579898417,1.0716170213689213,1.0464864082030274,1.2947794390695073,1.046789854050044,1.1678916903499408,1.1921562090993938,1.2195540823382782,1.146825053507448,1.177014140831511,1.175015769547394,1.177014140831511,1.175015769547394,1.140001827240557,1.1309912187648947,1.1430492008076278,1.1435729649966746,1.189399849435571,1.1646268528241044,1.2196285114966972,1.1017624489817137,1.21232082740598,1.0388492600286454,1.107053870812147,1.1185253170284002,1.164234454330827,1.128749197287499,1.1766929963957724,1.1671499604893916,1.1478405075249625,1.1322042375358718,1.2559963423259692,1.2238519902927534,1.238073732115454,1.1724064980342526,1.2004757924679763,1.207896238228695
Arceus (Dragon),Shadow Claw,Outrage,30,1.6208440713048067,1.5988193699354296,1.6146698206933705,1.6229263980822413,1.5949157867223887,1.612291087130569,1.6899733275474038,1.544086777849533,1.6834651217284329,1.5749993491038243,1.505628492542942,1.5194767580256894,1.4782636403057712,1.537309034962629,1.7326509999188269,1.7083259952179808,1.4878610079002892,1.5605732370636909,1.4878610079002892,1.5605732370636909,1.4391515224422504,1.4327650660768463,1.4232901609751465,1.423573433985798,1.4444402875730573,1.4464540659690626,1.6479466820543798,1.5708253680524609,1.644633322161697,1.5048713022651907,1.5676796925158463,1.5803390304789817,1.6412158392512937,1.6408564831169998,1.6329435654903777,1.6410211170131719,1.631858778040121,1.638862599799533,1.5340923310614265,1.5348560718675182,1.4476719215279137,1.4346686734591463,1.667822901731893,1.7206850563423939
Shadow Flygon,Dragon Tail,Dragon Claw,30,1.6980659659513349,1.4116233459752916,1.6710412279926719,1.4871324985729437,1.6752799508458331,1.5103631954639396,1.5664086893056095,1.4124862152148188,1.66953089912628,1.4194955880087567,1.6222605205124276,1.4231504219688687,1.4991138450557806,1.5083894747152378,1.7273880042621008,1.4984345924751525,1.4858448526867425,1.496296796571926,1.4858448526867425,1.496296796571926,1.5590399195102813,1.4645686208571533,1.6241510871731741,1.4692176214249981,1.5640428737630645,1.4998492584118286,1.602589218643686,1.48577906195334,1.439246200714047,1.3304002533746506,1.567314702093043,1.3935838232189166,1.6503772290809327,1.4579875847133186,1.4478388131900917,1.3988405340864218,1.5564186445328758,1.5228194572659546,1.675413366623564,1.5433194121664815,1.6452554359360096,1.5343708097046551,1.588963701105645,1.5620540834400896
Giratina,Dragon Breath or Shadow Claw,Dragon Claw,30,1.7429783282658404,1.7661268681807754,1.8161320237319185,1.841233404155853,1.7118094913076363,1.7483064367306258,1.7230538784822516,1.7398871573058134,1.7344851845182174,1.7578729689327253,1.639044866418122,1.6930130242078472,1.7287514430972013,1.843593783291191,1.828874601969321,1.8632551023448747,1.7887586791181989,1.8589112219463078,1.7887586791181989,1.8589112219463078,1.7743496891868369,1.8025804988321155,1.7408973820472216,1.7797020254333518,1.7450795611288665,1.812644410754102,1.7558954075394597,1.7418096318365706,1.6686498826978193,1.6719507374492486,1.740330808055846,1.7536172705357174,1.809454304658637,1.8407301294964329,1.7701501128580377,1.8427397255259577,1.7792167164223622,1.8309640898782364,1.7984526316228084,1.8340280976386332,1.7603580711764097,1.7989264636963618,1.8705854664483619,1.9608315088261197
Shadow Rayquaza,Dragon Tail,Outrage,30,1.2927720913352434,1.0310488963665645,1.274280179365087,1.0670795205892771,1.1769085715053371,1.07670211269116,1.373874575895843,1.0904649928859946,1.3175560258883103,1.0293943085638408,1.3254778365717124,1.0279072196508892,1.0919831334622734,1.0883694906161507,1.2400290168089936,1.0694427519114207,1.1061045032716434,1.0917681528416607,1.1061045032716434,1.0917681528416607,1.1469401580995968,1.0425756163177595,1.2197288329948528,1.0397149655950833,1.0894192014666277,1.0489438605603314,1.065432420527641,1.0303109053817607,1.2173576671295379,0.9989847068221513,1.2477477429524533,1.0403401102423155,1.4311408749317662,1.067151905392187,1.1553879246246492,1.063589704638184,1.08408234674901,1.0482891388120437,1.2878920062735963,1.129728066087416,1.1347652784129725,1.1111861557581166,1.1070671295677879,1.0948846372888141
Mega Altaria,Dragon Breath,Dragon Pulse,45,1.419268027460849,1.4043713178845316,1.457869063352834,1.4624429922144222,1.5628894523821366,1.588912501764681,1.61338779190196,1.409067033791578,1.567466636146868,1.4100891619277809,1.37315320633728,1.363703088802309,1.5331532758517439,1.5612247136808437,1.5015647910204073,1.507670650997864,1.5281893273997942,1.5632264324472749,1.5281893273997942,1.5632264324472749,1.463794834605111,1.4633018555832906,1.4929582715137348,1.500490380039608,1.514064820654505,1.5183150769099945,1.45826622702915,1.4370219456859321,1.4027326048650455,1.3918016033803982,1.4772439877332804,1.4752938236269963,1.6317063456549374,1.4994295311321608,1.4699718003613835,1.4579874801474635,1.5650417716146545,1.5478989378063717,1.5852035687581407,1.583763952277665,1.4752444562489473,1.4463228504607475,1.5055847264680975,1.5647894915169425
Mega Latios,Dragon Breath,Dragon Claw,30,1.0489768249875444,1.0594875549644613,1.116001006803271,1.1367621765768365,1.1683002995302592,1.187600451286915,1.134974834833259,1.0320511056309767,1.1006466111090618,1.0251248093416618,1.1616569675429202,1.0247157275266123,1.143588935380847,1.1906940374369255,1.2019965496301488,1.1527143149248533,1.1490628625398738,1.1857120468911633,1.1490628625398738,1.1857120468911633,1.1165320386809965,1.1091691364032796,1.1045266669095146,1.122000315583139,1.0794208605098932,1.0951644724638419,1.1602372578999494,1.11416159457975,1.1037931019430403,1.0262258769047357,1.0778164143797104,1.0746933636883702,1.1212844289737474,1.1182979066932746,1.103776317336761,1.102318336994604,1.110510730549849,1.114251085270127,1.1576872427308296,1.152834162936324,1.088930966577823,1.088913883957456,1.2099328505015114,1.1979734633323875
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,45,0.9525462737749436,0.9094318721245052,0.9944794511418983,0.9357989212774376,0.9545034771576655,0.939917727576652,1.1869184868770126,0.9461168241476368,1.1072472949839771,0.9205502025371932,1.1708537508327856,0.9130091751431207,0.9690948916468759,0.9621276355274658,0.9632248628020743,0.9351888404476234,0.9538586302775832,0.9587112440067246,0.9538586302775832,0.9587112440067246,0.9226947947794689,0.9176676618520473,0.9871671061052987,0.9231802528370485,0.9478548216257541,0.9179636452765413,0.9775097157931801,0.9211575155161773,0.9507595661783643,0.8690824238796878,1.1288070465456572,0.910133224038979,0.953071346814193,0.9251262227790835,0.957176631865912,0.9351426614364107,0.9540217069116843,0.9423194939735228,1.1479351965796627,0.9693797133205326,0.9646146285469311,0.9422803790542271,0.9609459195283124,0.9562773861607152
Garchomp,Dragon Tail,Outrage,45,1.117918199396607,1.0914454324006702,1.1251133447030173,1.1150825020274973,1.1544263143542848,1.1587247350150616,1.1825207430481908,1.0716710690507598,1.198363050359837,1.082131110016641,1.2800515439972047,1.0937781628766075,1.1368133841434689,1.172893127554574,1.18511727455717,1.1532926988406635,1.136673409088005,1.1944309181696737,1.136673409088005,1.1944309181696737,1.1104950249844387,1.1146611676294993,1.0964794758634835,1.101050553536943,1.1529970324801488,1.1487263508176209,1.2073433841331807,1.1221833597159832,1.1291408979376447,1.0464837719453537,1.0915923695710528,1.096623154232026,1.1200756499289009,1.1082927201368706,1.086179065646178,1.098750897396418,1.1513417082219715,1.1510617186936152,1.1638126199847547,1.15096671184841,1.1310683805134842,1.1376192918591224,1.168381868829699,1.1903030611435728
Shadow Latias,Dragon Breath,Outrage,35,1.1757647736009489,1.1772428464180842,1.2551897774616252,1.215566857688714,1.2267943003226274,1.2232178963025253,1.522382341564842,1.1767419072190353,1.3259948948043296,1.1566039925971408,1.5614144245287565,1.1542997717394972,1.2516037533418136,1.2739153149794435,1.3346527898367189,1.248308465941726,1.2778105844628433,1.270228893774399,1.2778105844628433,1.270228893774399,1.2986735190465903,1.2428368524801714,1.219600845505048,1.2169281445116593,1.2391863101418816,1.2427229276861391,1.3054965886504022,1.2105992270553425,1.3242648909746921,1.1544940291565156,1.3533763768566671,1.2124984380184163,1.2213247804872431,1.1981634827700083,1.2022610042878275,1.1943143159265501,1.2693858792776411,1.2695824223390808,1.4361194741146346,1.2699147744455486,1.2801046988330989,1.259427737081086,1.3092200692825076,1.283455593339075
Arceus (Dragon),Shadow Claw,Outrage,45,1.40761648936098,1.3776363596048034,1.3839588802926834,1.4170565635372532,1.4219135291093965,1.456553500054325,1.312986787727429,1.3296000006827056,1.3584989683295616,1.3548527564368205,1.326360293810017,1.3831007015165717,1.3341785652408553,1.342509288869751,1.4450836339648738,1.4893717717001855,1.3061795504107905,1.3695290361762154,1.3061795504107905,1.3695290361762154,1.2304217553721326,1.2539368831923943,1.27128308890557,1.281550504892747,1.2576919373415207,1.2734019932696201,1.4073113230653942,1.4173933642087317,1.3173451536035317,1.3488449966994362,1.4224026559136436,1.420317648123379,1.3813553633755846,1.4282571286365429,1.4476020698342567,1.4922868978063948,1.4720521359321639,1.4932918361747,1.3222604460706986,1.3270526543512793,1.2538533923318003,1.2672903018681396,1.4978149421734046,1.5640519707858336
Tyrantrum,Rock Throw or Dragon Tail,Outrage,50,1.2433295758917966,1.2210467106849963,1.2706417357591258,1.2586141000003284,1.2921336599279234,1.309549945710288,1.4303787010374778,1.2298199705455222,1.4715273061793912,1.2270260770704464,1.3639279157314508,1.2076628126968352,1.2608471993947854,1.2636032917136641,1.350744788739341,1.2891922661572972,1.317062167871428,1.335353121822785,1.317062167871428,1.335353121822785,1.2705766197052173,1.2551352978219839,1.2696904949240428,1.2511076064218216,1.3069594780766605,1.2907989689754742,1.3519061089580446,1.27166186500441,1.267622609516391,1.1593350176474668,1.2436254295924605,1.2349166060250287,1.2565775976352234,1.2485818091608927,1.292630344970851,1.2606969881797618,1.2733341399825133,1.2686220777868433,1.3272851669707955,1.3048661780399131,1.3673828155039918,1.3122383843804788,1.3044005714598303,1.331019845464981
Shadow Haxorus,Dragon Tail,Outrage,45,1.1657610945965697,0.9040848714181182,1.0321784547106383,0.9277668759385542,1.0404717253946936,0.959475740735809,1.1312006465221591,0.9125988616311586,1.2306472294604285,0.9205189595207668,1.1991595535431159,0.9035721571237848,0.9638688093770809,0.9498810457821405,0.9885652811414375,0.9474590666739278,0.9367554967857242,0.944337083169597,0.9367554967857242,0.944337083169597,0.9716859164864489,0.9274219253374015,1.0312856916162016,0.9138381953513333,0.9862636011326513,0.958862083900069,0.9523429772465392,0.8996433593600823,0.9489879807097691,0.8698326049135476,1.0971341408239508,0.9158494302981086,1.0909831115046822,0.9630521314339338,0.9292776124702526,0.91623403274965,0.9771460544868145,0.9576985002805664,1.162221394095872,0.9911221536776423,0.9888634689500883,0.9734032111800341,0.9646418347100358,0.9695419034497499
Haxorus,Dragon Tail,Dragon Claw,30,1.434744191539919,1.2378977725506453,1.4566620574406766,1.2921625732297113,1.3541542883687563,1.3071143209119447,1.390128675062665,1.2257032027210937,1.4669734195698443,1.2142832656762919,1.4329668065775727,1.2290001347461188,1.3438558789002475,1.3353577772383454,1.3382376604067492,1.3080088036834085,1.3029751575194601,1.3096580035635659,1.3029751575194601,1.3096580035635659,1.3252292822362144,1.281853507709497,1.4290505825355073,1.2796340488609694,1.3219508410473981,1.2989471432150341,1.3034816500123068,1.2456014254428718,1.2624928883885633,1.1924468745043697,1.4089253845516285,1.2518385758884794,1.3915662981647128,1.2821083037762422,1.283835150851823,1.2600283048782217,1.3230624640303559,1.3055186433166879,1.4690497726337668,1.3356020222490042,1.324979617880628,1.3054641831252043,1.351655244679033,1.3507130738186501
Salamence,Dragon Tail,Draco Meteor or Outrage,30,1.3655720308782957,1.2283246230378078,1.360297667255082,1.2709446563849582,1.2917706129446378,1.267265884307174,1.605145882442797,1.2816882049601546,1.4731227611883628,1.2353590668752426,1.527441378946193,1.2166662771436247,1.2916573282799446,1.2866046184581075,1.299307871014941,1.2829201554824199,1.3135830888912243,1.2927049643500013,1.3135830888912243,1.2927049643500013,1.2686307338216303,1.2363433703976092,1.3145094315592267,1.2323507265348586,1.3090355748063858,1.2597781425635053,1.3184384830386255,1.2419597400164317,1.2882153626327684,1.1875619916683198,1.5179165941121469,1.2474902219319197,1.2952129942340775,1.2527727927172583,1.34297074933802,1.2691959556877201,1.3077085804362243,1.2869344049516778,1.5483843776261679,1.3154317077904383,1.3209303377428583,1.2868395675069593,1.3135115307583716,1.306488409873584
Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,50,1.2618277275654268,1.2199562682677503,1.325153307288061,1.327592873342712,1.4212043807920713,1.3734078690504332,1.4977197101146882,1.250098778959783,1.4045999917553151,1.2449704710101692,1.6517563016893468,1.2351654477480807,1.309555196369177,1.3632052101825207,1.3822102506193303,1.2984155835882407,1.3207315505422144,1.3050344948255808,1.3207315505422144,1.3050344948255808,1.2760888713303677,1.2762611149539362,1.261015672918393,1.263059310924305,1.2754870521677402,1.2646278740944563,1.4258560565026586,1.2771566841477966,1.388030375856849,1.1779688704214681,1.2321186502755552,1.216429790416923,1.5292061742525944,1.3314522253257821,1.268905402864073,1.2453837104647976,1.3534300537066786,1.3393378096740554,1.3688295352519437,1.3028729724085628,1.3798808800309457,1.3066549815869415,1.3643614479187471,1.3693402217226824
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,40,1.0,0.9768206433325173,1.0141778098977936,1.003231301805426,1.0124979937435439,1.002484034205229,1.149543611337435,0.9863236476616375,1.0704183960616442,0.9944462826234587,1.1452830923628379,0.9752543224794901,1.033493473449776,1.0252701837043752,1.0799537416168241,1.020054406516863,1.020134902317465,1.0279460630630655,1.020134902317465,1.0279460630630655,1.0,0.9942873670693886,1.0046852371442607,0.9822376187095155,1.0160510351721341,1.0055173088650853,1.0589012401145044,0.9936455703441023,1.0239927945371183,0.9392575016890835,1.0949323867915037,0.9921704484997247,0.9999999999999999,0.9862222609513013,1.035590478835629,1.0099177804143602,1.0262222532729879,1.0151248496742968,1.2274789956396897,1.0585741318892636,1.0517365395486675,1.0208116469670416,1.0514416469373935,1.0398001671634498
Druddigon,Dragon Tail,Dragon Claw,30,1.8820682249414775,1.5977085187731042,1.9033905898411858,1.6843480784582794,1.784917995077513,1.6988982971154452,1.8439033220665582,1.618029869648042,1.9416313736295923,1.5936086334868724,1.844614757383409,1.5823072286531994,1.7695498968407748,1.7623159183551376,1.7518986795502394,1.7092261944516656,1.7246792699618743,1.7319103408334406,1.7246792699618743,1.7319103408334406,1.7059631608254207,1.6649624572694557,1.8885903359421,1.6771523624834834,1.7426297107137096,1.7079283510068686,1.7145884156673954,1.638173854764063,1.656661100249349,1.562161619463674,1.8555150940015093,1.6404935582992362,1.8134360072622258,1.6705934812679482,1.6839092761391157,1.6482588564847502,1.7511457688158245,1.7368883185332737,1.971034114109709,1.773411586701158,1.729135357394863,1.7007291786414722,1.7649028844812358,1.7800607335091476
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,35,1.20597614213175,0.9822102716173183,1.138169162435326,1.0168724728661673,1.1243282723427444,1.042313568987058,1.311107694027585,1.0230377388962741,1.242878653425992,0.9799015736499871,1.290608714871153,0.9993844381793751,1.0352523395532276,1.027686165722527,1.0328264981828532,1.0253552144459321,1.054419762795759,1.0476899796945076,1.054419762795759,1.0476899796945076,1.039200974133382,1.0110648870892924,1.2145859734482345,1.003422009570063,1.0549380401530155,1.0348717451175984,1.0407778892800466,0.978251809046,1.107300575379686,0.9803804402918076,1.2209739718739394,1.005637581238884,1.210731592304218,1.0473849628593366,1.1019345327292884,1.0352035631385013,1.0481747106249633,1.0274634750819527,1.243024446719477,1.0736073512498316,1.0623200739574117,1.069972662336111,1.0515154329351009,1.0617869526849408
Kyurem (Black),Dragon Tail,Outrage,30,1.0928230905718386,1.0712603689774405,1.0952295373943848,1.0897581484172996,1.1090524412458516,1.109084635622583,1.2058029225344677,1.0641159187093965,1.1625423353720847,1.045067725747066,1.1681686386631338,1.022173729007954,1.1054759795354165,1.1548949257626628,1.211763726728242,1.1086987749029262,1.1370556331900277,1.1404202900553675,1.1370556331900277,1.1404202900553675,1.0869117173965148,1.0857980006069536,1.0737620096792553,1.0764916785308682,1.0959229741226768,1.0851967696176656,1.1469386129024457,1.0780989416348608,1.1138548498886152,1.0345254487772393,1.0816972764363957,1.0684058967244392,1.0965641549812137,1.0872774190104302,1.1877846102176675,1.097251644826398,1.1409290982890188,1.1455549620598209,1.209377355066983,1.1344305717033436,1.1584089624302114,1.1138747839063723,1.1231174838465912,1.1423495581957372
Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,30,1.2814854670276588,1.249971377979462,1.3295219115276913,1.30464111032073,1.29211254267935,1.2887974646103433,1.481544655450241,1.2656975874679155,1.3822792431379272,1.2580671529584315,1.4661973346813715,1.2565944086996943,1.3643177852371062,1.340951613955487,1.3912366976323147,1.3250631660174532,1.370547048793418,1.3542228618410332,1.370547048793418,1.3542228618410332,1.2939717921447793,1.2752453104622965,1.309822359629273,1.2874351101189148,1.3376934629943729,1.314888912880637,1.3677045575102778,1.2789720283928898,1.3139867754341052,1.2064387911545862,1.3902100950774707,1.2727225167914606,1.3100863344444393,1.2884181997363282,1.3366291937410804,1.334978853702764,1.3546823721202867,1.3344853976228586,1.5411471635362655,1.3572594702371814,1.371639883529357,1.3287693759317554,1.359034658640107,1.3555437667582204
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,35,1.3376451294824008,1.3095545056038072,1.3808024039460185,1.393303934276969,1.3113597599044255,1.2805241932727893,1.3251997500444292,1.2609027543542213,1.3499885550755797,1.2542789372167245,1.4148571013080182,1.2891483785598437,1.4099143898608024,1.4540230410179193,1.4848995457389782,1.4138014794051554,1.4504747552949564,1.444707599083476,1.4504747552949564,1.444707599083476,1.3913011160293196,1.4080779525427807,1.3036180989346875,1.32125826559767,1.3474955741477708,1.346047558684487,1.4727544905989192,1.391181316885116,1.3517177724565652,1.2597720695189423,1.3142511270980297,1.2898564852588228,1.3263969029297502,1.336847866420266,1.454582475592419,1.365760157109004,1.4607446070279502,1.5015732766063066,1.4087147406867035,1.3626527070755345,1.3783002817051764,1.37631155465402,1.4549776076459255,1.4572381052943149
