Attacker,Fast Move,Charged Move,Level,Arceus (Grass),Arceus (Grass),Arceus (Grass),Shaymin,Shaymin,Shaymin,Mega Venusaur,Mega Venusaur,Mega Venusaur,Amoonguss,Amoonguss,Amoonguss,Bellossom,Bellossom,Bellossom,Gloom,Gloom,Gloom,Grotle,Grotle,Grotle,Meganium,Meganium,Meganium,Tangela,Tangela,Tangela,Venusaur,Venusaur,Venusaur,Vileplume,Vileplume,Vileplume
Calyrex (Ice Rider),Confusion,Avalanche,40,1.3692895698729184,1.4055272718915557,1.3692274179784845,1.4601148745321733,1.4932459167487226,1.469447583586924,1.219715130569206,1.2685049994352153,1.2492751648518137,1.2235360900359462,1.3044174374493842,1.2206596408223578,1.4562697582746909,1.5294085436506017,1.4570451858041935,1.2547975738954875,1.3213277739974365,1.25977895487128,1.4277333111561494,1.5162967829237304,1.4495429468013818,1.4903517577016148,1.542179378486021,1.5013358950903481,1.4777133711080175,1.5418633851158896,1.49144784082421,1.2179435802855139,1.265691475887777,1.214319364787578,1.2014553169155033,1.243396334182365,1.1994148597936614
Magmortar,Fire Spin,Fire Punch,45,1.4489954775004146,1.4352509157911775,1.2198343482144818,1.49947463612505,1.501711081578229,1.2448462999715335,1.4560904922745144,1.4681424477875686,1.232110146787078,1.4720394573263431,1.525972091982439,1.2285570556810594,1.4803054804260167,1.54301460022313,1.2288597761089042,1.4834623811612897,1.524717225825545,1.2499229768990276,1.4657462456112111,1.5380147555741637,1.236071582468381,1.4754596099317279,1.5162701962597132,1.2757027289375475,1.4920503420850502,1.53993120383948,1.2643175477438502,1.4502286264329833,1.4722778255887485,1.2261402260703813,1.4752459121457069,1.4892096770692673,1.2386137089178655
Moltres,Fire Spin,Overheat,35,1.4753666662003608,1.3980997208160881,1.2284872009064982,1.4108750711739324,1.4157059372142065,1.1737071939634796,1.3984663493816025,1.3865232448347327,1.1747701560314496,1.3907451018001507,1.454438349814586,1.158181840785417,1.381881010996875,1.4436146301505826,1.1668870472848585,1.3992147711116338,1.4652462946131035,1.1748186877921738,1.3896621659297925,1.426738633246645,1.1431107584692226,1.3964646069640576,1.4404374077975015,1.1826671123466792,1.3988301691009544,1.4432262892562642,1.1795897448113626,1.361213303076066,1.3929523477554866,1.1662019484031727,1.3878608451910632,1.3915418511222966,1.1642794027788785
Arcanine,Fire Fang,Flamethrower,50,1.382565294462086,1.3762605243541497,1.1408913500950264,1.438389044762057,1.431548075215299,1.2030685877839007,1.4377682518518073,1.4168517719663596,1.2091906918094801,1.4386891410212694,1.515225622664564,1.1787082596294562,1.4490112317488602,1.514420296805253,1.1913291835539521,1.4382140677351862,1.496925618198465,1.1957970192375007,1.4140736170920178,1.490945092305156,1.185483170214539,1.4709321509912194,1.5082197677641183,1.234345712639663,1.4338734074101298,1.4925303485548824,1.2071251437832005,1.4042602935999846,1.4488993812518947,1.1922431951070713,1.4079050292249937,1.4450853651776996,1.1732468090955033
Mamoswine,Powder Snow,Avalanche,40,1.3912782506340093,1.3975466488937562,1.3886117145329515,1.6763752536081789,1.5343901592084217,1.7963949889955015,1.5944106579089823,1.4850315257201678,1.6381121840347224,1.4140848109628747,1.4797558536862596,1.4523738864498532,1.4705075974919486,1.499378807334189,1.4703688773778594,1.4484157187392481,1.5115159990930236,1.4540984367260812,1.4722964207811888,1.4954511913631083,1.5790680917299424,1.5600816724533793,1.5114634186381175,1.5693140893657873,1.6049608094756853,1.5330981395713177,1.5984026152393267,1.460153435233277,1.4335499555601172,1.5034627038631465,1.4978819409233264,1.4642056832152615,1.5202236712364698
Shadow Charizard,Fire Spin,Blast Burn,45,1.1770819385795395,1.1384713231958463,0.9928035200754615,1.1514851022821633,1.1437702945736137,0.9759216765752209,1.175465076018029,1.1616482935620895,0.9824248844537359,1.1606035459556996,1.21119968156373,0.9705539023983065,1.1545309698337134,1.2051831661695116,0.9673248869498227,1.1776633350905334,1.1962628127885502,0.9834026302543991,1.133443607876288,1.1887073098246512,0.9712581877731624,1.1614572117354935,1.2118042870878074,0.9870901263224824,1.1715806364675048,1.200507357994903,0.9879103286196549,1.1428622957146706,1.1546543993680534,0.962328062904773,1.1500081840293068,1.1552319267303977,0.9618699460224691
Frosmoth,Powder Snow,Ice Beam,30,2.0584977227625814,1.9541797648619965,2.061063536822499,1.8986882417216902,1.9499526546116002,1.9854942145835546,1.9181780945935847,1.95596370897056,2.0382873846506566,1.867683336174929,1.9418725047241523,1.8871707745478314,1.8736333115621733,1.9175546894923474,1.8868065565572891,1.9151055906798211,1.925245852353275,1.9269472923673174,1.8542656376245286,1.9273282855958755,1.8737576824126116,1.8737776280136982,1.9312746068856852,1.9197127389347086,1.9386149813161577,1.9635514209141736,1.9684572338038133,1.8782662002268804,1.8988438088545625,1.9145058958878722,1.901583290878089,1.8990733139491436,1.962016856733508
Mega Abomasnow,Powder Snow,Weather Ball Ice,35,1.5012106629468789,1.483935384012774,1.4946781690971187,1.5606954572104326,1.591594249931501,1.5627993703425993,1.5889222732036912,1.5732988496153935,1.5680853994905875,1.5765704697867384,1.6312432956111564,1.5763538869471323,1.551797997615791,1.6246829678872234,1.5582108067032672,1.5767049603335328,1.6065236074515512,1.5741636849455558,1.5560333198888492,1.6274833235354231,1.5454446830303177,1.5411312682338851,1.6035353607839153,1.544324138291145,1.5717904995862555,1.6145266177511663,1.578644468879427,1.5252560519316223,1.573674210161215,1.541774227687957,1.5235204011677046,1.5587924757863831,1.5280919351707456
Mega Abomasnow,Powder Snow,Blizzard,35,1.7153276863707487,1.7060800440459083,1.7038370801000025,1.7740908963123108,1.7852870901231173,1.7825056497071852,1.8209870025745474,1.7995668251080885,1.8189696145754042,1.7465865336800082,1.841480941775713,1.7615262208203688,1.7211768755498393,1.8168164388156651,1.724231094347758,1.7475007106519655,1.7774472006499615,1.7531154397832882,1.6728982833003985,1.8113227820005096,1.6854966768478785,1.7205693721268889,1.7937179372519396,1.7325226184272668,1.7568485172400696,1.818295667690411,1.7727485669097314,1.7392966775756562,1.7612916733546464,1.7514976838959406,1.7370082502464614,1.7480562402897792,1.7419380247431986
Mega Abomasnow,Razor Leaf,Weather Ball Ice,35,1.9199159850275886,1.9422192223219228,1.8377554272992702,2.0524557052227026,2.134865812973098,1.8813887876697348,2.1813803173990265,2.2198145125906796,2.1619987283123456,2.278644612335365,2.430003516474149,2.204832399158888,2.0718234755553153,2.201448261409583,1.992604923014297,2.3048675735437425,2.4098937419203086,2.2139588888554074,2.0600122049667813,2.204873340732858,1.9679883901055648,2.157238436946787,2.251216651282987,1.9910950217931784,2.061139125914428,2.156241560254727,1.9984084332714895,2.2884498440874133,2.3876751424068297,2.2035430252009633,2.2042951319676334,2.2992126250078138,2.1345924488261483
Mega Abomasnow,Razor Leaf,Blizzard,35,2.4328784520780915,2.3317237458207343,2.288356312214346,2.4784087705586195,2.4884052801212366,2.2311964899255354,2.732023753141092,2.734504700451191,2.6939826448488775,2.747485410184278,2.894998392722675,2.668687751303582,2.3895455728119597,2.5167918321817235,2.290168694059297,2.822499934405764,2.8868297199979702,2.68951904931094,2.366698634533569,2.4801012386124768,2.2592907642985383,2.4820594067504076,2.562851863568894,2.2518520162177382,2.4154642466964558,2.483464661485269,2.317996214026587,2.8984349061876613,2.873531848418765,2.717699435553644,2.7569507692060986,2.7944644660566267,2.608947814552263
Mega Abomasnow,Powder Snow,Avalanche,35,1.4979268546145281,1.4927662489233333,1.4996563160114071,1.5589157717238367,1.5843958447311028,1.564088008893992,1.6071119484004524,1.576713619225075,1.585946343093553,1.5485957191367237,1.5948805553187562,1.5521390552406122,1.5313703587695442,1.5897994912333056,1.5392555020967298,1.5570314099575604,1.610394687107473,1.5572090013394972,1.5257648028148603,1.6116785896490537,1.518995009353181,1.5204483818722578,1.5872979648358083,1.5306793376710806,1.5575134400400326,1.619457908052023,1.5720299383290472,1.5243696316154227,1.5554002614419375,1.5400746747428495,1.5207531882991117,1.5599239286173572,1.5268508910225447
Mega Alakazam,Psycho Cut or Confusion,Fire Punch,50,1.2829546930675655,1.3019543373428966,1.1185235627624217,1.364957627121184,1.3854993576288475,1.2464956710004715,1.169465619686288,1.1455536014335144,1.0931415679298742,1.143879514584488,1.1626345539761023,1.04528470564625,1.3344969682526207,1.3899604933518177,1.1986878069049074,1.1201791587691017,1.151640010582155,1.022024608207632,1.3325596756881726,1.3868697833067722,1.1975364854708082,1.3414846246684855,1.3869976210582258,1.2112143168812626,1.3819350515306985,1.3978322787397384,1.2119478446157153,1.1258820796192843,1.1226835885258697,1.0391147208075222,1.129552000492895,1.1094626442133575,1.0377447505015964
Kyurem (White),Steel Wing,Blizzard,50,1.3627996930375887,1.3793262514813533,1.3626518075009941,1.4207644639307384,1.4342364852548353,1.4212648618573838,1.3526990011855453,1.390355821155265,1.3668643748803815,1.409185723114957,1.5076853164116337,1.4137791174715486,1.4153146937076755,1.50008790543476,1.415651506695708,1.4330916448296103,1.513780231925179,1.4258745602178577,1.4037323489115041,1.4679661681165228,1.4092060258923242,1.4275305174324948,1.5051005129588162,1.4345516224817658,1.4311068315081517,1.4996736200618395,1.4286497101888027,1.3626623990388327,1.4173274718485924,1.3678107852915056,1.3936835880149556,1.436551168402517,1.3974098395829344
Kyurem (White),Dragon Breath,Blizzard,50,1.310362279595593,1.3125267043308477,1.3116304480332224,1.3265749841917294,1.3618904419859996,1.33140027560249,1.2955077482782442,1.3322252992102734,1.30351059868199,1.3843777971953455,1.468140455614282,1.38790528252561,1.4029948460380652,1.4803572249571537,1.4026810038335722,1.4057281355505753,1.4676309229447035,1.4011955451832006,1.3806931543525915,1.4502153516698055,1.3878802008885152,1.3441227437328425,1.4466487128232093,1.3599622625480785,1.3757849098347081,1.4502201585142809,1.368247246496795,1.3392977268848256,1.4067003637003952,1.347766635608208,1.3409370833734158,1.3847533543098665,1.3426019980407136
Shadow Alakazam,Confusion,Fire Punch,30,1.9247944091273352,1.8031162879930933,1.7089244424815193,2.1013583933510134,1.88630686968788,1.9609672833385772,1.7128133592229364,1.628858092193668,1.5643661991186675,1.6070810778170868,1.607377580523706,1.4517348383132291,1.9244552230723098,1.8876198324992504,1.7563614347751146,1.5928769127880804,1.5581050701652093,1.4516355536113437,1.925631089312797,1.809015510818271,1.7028267931020515,1.9766066048990896,1.8382297662150535,1.7910015102656751,1.9596981976726104,1.9350189783193066,1.7530440284852513,1.5819766394267099,1.5482202650784498,1.4433750963847856,1.6057916836941755,1.5596492072390158,1.4844774164734083
Mega Blaziken,Fire Spin,Blast Burn or Blaze Kick,30,1.2434365800870126,1.1144364262061164,1.0380692344125646,1.1335510395994706,1.133384160367585,0.9586921751323211,1.1316973510752868,1.1031322263550396,0.9683578034327524,1.077176462178367,1.120950859937769,0.9123128543114105,1.0946749281129846,1.116814010869279,0.9294248849351437,1.124332643094829,1.1304174967154188,0.9407388099383804,1.0734492021807294,1.1059662810259074,0.9235644443319012,1.1125510924519517,1.1335330518612918,1.0032024650353355,1.1126960920981697,1.1254268195514558,0.9380030530368388,1.0975370582387902,1.093841915999194,0.9121603619854307,1.0912355880675038,1.0901714716058952,0.9197373778847145
Mega Abomasnow,Powder Snow,Weather Ball Ice,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Blizzard,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Weather Ball Ice,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Razor Leaf,Blizzard,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mega Abomasnow,Powder Snow,Avalanche,50,1.321196294068391,1.3504170272209308,1.3202071596584242,1.372309964026856,1.3911417218879674,1.3848725414909784,1.3858787700226283,1.38865040555574,1.4086626431193285,1.399996581205689,1.470808069775372,1.3997280948524502,1.3772092977604176,1.449098964988841,1.3695076107509465,1.3888736822289804,1.441926300493097,1.3842201005717183,1.3595250946309851,1.462465521229002,1.3632732829426788,1.4113359683024498,1.4678412779698047,1.3988307285574897,1.386905404686568,1.4542969206371303,1.3879666498805527,1.346660663743794,1.379903811140089,1.348483444934468,1.354521397764319,1.393695605813848,1.358242200040281
Shadow Moltres,Fire Spin,Overheat,35,1.2366977959059686,1.1886606766362835,1.0236115246798976,1.173135584640469,1.1594727671256067,0.9871302184901111,1.1837570225213405,1.167287008239155,1.0144906696538256,1.16681356382223,1.2309723006620918,0.9978517095747553,1.170880760797861,1.2103720836446472,0.9956973690531886,1.2089606195120683,1.249119232676906,1.003537964053442,1.1594782398380903,1.211612868929462,0.979474036521763,1.179709488575413,1.2147087433923258,0.9948131322385039,1.1931265482019733,1.2340087613317328,1.0105370546084225,1.185644925909755,1.188251639422611,0.9872252347050481,1.179988280536085,1.183792088189434,0.9829447618111709
Shadow Moltres,Fire Spin,Overheat,50,1.0842682763541018,1.0458686976280358,0.9034584231804582,1.0425949648627506,1.0464529081973009,0.8894709814458946,1.0485592623541238,1.0388896262934328,0.8839465187299078,1.0650854520978077,1.0955007556867427,0.9109091062472473,1.0463044847958038,1.1028571074342168,0.8729342868561831,1.0668981694453226,1.0942108532165982,0.9100960242330889,1.0543571098354219,1.0989646200785663,0.8996527386032415,1.0778412995786628,1.1061622400168123,0.8860003400008701,1.0811719541420899,1.114196248735326,0.8918483329333907,1.0301932155276114,1.052695404730843,0.8574686629555005,1.0311542996757965,1.0397838131918113,0.8812616699937011
Blaziken,Fire Spin,Blast Burn or Blaze Kick,35,1.5864163137731395,1.4361627600237414,1.3233428826088607,1.4724917508970208,1.4508999520042383,1.2781604657704861,1.4752876464292695,1.4530499554708212,1.278194327549065,1.4153895027918675,1.443707997669892,1.1995696759160595,1.4334208025413193,1.4626353687731999,1.2014663418613947,1.4720335622505343,1.4611530080370987,1.2122274530840804,1.3975999471355138,1.4391876083078066,1.1665149573281441,1.4693502696898384,1.4524831045336901,1.2819585095086878,1.4536957365245806,1.4537085316794016,1.2402270184107413,1.397349887715721,1.4061683967424852,1.181988247409395,1.4158169975821107,1.4093692925202523,1.2170887302347804
Darmanitan,Fire Fang,Overheat,30,1.51902892161467,1.4121897151604657,1.2493132815201033,1.4881311641990338,1.4501342496665561,1.3056964381654002,1.5104570667991315,1.4301334333522042,1.3710917140197698,1.44450519834335,1.449064626756461,1.2013843008965235,1.4061509180478555,1.4481248591231464,1.174648554760609,1.413925891230893,1.4283037124275357,1.1916775866270712,1.3784752914462641,1.416084652900336,1.148398030901963,1.4792028769582262,1.4402196904882612,1.2214385320064118,1.4316068774484023,1.428779129416537,1.2439684722116615,1.4031662248364594,1.395945994024512,1.217269366353344,1.4084502519912254,1.3998412879939273,1.1939730903685453
Kyurem,Ice Shard,Frenzy Plant,30,2.697036843483144,2.59462660900463,2.4613512641215696,2.747429781097486,2.7298421246939126,2.535390655350448,2.9185130270892263,2.898465930401748,2.929637863980369,2.8780920108548944,3.001855028913232,2.883127850475257,2.777140523165622,2.8085462679622832,2.576045949832429,2.9718036444272227,3.052060054301716,2.976277343200845,2.625089202316012,2.7139329313053926,2.4246418747605984,2.7292571651829176,2.767742864134175,2.5294186059299935,2.679967945126549,2.741671638431053,2.48971735258387,2.856924891269436,2.9019674710878434,2.8645363176560528,2.845465986299012,2.87574405082718,2.8591549014097395
Kyurem,Steel Wing,Glaciate,30,1.8321276332118939,1.7824568783761368,1.8354411185742234,1.777596019546689,1.7971910221131167,1.8087742630504624,1.790700960000161,1.7725308930605876,1.77064322122438,1.7235596219967892,1.8592489708097129,1.7314172989216148,1.760578140527126,1.8300125857164085,1.769157573203875,1.7756475468729538,1.878254118601941,1.7835966287885254,1.692379791613677,1.82130294827909,1.7142629874626356,1.7866100742496493,1.8536668764876045,1.8362149820793223,1.7979625484689405,1.9040725792362072,1.8159638259898838,1.6863308298018889,1.753300200303283,1.672349113030436,1.7678108779354371,1.8147962516136649,1.7486160678925275
Kyurem,Dragon Breath,Glaciate,30,1.7448821112458957,1.6954276390074081,1.7436579087786053,1.6598777070146162,1.6715961177320993,1.682971838590139,1.7199424690382268,1.703426283176082,1.7023260420783144,1.629550992427149,1.7728758631345638,1.6371866697213817,1.7266060047419,1.8153613929317833,1.7342216632397036,1.6870530497538871,1.769471720634778,1.6873695061389904,1.7214379799245032,1.8048218204062636,1.7347838561433846,1.656000168742606,1.7328467513000712,1.7077938603944558,1.6352715904266428,1.7121417570686692,1.6536518303271401,1.6458101166848191,1.7219245445055467,1.6324556900511227,1.600976674589913,1.643946268659674,1.5917402163603784
Kyurem,Dragon Breath,Blizzard,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyurem,Steel Wing,Blizzard,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.4291367481569266,1.4594162118520264,1.4291618287445518,1.6622709614012052,1.616551686436321,1.8710043917890384,1.655253068859842,1.5207513180268262,1.608774628054824,1.4593503136410781,1.5686354037906882,1.4776660601636762,1.4860226914836079,1.5533815696828361,1.503951508572631,1.4897435248177082,1.534373270274262,1.482349238379308,1.4747799719565,1.5632965499072053,1.502738919769384,1.543709253393631,1.5685270270213612,1.6075490771840355,1.5311441124496914,1.6032013627893604,1.5800653896387133,1.5408371618088843,1.5354448111743557,1.6110114832132665,1.4889555602529962,1.5298509923206633,1.5415382925694794
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.524287701319179,1.5662962866741141,1.5259483160034133,1.7526931904341996,1.743671941325166,1.9515108534739802,1.769613284946188,1.6564268828200495,1.7707316259736674,1.6187385004191355,1.6844804720244948,1.6465155381981447,1.6358527438463182,1.711090221971124,1.6588167084726892,1.636642876677909,1.6908349441635508,1.647017536060503,1.6322096479247783,1.6998615342442802,1.6654973203099612,1.679151157607497,1.731261564165908,1.7455080908564118,1.6903321522464616,1.7440341696867467,1.7142249211719678,1.6547295725327584,1.692500931671774,1.717396119621901,1.6245212856593552,1.6700985769586725,1.675343364568663
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.7563497353048738,1.7970725658340443,1.7546370609148516,2.0210602309946646,2.004156875349426,2.2552888997797305,2.028099638101961,1.8844807180443228,1.9795790894863876,1.802453939516645,1.9094263707145191,1.8297485498984132,1.8460167128808753,1.930003511051547,1.86784498406079,1.834402337973357,1.8948221342107343,1.841895250645029,1.8035556006306621,1.9218222187110272,1.850099068879147,1.8726581601515047,1.9391690968300352,1.942985962982478,1.886668722546984,1.9716693821560316,1.9396577864340763,1.8870669529750455,1.9165389324033393,1.9784683398010674,1.8482442628817002,1.8838622666306295,1.9157316345144066
Mega Mewtwo Y,Psycho Cut,Ice Beam,50,0.9727994532232052,0.9940015428058682,0.9727179662940882,1.0540128251245315,1.0879296503334617,1.069763371363296,0.9326750489452267,0.941923945436086,0.9321643962986315,0.9633703939516646,1.0041504606936336,0.9645687035576774,1.0730020971602154,1.1146024444426461,1.072012028838493,0.9370980720335853,0.9860512854121514,0.9437812138336584,1.0497106111667034,1.121639395697181,1.0495222987795638,1.0664127131298615,1.1016635015064762,1.058346884291305,1.0445085669865024,1.140121565636971,1.048870021304121,0.9289696882453272,0.9860094296824314,0.939734337871978,0.9350716489243898,0.9670817076202368,0.9506384597856837
Ho-Oh,Incinerate,Sacred Fire++,30,1.4075010441917954,1.4327220731154087,1.172605903031054,1.3579464815186346,1.4522865361967587,1.170517247094494,1.3857172113907552,1.4356126842966688,1.1678503685514392,1.4107954424363838,1.5073497417700297,1.173106653950528,1.4302520742152611,1.5152777234885906,1.184184994361482,1.4540334497378007,1.5236981721034646,1.1960415224691483,1.4358085651740804,1.5211134478285364,1.1906118968854613,1.4473104599161648,1.5169684526473965,1.1948435910529394,1.4480952219937724,1.5147412320119646,1.1909854295738969,1.3812775207972257,1.4493269747383735,1.1579779222071693,1.3822762199152983,1.4630383971610255,1.16676020673036
Calyrex (Ice Rider),Confusion,Glaciate,30,1.4653259377242014,1.481402244662631,1.4654703259677009,1.5868192500708667,1.5400869510331137,1.6463319567195356,1.3040019782552807,1.2713831396473263,1.3227066634891236,1.2358355355696689,1.292766230836992,1.2337185470923377,1.5332462486936873,1.5882249421726884,1.539015290379805,1.2603923898770162,1.3005798988783213,1.246975876559553,1.546162854356173,1.580607370970893,1.5306149416231598,1.5437608566370624,1.5645447079696662,1.5522792620465273,1.5219857357732416,1.5701576120342347,1.5539384361502113,1.2216498386441221,1.2476191912744696,1.2342038391271322,1.212155267833345,1.2362315243084385,1.2238950243982418
Calyrex (Ice Rider),Confusion,Avalanche,30,1.4931163279621573,1.5629381358828265,1.4925417227066249,1.6022577369413853,1.635913993177253,1.618617895891456,1.3543154254639866,1.3749298208743808,1.393425854140711,1.3463820276203062,1.4177159479206627,1.354564179205206,1.6070368774060992,1.6822053570828965,1.6075407193299143,1.3586512954260137,1.4155448371836483,1.3531001325519159,1.6018041133183554,1.6698816645479533,1.5785259619172773,1.6322013979125134,1.6781481195632961,1.6316576287348534,1.5991277994552164,1.660832301865099,1.6265537622205255,1.3219655987267944,1.370498115260382,1.3450823060077375,1.3214923214613323,1.3583927252648793,1.3458870587809628
Shadow Entei,Fire Fang,Overheat,30,1.2937391459010725,1.2542735422782765,1.0761916276801755,1.2875443055669031,1.3130006414420474,1.1309623135263949,1.2849712428987106,1.2821006443239795,1.0934709698914373,1.2799210214114205,1.318176086554992,1.0798085341985992,1.2618922449842676,1.303047744274222,1.0675904973966732,1.2998449455373062,1.3166983447681178,1.0768352665778405,1.277418877599203,1.32444368497033,1.0780238750448665,1.3103289084304637,1.3278206340922698,1.1033549913221083,1.298166678229347,1.3414613425350068,1.1054279925660906,1.2862081590018184,1.2838165538686634,1.0609034781483826,1.2477537495394937,1.2567291921857593,1.0677971372795738
Arcanine (Hisuian),Fire Fang,Flamethrower,40,1.4358849750293272,1.4188826848019633,1.2279557122786962,1.573470290191835,1.564763737910172,1.3535757921533553,1.5409375998219506,1.5441303101087773,1.3214299480766647,1.4781057304320646,1.5430822695111037,1.2501629477288552,1.4862808631159987,1.5513194683245122,1.2658211099434393,1.487883512885859,1.5500425589153681,1.26188644898699,1.4966596339672014,1.5560030763037629,1.2731817838485986,1.6043353239391993,1.553825585487981,1.3554269986170009,1.5467345758218953,1.5777732505509399,1.284326272157798,1.4539167186265984,1.4783003683567046,1.2547607894805444,1.4868584084768381,1.5220511105794738,1.2376957325603437
Darmanitan (Galarian Standard),Ice Fang,Avalanche,45,1.2879058109023616,1.2815356414135457,1.2882485955870155,1.4348106121524646,1.3542125587051945,1.4977768916980758,1.4215776133365645,1.3518268527205368,1.4574123737152822,1.2903921667874347,1.331228998834946,1.2817319611980167,1.3293255457670476,1.3520397418662504,1.3408683472762315,1.3102261356997518,1.3478251872930274,1.3181170363870993,1.3008120847035447,1.362649831490115,1.328493658733207,1.3318376240731453,1.3566750714374338,1.3778932608195955,1.332788109206722,1.360226471982365,1.378496918164655,1.3304379504958888,1.3062061226862118,1.3839220586265428,1.3107041543952862,1.3013634073582652,1.3601671395104808
Avalugg (Hisuian),Powder Snow,Glaciate,50,1.2694368059122239,1.3231426375984987,1.2694320595858806,1.5315014221599195,1.5062410375092845,1.5561382874965917,1.4265139501856416,1.424141686249785,1.5463205691958637,1.3260032385306113,1.4524031238012023,1.347696043433784,1.3849800693152865,1.460642989080957,1.4024730958572176,1.392387402194411,1.4635415777516267,1.3661752121157196,1.3945785371054316,1.440072693871353,1.39727934345361,1.4764233005028122,1.5022452409956937,1.510536834024263,1.401870843562166,1.4824159668328514,1.4259471853265469,1.3758707421616194,1.398278952612378,1.418533521575026,1.3583672218443292,1.4041770529652655,1.3837769769540635
Avalugg (Hisuian),Powder Snow,Avalanche,50,1.4051733957916572,1.4460575514551737,1.4057134777682074,1.6223454648260958,1.6271822052071476,1.6618019732150442,1.555164060779564,1.5626569289044818,1.6666737893241923,1.534694901467684,1.6105984399641962,1.5501288485855962,1.5320293481893805,1.6020413346679576,1.5546197534618469,1.526507576105641,1.5988538366784866,1.5199703800489945,1.5398489910696653,1.6147073925554905,1.5572142289065194,1.5784991925543745,1.6408967056908672,1.6075402078765706,1.5533746025998965,1.6116208757241048,1.5661789398262123,1.4909121300303922,1.5533035777671715,1.5423579059133654,1.4751674937144619,1.544138907554192,1.5037842397411072
Avalugg (Hisuian),Powder Snow,Blizzard,50,1.571544124847368,1.6292987227885614,1.5708610535445564,1.8809239954412718,1.872563010247188,1.900349121663172,1.7515996650842638,1.7649202915965714,1.889776623404483,1.65970009625904,1.83459073924101,1.6928491698989814,1.7287057478789476,1.8360581722178535,1.737988251838997,1.715030566914084,1.770191160509268,1.7055616006643524,1.7101094267108392,1.7913238590623786,1.723092054708846,1.8106723441415145,1.8658584652685823,1.8111903116974586,1.7316503414603455,1.8171697693317714,1.7570395037421784,1.6626492334878493,1.7457232043737827,1.7472122396668048,1.6685891781133757,1.7227610120513206,1.701708158560747
Mamoswine,Powder Snow,Avalanche,30,1.526317330386281,1.506828614652259,1.5321366762126114,1.949165313120646,1.7021064247125604,2.013588848774867,1.8412192883576894,1.6680824833908006,1.8103667012241251,1.596421987553813,1.6358140460054276,1.5900004262392908,1.6337802763622888,1.645931373148325,1.683631009317976,1.5676362506861616,1.6003158147646268,1.5841408833578658,1.7134512886629005,1.6306920486731367,1.7082280589185794,1.718908070208664,1.6698385460295933,1.7539505427419506,1.7109892523145636,1.6431857700115704,1.7125966624553672,1.6566380035843744,1.5778400659359648,1.687880692235817,1.6373744591829957,1.5794183946778362,1.6544764291791205
Shadow Weavile,Ice Shard,Avalanche,40,1.2763795822033746,1.2140067587687131,1.2615581539888125,1.4436314143680262,1.3386914714102727,1.4776210694141478,1.3833265123413032,1.2813417042156412,1.4518148866558938,1.2482937108392653,1.2797404025119703,1.2609391427972665,1.3033394250106374,1.2837516834192098,1.2978159675185543,1.3062160077205276,1.315731926840142,1.3131313015580723,1.2716501793238635,1.2860087061633867,1.3136763399599232,1.3178655621336433,1.2911837825970836,1.389807159646857,1.3794890130733932,1.3207949659796592,1.4305191952065888,1.3565420737726648,1.2829378558121316,1.361087336789386,1.3759598115998108,1.2674990848583751,1.3839495378679285
Shadow Mamoswine,Powder Snow,Avalanche,35,1.299125476880894,1.245587665147176,1.2986273124601557,1.5743522205577591,1.3840606236763626,1.7193878960886662,1.4348140248981294,1.3325345063428522,1.413026234507382,1.268992290396829,1.304959782546922,1.262021945995482,1.3266117560475237,1.3408744774103696,1.3985628279341948,1.2836518196070283,1.3036963411936042,1.3113951911232726,1.3758385711464836,1.3163065345829215,1.3801550570179382,1.3760563466135678,1.3392274665487618,1.421783577093617,1.3750631125715653,1.3402534422870873,1.388298307820077,1.3476423580534724,1.2886734781041147,1.3611109954320622,1.357684684258388,1.2890160822551733,1.3889251634783017
Mega Houndoom,Fire Fang,Flamethrower,35,1.2411360107276965,1.2102742477322552,1.0365658979949517,1.3010923336675912,1.2971251755483801,1.1023989309179323,1.267594221027627,1.2702313640274625,1.0635264796943928,1.281493089595499,1.3288823073398406,1.0647796032067405,1.270185145548498,1.3156121946276262,1.0870716676392802,1.2890978025529851,1.3227647747150202,1.0742064329098142,1.2675894089263104,1.3158868967098534,1.0727485482862358,1.3095729209141915,1.3412813401413923,1.091698802317747,1.3126472748192464,1.3506232378790324,1.1119186359115554,1.2866276039467797,1.2943281888218734,1.064592193369317,1.2688390969565375,1.2718722793102328,1.069063317892633
