Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,25.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Kyurem,Ice Shard,Frenzy Plant,30,1.481098501731409,1.5160078170535194,1.5109234020092732,1.5264790089054205,1.558344089844565,1.6312693713817543,1.4682850984133713,1.526034488851196,1.5421510533730522,1.6009657263918613,1.5396975509657849,1.5978766115002005,1.5043040119701108,1.5718071442091885,1.51235761234869,1.6015029394561262
Mega Abomasnow,Razor Leaf,Weather Ball Ice,45,1.2602941680666506,1.3064507834196182,1.3728849404024588,1.3320970123922364,1.3422812048323143,1.4203850702200511,1.2636577264214282,1.3239160394360223,1.2869755987396088,1.3517050770537817,1.305589507962707,1.370290404603649,1.297107523683333,1.362834969308564,1.30841983166285,1.3910220186578632
Mega Abomasnow,Powder Snow,Weather Ball Ice,45,1.3129907086776151,1.380284225323139,1.4553849270736514,1.3915417165015966,1.4058695769792624,1.4789030677312391,1.2942595144704758,1.359138132089473,1.3642229558970609,1.4338455913192167,1.375349065441406,1.450078065753669,1.3290248145444057,1.3956896784835455,1.3813361885217461,1.4648603634416917
Mega Abomasnow,Razor Leaf,Blizzard,45,1.382675626564268,1.4041759522748312,1.548473318393221,1.417045945287911,1.4270631246183691,1.4886805432102581,1.3565497014028762,1.4057475529170642,1.377751728736275,1.427952294406745,1.3824240531739305,1.4444216442878173,1.365737360626628,1.4351964522322274,1.3559567359644689,1.4548176347539878
Mega Abomasnow,Powder Snow,Blizzard,45,1.5205043370932905,1.5866767236945865,1.656104327241772,1.5927125189491211,1.5649371227169786,1.6780466690884919,1.4429661825506201,1.5202127283649598,1.5323539849656405,1.615849527353286,1.5459071240576348,1.6499263951465404,1.4514750817987616,1.5424046582479292,1.5032368715859183,1.6131021423826943
Mega Abomasnow,Razor Leaf,Energy Ball,45,1.4906743922926595,1.5149501148558302,1.6684539116495554,1.527587965686318,1.5558861948229619,1.6075792825729058,1.473179264284957,1.5053182091239972,1.4889070515233311,1.5329239571122846,1.5241022438328053,1.557871258419949,1.4863037776155323,1.5350405163011638,1.4763108586384321,1.557406140637857
Mega Abomasnow,Powder Snow,Energy Ball,45,1.6720677477971682,1.699607433057908,1.8249038992981939,1.7001444842728957,1.7067762156145896,1.7702950246948885,1.6125039754054913,1.6394042192303613,1.653360147117339,1.7053459085678644,1.7081589864834723,1.7476290315385643,1.6090605085494354,1.6664683666387243,1.6515877028621282,1.7501511861919916
Mega Abomasnow,Powder Snow,Avalanche,45,1.3176209414749547,1.384734460177598,1.4543754920551422,1.40188487109266,1.3877290750430904,1.4704782074370646,1.2920686243330153,1.3496678327856106,1.3468441825201372,1.4233064837020228,1.3659900968015344,1.4248293705669803,1.3152700035153186,1.3695501293457,1.3600908108536816,1.4526564157471573
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,50,1.1144238351561697,1.186500154283951,1.1230764309363397,1.189759566085116,1.2764745437822211,1.3552508521475664,1.1190854800522987,1.1920562564048198,1.1978663684170905,1.2220525449794057,1.1666592318329838,1.2308515858500244,1.1483734890889916,1.2301181687893783,1.155280611486185,1.2445647324747942
Weavile,Snarl or Ice Shard,Avalanche,45,1.3071090616107246,1.3585850447423458,1.456524095818131,1.3849217421284505,1.2679955788806527,1.3154685072538819,1.3204618537757518,1.3780698964627724,1.2604772710163787,1.3081183391226732,1.3503055716643617,1.404291386001695,1.3317108785592602,1.3903716322796391,1.3532403414329477,1.4216260694564238
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,30,1.2310230740220112,1.258086193300648,1.4979606924582052,1.2946430634220203,1.2475363080561759,1.3227417123335317,1.1805540831831514,1.2335329870313438,1.2481637218105757,1.2844376095583254,1.2351072846500424,1.2985680510326982,1.200436260061473,1.2427192342013467,1.1559547531947378,1.2284150730154955
Shadow Latios,Dragon Breath or Zen Headbutt,Solar Beam,50,1.2889172695169198,1.3774059725031715,1.3485163260119675,1.3625915466925895,1.3760424798460336,1.4367633078011113,1.2447082935792784,1.2939061450934661,1.3860539645326766,1.3914955854044113,1.3577017442119819,1.4003479502163536,1.265956392021128,1.328943691805702,1.2980995152128008,1.3984276636032875
Torterra,Razor Leaf,Frenzy Plant,35,1.496346898892584,1.5454177666540954,1.5900112139700118,1.5622712998786188,1.6017823603521435,1.6574328136714611,1.4670659740626877,1.5326071592635782,1.5483777302203534,1.6099992472065987,1.5480483561582727,1.6345095240219476,1.5011492387983019,1.5577368558629205,1.5389168128959343,1.625891007147885
Shadow Articuno,Frost Breath,Ice Beam,50,1.3403829670518053,1.4086381869921487,1.3519800387779437,1.421348484336874,1.4313296593728502,1.5093175863161716,1.360472101487685,1.4321884165518215,1.3898501941131556,1.4582576059019003,1.4006156042289333,1.4795556943391175,1.3952480102394924,1.4587761282820908,1.4264441999028443,1.524799492410949
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,45,1.1442160661021017,1.2177735111598724,1.1593112383173,1.2236431718296543,1.3003887802502723,1.4101824871115094,1.156789992579243,1.2300169617300964,1.236237323496833,1.2765870498026606,1.187081232992818,1.2809207298032743,1.1813904437413807,1.2391318064231183,1.1995162041856269,1.290188263985962
Shadow Glaceon,Frost Breath,Avalanche,40,1.177748825727706,1.1942897795453766,1.367933732723644,1.1849185432146594,1.2269456403280283,1.2697037386283707,1.16534153150288,1.2000512385596664,1.2088786604579136,1.2361190273909257,1.187634384618816,1.228942320560289,1.1634533048502385,1.2079987020361809,1.1843480157431916,1.2600799056201608
Calyrex (Ice Rider),Confusion,Glaciate,50,1.1754414235265882,1.234341893235506,1.312862654636381,1.2422999479287922,1.4386337813710106,1.5058394329837144,1.204945404431252,1.249602459450864,1.1950595244496542,1.2411197264133695,1.2475978052370968,1.2926618191551054,1.216174071369983,1.2772685072514716,1.1976127452438312,1.3375566328604427
Calyrex (Ice Rider),Confusion,Avalanche,50,1.2251139986971578,1.3140466966091817,1.2743406238948196,1.3179204927748978,1.4674097032748745,1.5634299229395805,1.246280787306972,1.3127760698257889,1.2733177756030414,1.352565412369471,1.2927778025605567,1.3710755230405496,1.2691742606563732,1.3367224610836195,1.28209856348333,1.4056449454242632
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,35,1.04372750025714,1.0706654781088216,1.0270237128370632,1.0497235605332234,1.0476120545065273,1.0884069284814382,1.0364588854729848,1.059383723806495,1.066579199242905,1.1092518309010937,1.0568586340723558,1.0955792478922246,1.0212451439027248,1.057479967190359,1.0376527971923981,1.0897897272700234
Glaceon,Frost Breath or Ice Shard,Avalanche,35,1.436930435080742,1.4671186615010114,1.5923108775509116,1.477133986504138,1.5057234945392992,1.5556543179341313,1.4210572811760132,1.4809092194070461,1.5060277243055482,1.5519051050146795,1.465878574296293,1.5236650756122585,1.4527820592556537,1.507557935155891,1.4622629350940328,1.542783213871457
Tapu Bulu,Bullet Seed,Grass Knot,50,1.237784139609833,1.2912298145164056,1.2388646699520696,1.301158184509793,1.3112097017290285,1.3795824670155123,1.240759390791194,1.2843916746174775,1.2717906804176928,1.3183240668050373,1.2642726502208146,1.3318552883971986,1.2601786502979007,1.3063284749826487,1.274871367813699,1.3615778881519596
Shaymin (Sky),Hidden Power Grass,Grass Knot,50,1.1453749100010286,1.2075821990605822,1.160987113708945,1.1992176878606553,1.2172299986860309,1.2907195139860408,1.1385384642566874,1.2028605251068942,1.1825739081807134,1.2338714013786873,1.1769014587143685,1.2415042155506981,1.179263225259818,1.241042697601471,1.1889480415191982,1.2666230457325838
Shadow Tangela,Vine Whip,Power Whip,50,1.2927246545753763,1.3270751191414956,1.3541961751654104,1.3395753619659811,1.3487660284899403,1.4210343255087763,1.2433743241810664,1.3098784409343085,1.3261423639863636,1.3985395808016174,1.3390373377347549,1.406789490119106,1.2729509748249102,1.3343068061977772,1.3273552825942558,1.435991236157789
Shadow Torterra,Razor Leaf,Frenzy Plant,50,1.1020742620084343,1.149900572564885,1.1505533232271352,1.1717265781752328,1.1883922429451454,1.2426205180129695,1.12311389095021,1.1777006254637972,1.1486659425511092,1.1936614795616591,1.149761341838783,1.2082883525895525,1.1483194072631893,1.200337110047502,1.1604556404841924,1.2354439917120226
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,30,1.3292985223026024,1.3856961634724174,1.4923039465710308,1.402060811351168,1.5183144096027947,1.6278221349678077,1.3135181455175093,1.4003144987455387,1.3957757535999655,1.4469011797348017,1.3486282731855288,1.426444216442878,1.3428968028627313,1.4139513083295026,1.3339579057986102,1.4598836114167881
Shadow Tangela,Vine Whip,Power Whip,30,1.585295025199712,1.5528216820379197,1.5809156357574583,1.5517255474141225,1.5706722111007194,1.6428941327417894,1.4571274603342874,1.5101593695890314,1.5604439330228956,1.5947067869702216,1.5420618280769058,1.623089619485212,1.5271806242845425,1.5977934615072604,1.5342275624820312,1.6178013066452528
Mega Venusaur,Vine Whip,Frenzy Plant,50,1.136803579387664,1.1753779956800494,1.1066695575369074,1.1358703089262134,1.1564086907457933,1.2139914514720316,1.1088024311813138,1.1741050920527227,1.147074322217084,1.1911665071461603,1.1489762234018825,1.196761386447785,1.1362411328339779,1.206953120070667,1.1592263232509492,1.213078349145922
Mega Glalie,Frost Breath,Avalanche,40,1.263777556827922,1.3162375287139576,1.4261361919774795,1.339470508680608,1.347946730149406,1.4097805671708699,1.290549136011873,1.3446853245697727,1.3215825868132105,1.3801176508544206,1.321809341125039,1.3784181647856537,1.3170727310420667,1.3652686514696737,1.3263242423341166,1.4140221475378958
Mega Glalie,Ice Shard,Avalanche,40,1.2973308876469984,1.3590307539342408,1.4385977383679496,1.3715644998764862,1.3725102219061824,1.446594887887524,1.2968391109226474,1.3629191844234778,1.350522115994709,1.4051319001580866,1.3276798858009546,1.3877682116251058,1.321083799789081,1.384143208674725,1.3378243067741329,1.4143790460894825
Mega Glalie,Ice Fang,Avalanche,40,1.3037268145506908,1.3571724894572634,1.4931036750187936,1.3807986976866522,1.3572140764729979,1.4306649456248695,1.279462171808191,1.3492261210643486,1.3394560529966555,1.4015722627894223,1.3238970424231609,1.3869295623856894,1.3017315197894415,1.3587247505475786,1.3175306585769662,1.4173135452914176
Shadow Latios,Dragon Breath or Zen Headbutt,Solar Beam,30,1.5753625672849454,1.616969520348339,1.59707370475092,1.540884784011118,1.5376142959831192,1.5776053300767512,1.478267783313898,1.511661189441323,1.5738759181390947,1.6180326282168476,1.605031895436499,1.641557746353214,1.4792551129859477,1.5461903860541,1.5136067572792433,1.6073025409194104
Darmanitan (Galarian Standard),Ice Fang,Avalanche,35,1.3321767751225702,1.3581821922035178,1.6803058872453975,1.3802086758096361,1.332828356997658,1.423043925211974,1.280221915968762,1.346823209300682,1.3296267220149054,1.3846666738361277,1.3175357987241825,1.384966766293438,1.2851914947315288,1.347484744418305,1.3078745699868146,1.4131596427048945
Shadow Glaceon,Frost Breath,Avalanche,45,1.132811053587959,1.1407498200020572,1.2614152350046473,1.1569849171214752,1.164315692654913,1.2047550220669505,1.0993586345807271,1.1433796247217216,1.146429070730317,1.1824986288405905,1.1509122540928758,1.1986081991345854,1.125010140342338,1.1596495497688002,1.1424322636290634,1.1954316985396902
Roserade,Razor Leaf,Grass Knot,35,1.5407275345424625,1.4523502588541846,1.559950310205779,1.3973033156741443,1.4691796968596138,1.520795492313281,1.3742800098943424,1.4130446305523163,1.4465247830341876,1.470926043425425,1.4251059463799793,1.4614533612883078,1.3941934146363448,1.446021831030349,1.3855793157461658,1.4621142273642052
Mega Mewtwo Y,Psycho Cut,Ice Beam,50,0.9465200397709741,1.0163575273425447,0.9580249195384323,1.0163535581695815,1.116572241244715,1.1854937818347644,0.9678787236298102,1.0149033534753877,0.9769752761138654,1.0510716551776056,1.0008475710398357,1.0711959673462104,0.9946278719702911,1.0346303957888285,0.9999008615134481,1.086091861721639
Shadow Victreebel,Razor Leaf,Leaf Blade,40,1.4158621044330921,1.3454760517022664,1.3936050158968243,1.2976393793396375,1.3407817342845436,1.4115196438370987,1.2973161595816105,1.3286335206191031,1.3112800714078312,1.3504790992289244,1.3069456216264441,1.3548646116786367,1.2851374129057265,1.3473044716656302,1.2888300667202015,1.3747633068633573
Shadow Venusaur,Vine Whip,Frenzy Plant,45,1.1921743751499982,1.207263345561765,1.2158804743633715,1.1614011953274532,1.2288624892756939,1.285788265483579,1.1500671401816318,1.1937347609456164,1.1807241872519816,1.231602266983557,1.1795066244368113,1.2321184815095685,1.171610646908773,1.2171114896838917,1.1699828490418265,1.260089819468816
Calyrex (Ice Rider),Confusion,Glaciate,30,1.4109558747900024,1.4573233448760585,1.5197061975400352,1.4591383192551506,1.7051608066224038,1.7604866322973587,1.3762588784055974,1.4278684759178768,1.4203060642885565,1.4639250647940034,1.4456706963465227,1.4822143908640764,1.4117700080221376,1.4577125190413096,1.41504327394938,1.5084912113731672
Calyrex (Ice Rider),Confusion,Avalanche,30,1.4461960434737888,1.5372732883052767,1.4749391762086117,1.5295002052636348,1.7203719305296838,1.8266179209918145,1.4302183822749919,1.510724760592247,1.4890791185864691,1.5690150236054503,1.51202212606504,1.5875362448142034,1.484789486493064,1.5581965513822413,1.5023842806015724,1.5971011906532235
Tangrowth,Vine Whip,Power Whip,50,1.3503531388212706,1.4265351253128535,1.29632427033665,1.3569543497230272,1.3751768061277332,1.4585288184326666,1.317979433902258,1.40397187179759,1.3436286792777485,1.4226182154494715,1.3580675380291742,1.4362581969041353,1.3592745824432366,1.4408299757533147,1.371184407498835,1.4778673328772962
Kyurem (White),Dragon Breath,Blizzard,30,1.5268539788116708,1.5834384749888573,1.5849693704004506,1.5681963990893757,1.6044334861144387,1.6838513205388816,1.5095321389448388,1.5700201420544895,1.5619710282082442,1.6306042780173573,1.5370477762412453,1.6161127715573003,1.5281450835113528,1.6111696997557305,1.501561431163192,1.6204879596308084
Kyurem (White),Steel Wing,Blizzard,30,1.5471868892926939,1.604371378612816,1.6023785701210789,1.5863377946332888,1.6286027871602036,1.6970064693651983,1.5771758719389377,1.6394925615746139,1.6067622355813178,1.6700183896673728,1.6145068474818218,1.6784315474862825,1.5811272455224756,1.669118376103044,1.826963685572376,1.988291744738225
Shadow Venusaur,Vine Whip,Frenzy Plant,50,1.1337693283505332,1.175239140124113,1.1734522144480717,1.136021368744124,1.1609071023891047,1.2086969291770688,1.1187851160818403,1.16660482702569,1.1576994633658468,1.1955434630647295,1.155096578489539,1.202364277111121,1.1451826613666478,1.194649504700612,1.1639453152108181,1.230843965936016
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,50,1.3134278465388967,1.3179037953851955,1.2075259778457448,1.2647616542649518,1.356016045880707,1.4261201586037917,1.236713311424432,1.2820064313226616,1.2614451482465292,1.3308526998397625,1.2405852701075075,1.3185528839719856,1.2465410165580524,1.3081762706975655,1.289444725336823,1.3553024219532266
Darmanitan (Galarian Zen),Ice Fang,Avalanche,45,0.9911835293310934,1.02776425412281,1.0787803608019322,1.0257725821098969,1.0369302591610694,1.0831974277123797,1.0000441711721262,1.019824022050249,1.0128512587781089,1.0593846451654532,1.058874960967123,1.076896997814159,1.00568760534689,1.0482409886157757,0.9883214862841904,1.0645193270479534
Shadow Vileplume,Razor Leaf,Solar Beam,35,1.8130558507902768,1.5135289882401344,1.7890191952599206,1.4777293399041391,1.540597778619405,1.5638627597987307,1.4657496731333262,1.4843545708328916,1.4907567724520632,1.5048447632464754,1.471847258776821,1.513538832136325,1.4460849264937852,1.4679790523061391,1.42089244465594,1.4785018191912283
Shadow Glaceon,Frost Breath,Avalanche,30,1.3316796379469948,1.3153358247334317,1.4915362072611789,1.3006516898262102,1.3350002705230368,1.3870566320654818,1.2832255556733452,1.3038711615251422,1.3119898480432748,1.3362082871799283,1.2976401837890885,1.3369407146362136,1.2733656021560622,1.3069954841675455,1.2761799958361837,1.3535674984385688
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,45,1.351011417012377,1.344041210957589,1.3259479892161061,1.3605975570961681,1.365986752100418,1.4450181250434768,1.2709636382911056,1.29856178663557,1.3190015808661426,1.3864733779990752,1.3107463086050763,1.3863228799571752,1.2618551868977763,1.3366413383449158,1.2939356987776225,1.386709494492857
Shadow Venusaur,Vine Whip,Frenzy Plant,30,1.527025405423938,1.383004765659821,1.4609474827214226,1.3177907590489273,1.3421729956175266,1.393982021811886,1.3073430156542634,1.34296264885685,1.3387140137868734,1.366255498080377,1.3381005486907258,1.3847704866842128,1.3183256266731564,1.3624924510784817,1.32011817307597,1.3898125291219305
Breloom,Bullet Seed,Grass Knot,30,1.809821030616793,1.682612198717729,1.7197733747296473,1.6120641702106484,1.6098980514612107,1.6674730829578215,1.5684299798579453,1.6199070638538464,1.611859722326777,1.6353791390194328,1.5694249899629744,1.6357674978810723,1.5360410300785088,1.5853636552103332,1.5454004699164263,1.6124081729768314
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.3859704460520452,1.4527393972640312,1.481967900677281,1.486935102925051,1.4461002171913524,1.5450420856553226,1.337405915403371,1.410906745821407,1.4397388882316884,1.5038123608676481,1.4527902930811436,1.5157782040415755,1.3341355470827363,1.4302750060842053,1.3743469252198397,1.5246309569838108
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.480327081976206,1.5607415915246683,1.5922895514589712,1.6058742720249657,1.6008625820264493,1.6940925497955617,1.4704406516131312,1.560797201314534,1.5483669760289074,1.6271306741802618,1.5656064593835035,1.6499799259490564,1.5017531525197625,1.587346655489756,1.5317986695615105,1.647701474189295
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.6992474371721467,1.7889292693797785,1.8101995589053317,1.8363275758809008,1.8101160157367113,1.926649610833288,1.6473550302130817,1.7764231951659069,1.7579984298880489,1.845989224300171,1.7854574653165007,1.8784315474862827,1.6579054108866715,1.78691760633839,1.7380265492866986,1.9005442702911697
Kyurem,Dragon Breath,Glaciate,50,1.3206740494394351,1.372167175232283,1.3739441363021623,1.3614203888101994,1.3859281645398402,1.4758886681764427,1.289745220679176,1.366470546662426,1.337853678471184,1.4504070461462355,1.3507159744836508,1.4071017531337824,1.3262305868779463,1.409877144119052,1.4219829680080105,1.5203085189701495
Kyurem,Steel Wing,Glaciate,50,1.4178557959337608,1.4612404429663661,1.471587425425322,1.4587384550312692,1.4998338215630047,1.58284574776432,1.3565850383405773,1.4200325099826847,1.4352974071644424,1.5423768913934206,1.4052192532453047,1.4634518445822366,1.3773288986236176,1.4659870383890827,1.6794753591291676,1.8255460052146844
Kyurem,Dragon Breath,Blizzard,50,1.5673260877018549,1.605077656255357,1.6132193335240832,1.607370652809446,1.6406913022978997,1.733952186985523,1.5178186508357185,1.6276458532103606,1.5761450525342253,1.706152472926323,1.5847615648837934,1.6796181469420528,1.5668856980611665,1.677392895450817,1.6556722085080648,1.8166631968196374
Kyurem,Steel Wing,Blizzard,50,1.6800459423320877,1.7259231323070594,1.7342697857260911,1.7373851723237086,1.7584461156756503,1.8553938428956784,1.5934308632813878,1.6958638114421003,1.6746211836063105,1.7998537429963328,1.651202212606504,1.7493598608199135,1.6201743237518365,1.7254355840386506,2.0056211521874907,2.1846454312028474
Kyurem,Ice Shard,Frenzy Plant,50,1.3024599718860357,1.3398566873521447,1.2706796447783952,1.3117323717635434,1.3301076681687134,1.4077091336306509,1.2475705855330577,1.3090568571327608,1.2993214105197501,1.3611257487605795,1.314939554802159,1.3880269438372663,1.284632649198237,1.3411211162488845,1.3229337060940427,1.3885336426454113
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.3231837350430282,1.373886584153324,1.4032692898944534,1.3555948113618308,1.3667055704557924,1.4482721307167312,1.2927930315558853,1.3509752994805468,1.3445427855506684,1.4105197500725908,1.360012490520587,1.4318775928982468,1.3202635587644105,1.3844316450790046,1.363897728737273,1.4549266870891948
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.357426200843419,1.418001508554188,1.4965869367023819,1.4329285522604769,1.4508227764938666,1.5219085013796674,1.3678840241704653,1.4336637337008373,1.3985718433759557,1.4655597018938131,1.4173796672168444,1.490315385644823,1.388749177505566,1.4614171241087766,1.4185131209786952,1.4989441751182226
Mega Abomasnow,Razor Leaf,Blizzard,40,1.4724911715294682,1.486632152775397,1.5680897686296742,1.4384235752837702,1.443255860688365,1.5089311248347876,1.3746687162090532,1.4339552634368704,1.4460731069934507,1.5024573327454376,1.454753089173395,1.50713297943525,1.3829173539565363,1.4496002451709438,1.4274355847683629,1.5235999167236713
Mega Abomasnow,Powder Snow,Blizzard,40,1.5584513319847773,1.6277642541228101,1.6878197803057093,1.6309395387521748,1.6137240201269138,1.7165536910936086,1.513613555249302,1.6298014064101205,1.5949863959478208,1.6538548399238604,1.5935673818976668,1.6860418432439666,1.5169681728455153,1.6344789666765818,1.5436060633098376,1.6823900306337924
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.5817293516645525,1.5876864264408408,1.6977062010943837,1.5516171397800924,1.5917420910657833,1.6318567928334582,1.502747446906251,1.5369801053040741,1.5608095755320637,1.5929323453816124,1.5941829861266004,1.6348396306374626,1.5153637453467097,1.5704190440135926,1.543953048012769,1.6294996480583728
Mega Abomasnow,Powder Snow,Energy Ball,40,1.713347276031131,1.7488874412863853,1.874961568605149,1.7477372127864137,1.7600847123567191,1.8276845546804348,1.6865701968267428,1.7310063959857238,1.721423424779808,1.7550087646660286,1.7638845519025739,1.80198063969309,1.6874340877748033,1.754522592682729,1.6892999831464572,1.777929790123824
Mega Abomasnow,Powder Snow,Avalanche,40,1.3581461926149416,1.4245225768848357,1.4967273334743225,1.4386261731572034,1.4337566374759427,1.5107088476491546,1.3570532527651153,1.417691437859995,1.3889360878402357,1.4470302300321551,1.399696658785743,1.4733907302493643,1.3902634686280342,1.4517905591159423,1.3882560548830662,1.4678444318869028
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam,50,1.2283951040559538,1.2506685637878425,1.209893174051122,1.2550440650374717,1.2574606388981209,1.290278947897263,1.2139651577794268,1.2419255097353263,1.2036736317979932,1.2534870465764032,1.1937279743052147,1.2766471874024177,1.1976059778444788,1.2461624437774352,1.1773686662899405,1.268179519971448
Tapu Bulu,Bullet Seed,Grass Knot,35,1.403809099324579,1.4547399458291905,1.5591754621986134,1.451237002191256,1.4713129642368543,1.5326830474806574,1.386029541679918,1.4466942294780734,1.403486508866831,1.4717863787411143,1.4144622384797252,1.4702681001026006,1.3987362880037497,1.4503393634569104,1.4202480444933527,1.5071726695020273
Mega Latios,Dragon Breath or Zen Headbutt,Solar Beam,30,1.4205831933349333,1.4899972571742037,1.451119708685584,1.4710596046497988,1.480711707464117,1.537668400590513,1.4307661048093572,1.4842750627230643,1.5620893243141514,1.5611859722326777,1.463050363563367,1.5261631797296693,1.4345835248731331,1.506999089622599,1.4734953256203591,1.5758855545311246
Mamoswine,Powder Snow or Mud-Slap,Avalanche,45,1.256906778208249,1.336976720266054,1.463161841934561,1.3392519162382195,1.3442521583873734,1.4264525154777823,1.2393812502208559,1.3170606735220325,1.3007732263649758,1.3765257509114177,1.3029932640406834,1.3561939599411161,1.2651361509964576,1.3405172025274241,1.2263034232519407,1.303006870297118
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.0258768471217472,1.077318544930915,1.2382497676344566,1.1073644326992966,1.0681408883976533,1.1395280532389336,1.007076221774621,1.071415951093678,1.0503188617763775,1.1084022497768506,1.0396930900655752,1.1004683945220144,1.0289518040795724,1.0926331539619445,1.0065233124151127,1.0657387304325412
Mega Glalie,Frost Breath,Avalanche,30,1.4196557753625674,1.446458326190558,1.6834497086322688,1.4707592621883057,1.4729438316882955,1.541618036930259,1.4180271387681542,1.4752111382027633,1.4402013184638713,1.4889393140976697,1.4402730070928313,1.501967256992461,1.4215047366665765,1.4874124550444823,1.4452705984990433,1.5296176228573695
Mega Glalie,Ice Shard,Avalanche,30,1.4526742551513698,1.479687660712449,1.7012338921361811,1.5042483352319478,1.4992541293409285,1.572024826285564,1.4259867839852998,1.4761210643485634,1.4653446180648908,1.5179003516620604,1.475888834366775,1.5465584154882455,1.4238032142631802,1.4796336857665648,1.4556702257383338,1.5359525721480336
Mega Glalie,Ice Fang,Avalanche,30,1.4460211883292762,1.487239002982823,1.793211549500525,1.5262906284266142,1.4825048887377394,1.5597508096368033,1.402275698787943,1.4770839959009152,1.474238334390829,1.516663619645757,1.4744881117009412,1.5351563545523486,1.4073443119439712,1.477272112706525,1.431797678176645,1.521032229921978
Shadow Victreebel,Razor Leaf,Leaf Blade,50,1.2889978400246855,1.2530513936983578,1.3089706428572698,1.2090632336397773,1.2379443340882212,1.310073504973759,1.1574525601611363,1.2127195307254672,1.2249239140955188,1.273565122006302,1.2217781148235713,1.2732212160413972,1.1855277034152674,1.2455044482301723,1.2194331261338964,1.3022831593452895
Leafeon,Razor Leaf,Leaf Blade,30,1.614867830081942,1.6599718860355883,1.662457725465664,1.615238203561102,1.6986837121944054,1.7779933374040608,1.5784038305240466,1.6549789745220678,1.6045898889092023,1.6780087539118371,1.615229513315787,1.6889860373823438,1.609835681385937,1.6777985091443355,1.6384221118480407,1.7356174840634884
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,40,1.333315047828025,1.327784825316282,1.3783195394985879,1.335326138146869,1.3071673146337504,1.3791341716971068,1.2691791229372062,1.3463638291105693,1.256992912987837,1.3437254670007637,1.3248516750680286,1.4045055092117589,1.2987930739208422,1.3660708652190765,1.3382506022663059,1.4239161684957717
Zarude,Vine Whip,Power Whip,50,1.1612592998937155,1.235824733431618,1.134201542231882,1.1915580665054177,1.2054583819630695,1.2696187171024662,1.15740838898901,1.2286653238630338,1.1948874573865165,1.2484325765967286,1.1921042066288976,1.2589195699692197,1.1908277223439063,1.2543378131112373,1.2277508451555978,1.2926964676957242
Weavile,Snarl or Ice Shard,Avalanche,50,1.2793413789556691,1.3218208934755031,1.3547257731152622,1.3183381287420626,1.2113094087912257,1.2639763794742576,1.2535248595356725,1.3166984699105975,1.1998021228773914,1.266994311032725,1.3182316991568899,1.3738591247713787,1.2710220563712897,1.3249506503339552,1.2979706351802833,1.3734943342354935
