Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Groudon,Groudon,Claydol,Claydol,Donphan,Donphan,Golurk,Golurk,Hippowdon,Hippowdon,Marowak,Marowak,Stunfisk,Stunfisk
Mega Glalie,Frost Breath,Avalanche,50,1.2205298462082974,1.2065015070419618,1.2887521576022614,1.201654472546342,1.2349934915026568,1.2957208391560813,1.2006042618865689,1.2106598467764502,1.24811594962194,1.2687058204958845,1.2538247769626185,1.2727084892313947,1.2437521418972426,1.2766587750722307,1.2379195955256321,1.3260719189265429
Mega Glalie,Ice Shard,Avalanche,50,1.2252236088807225,1.2157924536826985,1.3194653083078323,1.2377927614929196,1.2676554884145437,1.3290160868374024,1.2117174564158255,1.2216090515791276,1.2780970325893133,1.294028878880471,1.267915470475048,1.2816321643431043,1.2466693898978176,1.2856570538532328,1.23539542474635,1.3187637704201032
Mega Glalie,Ice Fang,Avalanche,50,1.2170665207004119,1.212825858995092,1.371158337224445,1.2461550915521025,1.2547049696641996,1.318516659682014,1.2047420816616174,1.2149365644576027,1.2488638553698366,1.2848369411663445,1.2569007761193285,1.2792783955570959,1.2257941545297837,1.2744578192245144,1.2333068781271443,1.30411842709079
Shadow Articuno,Frost Breath,Ice Beam,35,1.5496286520587454,1.54567179619446,1.5414955575306324,1.4874941226847886,1.5843513232461626,1.644667824929485,1.4814707196766939,1.5245824928405833,1.5273831063975496,1.5994893710975435,1.551944440032847,1.6219003728474388,1.5565422366092112,1.6139710742793916,1.5740197110844434,1.6557595572042587
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,30,1.1411826278820647,1.0670453882256814,1.1073528976303366,1.0487296253688552,1.095929251591506,1.091901970930796,1.1064787595015595,1.094825667086024,1.122392564913863,1.1084215410926224,1.1261340270232647,1.1214114640700317,1.0780996702601338,1.120295848152802,1.1024279879434848,1.1558082706650823
Shaymin (Land),Hidden Power Grass,Grass Knot,35,1.520546648643662,1.5440677048720473,1.533708998659211,1.5309965773492127,1.6369826045049254,1.7242486486470354,1.5053870534378595,1.5858763015625181,1.5581007374087597,1.6149227507723052,1.5766130953437512,1.6567335662033866,1.5995097381719139,1.6870001437557998,1.5946651834104595,1.7109755635951542
Shadow Vileplume,Razor Leaf,Solar Beam,45,1.652462192167147,1.3744062668848,1.807454004942882,1.3462770992700774,1.4748730117696587,1.4448404290664256,1.3183575874986437,1.2724312778471158,1.4469816012678716,1.3631948641472649,1.421782614341594,1.37538275796244,1.3120737865149357,1.3415993025276634,1.3362858461058746,1.3870152554042077
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.1491198253676298,1.1244346004032584,1.33224500458385,1.1506302861655722,1.2416943906313989,1.2331345796438746,1.1514972386133757,1.1257918943734242,1.250603230677402,1.2212896701026685,1.2872014425611593,1.2408539025352567,1.2380984316498929,1.214886763428011,1.2033290678541189,1.2270821078131857
Mewtwo,Psycho Cut or Confusion,Ice Beam,35,1.4725235469423332,1.5354146859874278,1.4949378104544107,1.50655635667207,1.7072493371293926,1.8072970449052475,1.4626966503327692,1.5337024161546529,1.6167009518392184,1.5962192130439583,1.526756700619357,1.6114171721578596,1.5316346189637002,1.63014552707679,1.534442781447733,1.661123190704332
Shadow Victreebel,Razor Leaf,Leaf Blade,45,1.4183383756327976,1.2786772859313256,1.4497882540608351,1.235793131708965,1.3491289163444495,1.3466956203887406,1.262198627637838,1.2302714804824832,1.3408139188943922,1.2999854988127737,1.3139322185590394,1.2821074802108723,1.2719471466399006,1.2901663171175934,1.277379810498373,1.3521603815478953
Shadow Tangela,Vine Whip,Power Whip,35,1.5807791435182132,1.447985872775913,1.6066219007770743,1.4697961303899532,1.5811845946677616,1.577795149323792,1.4510913050183187,1.413059414797606,1.59799108972212,1.5110306321207847,1.5084485616584034,1.487176654574738,1.4452973883935158,1.489280309691066,1.479761590799341,1.5823206753921497
Shadow Torterra,Razor Leaf,Frenzy Plant,35,1.287691957234272,1.2524491549834045,1.457569541024239,1.2421947554172181,1.3406284331969132,1.3924303725607952,1.2445485447273807,1.258925794648723,1.2670659139770863,1.3034757942440578,1.2815169438032057,1.3229962447446197,1.2812623299477985,1.3421317444894678,1.2859040749811423,1.366965709023496
Mega Venusaur,Vine Whip,Frenzy Plant,35,1.2076108443011975,1.1778093013010826,1.2188554766526658,1.2029980700382341,1.2828548090009095,1.3222248124462375,1.2024151709565658,1.2476166175650916,1.259544063962398,1.2998606950465816,1.2629651134003665,1.3093901937355525,1.2682619602900274,1.326359101988322,1.2735603434135758,1.3629219888468145
Shadow Vileplume,Razor Leaf,Solar Beam,30,2.0046626522808952,1.5524140910776714,2.012101886569529,1.5345255038897074,1.6537354626955045,1.6156008455478625,1.5911625337048374,1.4736188564576858,1.6342942786735248,1.5956797688791424,1.6321307111629706,1.6059074505026574,1.5640524503304456,1.5075611379298393,1.5222802099558104,1.550929424774408
Tapu Bulu,Bullet Seed,Grass Knot,45,1.2427644571542604,1.2490034320268537,1.281441450017114,1.25818617688966,1.3298174331534685,1.3888336731256021,1.2431040246644423,1.2760247050008542,1.285233862049738,1.3466440510516635,1.2999822809494048,1.3666455532812474,1.2778355991985613,1.3521485234867454,1.3103612145913095,1.3810059325248425
Kyurem,Dragon Breath,Glaciate,40,1.3775837627289036,1.3377388346169703,1.453066937416096,1.3735358199297536,1.4421137085193925,1.532637358361055,1.3667712865429904,1.3804658512884378,1.4123403045062206,1.4738699832908901,1.4904765552670889,1.5658697142188063,1.4101260879554458,1.4760872815906576,1.4553685083754773,1.6219024401993962
Kyurem,Steel Wing,Glaciate,40,1.4817589090559948,1.4485314577359918,1.5598156842416808,1.4669385591638893,1.5524525042594581,1.6313716882800264,1.4970020722695885,1.5081982756259296,1.519684622566841,1.557773946137913,1.5244402228053833,1.5833932013030507,1.5519514208078817,1.616814422814045,1.7414145503163465,1.9107690453441057
Kyurem,Dragon Breath,Blizzard,40,1.6176472636975145,1.5932967696023705,1.687395069938265,1.601390197217152,1.6828065112019546,1.7878303517295888,1.6075645331203707,1.6314055460187469,1.6695627564605129,1.7219500073909277,1.7609877576619322,1.8530955243671199,1.652124762064898,1.737732624480329,1.7073223628490204,1.8868494214074354
Kyurem,Steel Wing,Blizzard,40,1.7364459413411448,1.7206329670371046,1.8069559328106655,1.715153291565041,1.8148256040239412,1.916287061402429,1.7803475958691417,1.7920744655010927,1.7927892612627445,1.818932562930475,1.7972800478819193,1.8700566106539138,1.8282617164185806,1.8942493187643672,2.098417249276776,2.286331387588947
Kyurem,Ice Shard,Frenzy Plant,40,1.3556828472079718,1.345848810086356,1.3552679195971946,1.3410909213457438,1.4107828037211385,1.4836766989718553,1.350068578760243,1.3446801935490413,1.3906122120578777,1.4196295554778,1.4138587888203689,1.4477890579724362,1.3696552042808423,1.4350777308146974,1.4032233117335915,1.4887421259733098
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,30,1.677657420463766,1.5862429001474097,1.6821357750840462,1.5635659323785664,1.74656196591465,1.7253915301736389,1.610579032348623,1.5933794823064074,1.700712036359622,1.6560448432842663,1.6609467453778657,1.668903502175021,1.6262524082305327,1.6756232198988832,1.6254309853080522,1.7199659102830578
Leafeon,Razor Leaf,Leaf Blade,35,1.50711689035399,1.499212356426249,1.6838262345613775,1.5234033053483704,1.6032718042324512,1.6441921442371283,1.4862066116190262,1.502991495870519,1.5610235218612416,1.5997459017773779,1.5571880022408835,1.6177373301781588,1.5609434744493316,1.632795864196976,1.5509791705617877,1.6453594759592762
Shadow Tangrowth,Vine Whip,Power Whip,45,1.1070926044810259,1.1129252145722768,1.2145090102081386,1.129721110646165,1.182729733598331,1.24412574697094,1.1280462234313111,1.177071599918338,1.159859104593789,1.2221149654123296,1.1726257484274731,1.236140603936245,1.1886621597511997,1.2555853941540163,1.209460434673008,1.2874152245932302
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,35,1.217499101046175,1.173175406129453,1.524310763309708,1.208845108731132,1.2227981887565822,1.249971180423408,1.174195892659674,1.172686584850382,1.2319666042335982,1.214245161749049,1.190073143244355,1.2056455106185069,1.1812107639722293,1.20998871773677,1.1194010953072995,1.1787780482904717
Shadow Shiftry,Snarl or Razor Leaf,Leaf Blade,30,1.557515771697733,1.437891421438966,1.6653375053341117,1.4499383802639076,1.445022997133695,1.4771190330370478,1.5034740367003439,1.5020498413146661,1.5124695241178132,1.4944395899251366,1.5252599235247022,1.5307803887167328,1.467064904460152,1.4704413367235742,1.4381627657810747,1.5335804976043408
Torterra,Razor Leaf,Frenzy Plant,30,1.5925361887746552,1.5738375256272437,1.781872736436083,1.5501214337205131,1.6467098474055128,1.6793232047119595,1.5174267838687745,1.5639492588303006,1.5691216397006955,1.615112800525411,1.565871115549697,1.6366735145036189,1.5942439600102167,1.6661079015632159,1.6212738680296672,1.7045667391618726
Weavile,Snarl or Ice Shard,Avalanche,40,1.4059660411956179,1.3636449424198895,1.6505869037823082,1.393156137114346,1.3198961472535977,1.3365000212204858,1.4141638786445756,1.4067375018746981,1.3779692350296293,1.351618482184122,1.4281442673265998,1.4395146661733982,1.4102155984027702,1.4201961175665736,1.3906673267674425,1.4625676184923393
Exeggutor (Alola),Bullet Seed,Solar Beam,35,1.6879440408303883,1.6255894972071245,1.5967682612611773,1.5500886690585363,1.630605607712467,1.6698258673641362,1.6040356364385897,1.5911293907091557,1.6125330486734688,1.6365037731153602,1.594868544263216,1.6340640806817817,1.5875180817842147,1.6393462191582842,1.572301107951094,1.6492385003453884
Frosmoth,Powder Snow,Ice Beam,40,1.6175812776628329,1.6203216277935812,1.7531163504679705,1.664604266688188,1.689852065203602,1.7162903899465378,1.5922803152852318,1.622790183196017,1.6205717397121093,1.6307985757027463,1.7257900625709812,1.758956762091072,1.6158508097173787,1.6724145455198887,1.593775088513179,1.6955180174953766
Shadow Mewtwo,Psycho Cut or Confusion,Ice Beam,40,1.2063501439267432,1.246799536121,1.2630899382088039,1.225123676744929,1.353580891563425,1.4351358376273788,1.1886677438896953,1.2233825801928075,1.3012774142605612,1.2738916882937061,1.237720215256881,1.2962210154168194,1.2157959065535957,1.2910896112047376,1.2428956918718757,1.3377734551431613
Roserade,Razor Leaf,Grass Knot,50,1.2830264339490147,1.2601306918838118,1.3743191170667577,1.2172168001223083,1.3187832823044732,1.3193389891184413,1.1881048123781068,1.2177346505177042,1.2841641422126755,1.295192528988341,1.2956328145606375,1.3120240729962602,1.2520691369132804,1.300051084650346,1.2753634032118417,1.3587123023238026
Calyrex (Ice Rider),Confusion,Glaciate,40,1.2373273867459376,1.258220720932728,1.390074682243135,1.2807152570052696,1.5387965213377377,1.5929118124211579,1.2235077366194236,1.2552061214356334,1.3034249933107427,1.3627876333875335,1.3016677706040016,1.3554167978468084,1.2788382798591704,1.310626281127302,1.3135725442782067,1.4000191642160678
Calyrex (Ice Rider),Confusion,Avalanche,40,1.28930277894396,1.3282183488242059,1.3307973484963262,1.3487668194189697,1.5613751455441176,1.6565388184267928,1.2775217393080922,1.336048577038018,1.3611362568974197,1.4324111264335124,1.3548091029209028,1.4294582485917402,1.354176651491017,1.4201746183732746,1.3758811282146939,1.4999830151399955
Kyurem (White),Dragon Breath,Blizzard,35,1.4571295980782153,1.4389544931688922,1.41493645848099,1.354094796887919,1.4068400930380975,1.4888956228383536,1.3723613446128482,1.3818267723065603,1.4205319971035049,1.472888393249744,1.472979771321483,1.5475698275397642,1.3978997855214803,1.4759031907369922,1.4670175635805076,1.5675946694185965
Kyurem (White),Steel Wing,Blizzard,35,1.4696840765626265,1.48182884860488,1.5526408145107742,1.4837039657115103,1.55641786640404,1.630488552554924,1.4707537882519734,1.466752505512104,1.5086366077325946,1.527809909082234,1.4712946709254668,1.520198876880002,1.4847855664042693,1.5474262577669844,1.7356368744575323,1.9324360797954903
Kartana,Razor Leaf,Leaf Blade,40,1.0,1.0058855589421902,1.1829720622871498,1.029463954856307,1.088817235217673,1.115425378103418,1.0207172477208892,1.0231133803721733,1.0861334034379977,1.0835990636910855,1.064970480186271,1.0752989583751786,1.0624209824425392,1.0768615894770752,1.0470955315877368,1.1091226521298618
Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.2053544702008572,1.2344050337648937,1.424213242865421,1.259185031013354,1.2542591699118275,1.338068845170302,1.2046104782413205,1.232496525660624,1.244404693519747,1.2971551477343533,1.2375595293147523,1.303113570394923,1.2401378707969075,1.3023737997353353,1.1878828861697626,1.262620664195377
Crabominable,Frost Breath,Avalanche,40,1.4402656008494406,1.3917910454785916,1.6375091722577224,1.4063120111259924,1.478043673835393,1.5023101710202977,1.416602007557511,1.413230714143781,1.4381173529626394,1.4431552338059161,1.411736037216857,1.4524571091540226,1.3995817604694651,1.4646465019208084,1.419221549896269,1.5128314573371642
Crabominable,Frost Breath,Glaciate,40,1.4027061334066302,1.2921486031857792,1.7478355738203355,1.3154287512224545,1.3841776448602674,1.3849435897903324,1.345980897224781,1.3205681345078968,1.3611584296804686,1.3387088142893764,1.3128685617020004,1.3330241685981676,1.3018317473132424,1.3486265866083769,1.328526015026263,1.4019029925382203
Shadow Cacturne,Sucker Punch,Grass Knot,40,1.509179683455296,1.315215287674637,1.7440886267847318,1.3625940980152154,1.2729058801797093,1.2729897990974057,1.4799005891735,1.3983836963096712,1.3823667434449955,1.274572495644966,1.4597917684577855,1.4347797247972975,1.4186798628929056,1.4035753800223076,1.3738266395485363,1.455852272481624
Mewtwo,Psycho Cut,Ice Beam,50,1.3011051484168057,1.314096819680217,1.330811883196,1.3387700993340792,1.5426456421497419,1.6566324082978297,1.2962016764907651,1.365659558477789,1.388326450726837,1.4259198898283993,1.3698735034175347,1.4571489362497207,1.3939249857848615,1.459738155869793,1.4113834561110776,1.5416731966468271
Shaymin (Sky),Hidden Power Grass,Grass Knot,45,1.1599207791058654,1.1912029131751802,1.1920016582367874,1.1768962129322664,1.2424199155881754,1.3009785553459368,1.1198922141352303,1.18309462052859,1.1938987424196215,1.2468625979765697,1.2208657858212093,1.2660685630721906,1.1963392970598088,1.2579437433496896,1.2194852431565795,1.308954779949889
Darmanitan (Galarian Zen),Ice Fang,Avalanche,35,1.0891446854414661,1.0731284346154641,1.2400172110552208,1.106833639325714,1.1694609143402157,1.1553429094218102,1.0921301124395046,1.0749785365051938,1.1755315386788765,1.1593875072739825,1.2371711426732348,1.1805154748970255,1.1719607200111923,1.1559591592339356,1.1395011109863105,1.1574358878886304
Venusaur,Vine Whip,Frenzy Plant,45,1.3545180666185967,1.3442125258625721,1.440885380984287,1.3528128363766778,1.4643292311536482,1.5091004552577547,1.3394032686863313,1.3911605965799758,1.4062897168806918,1.430262106620213,1.4266752054428935,1.468895825995809,1.4190005057123676,1.4863532426559396,1.4233014456189341,1.5188238924128676
Tapu Bulu,Bullet Seed,Grass Knot,30,1.439707119902555,1.4339463319860006,1.6218702295699154,1.4189931670652376,1.534756016021338,1.5642798224836154,1.4381983770223092,1.4321157292874058,1.4488985646631327,1.4871555032473305,1.4934142742055776,1.541101813540157,1.4429513290352058,1.4893729808406888,1.4901347962606486,1.5907774063068802
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,45,1.3563695820382435,1.3243230548239462,1.525886029133352,1.3312693074392978,1.3628481063384932,1.3994642617379365,1.3114501029173251,1.3105830125348625,1.3545684914461706,1.37779063653663,1.3734719654413117,1.4034112442167852,1.3398854959382567,1.3786030401784624,1.3591838373307459,1.4605063182355722
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam,35,1.514965651492075,1.4195845797885056,1.4087184646903121,1.3803748641929396,1.4310999439857839,1.4631202941673422,1.3847762567816395,1.35794753145974,1.4573147730610976,1.411074977686883,1.3980352095285518,1.387261575226712,1.323282406985505,1.364393742001979,1.3270254886720692,1.406878453606583
Celebi,Magical Leaf,Leaf Storm,40,1.3632573568310136,1.3810499121755058,1.4266615268027008,1.4014642699883038,1.4679158934142666,1.5354291849053319,1.3668822172089028,1.4273296537041231,1.438016312432289,1.484425537806934,1.4311504957752987,1.5000270145455032,1.4345395610827376,1.494634764003034,1.4278752698938373,1.5195508973608882
Zarude,Vine Whip,Power Whip,40,1.154538634305584,1.184986671009257,1.2076525735755121,1.2123130388031644,1.2882674774642031,1.3716985884762085,1.1797853151104365,1.2287423625447222,1.2188231023559284,1.285071261640711,1.2191538265831223,1.29189193060734,1.237300554871717,1.3138012627406783,1.2598902575107713,1.3410844881641115
Shadow Tangrowth,Vine Whip,Power Whip,30,1.292155286507409,1.2819488660003424,1.3967303429395874,1.2865564325481296,1.3547159603703591,1.4107313971108155,1.305024114934461,1.321487663465719,1.3425928871208876,1.3586729261898927,1.3294500118801718,1.3856222827804772,1.3331495740592658,1.3973121516007592,1.3428307964717021,1.437666207884275
Venusaur,Vine Whip,Frenzy Plant,30,1.6719319788468163,1.5588449525860688,1.6670977806400462,1.4825046312726529,1.7183751382332566,1.720857168740652,1.487454316769251,1.5075596146392762,1.6226398896787098,1.6050761078439262,1.6509904451031736,1.6689341757511835,1.5587961221872957,1.6045568342405776,1.6030112171544793,1.694167822593005
Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,30,1.6147445370905522,1.5122692606740176,1.7194774386232892,1.5027286065603132,1.545080063896653,1.542787654606228,1.5288028522952888,1.4913519633290155,1.62651097693095,1.5662071817363628,1.624804553266611,1.591601263439931,1.508777125885157,1.5550802914648842,1.5202269036123754,1.5953786357636919
Kyurem (Black),Shadow Claw,Glaciate,35,1.2111809146925765,1.1640849591376068,1.278095020180322,1.1910427622196547,1.0461519188493893,1.0874272899952822,1.2073472724600927,1.2256848379572354,1.0652627147345162,1.0848733718908987,1.2323648735547996,1.3008441772988755,1.2585123970124463,1.3113610561687281,1.2527263347298565,1.3563071049742876
Kyurem (Black),Shadow Claw,Blizzard,35,1.4245789978029757,1.3884819070246417,1.500408474331006,1.4139370623854437,1.2004919788936665,1.2644833207726232,1.4492250668194573,1.4497776922214298,1.2323361506177506,1.2579026979692725,1.448897417284887,1.5205069984021713,1.4742149264727589,1.5431259377819762,1.4520325936375333,1.601468727166944
Kyurem (Black),Shadow Claw,Ice Beam,35,1.276506430108458,1.3283958333725547,1.304782699588402,1.3223984107020323,1.1912773914663697,1.2644090592445179,1.315511739203669,1.3559846791583978,1.1934914929486808,1.2311268451591295,1.364058447331601,1.4354329629771492,1.3645033397552813,1.4478662692417779,1.396489366198258,1.497790847639806
Kyurem (Black),Dragon Tail,Avalanche,35,1.18081646657492,1.2011387532875353,1.1997013045311755,1.2059095428285127,1.2435591755936821,1.3216079331223598,1.183669159655561,1.2029735320641837,1.21415626479355,1.258231902986122,1.2400302313784144,1.2875917132142076,1.2081847749772492,1.2801349700102296,1.2506058477505384,1.3272619002767254
Kyurem (Black),Dragon Tail,Glaciate,35,1.169096509046958,1.1378191756734621,1.2354080853430267,1.1638913027165552,1.2044746483825153,1.2569099334620777,1.161173782649445,1.1563182581131102,1.1763181579188644,1.1926047687388084,1.182283627503828,1.2372890724528551,1.1677796403281224,1.2264170535451846,1.1692735853310103,1.2597219794588193
Kyurem (Black),Dragon Tail,Blizzard,35,1.355233323229908,1.3324258763152492,1.4278302644669902,1.3547866485923983,1.4029011802048958,1.4798079107231843,1.3612406437247522,1.3538048083373853,1.3753113077451309,1.4077069600085323,1.3832938158022166,1.4436437654944378,1.360091913864605,1.4329873353707294,1.361267901711571,1.4926302030692216
Kyurem (Black),Dragon Tail,Ice Beam,35,1.256247023097936,1.2834308690389005,1.2802852269755947,1.288421702582895,1.321696911318592,1.4264699581193465,1.2539340660205447,1.2785330698238169,1.293450702512354,1.3464135289527899,1.3162100507811174,1.3735758663416824,1.2762420116057136,1.3701869563431603,1.3314740573248292,1.4189205693536835
Kyurem (Black),Shadow Claw,Avalanche,35,1.209700511885958,1.2357467811805192,1.2209345792182273,1.236494788176953,1.1161715199593216,1.1791484154549863,1.2313658046915046,1.267705298535912,1.1282120129706104,1.1524874681675552,1.2844049310654193,1.342305743619351,1.283461569068886,1.352239413733043,1.3117869369750523,1.3987366617012056
Shadow Latios,Dragon Breath or Zen Headbutt,Solar Beam,50,1.270618706146585,1.3219554646038107,1.3409958791909267,1.3038714478240987,1.3665506030192063,1.416480392304867,1.2383013624495307,1.2468425243097818,1.411720514408567,1.3601485482908244,1.3359478586574065,1.3729768285266126,1.2659568296198556,1.328943914701469,1.2981004397269964,1.3984321694836683
Torterra,Razor Leaf,Frenzy Plant,35,1.4692857600066267,1.4681837179224093,1.6109320058373324,1.5028985886412456,1.5999957518336796,1.6348354629708486,1.4275172521399555,1.4749969997265324,1.5248079762143107,1.573728844638958,1.517872262772586,1.6025599824117402,1.5011465166814484,1.557733356094668,1.5389216669726884,1.6258917382376317
Shadow Articuno,Frost Breath,Ice Beam,50,1.2999554758995655,1.3300222808764752,1.3292562761695421,1.338256605639158,1.418642996513289,1.48801085946332,1.3268566774283033,1.3783562012436645,1.3594726432764075,1.4254081943870114,1.4045461665347858,1.4520435608378464,1.4122487963660586,1.4587727297814526,1.4268053560631055,1.5248036748707807
Mega Sceptile,Fury Cutter or Bullet Seed,Frenzy Plant,35,1.054962460441325,1.0331057866269557,1.031061293715388,1.0017703756904537,1.0496801756049807,1.0733909117209202,1.0387805889797874,1.0303305325231913,1.0696610277318834,1.0846309868853135,1.0574661508523362,1.0754623379866861,1.0213083638921368,1.057477820533719,1.037653008221643,1.089793316753169
Shaymin (Sky),Hidden Power Grass,Grass Knot,50,1.1092983830126906,1.1385924171597577,1.1325832147277204,1.1304759296258418,1.2099742740433768,1.2725004325818785,1.0967735369372633,1.157641405196428,1.157018855285636,1.2060822657029147,1.1733814394657753,1.2176659245841084,1.1793935205923765,1.2410416712125159,1.1889525529479852,1.266623214836068
Shadow Tangela,Vine Whip,Power Whip,50,1.3097552021657726,1.2817506255024256,1.4099358320107989,1.2893998139656981,1.370706942755701,1.4009702448366637,1.2619141124237656,1.260681616730463,1.3725752798729134,1.3680494874064206,1.3732779589646718,1.380630368459716,1.2740290386715936,1.3343063108796185,1.327359556604274,1.4359934153447667
Shadow Torterra,Razor Leaf,Frenzy Plant,50,1.082364502713805,1.0928814623484249,1.1614306519670106,1.1237720334345394,1.1856034038066416,1.2254919087012632,1.0853034120184373,1.133432792587955,1.1344726526320121,1.1667745056030716,1.1284390606349648,1.184670420987826,1.1483153938074622,1.2003354997246818,1.1604617517275808,1.235442894121324
Mega Venusaur,Vine Whip,Frenzy Plant,50,1.1108707991558304,1.0968272107204244,1.0865313737404885,1.0622294051558374,1.1412606585468907,1.1968552663976675,1.0671195604058337,1.12996993975693,1.12446496232498,1.1643356865797594,1.1265221178282607,1.1733662739514696,1.1362363768917685,1.2069528391128725,1.1592326654945202,1.2130784657298026
Tangrowth,Vine Whip,Power Whip,50,1.303454665429154,1.3176138470893664,1.2775841378043253,1.2735735953678553,1.3557644382009602,1.43794054973361,1.269040688853708,1.3511986187089033,1.3171725865814434,1.3905697937463397,1.3263912958044464,1.4081828537511916,1.3592666015487118,1.440824433095152,1.371186954074615,1.477871109706049
Leafeon,Razor Leaf,Leaf Blade,50,1.3311143450438934,1.344504285797659,1.3689834534515404,1.3616613151873276,1.4339003156921986,1.503296391241035,1.3114246024845746,1.3662122898162774,1.3830584220088729,1.4427919743880966,1.3711531520758538,1.4384384440493727,1.3939215362874293,1.464526972823736,1.4257132075065495,1.5225609674858607
Shadow Vileplume,Razor Leaf,Solar Beam,35,1.908842787566386,1.4868125827178715,1.8939487216780908,1.4418838902168023,1.6326333882515982,1.5662270343511582,1.4928727274158102,1.4389394786198166,1.5680538845406118,1.4886522128811708,1.5560699737452872,1.4979726478894555,1.4844190212026966,1.4679703734698668,1.4254448026019573,1.4785081522475207
Shadow Glaceon,Frost Breath,Avalanche,30,1.3804810767866589,1.2869920910889672,1.6086530634687963,1.2763779548120622,1.4068262580136834,1.367472395430172,1.339443448893425,1.2860689244159607,1.3820043073203863,1.333342364610367,1.363774397560065,1.326709148791134,1.337225821108742,1.3103088310984865,1.2924917301378387,1.3535643456642243
Shadow Venusaur,Vine Whip,Frenzy Plant,30,1.590471324784957,1.344281759426778,1.5273721159522173,1.2752586843968323,1.409649281181639,1.3800647091219347,1.3321699990511116,1.2930530919009868,1.3947056633217263,1.337281710354222,1.3847030875679218,1.3600975855691568,1.3393573377709378,1.3624909992183276,1.3209550026500794,1.3898122956798546
Shaymin (Land),Hidden Power Grass,Grass Knot,40,1.4428415977468734,1.4656627878299535,1.4850717055859117,1.475887795468889,1.56129172848515,1.6455772743284733,1.4285804007457326,1.5048242732641508,1.513009716731002,1.5841234266211859,1.4934472210518515,1.5811574557187222,1.5124165382063124,1.600197953020091,1.5560794637337065,1.6699042309771557
Mega Abomasnow,Razor Leaf,Weather Ball Ice,40,1.3098509336882709,1.3096900633127058,1.4241490931061822,1.2939325709168938,1.3475109644942138,1.427825247961955,1.278150608733921,1.3001927590575344,1.3380153768718228,1.380747475390082,1.3606368644069116,1.4064256626660225,1.3241943578415578,1.3844257918441685,1.36390119911347,1.4549289313752543
Mega Abomasnow,Powder Snow,Weather Ball Ice,40,1.3417242122622948,1.3513549257963036,1.5147065786563503,1.3653331744863104,1.430334812880684,1.5004222327377448,1.3512714122290996,1.3800218259490284,1.3932436629811822,1.4342289765529836,1.4139588438459618,1.463754810068282,1.3921958890975343,1.461415847023292,1.418515862050467,1.4989488003968372
Mega Abomasnow,Razor Leaf,Blizzard,40,1.4554240332245802,1.416385151353702,1.596758259416995,1.3728404207731506,1.422879091096406,1.487627683542046,1.3563404745138687,1.3800494753796726,1.4387722452889853,1.4700740402552959,1.4554821310069994,1.4802549363437658,1.3847131430023654,1.4495949006480562,1.4274352517284192,1.523600405624927
Mega Abomasnow,Powder Snow,Blizzard,40,1.5393748364468824,1.5526451363303482,1.7086853994803082,1.558816977928492,1.5909361166798215,1.6923155133742842,1.4901700750227271,1.568539185387541,1.5870907624630688,1.6173598857867784,1.5945080908174523,1.6561893827075145,1.5183202969070682,1.6344760101091131,1.5436031355551532,1.6823934235327929
Mega Abomasnow,Razor Leaf,Energy Ball,40,1.562271378628055,1.5130855201600983,1.7260930426728436,1.4789712211468353,1.5692631440225904,1.608817614460107,1.4826341598954316,1.4792064023187383,1.552438351243079,1.5586079982935377,1.5897015258624958,1.60756756049779,1.5172765271165793,1.5704130668888032,1.543955114794272,1.6295024106589748
Mega Abomasnow,Powder Snow,Energy Ball,40,1.6934165516696065,1.6689116351923006,1.9002833872275071,1.6659891033110195,1.735229724544528,1.8018781913722155,1.6641771585435303,1.6659836788150122,1.7131674522256048,1.7224353761607967,1.7561302776846153,1.7723421190552038,1.6885313997322544,1.7545122635249175,1.689301470500651,1.7779327934236038
Mega Abomasnow,Powder Snow,Avalanche,40,1.3443720784000692,1.3563115971632593,1.5225106777077173,1.372424482011634,1.4135153566804253,1.4893825614427336,1.3375279653484684,1.364397476228981,1.3806687011988272,1.4147805455814415,1.3929731975225714,1.447369639636862,1.3909365176954402,1.4517838875418911,1.3882538708054788,1.4678448365540306
Shadow Exeggutor (Alola),Bullet Seed,Solar Beam,50,1.2323691622126876,1.209595555496985,1.210313014857863,1.2025028555757842,1.2551396742695415,1.2784855183984325,1.2052945859932858,1.204982466749933,1.1928805719642466,1.2254168576769287,1.1883784982279393,1.2530493738697874,1.1976010109113218,1.2461548532343127,1.1773682607935698,1.2681792221251758
Shadow Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.0320376318073394,1.0346196060417228,1.3033206073415409,1.0790644304513881,1.0658123023668458,1.123443588576377,1.0162983935030043,1.0321621748827245,1.0638225503752534,1.0895802888636497,1.0377745868954384,1.0789572105169571,1.031895176351144,1.0926329644884667,1.0065269508258747,1.0657407609199636
