Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Shadow Tyranitar,Smack Down,Stone Edge,45,1.0635771465327302,1.103354864930165,1.0489146560926077,1.0943996793871362,1.0521417991245492,1.0998947200616402,1.069488331304801,1.1051184977565425,1.0701742076685776,1.0958583524395185,1.1292777169162866,1.082740428157294,1.1447005757843425,1.1123965387509405,1.0900590314513803,1.1340110127921517,1.0509174800354923,1.0960354924578526,1.0662292196736365,1.1035429380368451,1.0578458620081173,1.101894741485795,1.097043314777551,1.1452932450097675,1.0537234664829522,1.1332362766635036,1.0789176486693055,1.1305141396972427,1.105988152934841,1.1505223478729132,1.048994826019985,1.092183735534579,1.0697038225853517,1.11478698570178,1.076443069108213,1.124882313873461,1.0840890282677818,1.1377411908184154,1.0756442458472684,1.14310098388865,1.0690276883451386,1.1265185662159263
Deoxys (Attack),Poison Jab,Zap Cannon,50,1.752269298033675,1.3767042736246204,2.0475004142534,1.4577095447836825,1.937212306793047,1.5109680440515174,1.9738765574535948,1.4313659804148553,1.9063981766701599,1.5033395272831798,1.7450712079445998,1.268871786150737,2.023082490921582,1.7333889488664245,3.372132586322978,2.3116283543329805,1.8940621118012422,1.5158722271517302,2.3598511659939168,1.5799648001836513,1.8195142932768662,1.3309180342332805,2.5122130340907423,1.6591219540854545,1.345699392962525,1.2852036240267253,1.9429164622808317,1.434434925451455,1.8773397953688744,1.6306731287022078,1.587167739642166,1.3221592479955766,1.6765878805563663,1.4013836202704018,1.3453950969587716,1.0435712356860827,1.13843808528246,1.002247484646544,1.5638972537156022,1.3874633990646814,1.7769800386349004,1.3792552049796094
Mega Glalie,Frost Breath,Avalanche,50,1.135269843657246,1.1814654393069781,1.1152048338554852,1.1738457744226463,1.1198132194405883,1.1730974885586944,1.1405766377757112,1.1850939742891622,1.1298149283999013,1.1902568640809001,1.139726558328818,1.1728211476324002,1.17305018483986,1.2038125265809534,1.1391988073482735,1.1969558526498028,1.134860692102928,1.196,1.1528513764276014,1.1910546553670156,1.138510234692077,1.189727810128816,1.1646225930114713,1.2277661090139975,1.1407495028012116,1.201388257009528,1.1406212568873273,1.2090895609221888,1.2096607431340871,1.2657727517501345,1.13646865989968,1.1883763181800229,1.140769380410466,1.194801089388192,1.143026047862674,1.2074268156506127,1.131172960494795,1.1913846421882486,1.1373280970289061,1.2017179889260488,1.1561601201974674,1.2215174930242543
Mega Glalie,Ice Shard,Avalanche,50,1.1433869943181545,1.1859568333352,1.1442488140792206,1.2158857508391039,1.1447848237474345,1.2011826557113536,1.156879052483583,1.2013679334969092,1.1372250350248627,1.1975854912194537,1.155933731723426,1.1884805676070096,1.1890376059148755,1.2201802597572544,1.1718434404155045,1.2374422910454939,1.1444933451641526,1.2248624667258208,1.1531287662846976,1.2042067606603792,1.144598111875772,1.1968965060878773,1.1812787333108117,1.2572595214664453,1.1265679634997596,1.2233559943325838,1.1428685504386216,1.2284710418544165,1.2066558966074312,1.2666020463112546,1.1453947628263361,1.2202298668983769,1.1608792918976754,1.2195433323606655,1.1477699847464184,1.2171774305378165,1.1462520144605601,1.2210810575373492,1.1565895560705515,1.2147208614923468,1.190030049366817,1.2482614294913073
Mega Glalie,Ice Fang,Avalanche,50,1.1322137116323425,1.1814862402055768,1.1494240914363225,1.2110746311217981,1.1452796726690624,1.1990305610723277,1.1459560207311252,1.2031916723685452,1.1373087778303372,1.2008129842088229,1.1483996503869869,1.1841993901546761,1.1817135309320508,1.2222944678902083,1.1753570741560064,1.249717466576897,1.145994676131322,1.2201703637976928,1.1469114074187439,1.1998641746216976,1.141101994000353,1.2064694723839775,1.180588399453608,1.2308212035309842,1.135472046379223,1.2257867439653716,1.1444313891011966,1.2295889848393242,1.202186322024771,1.2564243403338717,1.1259725897547297,1.2052608712824362,1.1496571345199884,1.2287228868787083,1.1318595502747835,1.213382281030821,1.1431595452763623,1.2111328890631126,1.1250745895838248,1.2117789095349774,1.1662051942476928,1.2289869070616013
Rhyperior,Smack Down,Rock Wrecker,45,1.1310856629006372,1.1989029926092807,1.1337807270050828,1.2041671965256664,1.139776554124516,1.1984941979794224,1.1818707421841148,1.2509749242372308,1.167863585233201,1.236482892702833,1.1445772411420165,1.1973217428446001,1.1467166388589,1.2062170805116628,1.162210252957584,1.2255728816004616,1.1414871339840282,1.2046921029281277,1.1466340175616476,1.2098023836397376,1.1653763013940357,1.2322326627845421,1.1891808527826329,1.2642950516281597,1.1555809751595585,1.2649647086350106,1.1678853766213024,1.241315978599377,1.2276898222940225,1.288163704900377,1.1608377108100636,1.2452407283068052,1.1590798560451319,1.2446016924423695,1.1674025850806835,1.2457578256712671,1.1734657432815019,1.2376671457816106,1.1897142698547065,1.2422392139992506,1.192230092294484,1.2518888173427776
Zekrom,Charge Beam,Wild Charge,30,1.226982605648564,1.2726901802157853,1.2032885939661584,1.2633880918525027,1.181649407841861,1.2404035841674914,1.2415315784912635,1.2920103422808635,1.2022637717306923,1.2663564410665666,1.1743358736963667,1.2179307180908914,1.2091757450845684,1.2620105015212484,1.1965200298162932,1.2610759113205732,1.1999041703637976,1.258676131322094,1.208444129856714,1.2643047079754368,1.2281409917063704,1.2568157755426153,1.258522685545584,1.2989439360780224,1.2144259141308444,1.2666415359218002,1.205165352893533,1.2766908887646728,1.2682067851373182,1.3387937533656433,1.1989711284015958,1.2433745408586439,1.1918830853029863,1.2778790973640697,1.218564119780757,1.2737762467431049,1.2050089289603205,1.2794895248050873,1.200926992409209,1.257739970302938,1.2563854904485943,1.3012556342562782
Zekrom,Charge Beam,Fusion Bolt,30,1.2728901888561586,1.2422760663260652,1.2034234671660828,1.234935626948436,1.1509488478987187,1.1992082417253953,1.2049688476945224,1.2513474326025011,1.201650412263568,1.228735551536907,1.165656849290689,1.1777192892256705,1.1868334314783917,1.209830045473877,1.185035346734635,1.2422964557083773,1.1899236912156166,1.241220940550133,1.2038050236259636,1.2376465861917243,1.198054526204341,1.228747573672137,1.2054697942217587,1.3109880586930658,1.1999844016066346,1.2509261546060757,1.165387116277478,1.2634809094123953,1.1968228325255788,1.2909316101238555,1.1484359571863028,1.2032169516963547,1.146885030639043,1.1833114483026943,1.1975229351102419,1.2515892188560545,1.1586044688357506,1.262624678775208,1.1313054217954235,1.165679077448273,1.2121592616441297,1.2811440223223869
Zekrom,Dragon Breath,Wild Charge,30,1.3544409118473917,1.4074848033435043,1.318776661541485,1.4096773447705806,1.3434367755777112,1.4330708530664027,1.3587656521418583,1.4345956796790218,1.3933376939947355,1.491683434088754,1.333380132963682,1.4040264819992803,1.3596730133804429,1.4420576111492787,1.3680508800615563,1.4746591564874483,1.375371783496007,1.465352262644188,1.3509364298968876,1.43011688634668,1.421618581259926,1.4993051879301218,1.448379184231012,1.5932171026541133,1.411459619659175,1.4816523898038503,1.3938467505504157,1.474441313697083,1.4593107162089392,1.5635002692514808,1.3738990481456614,1.4615999842015879,1.4048365917712287,1.5150641960898745,1.6940379660917988,1.8474714816409643,1.6561261378979921,1.814826429722549,1.409847212778063,1.4968707067623264,1.419338913930028,1.5396437003648853
Zekrom,Dragon Breath,Fusion Bolt,30,1.42457034143875,1.4128082333156793,1.3598243565584984,1.4285672998000023,1.345866184880871,1.4325859675458814,1.3871590675391294,1.4287597152897868,1.4638038698229405,1.523152622394637,1.3852150080482182,1.405636125623391,1.4257655314554911,1.4541662577289234,1.4585487400211599,1.5212651486005577,1.4109600709849157,1.4920922803904169,1.3770015112964629,1.4226656208750217,1.4933165696135522,1.5343766543144521,1.5260197112348162,1.6252955950824728,1.3732045599303273,1.4347662190794348,1.394325868972519,1.4636611491997582,1.4554658050619278,1.5471190091545501,1.372595679134247,1.4332319601880013,1.4103443244820544,1.50769623577473,1.887875227161593,2.013005685425896,1.7581950433381246,1.9163029748682434,1.4242100442680508,1.4874481342196195,1.4218501824425844,1.5262717321313588
Nihilego,Acid or Poison Jab,Rock Slide,40,1.3907496803861927,1.4683866343026017,1.4138969491682176,1.501263954559292,1.4088332193077429,1.4967419678381413,1.4658876757935526,1.5354652538941997,1.4273146398267205,1.5326608257945948,1.4044733855116254,1.497358127909322,1.4356168416920208,1.535583717734812,1.539545662210253,1.670502909493123,1.4088056787932564,1.4954179236912155,1.5661240028312897,1.6803225374476307,1.4099280924651492,1.5075877889535911,1.6429358283271889,1.781869189078037,1.4767648932159987,1.5525730849722479,1.4421008202051082,1.55909697585015,1.7354442649434572,1.8691437802907915,1.4308720723567283,1.5327422094079546,1.4605826281490129,1.5379583698083845,1.2458308093156323,1.3235437938358015,1.2721285770286161,1.3461300579293523,1.4821470698436048,1.5463149276307573,1.5022751663447094,1.5928525434642629
Shadow Tyranitar,Smack Down,Stone Edge,35,1.134242599280289,1.1734346923787107,1.1261102954493782,1.185884170895905,1.1142918346606798,1.1657760493121931,1.1880740412113246,1.2364341636734497,1.1391963859321141,1.1803729497158404,1.2130187343534333,1.1713598126960145,1.239786779860634,1.2015592796152714,1.1495683851110896,1.200036669231509,1.1367027506654834,1.1824809228039042,1.151330514797314,1.1907772655099191,1.1508293629786484,1.1909409740603494,1.1686470925194248,1.2394283448144177,1.1509664504556032,1.189091523573072,1.1560328994649844,1.210914773958773,1.2135702746365105,1.2808723747980613,1.1515462695999052,1.2135747857340338,1.1548487501215836,1.216345686217294,1.1306991103293753,1.1931293197194508,1.154048521277059,1.2009495187072607,1.147971857176559,1.2025089854428888,1.1730736209487016,1.2323459969950634
Crabominable,Frost Breath,Avalanche,30,1.5440459027830002,1.476878201138289,1.567690932282093,1.503292832838156,1.5234754335740048,1.5161174618567794,1.552757143947321,1.5251876446218458,1.5866206156680527,1.510507458767985,1.6462738925295926,1.529545068044026,1.574692478817025,1.4937657441031178,1.4948693132634414,1.50150283735693,1.6434995563442767,1.5792653061224489,1.404319629636715,1.4724905783100264,1.4886955179107113,1.5200613199223576,1.4417108529295124,1.5218923960460027,1.412395523261104,1.4945600603137876,1.4494473026773593,1.527315453850629,1.4770490037695205,1.565094238018309,1.4573837829298157,1.5086002606738023,1.5110640988230717,1.519356093765198,1.4590160345066672,1.4970186181276777,1.4185896598283898,1.4918158456378763,1.4561413247110089,1.5116220979447967,1.5103670315518352,1.5459969950633183
Crabominable,Frost Breath,Glaciate,30,1.5808538928881728,1.3917929254543795,1.64121416708092,1.4559465593846699,1.5360492457705364,1.4269865361239713,1.4990344531434918,1.4231268196968971,1.6289288389852183,1.4297907108858858,1.6814606230546845,1.4387030306385975,1.5930374259822684,1.3965857787810383,1.4509323602962392,1.4057059728767913,1.6611960958296361,1.4773593611357585,1.350764256882138,1.371013716450175,1.33878154226222,1.4117588671254633,1.368726407473231,1.4165944508908244,1.3181682286724468,1.3830965410562712,1.381595008042345,1.4365567356064841,1.3938395261173935,1.4584598815293484,1.361428176468265,1.4041826296457207,1.3929578834743703,1.4298706351522226,1.359714487983243,1.373931701905603,1.3468008188509952,1.3816368308724247,1.355990063973578,1.4056979503476221,1.3888280746941404,1.4407061601201976
Shadow Electivire,Thunder Shock,Wild Charge,45,0.9787622825306053,1.0070099028278021,0.9624301067810391,0.9961850152021364,0.9587415560175622,0.9850532377732463,0.9672658274018705,1.0161885927073726,0.997965276158876,1.0159631893786962,0.9640440417479068,0.9912339678308569,1.010566951287336,1.0097552098668499,1.0935576368183129,1.0212741656246993,0.9527240461401951,0.9919503105590062,0.9633941040307616,1.0145199242438736,0.974302982177519,1.020160578789483,1.001072220671827,1.0716478416050996,0.9803980190040426,1.0368252070036785,0.9943874699125038,1.022735309886951,1.005288099084545,1.0752934841141626,0.983984359571863,1.0393479205339864,0.9747592646629706,1.0304688259896897,0.9687265083894699,1.0175744615631637,0.9814451848948125,1.049313994511956,0.9698449924369632,1.0039966139798226,0.9976819059884096,1.0552479072762395
Shadow Tyranitar,Smack Down,Stone Edge,50,1.0245898622820506,1.0599641904530275,1.01239292031306,1.0564039722084138,1.0131068541557346,1.0595346427456476,1.05693040172699,1.0927325946113042,1.028723782277759,1.0605618915915433,1.0891572507128704,1.0461002724924955,1.1104622632250465,1.071472094088396,1.0440902423776088,1.0895330383764548,1.0122590949423247,1.0594818101153505,1.0309146213150193,1.076224819696593,1.0286306687841893,1.0758668607728958,1.0443282464051231,1.0853810789771308,1.0233715927259492,1.1088897843522116,1.0280854656004381,1.0820775487388918,1.0764674205708131,1.131534733441034,1.0114538488881868,1.054830364548363,1.0288274486917617,1.073399961093279,1.0363385565294818,1.0910762898034552,1.0562393832483994,1.0952393396924953,1.0298913420574236,1.0745063210335688,1.0401910281176219,1.0983365529083495
Shadow Mamoswine,Powder Snow,Avalanche,45,0.9931853056052021,1.0348543057060064,0.9899519466056269,1.0568394199681699,0.9825806537319579,1.0418296789792163,1.0053276456824598,1.076012401424327,1.00153000368921,1.0692620900846255,1.042165148644854,1.0402015416193726,1.0511376648019106,1.0606495567114862,1.0170000961815908,1.0643154275271713,0.9990133096716947,1.0771925465838508,0.9820174851261646,1.0602031641574043,0.9929636491971061,1.0477545438503617,0.9946682725496819,1.1020372192764714,0.982347818174728,1.0487969739116871,0.9924253658981759,1.067829479472057,1.052730210016155,1.1213462574044157,1.0083435364745843,1.050752399383862,0.9975561715786403,1.060743118373699,0.999985403271127,1.0717502207755243,0.9997560869375844,1.0777298662833747,1.0120592275988398,1.0604487864448175,1.033451384417257,1.069435501180511
Rhyperior,Smack Down,Rock Wrecker,35,1.2211935555616003,1.2938526944363997,1.2415078053047557,1.2980967464730657,1.246439744671241,1.3109726936387005,1.2745438389315218,1.3486536021429578,1.2384904567151547,1.3274886890629634,1.2204776726214253,1.2790259876369878,1.2424571433245002,1.3118048058363594,1.244235115898817,1.3131522314129076,1.2411180124223602,1.310768411712511,1.2256423009966906,1.3030436362940716,1.253529204164461,1.3202421916357863,1.2597858496247227,1.3758941292246227,1.2709700900807217,1.3300100089690763,1.2459360490982307,1.3395808854564744,1.3123855681206245,1.3978244480344642,1.2533472885974961,1.341541925036534,1.2581582530882212,1.3213573582336349,1.2549683615901677,1.338264594904282,1.2738969467311294,1.362202186506381,1.2596827687653516,1.318313650934625,1.2731380124490235,1.3538956857694786
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,35,1.227104210901911,1.2714885283044226,1.254380488857547,1.3017961256709942,1.2573579717172254,1.3010308799011632,1.2742114269527909,1.3377629061860963,1.2534894721713605,1.2884939648597082,1.3649164923215649,1.2696014648943448,1.3911755324369417,1.3282195668531422,1.4005963258632297,1.3120671828412043,1.250977817213842,1.307318544809228,1.2257379526715513,1.2767394257073441,1.2591759308275985,1.3063349214752074,1.286150727788141,1.311619640732635,1.2497822724259402,1.3255774655210513,1.2598190757577485,1.3219789872349164,1.2955196553581043,1.357232094776521,1.2604467001066393,1.3070816382953514,1.2303764225269915,1.2869978601303376,1.261434712480933,1.3135377361933191,1.242859009538743,1.3131146826952393,1.240879255075561,1.2898100220646398,1.272655076196609,1.3263361236316806
Darmanitan (Galarian Zen),Ice Fang,Avalanche,35,1.0005648244004142,1.0315789642112538,1.0411594470969507,1.0693961148811382,1.0058568192838306,1.0639932647408519,1.0220698272104425,1.0914275219010343,1.0096236326723689,1.0548289043951393,1.0358808151836456,1.0347418044619163,1.0835705172244576,1.0632953839107533,1.3145949552755603,1.1121537462729634,1.0485714285714285,1.0859378881987578,1.0772291622826315,1.0675013869492855,0.9964156520204694,1.0505668784189166,0.996239883671401,1.0688718182218762,0.9646826376883181,1.0411537611626003,1.0000114075814786,1.0751531467813509,1.0380075390414647,1.082746365105008,0.9757099411509144,1.0551265847782298,0.9959877443828422,1.054615309794767,1.0097579132516403,1.061277067809104,1.0146086502025349,1.0586436691493533,0.9945740414371158,1.0410901874800518,0.9997102382485512,1.0806288903198111
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,50,1.085618098701864,1.1289895723495256,1.1251006732099436,1.1701656628247072,1.1098664240024976,1.1637983141925328,1.1310349912111306,1.1735061185792426,1.1299235677151116,1.168334355599112,1.2298764885248625,1.1447215949314022,1.2652104393627115,1.177910409919194,1.2520468644801386,1.184608540925267,1.0970931677018634,1.1467080745341613,1.1069577028293767,1.1731104011631244,1.1091737250749956,1.1773755955532028,1.1722456413495292,1.235800420075496,1.095358178107655,1.1546320728964916,1.1659574953514105,1.1987200693580953,1.1773613354873451,1.2335379644588045,1.1154962676251037,1.1829061179351477,1.1240881237233733,1.1681499854099797,1.120474101753797,1.1717889021070378,1.1345528986454114,1.1806002003571585,1.126559442694384,1.1961116276487975,1.1334406525005367,1.179405451813694
Rhyperior,Smack Down,Rock Wrecker,50,1.08975267731566,1.1541234581333912,1.1117308855774306,1.1725259438233855,1.1138534450119892,1.1720895244800766,1.1300726779341823,1.1817310515471384,1.1157642436327178,1.1898653098823302,1.1006323882444602,1.1500448880961516,1.1032608695652173,1.1602892825596232,1.1172453592382419,1.1766945994036742,1.1012528837622004,1.1674143744454302,1.0967899297916708,1.168672163449582,1.1188569790012353,1.1854596788424212,1.1482014599826682,1.2196877340892733,1.1274258751348611,1.2137239864293978,1.1347691675887794,1.2088500017111372,1.1862250942380181,1.2555842757135163,1.1217958845136065,1.2027824953592166,1.1283921797490517,1.1861200272347048,1.118919550128816,1.190706262726523,1.1329413301973084,1.214138246439305,1.1251439752431969,1.170952387560539,1.1485404593260358,1.2164627602489806
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,0.8785355527358781,0.921404604678922,0.8950339687787809,0.9475728604293592,0.8946237487628778,0.9454238098717378,0.895038007494144,0.9507681044885964,0.87723983713156,0.9395241145329981,0.9187307940249396,0.9194367433785114,0.9396612359734354,0.9452452808584421,1.1131516302779647,0.9789572713282677,0.8906157941437444,0.960354924578527,0.9080978707937176,0.9545080634361908,0.8738088935944945,0.9380845244397389,0.8851255085704214,0.97563268363615,0.8763957312396823,0.9376584211826182,0.8928371795895552,0.9555674701406555,0.9207539041464727,0.9961443187937533,0.8892728780757534,0.938633042379241,0.8992680673086276,0.9635492656356386,0.8871964792689958,0.9586328703737492,0.8986454113855133,0.9616446709351453,0.89532479427152,0.9390516368077046,0.9208306503541533,0.9764971023824855
Mega Ampharos,Volt Switch or Charge Beam,Zap Cannon,30,1.3651533746257838,1.354424911156162,1.3298902132152615,1.3652385521554664,1.261423039368719,1.3230250878439864,1.322411163868758,1.340061334537087,1.3280454655534155,1.3596436630461106,1.3147525617853992,1.338705403577601,1.3508297346811922,1.348562174894494,1.3528692170818506,1.388092719053573,1.2903637976929903,1.3498704525288376,1.3272817707038052,1.3533564172708665,1.3272123698605964,1.3713053643903301,1.3458719504134657,1.4026262062482557,1.2391753649374115,1.2870754312305832,1.2877904655434,1.3459691310845188,1.3181906300484652,1.3722994076467419,1.265156601761523,1.3364963071211344,1.2445409006905943,1.3155943001653536,1.3244122992037484,1.387791295970573,1.2770852389041334,1.3440829304412214,1.2363830643482605,1.2975257073867974,1.303187379265937,1.3588430993775489
Shadow Manectric,Thunder Fang,Wild Charge,45,1.1743499319170587,1.1298744105745369,1.1655029036273183,1.1566109062322978,1.0761652197594171,1.1266149012626951,1.1002448466442558,1.1478677129667834,1.1486004766549955,1.131747802883016,1.1329221557359868,1.1178104891813756,1.1785238165341707,1.1379203880001307,1.2017709435414061,1.1519759305568913,1.0893558118899733,1.1445430346051464,1.1185315554875366,1.1198993744380465,1.081734162696312,1.1361500794070938,1.1155795132411908,1.1693374263766285,1.0564791826441877,1.128517762670445,1.0925154857918573,1.1540707954506564,1.1222401723209476,1.1741949380721592,1.0776097002251275,1.1313736719459695,1.0875522809065268,1.1415353564828326,1.0915068933052103,1.1400702102658795,1.0866065595191428,1.1214774162637746,1.060754083346054,1.1060767960477929,1.0939042713028548,1.1536917793517922
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,30,1.3210458691815485,1.3384274200645467,1.3041583334296714,1.362175003757182,1.2962318417014833,1.3306088966529614,1.3056767429317184,1.3615943875406298,1.3016144254904047,1.3515726672536208,1.4622188561643024,1.352306298966585,1.4636720155723493,1.3994810580037296,1.4809620563624122,1.392363782821968,1.2805714285714285,1.333930789707187,1.3484781818529643,1.3403190939873357,1.3283483324510323,1.370235574377978,1.3431546788478768,1.404623768047824,1.297552352107733,1.3802628329282085,1.3213857929980264,1.3993109820786895,1.3689714593430262,1.4295745826602044,1.2905821714917651,1.343131640270153,1.2849187822196286,1.33422089290925,1.3413736981542437,1.4045921309034646,1.2920162027962891,1.3583344222309335,1.307017665588876,1.3556431356767185,1.3345567718394507,1.3817128139085642
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.050818195346039,1.0841892369750372,1.2395521439058508,1.1444684647190977,1.0419342946908356,1.1021364853106257,1.1316260895546326,1.1478496049212492,1.088212860631602,1.1003057744059355,1.1024536189297254,1.0921946126374822,1.1581750744266692,1.117876304511401,1.4263158843897277,1.1794027123208617,1.134204081632653,1.1505128660159716,1.211131941920303,1.1320088764754273,1.0479310040585847,1.1197833950944063,1.064553559625751,1.1005096720179781,1.0338875095865125,1.0862201193277092,1.0545510546309076,1.1105394645281252,1.0785245018847602,1.1558535271943995,1.0359512618981792,1.0895375014811013,1.0511501799435854,1.1056925396362223,1.0679185794463462,1.1146500069334462,1.0581122871205193,1.1232544971470884,1.0402159281719654,1.1104480925882239,1.057437218287186,1.120326250268298
Glaceon,Frost Breath,Avalanche,40,1.3073140759680817,1.3302574671225798,1.3106399540660416,1.356051760480611,1.3152104602427084,1.3582506924563769,1.3039254362422183,1.3418811931132515,1.3047264892073631,1.365668618402142,1.3079382719467196,1.317987668626978,1.366187391631498,1.3485764877155102,1.329430965663172,1.3983540925266904,1.29010115350488,1.3596024844720496,1.296941059437951,1.330524362481587,1.2902770425269103,1.3451010234692078,1.32604321196187,1.3869982227575164,1.2872314151642381,1.3413448414813274,1.3156135567698293,1.376495819121388,1.3647172859450727,1.4442434033387181,1.2867708045341444,1.3489968008215174,1.324968388289077,1.379547223032779,1.3035170818219637,1.3610865804973107,1.309656343917418,1.3655124352105927,1.310944893909327,1.381315829644329,1.336016312513415,1.3828933247478001
Mamoswine,Powder Snow,Avalanche,30,1.3347632617729086,1.3752786120360398,1.338560633210406,1.4235442364828153,1.3266002882744055,1.3968771379798208,1.3856069493505032,1.456847880776628,1.3744797195295013,1.445566044782031,1.4197669773898463,1.4051318760851252,1.443730166519449,1.4330793829947328,1.4069954073290372,1.4499374819659516,1.3504099378881986,1.4285607808340728,1.3218870162416545,1.4065674439959444,1.3524020645844363,1.428246867831304,1.3748806603704302,1.4912239472408677,1.3608688305104575,1.4363780530605348,1.3317324693991626,1.4384732092948973,1.400732364028002,1.4984275713516424,1.346439432837,1.4378826177969115,1.3541849041921994,1.451512498784165,1.341446681798609,1.4412226220104074,1.3578727296485038,1.455281153360338,1.359709135315913,1.420171798892605,1.378257136724619,1.450225370251127
Thundurus (Therian),Volt Switch,Thunderbolt,50,1.0221929587358174,1.0584553252700517,1.0477971352932336,1.0946694257869851,1.0214478814488115,1.07366440608166,1.0608585541760385,1.107241019379489,1.0270308196157338,1.0691896638744853,1.0148012070349732,1.060852043298227,1.0244647004939968,1.0723553996139628,1.0607506973165335,1.1106148408194672,1.022218278615794,1.0729263531499555,1.033200696344193,1.0848908614389838,1.0335274395623788,1.0829804129168874,1.0686808748145644,1.1071192515018433,1.0354603475841988,1.0788498784625185,1.0176475285474726,1.075312852922052,1.0630263866451264,1.138976844372644,1.020903274220941,1.0673012362257595,1.037216710436728,1.0752358719968875,1.0298649072742798,1.0837414335447426,1.0278322226577812,1.1063809399364084,1.0246596633407807,1.0814032555751378,1.0705838162695858,1.1132109894827218
Luxray,Spark,Wild Charge,45,1.2161789389301618,1.2511900514102208,1.232105216510021,1.2799408870032332,1.2198457665508697,1.283526844723715,1.281208893119848,1.323430388145956,1.2086350149039562,1.2648671771205602,1.2247746696671162,1.2804141569540954,1.2121303202800406,1.2604626721627898,1.2326963306723093,1.276401846686544,1.226612244897959,1.2801490683229813,1.216220611022899,1.2710577162206111,1.2270712016940182,1.2852699841185813,1.278204544453094,1.3365157234551943,1.2401372658616163,1.3161664348572097,1.2392512063517414,1.326690318385599,1.2908669897684437,1.3734733441033924,1.2265887278328529,1.2798688731782457,1.2384495671627274,1.3115455694971307,1.2561142048067029,1.3218724683798362,1.2225271135502418,1.3046038590530946,1.2174824107353492,1.3043948876646176,1.2840309079201546,1.3308006009873363
Raikou,Volt Switch or Thunder Shock,Wild Charge,35,1.2336916954812447,1.2791720602330021,1.2380685387066817,1.3015398665911377,1.22817683044284,1.2944649985719126,1.2402446138265275,1.2926143749426038,1.2456878113478291,1.3057178229586561,1.2437581816959395,1.2958916516050956,1.2640245199070894,1.3141275722184054,1.2685540300086564,1.3407292969125708,1.2535936113575865,1.3173416149068322,1.2594169073900485,1.3145218372773708,1.2640175577907182,1.3210472913358038,1.2883098570862035,1.3794045503282757,1.267707426135108,1.3276442526419778,1.2735081735321294,1.3400600038785777,1.339149165320409,1.4052880990845449,1.2682175441368144,1.3331885145542874,1.2616598579904679,1.313272055247544,1.257851215542597,1.3365056890750784,1.2697765582124658,1.3557559127139684,1.269813075033652,1.3257517936192948,1.2804679115690063,1.363350504400086
Xurkitree,Thunder Shock or Spark,Discharge,30,1.1072526333137591,1.1108543889096008,1.1179369795339553,1.1545897349934298,1.084642413534284,1.1222808217813234,1.094218747776914,1.143590333925294,1.1725328124681722,1.1446079818210213,1.1119078034099132,1.1157539420449196,1.139155379984951,1.141564023293094,1.2393539001635088,1.1560215687217466,1.0932493345164151,1.1475066548358472,1.0950299389742315,1.1338836493026994,1.1177430739368273,1.147575877889536,1.1464682813624545,1.1689849154708223,1.0943312838777606,1.1555549778372827,1.1200762026442774,1.1544700608024092,1.151211631663974,1.2058481421647818,1.0998262174651448,1.1483470911173428,1.0982394708685925,1.1529520474661998,1.092849792361532,1.138384288081041,1.0928960320571455,1.1541791889890676,1.0923106812284038,1.1572556584005218,1.1121592616441298,1.170261858767976
Shadow Tyranitar,Bite or Smack Down,Stone Edge,40,1.088026202731958,1.1164210293884695,1.0851223299923314,1.1350581688843675,1.105520720553168,1.1440774222688657,1.10880477845453,1.1593883102218623,1.0957451864861745,1.1318111758168885,1.166558566112058,1.122726427817173,1.1863508849412765,1.1551223541728006,1.1309061508127345,1.17931554775416,1.099332741792369,1.135581188997338,1.1012568630076713,1.1432383831040882,1.1120301746956063,1.1587590435856714,1.1322209655861228,1.1841428844204867,1.1109565714731382,1.1505114973157764,1.1140187768791139,1.1748211861603222,1.1435541195476575,1.193656435110393,1.0791994154587465,1.1284904617085985,1.09682910222741,1.143395584087151,1.1120517891940416,1.1772115868833795,1.1086022910405506,1.1580033973605122,1.1039397177391377,1.1613355351715908,1.124039493453531,1.1879051298561925
