Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Thundurus (Therian),Volt Switch,Thunderbolt,45,1.0727455426074406,1.1049197325324454,1.0831955699934104,1.1201103648127382,1.0582892176073224,1.1090079109404787,1.0879184413629148,1.1247178701834215,1.0577236894816773,1.1058939091820592,1.0392741179587979,1.086446167901254,1.0653502960709262,1.110155559917558,1.0954542175627584,1.1382760652111186,1.070335403726708,1.1114072759538598,1.0686300767126433,1.1091863868536338,1.0641322569260632,1.1068245985530263,1.0968523713702392,1.1750363526871612,1.0579870273361844,1.104717214126945,1.0539350452310605,1.128609073590308,1.0980183091006999,1.1545718901453956,1.0448971128401596,1.1120008689126744,1.0582871316019844,1.1238571150666279,1.063123554011546,1.11836487443164,1.0722853782830264,1.132671283592491,1.0474320367466452,1.093073923481495,1.0966623738999786,1.146512127065894
Mega Glalie,Frost Breath,Avalanche,30,1.319021781740971,1.3506631486480216,1.3247900794981176,1.3915330458607416,1.3214027140304614,1.3834780240582925,1.3109461841821048,1.365918330127778,1.358758705290961,1.3947635850068691,1.3992133707203056,1.3709160731023409,1.392570010141656,1.3699066804069748,1.4352788063864577,1.4276083245166875,1.4289228039041704,1.4323513753327417,1.3314904443976814,1.39795879325847,1.3311606670195872,1.3929217398976532,1.3624546509407633,1.441475845658975,1.3246285632579844,1.4146702889602372,1.3195948027058784,1.390641220154915,1.3877544426494344,1.4624663435648895,1.31225561831036,1.361378806429954,1.3364215543235094,1.4084597801770258,1.3240838728041047,1.3839523562769585,1.3257720283984495,1.3899298749945554,1.3182026338796298,1.3954011184968291,1.3722794591113974,1.4395578450311226
Mega Glalie,Ice Shard,Avalanche,30,1.3498343128423147,1.383224555300789,1.382128530306008,1.4330046280775173,1.3569488080451142,1.403021235328892,1.3679632458412931,1.4362072957315455,1.3804843050139308,1.425488141339749,1.3964409869844296,1.3902357514900079,1.4387145450976544,1.4212079203062125,1.4893418774646532,1.4800302972011157,1.4600248447204969,1.45370363797693,1.3543129340194748,1.4119430681231229,1.3403255690841716,1.393870213516852,1.3663616468134483,1.43975735499317,1.3401619633177784,1.4222095124202208,1.3457067567105097,1.4390778111132658,1.4156812062466342,1.4775013462574043,1.326306331213713,1.3990975156996723,1.3438746230911391,1.4311837369905651,1.3605027113423882,1.4285307662552822,1.3642144692713098,1.43234461431247,1.353894617060546,1.417354741122105,1.3690062245116978,1.4301244902339558
Mega Glalie,Ice Fang,Avalanche,30,1.3470021904946294,1.3869879178780522,1.3702230802726751,1.43023202043907,1.3577309350319826,1.4087119979276126,1.3557881720833436,1.427702981489697,1.3783816816008003,1.4313908774661692,1.3907914147066849,1.3890710339290728,1.4547633068341674,1.4378905355448686,1.4828496200827161,1.4945867798403385,1.4824596273291926,1.4688340727595386,1.3468521033803302,1.418064775314216,1.3305651138168344,1.3949179460031764,1.3420530822672325,1.4289029566852225,1.3242386034238474,1.4135134081189638,1.336649137016461,1.4299973762562599,1.3956596661281635,1.4715993537964458,1.3225739563173902,1.3888087997156287,1.3502820737282366,1.4387705476121,1.3521168906048155,1.4393250472569097,1.350372402979224,1.4333725336469358,1.3554904872261002,1.4256116345873635,1.3637046576518568,1.4253273234599702
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.1845471724378493,1.2105706966540954,1.191664450892668,1.2461378095821627,1.1598743947233827,1.218673406353993,1.1712788289785638,1.2437006636598686,1.2026462726529947,1.2359781725509191,1.2311123942559057,1.2142862792711913,1.2652308862498773,1.2421422612621453,1.2592244156968355,1.291775872847937,1.2156415261756877,1.2665235137533273,1.1671130411493507,1.2354752931723836,1.1606229045350274,1.2345376742544556,1.1725540883921095,1.2670563870569744,1.1440771600525146,1.2240449233728925,1.1552343687614788,1.227239023054722,1.1997953688745286,1.2864297253634893,1.1468067459220348,1.2163888779177694,1.1695481957008074,1.2470090458126641,1.162410503806097,1.2405176000058387,1.170355851735703,1.2384947079576636,1.1749628786722361,1.2282926964654945,1.1830328396651644,1.255033268941833
Kyurem (Black),Ice Shard,Glaciate,45,0.9016677520468884,0.927870484004909,0.9028084453744273,0.9279950520803227,0.8669537233229936,0.9178617212771752,0.8744103567673,0.925773827924417,0.8991034993176094,0.9280581401401901,0.8908052568508726,0.9229269411629774,0.9035602119933261,0.9276814047829358,0.9194629460421275,0.9576891170529961,0.8994250221827861,0.9294516415261757,0.8864901574426569,0.9186099898609225,0.8883117169578261,0.9230302629257103,0.8801462920259095,0.9636326248843323,0.8961276988470188,0.9352926648555199,0.8737637033572512,0.9431674290733622,0.9357565966612815,1.010910070005385,0.879379122398199,0.9459101860263044,0.8896021787763837,0.9682059138216127,0.9051942459694783,0.9381682564937198,0.8890979572281023,0.9613746243303279,0.8766461747685989,0.9086329637390544,0.9326357587465122,0.9934642627173214
Kyurem (Black),Shadow Claw,Glaciate,45,1.0568168544881138,1.1013675790794162,0.9072245792919542,0.9380508125146916,1.1557312804298876,1.2436499923613924,0.8687412450833422,0.9330649031154892,1.0599598487197537,1.1038931351269383,1.048483098741947,1.0816488762156369,1.2120096836457617,1.241874407040272,1.0621753871309032,1.1117239347888814,1.3154427684117125,1.3694622892635315,1.0401067472691448,1.1261358636389724,0.8928004235044998,0.9552452796894301,0.9486949752507968,1.0007931495380638,1.3846953763762333,1.4464130194589957,1.2669830369263413,1.3591448876923602,1.1635864297253633,1.2414108777598276,1.375725739563174,1.4643647063470122,1.3373577473008462,1.4186606361248906,1.0597152178196867,1.1054978579300379,1.0642885143081144,1.1676031186027267,1.299246471739221,1.4208517783544499,0.8998712169993561,0.9581240609572871
Kyurem (Black),Ice Shard,Blizzard,45,1.0531670968185824,1.0982394439439784,1.0520263734908653,1.0845443019926553,1.022782977197096,1.0866898924616908,1.0279536485771603,1.0966529864694097,1.0520201254331427,1.094221972754165,1.0500630806285125,1.0892145967387907,1.0597907874505186,1.0889500932378053,1.0771947436760603,1.1327967202077522,1.0545661047027506,1.0975723158828747,1.0341572130928014,1.0912038719797985,1.0456370213516852,1.1138388918298925,1.0867617466915382,1.1525931583508364,1.021538781505505,1.0854012036760214,1.0377476871128553,1.1332975895780335,1.0978029079159934,1.1795584275713515,1.0445416485643193,1.1192582645444134,1.0500680867619883,1.1109571053399476,1.0563068816278272,1.1092638139792872,1.043059366697156,1.134796811707827,1.0484034359778522,1.133164957466591,1.0850826357587466,1.1454067396437004
Kyurem (Black),Shadow Claw,Avalanche,45,1.081808334120034,1.1434141954932453,0.9481759363090214,1.0069228486761232,1.161867074944703,1.2688374703588818,0.9509271966029306,1.0028649514898393,1.066860708554667,1.1512711931539126,1.0475181035471484,1.121955222641002,1.1674845421533024,1.2623867242451008,1.0677358853515437,1.14827594498413,1.23927950310559,1.3515208518189883,1.0759187343370382,1.1600635127121077,0.9474479442385743,1.0087899241221105,0.9936841796043064,1.0642598005375792,1.3577881478207745,1.438106874991876,1.2726183821767947,1.4259362772498603,1.1797199784598815,1.2937425955842756,1.3302263122556184,1.439709309214424,1.3050165353564829,1.3991100087540123,1.072064050446295,1.1532145646160696,1.109499542663008,1.1958099220349319,1.3280137661148195,1.4064889468644621,0.977827860055806,1.0588109036273878
Kyurem (Black),Dragon Tail,Blizzard,45,1.1566579676242013,1.2121915666756804,1.1987664882486908,1.2477601415012542,1.150490531447815,1.2272203439366063,1.1648284844729977,1.248712711977308,1.19210599575854,1.2548723601212235,1.1659336921744425,1.2169934071844684,1.1974208296528936,1.2460333038898157,1.203892949889391,1.2791820957968645,1.1750878438331853,1.2339911268855368,1.1798060184033823,1.2463795841065177,1.1762616904887948,1.232464266807835,1.2262679376643215,1.3152622534259653,1.1642640807996776,1.2552677074261351,1.1739542099679448,1.2833757315111622,1.2516639741518578,1.350016155088853,1.1451874086654292,1.2671610253169556,1.2121145802937459,1.264711603929579,1.6045235262777613,1.7170789026179234,1.599155015462346,1.7412866414042423,1.203674664520337,1.3023549492790831,1.2111504614724191,1.2693818415969094
Kyurem (Black),Ice Shard,Avalanche,45,0.949060199400614,0.9952925966401748,0.9450699991907607,0.99407135948332,0.9369233681609554,0.9935204681470067,0.947608250542918,1.003457343265165,0.945521910060227,0.9973745498824206,0.9395731082732518,0.9849001981404067,0.9501463997121078,0.9972560277423365,0.9562854669616235,1.0110668942964316,0.9370044365572315,0.9935297249334516,0.9408968301034951,0.9935722074493525,0.9466869595906123,1.0015550555849657,0.9866339614881835,1.02447013204471,0.9490322496782831,0.9969843106160066,0.950616579778921,1.0335496971287117,0.9981690899299945,1.0783091007000538,0.9664876179943916,1.0194616691022553,0.950454722303278,1.0045229063320689,0.9466124641467847,1.0029558375967946,0.9605993292390784,1.0197308245132628,0.9647382079071898,1.0277958951443915,0.9745546254561065,1.0541532517707664
Kyurem (Black),Dragon Tail,Avalanche,45,1.0263963403219019,1.0800450579465033,1.0468221947337795,1.1096095228186187,1.0325454497147146,1.1037621802578528,1.0436727255324734,1.10585575389614,1.0362380015797967,1.1041194670336263,1.017108890215977,1.081779387860835,1.037428026957176,1.109403114469853,1.0437626238337983,1.108733288448591,1.0387755102040817,1.0942395740905058,1.0393989248751747,1.1154802670594763,1.0437069878242458,1.1169159167107818,1.1059735910579733,1.1529162933478254,1.059910829184594,1.1166889810349534,1.0484137757953935,1.142127057642509,1.112170166935918,1.217716747442111,1.0603400608238873,1.12221059283542,1.0633814804007393,1.119346367084914,1.2565521066728946,1.381631476386142,1.2878609695544232,1.417875343002744,1.0589916875980072,1.157796866543623,1.0747477999570725,1.1596265292981327
Kyurem (Black),Shadow Claw,Ice Beam,45,1.1470719535083915,1.223188841757964,1.019633684389005,1.0791898359556538,1.2372302409150389,1.3588833684266461,1.0189423090603604,1.0764896777673296,1.1381643124376173,1.2340407714296708,1.1113205010065217,1.2023938999648014,1.2262611640003926,1.351034203552851,1.123990093296143,1.2240369818216794,1.3089370008873114,1.4380621118012422,1.1468922770837717,1.2430317754863889,1.015914505029116,1.0835428798305982,1.0520541104240413,1.135070428741389,1.4514824973027778,1.5314762579454317,1.3570116699558525,1.5278858329245617,1.2617339795368874,1.3599353796445879,1.4279296180733838,1.5306884158142107,1.3936265927438967,1.4900787861103006,1.1416685520774794,1.231927425064043,1.1795548586610916,1.2820593231412518,1.4072799433813021,1.5055439141838165,1.0468984760678257,1.1255419617943765
Kyurem (Black),Shadow Claw,Blizzard,45,1.2542957855779369,1.3183257516724722,1.0556024400488626,1.094600062427024,1.3896403876427257,1.5041630410957085,1.0198826339963032,1.0911015770814227,1.2556011488607584,1.3225908666022377,1.2268826304819835,1.2843037994708346,1.4464884515981287,1.506254702784048,1.2477818120611714,1.3387605799749926,1.588184560780834,1.6969511978704523,1.2422569969200161,1.33527825072217,1.0477876301394036,1.0954539438856539,1.0543307433573725,1.1265073513211814,1.6887730563751935,1.8576386632176887,1.6136480304810576,1.7803127958841445,1.3586645126548196,1.4613785675821216,1.6253209052490225,1.7320984241083772,1.6084524851668127,1.6965397334889603,1.248939912565594,1.3242152433639622,1.2459776122653425,1.3678818763883445,1.53261819847074,1.701752681755735,1.0441511053874222,1.1403198111182657
Kyurem (Black),Dragon Tail,Glaciate,45,0.9898939634192196,1.0395633091349545,1.0249515419860271,1.0625310690049825,0.9846547017289822,1.0498668225385417,0.9809774981665603,1.0614017955420578,1.0246384913620428,1.0598489460854765,0.9976666099797905,1.042285773044204,1.0263601269342755,1.0619581574901036,1.029103948254304,1.0804619120900258,1.0027826086956522,1.055396628216504,1.0088190844221683,1.0681709486733113,1.0186275807305454,1.0567540144697372,1.0233832234184745,1.1277998913091374,1.0088780855571877,1.0480430515656887,0.9938056832570926,1.0699512896270862,1.0701669359181474,1.1671190091545502,0.985485208736522,1.0681701489000357,1.0167420484388678,1.1028718023538566,1.319515096666837,1.3966807038542663,1.3281153360337994,1.4001306677120084,1.0087564702127365,1.0372462219508471,1.0426808327967376,1.1130822064820778
Kyurem (Black),Ice Shard,Ice Beam,45,1.0177975688549745,1.0786593980859973,1.0105490109940924,1.0717698831998088,1.0073812196531409,1.072423962643888,1.022871754941233,1.0804773280802755,1.0076817049129867,1.0815587025749782,1.0052837441813558,1.0644510007870247,1.0160262701606306,1.0795343016979095,1.0264048523612581,1.09936460036549,1.0148429458740018,1.076944099378882,1.0009852122510665,1.0678744284812427,1.0157159872948651,1.0857155461443446,1.0649941982580085,1.108955245802917,1.0264392767544943,1.0674890486279913,1.0217314427168296,1.1081895027435233,1.0670543887991384,1.1584706515885836,1.0253663256842689,1.0958074963466173,1.0218728722886878,1.0889383328469995,1.018048855251538,1.0919885853580213,1.0306982011411647,1.1027135328193738,1.0197610357891231,1.1092685363789012,1.0444515990555914,1.1301566859841168
Kyurem (Black),Dragon Tail,Ice Beam,45,1.0999099161083759,1.1637462738390298,1.1165901742947095,1.182834109817613,1.0984467057674807,1.1783980179474065,1.1131468290872122,1.1879511651880583,1.0968112097666745,1.1879573319089514,1.077494255510162,1.1557656485440042,1.0961903359832499,1.1861484607583341,1.1041947196306627,1.195582259305569,1.102622892635315,1.1791517302573202,1.1027968549729306,1.1851720773630747,1.1081590788777131,1.1918232751014648,1.1671782970785658,1.2384001880058164,1.1327423275402633,1.1870897297578349,1.1193118946852076,1.2248662461071629,1.1847926763597199,1.299569197630587,1.1236423239464435,1.194350092815672,1.1238327983659178,1.2037131601984243,1.3275068057248371,1.4841953918126949,1.373030184241474,1.523986236334335,1.1175115527122854,1.2345790372045906,1.144376475638549,1.2303713243185235
Zapdos,Thunder Shock,Thunderbolt,35,1.2883804580357872,1.3201066286063559,1.2988867180726233,1.3495585792842473,1.2939684890834335,1.349625708231762,1.2955633995009939,1.3350027226739891,1.3015012595370608,1.3608635920231584,1.2882428782168154,1.3410664778861858,1.3122996205057742,1.367812919161187,1.2774929066076752,1.333996585553525,1.2923123336291038,1.3388287488908606,1.3131635834943471,1.3644807070571807,1.317165166754897,1.368724633845068,1.3335781325734763,1.4332652791445735,1.2944586707569121,1.3690059923827846,1.2802842769304479,1.368236730130845,1.3408508346795907,1.42744211093161,1.3241636715510092,1.3818377503060943,1.3153268164575431,1.3681305320494117,1.3174715546246087,1.3927395870585402,1.3356679297878828,1.3970817544318133,1.281469865808135,1.3566839205672971,1.3288366602275168,1.4054625456106462
Zapdos,Thunder Shock,Thunderbolt,50,1.1769660449331412,1.2224160083715616,1.155776619152765,1.1995564598482484,1.1481640772894235,1.1974380774621225,1.1820828650032271,1.2398255419155984,1.1614176525307303,1.2146984466841244,1.1420797228407245,1.1883401687159632,1.1735920273497562,1.2160622566820427,1.1875931759161296,1.2294772530537654,1.1742857142857142,1.2373806566104701,1.1650373998048706,1.2189179882539745,1.186948561849303,1.2320451738133051,1.21232906893057,1.265396648208804,1.1965267577439525,1.2551117234924802,1.1705889734317427,1.220257583189788,1.2393861066235863,1.3408077544426493,1.1832912042339745,1.237845096567795,1.1828859060402686,1.2658301721622411,1.1615492968025867,1.229570053351044,1.186001132453504,1.262859880656823,1.1889649047334898,1.2473876299246471,1.178418115475424,1.2504185447520928
Shadow Aerodactyl,Rock Throw,Rock Slide,45,1.1288967683403923,1.1651783357041023,1.1432237777597947,1.1869188410153255,1.1116166614635572,1.1521195475287445,1.1564910229364265,1.2033119615281638,1.1566126261517466,1.1843903410595502,1.1125405871442073,1.144771031160644,1.1539078090751465,1.173518418555959,1.1823843416370106,1.201879147831105,1.1232227151730256,1.1831907719609582,1.133032349396438,1.19158073957875,1.1493515087347803,1.1904115934356803,1.1571023603542734,1.204529765139609,1.1155710961770937,1.17466300971,1.1263731876204925,1.1931759847594712,1.1743349488422186,1.2450726978998383,1.1193076345827244,1.182145819345156,1.1342403462698183,1.1829831728431088,1.1436756022975252,1.1988001488866344,1.151766191907313,1.2031447362690013,1.1306670737292017,1.1923786791745883,1.1602704443013523,1.2111397295556987
Shadow Tyranitar,Smack Down,Stone Edge,30,1.1914498706344114,1.2305043577882564,1.19305364485189,1.240521304185308,1.1736471361864087,1.2239457061062364,1.2094518823960048,1.2509606964871685,1.1939596540743138,1.2571718922931723,1.269397787629869,1.2213259983152134,1.2838661792128765,1.250897618346583,1.198855439068962,1.2603395210156776,1.1984702750665484,1.2377746228926352,1.2014328620894152,1.2373596311671418,1.1990250573495678,1.2412541909299453,1.2179545554690598,1.2803196098879308,1.2056518178627602,1.2558396485162029,1.2130593992767593,1.258598464539533,1.2495961227786752,1.3343564889606891,1.1797958055215452,1.2470180496860066,1.1995550043770062,1.2614045326330123,1.188144536809301,1.2475167315004707,1.20671632039723,1.260455594755869,1.1924341877020859,1.2464162306934403,1.2219575016097877,1.2833440652500538
