Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Avalugg (Hisuian),Powder Snow,Blizzard,35,1.646163695701094,1.6613911678292435,1.6405173170150495,1.6511709769791223,1.609217367699528,1.660424851227866,2.0011315848028945,2.0081320276151087,1.606146771394576,1.6538101429422905,1.6666138415249503,1.6797679269620214,1.9264447532025823,1.679325886045592,1.8602252996123396,1.6936737854792066,1.721903944535193,1.7589216570796322,1.6088887615048957,1.6865309866796652,1.6862006848306905,1.7353015323703638,1.5749984768828877,1.676676048154779,1.6830157880880585,1.8559856630323877,1.6364238130451136,1.7847568300775143,1.6287714182276247,1.7216497403776054,1.6449857748827175,1.8275147120162607,1.5993608999286746,1.7079634435316364,1.6358563215792956,1.778712012269145,1.6215556022024828,1.7067158374587579,1.6247487964531797,1.7435392800165703,1.619305833394275,1.7183480890915812,1.6404241401959996,1.7617649879981045
Avalugg (Hisuian),Powder Snow,Glaciate,35,1.3271419265662057,1.3437629525430979,1.320508219886503,1.334215143379175,1.3015246120371227,1.349875614238354,1.6565186630042716,1.622671842137595,1.329947258465474,1.3396708363093723,1.346075257635093,1.3467804263907908,1.5859135250908682,1.3465143270648965,1.4963638817803422,1.3707827535066246,1.4016870282037677,1.4107270203509965,1.3143845746357847,1.3543681274025217,1.3570032705489719,1.4067381198399473,1.2896629875539736,1.3717354443945808,1.3643030162499268,1.4436640505538225,1.3034154952937427,1.399310248219565,1.3201911336596592,1.4140379589265966,1.3549622466311888,1.4916795710869126,1.2777491893505029,1.3783331912859456,1.2973192064851196,1.4165756307110147,1.3012587298593585,1.3742689263600698,1.2929829202973686,1.4116599536484011,1.3466453634273696,1.4474766456793107,1.3496005836447653,1.4439674715496942
Avalugg (Hisuian),Powder Snow,Avalanche,35,1.4448343495575147,1.4556173188946888,1.4533537046810185,1.4720580053273336,1.43739547439654,1.4661724267974412,1.7843397709274715,1.707185485927182,1.4371598512062962,1.4722313990137499,1.4585936847011702,1.466519268892537,1.6205311525941772,1.495925884424186,1.5848428242655015,1.5009194998899804,1.5259696475904279,1.5152776583721772,1.442362128150925,1.4846279700374143,1.502293409845223,1.5275768754735335,1.4100336105615774,1.4772346601557547,1.4957533192987071,1.569657543901132,1.4808369022172425,1.5673519648066863,1.4586211992719662,1.5243331498370851,1.509563853521845,1.6139618723710554,1.4677351880340326,1.5378168131931178,1.4986234195592165,1.5580242021908755,1.453834714164831,1.5073316944538755,1.4442520595788517,1.5449490138523212,1.4701856527810573,1.5647500444373184,1.4862530872054394,1.5433140447979692
Tapu Koko,Volt Switch,Thunderbolt,35,1.355552532144408,1.3368038026732703,1.387054139312769,1.3904136622330534,1.3243752415741972,1.3595312086858222,1.4504314957690578,1.4625083172736086,1.3775495150892605,1.388439291780487,1.350870780263602,1.3514231624555653,1.3562475380450132,1.3604839607970698,1.3702887511119708,1.3668239656479377,1.5027892324805634,1.412490270502271,1.3678800726917202,1.380920708341409,1.3814619569359174,1.3491392420659074,1.3722809505483735,1.3773245326275658,1.3997497950493099,1.4298779279219522,1.3149852209256068,1.3944297672079073,1.3506968394011079,1.3752649041108118,1.3993288724291602,1.4442811676044216,1.331381692183978,1.3906720048626349,1.3390067243687915,1.3978395767309284,1.3441488405646642,1.3412834097901287,1.3513383672823458,1.4009793654120288,1.3203840382091043,1.395991224120495,1.3602681969552581,1.4096774246667232
Shadow Mamoswine,Powder Snow,Avalanche,45,1.0070434429262414,1.0048335238656982,0.9897177531046734,1.025558000953714,0.9996619017941889,1.0223791048827693,1.2032354112290995,1.170705092972962,1.0120847418245535,1.0506156235968376,1.0314855348820666,1.0456311075944362,1.090626874403564,1.0311875210380197,1.0823734609594555,1.0325004841031689,1.0428860448945294,1.0264852327388088,1.043823578870657,1.0846723851835403,1.0012074551814254,1.0278337154185715,1.0021945063743927,1.022854291405772,1.0006688388608282,1.0897440561972556,0.9906546828295287,1.0473464355119417,1.001342795788513,1.0433347517097387,1.03394097423844,1.0989759824817091,1.0020532304231204,1.0407574727010023,1.044748380655809,1.065628658515353,1.011100225739616,1.0161688176622803,0.9920410712070784,1.061563734059382,1.0267485859399461,1.0605023752138727,1.0276017956791978,1.047517393382717
Mega Glalie,Frost Breath,Avalanche,40,1.1951804174190388,1.192151657839323,1.228269008876857,1.2241912581153833,1.226442999291304,1.2301246957280525,1.4452771281852748,1.40853224727288,1.257172782063823,1.2543911574371311,1.2302951750140707,1.2414014578863906,1.319531411463851,1.2457132414780958,1.3125393748055056,1.2280633859560388,1.2915496903524557,1.2577430826276874,1.265945207824201,1.292975512142111,1.2639716734743278,1.2511581123384177,1.2308243170698674,1.2384855105231694,1.2634179638817706,1.3076199248247358,1.21666906685523,1.3023590347682148,1.235522790729968,1.2686538417667217,1.2525626934582499,1.3213288211647676,1.2025694413672348,1.2558826553349125,1.299912125340452,1.3004505117298504,1.2553193844653048,1.229592102010707,1.2051298070842302,1.2571070211124016,1.2600065592124519,1.2807928017694017,1.220281232706307,1.2728037601884374
Mega Glalie,Ice Shard,Avalanche,40,1.2224386348096377,1.2326254970892376,1.2713771520527253,1.2756033938226996,1.259229836802687,1.2650817207644147,1.469570280014729,1.4229717085301528,1.2577346023170224,1.2643686523858357,1.252190477333607,1.2620511496157427,1.3286535967281363,1.2614652001309121,1.3433571033206742,1.2718139031271345,1.3222524112519933,1.2830659636064905,1.2930757268219981,1.3272006291878462,1.2644014297316457,1.2600427089032062,1.2627645490791333,1.2675336085637348,1.27181869892443,1.3048796636964946,1.2425482235638108,1.3198104552213812,1.2474481623098705,1.2825466105267336,1.251631346477313,1.3156880466996066,1.221672989734196,1.2839093159029726,1.3157336733835376,1.32924232059176,1.2637425263993731,1.2464070375763532,1.2407932869002658,1.2977248550519636,1.2580480818082327,1.2966126599814467,1.241924314426417,1.3026424828135754
Mega Glalie,Ice Fang,Avalanche,40,1.2332289416650943,1.2324066091944499,1.2782681208995659,1.284930707288491,1.2655334263545648,1.265010945101662,1.4904945146122361,1.4527279613208512,1.2496807945312676,1.2636885428719042,1.254330051860536,1.2713453113248165,1.3188595274978785,1.2680382798393388,1.344953388747564,1.2744486765750302,1.3210760602146798,1.3028434014488757,1.2981099110514545,1.3375067068674515,1.2621159902412526,1.2621027530232,1.2515199300777937,1.2717835714704582,1.243551445655181,1.2815738682161695,1.2274326989823738,1.2986343890233327,1.2357766106755141,1.2746657144699192,1.2475080957525646,1.3028787136335698,1.1918532065173721,1.267888512156195,1.2926805793974474,1.3268206307986081,1.2463433613369188,1.2529468322748507,1.2217572058527906,1.2934992279825321,1.2626629686321804,1.313260631731834,1.2216840018228794,1.2871185544896975
Manectric,Thunder Fang,Wild Charge,35,1.5322174736102399,1.4024564685152174,1.5523097349613093,1.4828147766843138,1.4247740180522557,1.4178600764677731,1.6116530321358984,1.630357716010284,1.496849106536352,1.4930796125414132,1.5767079509215052,1.4424076236744408,1.531783054553313,1.4374795866658685,1.5904484371886223,1.439056276055623,1.6756251336107497,1.4681499971507352,1.4539397296889398,1.4589681014669627,1.471897476740617,1.4246423227028362,1.4580319682969405,1.4582073217923486,1.501935753870609,1.4833193553381188,1.3766790436261818,1.4310791902726945,1.4285793125337856,1.441784853128611,1.4477972133969041,1.4993964782865605,1.4162053115508382,1.4233268391995424,1.4510037673854164,1.453242916660088,1.448008215802302,1.4196722892541178,1.409440548544837,1.4191272750380204,1.4036602766580875,1.4484205419873446,1.4508266598024884,1.4444077724542888
Kyurem (White),Dragon Breath,Blizzard,50,1.1590917619869967,1.1655232293673297,1.15796310202541,1.1801258489129167,1.1511710859579114,1.1985480891745173,1.297407146825634,1.3135204752465228,1.1064475814861474,1.151569811692238,1.165944337554281,1.1957091481455158,1.1768918336779561,1.1949056536092775,1.1851088116704147,1.2135433932143431,1.158697948628252,1.1648519485841131,1.17704266078794,1.204657517333632,1.19012217358813,1.227300689078799,1.199551668908246,1.2474629777892803,1.2493396622323671,1.343465343480238,1.1860145365898538,1.286774467880507,1.1514508602006557,1.2819344868800182,1.2271518473108856,1.326601837505255,1.1961886262787205,1.3172369586351333,1.231488088041628,1.3262913930631575,1.483115498142772,1.5533354508132033,1.5497375385015832,1.7342535321250308,1.2049724253998253,1.311102893366465,1.2089111588790915,1.2845467331413123
Kyurem (White),Steel Wing,Blizzard,50,1.202924902754677,1.220139206866432,1.238550513582209,1.2619391462535707,1.1916888613571925,1.2495204678802008,1.3415318533901925,1.3469868392104754,1.1835167963227302,1.2409922656305359,1.227266137627561,1.2475250483381306,1.2106251286158047,1.2305990173169485,1.2149424273996132,1.2465601600211274,1.0392394802018927,1.0239717860212112,1.2262551838548537,1.2449190656223763,1.0206772104707615,1.0482204653886065,1.2258847559932138,1.2668642551983957,1.284936991190178,1.3850816274322144,1.2500930988067864,1.329499897019197,1.2290126414036968,1.3350528419601366,1.294885565021929,1.4107861259310557,1.2073295059179787,1.3329236564790978,1.2828047912993057,1.3739061356756193,0.9831199922158246,1.0064357820104681,1.019196946024767,1.085849442234946,1.2538065252630075,1.396424668576144,1.2732301578387988,1.3662719140454789
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,30,1.366699150655738,1.306749416192126,1.3106394788341995,1.310744869810601,1.254394736582564,1.2865112482582,1.4564222599032615,1.4364813894457935,1.302544164846653,1.2980493878799433,1.3043607748379284,1.3069427677411052,1.3094699213096164,1.3033912038283837,1.3418395040482194,1.306076957089648,1.339543330398426,1.3244509565788534,1.2857345004468572,1.3081122380363215,1.323025705605952,1.310181433464772,1.3313991934119753,1.3292082260729718,1.3533259392570192,1.3874999460196744,1.238147556812232,1.286007162655809,1.2786087413645177,1.3146204851244057,1.2903704273308068,1.3486136928094774,1.2536232922428983,1.3235566425638803,1.243484482217547,1.314935815596011,1.294197157360421,1.3192524105803753,1.2893882426047325,1.3244533095933633,1.2364446420918234,1.2976909611172662,1.276577155781903,1.3311202770710862
Tapu Koko,Volt Switch,Thunderbolt,50,1.186231208825638,1.1804412880739295,1.193917859184826,1.2177035634926294,1.1904570736447306,1.2080312765496795,1.2619705340425091,1.3001447538269004,1.201933882536543,1.223468904576247,1.1760347523166639,1.193099336084867,1.179569374573756,1.2007132298172998,1.182091268155138,1.1998307373389043,1.2296846605142313,1.2290056132161082,1.205304703736344,1.2270001797851358,1.217853815713824,1.2278149459335472,1.2020350252624339,1.2328379140438321,1.223156683073324,1.2810623028118098,1.2117636670319731,1.2743725279117273,1.2075675836519721,1.2542395072381831,1.2488072572339732,1.3198012249483804,1.1832282458343188,1.2465107488375546,1.2009297454749308,1.2675899093158602,1.1767091076149754,1.2119405586223422,1.1900775439151763,1.27773534617972,1.2105477065885806,1.2830718304892832,1.201504897220146,1.259602367677415
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.075499836386603,1.0577486557865416,1.3474493978851294,1.1481846430821665,1.084231022659014,1.1084836866089347,1.5415480001338997,1.3230215748779581,1.1695005936315384,1.1360679001850715,1.135520806823083,1.0832554240636714,1.167292111049426,1.1001811754548905,1.2233471239984932,1.108934578751839,1.6036059338489679,1.197528402886684,1.22239200815988,1.1757018885857284,1.3300461622840403,1.149726404176644,1.076702998099538,1.1142759474178494,1.0850020623716738,1.0897941189088178,1.0329228818258878,1.0852025485610544,1.0910635343361155,1.0997213832641504,1.0767663420848868,1.1330206881891425,1.06396998914491,1.0795670534911577,1.1040993539493096,1.1204169623397715,1.104102887871751,1.0733541216662397,1.076207625345147,1.1082161050114838,1.0671351373859626,1.1103943018280464,1.0767602595818027,1.1035610930884434
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,35,1.2848712351735168,1.2246783901644016,1.2443077872427615,1.2463274452045117,1.2147732337433186,1.2331746712360099,1.381200571854889,1.3636042014232883,1.2539481279739342,1.2576624537491499,1.244710687326361,1.2315588524278718,1.2504946121013965,1.2261113321726582,1.279207976192672,1.234330695852405,1.2629667070834039,1.2529295546484025,1.1984970203169227,1.2386300933860515,1.2517133172001922,1.2428255226026486,1.267080840358794,1.260259140348516,1.264377223359106,1.3245339325757157,1.1826689896485223,1.2254188521674165,1.2119672087245026,1.2518120006546352,1.2197276996321516,1.3001805679237792,1.1942227136471788,1.2451233274573017,1.2106148609177505,1.2771138959834814,1.2281110171723306,1.2524805262753023,1.2407014207932074,1.2732052197790447,1.2255334497236663,1.2723703956004326,1.2470691359993873,1.2987757688770918
Kyurem,Dragon Breath,Glaciate,35,1.487232740289469,1.43015232908964,1.445815387135568,1.428640580986312,1.3652102159291735,1.3632134686978545,1.620995110806581,1.5974493873277418,1.3113286649555922,1.335145143645506,1.44368849270241,1.4074552591367024,1.5088170610995733,1.4449507697846784,1.5234043364475567,1.455944299001972,1.4049849285427478,1.421126095278752,1.4209275109138797,1.4443373594915028,1.4440215110233305,1.4317836617221178,1.4504024168643483,1.435572907230428,1.4462267390372812,1.5651666393985213,1.427247911431424,1.5073193576864246,1.4055903867803352,1.4680080738349228,1.5004084802430262,1.5743950820459545,1.4222447253916395,1.5208476668433628,1.4141134965138868,1.5010879977230016,1.7369946240355225,1.7942025820862035,1.8492914669920526,1.993899626119914,1.4009228588158786,1.5062851792349627,1.3656032666921476,1.4826278744791002
Kyurem,Steel Wing,Glaciate,35,1.4634655461303807,1.4404016044765582,1.4703056947971687,1.4695158456234247,1.4599644571854205,1.476414750080192,1.6605965213374205,1.6373468811633674,1.4834064383891712,1.5057991829515012,1.5011341776728946,1.4736686048179906,1.5485167967104563,1.4842061180088113,1.5577104280701661,1.5017578599712478,1.2533136289387792,1.2613775420628874,1.502467485848184,1.4957852712079818,1.2498645575431844,1.2346267062473224,1.5278873895683012,1.5434349808989125,1.5268708113368354,1.649092482765795,1.4881572076506762,1.5707702339941134,1.42546084834779,1.4902236174549568,1.477493728944109,1.5655117595781165,1.4828575500333994,1.5743073971053847,1.50110551642205,1.5984404897363131,1.2071619017614243,1.2078138974715071,1.2160509824815884,1.2771689963650714,1.470326972961982,1.5570220138165298,1.4503178718043612,1.5551895758302383
Kyurem,Dragon Breath,Blizzard,35,1.744603266353726,1.723810330810244,1.6913618894460318,1.6859389723690623,1.586860477075871,1.5914338905057759,1.893733124161597,1.8878325216302818,1.540838346297507,1.5530669195520543,1.6839983143466022,1.680484035835826,1.7477280604620051,1.709190073308649,1.7895687429037923,1.7275925945667974,1.6473678394108313,1.6704905280889735,1.6611023133757135,1.680543760844481,1.6935045630405035,1.6857829624079657,1.692463761133834,1.6952769137267272,1.6930255893636594,1.7894903318586295,1.6615816187010364,1.7922594034418011,1.6500004463422255,1.744778143117155,1.7605195924315415,1.887663742566757,1.6507518166322894,1.7899875657027209,1.6477169133955543,1.738342808930903,2.1190788781334007,2.191103439920256,2.237906638128192,2.441863449143082,1.636426346043234,1.7482322443306886,1.5993918196395758,1.7095956929926437
Kyurem,Steel Wing,Blizzard,35,1.7045256088891472,1.6787718921598753,1.726948838459436,1.7148344425980995,1.7075443005396704,1.7080903580252886,1.9219470228083793,1.9214265200539153,1.7572957283820645,1.768176083487715,1.7406146758496146,1.758874483149749,1.7987965169979423,1.743244873053355,1.8203055290307069,1.7550366894642173,1.4402124629142676,1.4476683133110728,1.7478086557022452,1.764218308460384,1.437159076726625,1.418647494910883,1.7769227075051561,1.802986180980105,1.7900130941401105,1.9022526073919506,1.7283421893741842,1.8560437017703684,1.6774832249713596,1.7726890135340883,1.7386692725815702,1.8439601713252995,1.7402424196099568,1.85698094426313,1.7705819084611205,1.8667406633444579,1.3967149232149045,1.3941006462232142,1.401636893941847,1.454697590340097,1.7139273755046882,1.8391127285792799,1.6989537155614238,1.8180413566986344
Kyurem,Ice Shard,Glaciate,35,1.2345568998684686,1.1828333632359307,1.2074524885762383,1.1948821230026143,1.2419448889122668,1.2287782204452902,1.371640577781329,1.4051121927188448,1.1880237891095213,1.231213304625798,1.2421502620845952,1.204660352780675,1.2611584101381847,1.2142379764143187,1.268719591256169,1.2213347326495478,1.2151411407138184,1.2320549852085283,1.2478606671211068,1.2700257491598501,1.2092126158172096,1.1936264921604596,1.2446734187656476,1.2185758868318468,1.2268224320356669,1.2802965967415225,1.1469590381431187,1.2340662345710833,1.1653990745837859,1.231344412539241,1.213302080094074,1.297833643437808,1.1716796626242505,1.2241716888906262,1.2170307275818506,1.270212523447481,1.2013385872108675,1.205199326589481,1.2002613005698934,1.2307583735024785,1.1990292227264092,1.2913572385730396,1.207960760113925,1.273574015442829
Shadow Glaceon,Frost Breath,Avalanche,35,1.1851721750875077,1.1367393827989036,1.2565153279459176,1.1878177997831214,1.1798114183170423,1.1742888501796163,1.4794854905158168,1.3536968673825456,1.171636714263944,1.1707230712276886,1.2038794784076767,1.156892046227813,1.2565396243291296,1.1608067094221788,1.2947189068276401,1.1635551792157546,1.3634162979915814,1.216186474985268,1.3491534565345884,1.2399786823332943,1.2034075269789093,1.1779334816769949,1.1984288052821586,1.1667023804807812,1.1907814171248658,1.219367251285876,1.1366079533542037,1.2039963023997184,1.19599672682368,1.1741991182261369,1.187133374089277,1.2172955537309842,1.1783449787525258,1.1747453093239297,1.2380972876079426,1.2447762375500986,1.177925115615846,1.1513242563833654,1.190130259235339,1.1800051752971519,1.2031394616550708,1.1933147453580508,1.1945318632085946,1.2013278973792385
Xurkitree,Spark or Thunder Shock,Discharge,35,1.064912151120344,1.038889509925828,1.0741579258334857,1.052317978571385,1.0622660047161858,1.0587492949438375,1.1485970025175434,1.1464176694783044,1.054686500859657,1.0735541752992392,1.119673076763183,1.0737518997515094,1.079994727099057,1.0615364087257848,1.1095315782203268,1.066060721231087,1.245001763908941,1.0581497039893988,1.0455417595573238,1.0485373767685136,1.0615021921443029,1.0565734796737736,1.0946435101111953,1.0673289305449845,1.1045899257533267,1.1368228905128757,1.0602490864065572,1.0964805992719917,1.083467305431985,1.0814979245086516,1.0967951786815895,1.1446679281315308,1.0507777769168847,1.0803726754684975,1.0514088386378584,1.1142907597946288,1.0618843533201539,1.0459373371434257,1.0685798666887445,1.0987922066257245,1.0589192039035589,1.0895329042010944,1.0794091756912134,1.1057901047227539
Thundurus (Therian),Volt Switch,Thunderbolt,45,1.074123830699054,1.0664976738961998,1.0869443747168743,1.0856858325741348,1.0641596646351343,1.0872211652576502,1.1664290700579523,1.1577380524389667,1.0757005056346456,1.0947623077253206,1.0456209176558566,1.069780011729057,1.0355718137901908,1.0616071508888136,1.064520559620443,1.071509977150556,1.107008334675617,1.095810395105721,1.0717403822468492,1.078588251752905,1.0729258783541202,1.0829654922539773,1.0649763092024016,1.075396599337089,1.1079090111251706,1.1619539838346573,1.0567185901038108,1.1038399010274733,1.0296611270637128,1.1025938434529037,1.0773150853142472,1.1317633199662556,1.0367023752615727,1.1016316587324713,1.0575122885022614,1.1231574059435105,1.053041070660127,1.054550111816701,1.0574117342989,1.1157156421676122,1.0473883464988074,1.0933300752140975,1.0842996406897616,1.123230698624865
Shadow Zapdos,Thunder Shock,Thunderbolt,30,1.1557542962164087,1.1184644536799933,1.177949323798666,1.1569457716244338,1.181266757558836,1.148461228133866,1.2582760564496367,1.2472343331087548,1.1605668169176713,1.1834851999787066,1.19294323622822,1.1573003939505275,1.1584188004905531,1.1433718202536034,1.2205321338743105,1.1590639765816468,1.2505309020047295,1.1722000045456478,1.1489971817627722,1.1363425730600092,1.157650766679723,1.1637727574854448,1.1737867301927325,1.1490587669003687,1.2117998173176485,1.2274203659610075,1.1350249153442322,1.1904391281744613,1.1072000158699458,1.1822032444120434,1.1882801517877029,1.2372165058415474,1.1281587515801865,1.1647531766308339,1.130671543641783,1.200501078048832,1.1807167064434991,1.1386061643448964,1.1864902289534351,1.1998854652359954,1.1552357978589918,1.1889978361613052,1.1667972100528723,1.203801198359468
Weavile,Snarl or Ice Shard,Avalanche,35,1.3444098918056409,1.3196513370439078,1.2569123465687893,1.2525053285264163,1.3725710257492851,1.3873546856353582,1.7395613778244343,1.6928816549302435,1.2631023626255804,1.2652381966698314,1.3967423829115106,1.3778732422902957,1.4568116873605077,1.3955294839897827,1.456509485573613,1.3816951411835494,1.536225682843573,1.4327127206656673,1.5642310958535375,1.4752725288112194,1.4187975057256739,1.3931001586108853,1.245143767985102,1.261947716878843,1.2332115045869572,1.3056683582743125,1.3460131866282605,1.4316225960454911,1.4057818180014778,1.3978906858296263,1.3858208553020421,1.4489705816802256,1.3255107154948687,1.3744069376466523,1.4378648728672336,1.4472654716606925,1.4824532652526574,1.4351334924602557,1.4191104721251895,1.4171127585433647,1.3950578984236872,1.421944050495711,1.2448820399633043,1.2718281559273725
Mega Manectric,Thunder Fang,Wild Charge,35,1.080548756195617,1.0534260618836568,1.069868491888526,1.0709536266450441,1.0672204420027025,1.078017135506511,1.154654955245296,1.1632244844304755,1.072228382673425,1.0899599500218917,1.0979630062719385,1.0719525941551888,1.0635601676533737,1.0566681374077118,1.096189790778874,1.073354222674146,1.1243330167849688,1.0749516366143357,1.0692254948550786,1.068923748453938,1.0725519393076683,1.0712611209734522,1.0857931817400843,1.0829427360861017,1.1033679404756427,1.1224300419505353,1.0635196226395032,1.1124906352193422,1.0565628673024563,1.073638333854066,1.0834773547062253,1.129677114755794,1.0399829299376144,1.076250283260483,1.0454270247777124,1.0823977951527706,1.0644134878324627,1.0494010796600286,1.0587489406527228,1.0966009540388397,1.0408601049498691,1.1024317666427914,1.087063749845015,1.1133645527195868
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,50,1.1176851296749442,1.091981051698872,1.0871396236937787,1.1074605201320356,1.0642430737771709,1.0902850422892802,1.166130599947001,1.2051109635136696,1.0852877749876033,1.1044466229920649,1.089894325335732,1.078839742335838,1.0839201397607494,1.0838641124118513,1.1146017868582165,1.0981223678564747,1.1260709035397092,1.1041381534327381,1.0665802281647745,1.107790809472051,1.062601606569669,1.1170624559147475,1.0786278337826958,1.1237969039681224,1.1061335432657287,1.207132219370768,1.0445384229351078,1.16902466893001,1.0792844638190033,1.1332729481895862,1.123294077737415,1.1815996196813474,1.0810223790363476,1.1522372202402815,1.0729360323088066,1.1305683779696085,1.0679139666410469,1.1036721426028402,1.1092146104687646,1.1659938984040898,1.0516778165622065,1.0988694953572913,1.0707437432642661,1.154645429031035
