Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Crabominable,Frost Breath,Glaciate,30,1.7487528368570084,1.5227897107284136,1.7506639826310577,1.943306956262623,1.3876485779558323,1.971161805118697,1.5175447972335743,1.470242062244577,1.5148349575605156,1.4109142862852062,1.4320654617390522,1.4093356912348012,1.4207519107014004,1.4686409353969399,1.4365529326873518,1.441557296854204,1.4700007932800367,1.4561624637515096,1.411640042598509,1.4628647497337592,1.4209478168264111,1.39716919880535,1.4478379431242696,1.4035926070207334,1.3809337710385077,1.4243395341566358,1.3686363399510186,1.4563554935885248,1.4852863510573124,1.4576546887212962,1.4056312028393898,1.4400673689018297,1.415108522927312,1.3733111796819368,1.4739235699026823,1.3858058390695467
Kyogre,Waterfall,Surf,30,1.3910190201162147,1.4308246031913325,1.3908556593101609,1.3467602556037481,1.2898122703042745,1.3491209482501738,1.3327915749764225,1.3968091795033009,1.3425180760767055,1.3033999740231195,1.3588106585139226,1.3046588536202781,1.3638431973139735,1.4211421502937842,1.3677161411931023,1.3303570641587266,1.3859395520612061,1.3333274571849136,1.3739510117145899,1.4306070287539936,1.3743769968051118,1.3357486040773927,1.3855603168419686,1.3312556810803793,1.3152779948934397,1.36845396279506,1.3195595157452278,1.3684116019181614,1.4053700065487884,1.3644400785854618,1.3372251244136146,1.3792640803859437,1.3370728783077845,1.3203892713031096,1.395955376216473,1.3184239259435082
Feraligatr,Water Gun or Waterfall,Hydro Cannon,30,1.4764953661741251,1.5569619808463848,1.4751709140476241,1.4444740588683245,1.4323146707280734,1.5572807337019503,1.462615529707639,1.5446369066331342,1.4571109713926438,1.4172286664868268,1.5111750542017606,1.416699137767387,1.4583842608273079,1.5563196724932629,1.458671418263213,1.4245458471790082,1.5258124509708868,1.4326990031114206,1.4712992545260914,1.5722470713525025,1.4778700745473907,1.4395359909968404,1.54595507077003,1.441656927671731,1.4284821009848365,1.5195577788199328,1.4263196289927569,1.4820753321925766,1.5601115406553014,1.4939793396286203,1.4873588155252966,1.546116296994091,1.4843709856983813,1.4688250652741515,1.5658010918585332,1.4677996676952292
Clawitzer,Water Gun,Crabhammer,30,1.5126560710496548,1.5686818012548922,1.5127755176605329,1.6169238155150152,1.4440982683839354,1.6108681256828792,1.4791480666457089,1.4879817667400188,1.4764319396416221,1.464336740301132,1.5262016805043512,1.464806322373088,1.4889554832344236,1.5612013489036476,1.4956779124390711,1.4825522463046372,1.5468784430557148,1.5219341930138472,1.5196272630457934,1.5906709265175718,1.5370607028753993,1.4909925117950051,1.5545513569666278,1.4969744189066356,1.4482743647195733,1.514885449776805,1.4476403869869556,1.5421446225996578,1.5862855694277205,1.5524536831653886,1.4620574158126611,1.5095962623581018,1.4668721989095372,1.4332019938286258,1.5268359838594825,1.4373890339425588
Glaceon,Ice Shard or Frost Breath,Avalanche,30,1.578757474196019,1.590280559010139,1.5744046991701974,1.5689136840711189,1.4176290434725027,1.660474125086912,1.6230179188934297,1.6145143036780887,1.6218547626532536,1.5201270868926655,1.563548441886721,1.5312172166771574,1.5280236205398559,1.5842181218431088,1.5242905738730912,1.4748926868394843,1.5269318572448505,1.4969987571946093,1.5355271565495208,1.5780830670926518,1.547689030883919,1.505224429727741,1.570947495996191,1.5254122841189457,1.4338405155194274,1.487051221926945,1.4361766800409914,1.526353592327355,1.5545028202040687,1.5398525466337114,1.516019144947808,1.55817228549951,1.537723730410208,1.44209826726798,1.5253263707571802,1.4428388321860908
Mega Glalie,Frost Breath,Avalanche,30,1.4546875768498417,1.4821515145127633,1.4554253353287945,1.5548157467801211,1.37003443366553,1.592530543323511,1.502942470921094,1.4937283872995912,1.5046431939641622,1.3903425950903696,1.4604102348909471,1.388893884442846,1.4031543139882485,1.4685746682963465,1.3989868496620377,1.414814945395891,1.4718694084775195,1.4304425621182342,1.4261980830670926,1.474462193823216,1.419318423855165,1.397506817296455,1.457369172834697,1.4118945591481626,1.369617702742605,1.4331196915220676,1.3706772271724592,1.407123391849927,1.4492785770116399,1.4334136088049518,1.415384468994129,1.4566336482924647,1.4269742038004434,1.3841253263707571,1.464903868976976,1.3878756230714455
Mega Glalie,Ice Shard,Avalanche,30,1.488520829381056,1.5162008248842422,1.489499237649572,1.5799473562228918,1.401230010263881,1.6083220209912923,1.5591700723043067,1.5486482238289845,1.5497265011002828,1.413991547522705,1.4747474747474747,1.4178181418537503,1.4282180040349302,1.497540754266865,1.4239548205634176,1.4227565599851921,1.472777273408372,1.4400059936713883,1.4510969116080936,1.5031416400425985,1.4515654952076678,1.4320650997705926,1.5006362810024674,1.447959139505692,1.3718322824935298,1.4256248588748197,1.3759661646952563,1.433688235418383,1.485603227918964,1.4643830407503644,1.4221308745587242,1.479575233364734,1.4334541786798358,1.3940849750771422,1.470970804652267,1.4001044386422976
Mega Glalie,Ice Fang,Avalanche,30,1.4817035897219706,1.5239385060742117,1.4807796350554725,1.6704036022911632,1.4217627388007814,1.701443565208754,1.5509273813266269,1.563203395158755,1.5554919836529393,1.406827923148398,1.4812117215678047,1.4095055400693384,1.4122623588142607,1.4858482925177081,1.4142430088208873,1.3990991864472513,1.4737380236750022,1.4238407093686374,1.4599041533546326,1.5019169329073483,1.4369329073482429,1.4307059689217851,1.4895727827554863,1.4405228758169935,1.3559741545516126,1.4233494867385754,1.357441856425755,1.4447472378900226,1.4796353803578597,1.4608234573378118,1.4187624294672336,1.4721246895606748,1.4333209633372346,1.371222406835984,1.4566816995015428,1.3713363399003087
Mega Blastoise,Water Gun,Hydro Cannon,35,1.1463273680290607,1.218132346844853,1.1460094292559881,1.1301691884912095,1.1159470913485416,1.1262556699665596,1.0833385727758567,1.1744797233574347,1.0900440113171959,1.0880915984773551,1.158778686968598,1.0908291620457793,1.1450292311543728,1.214366707408662,1.1419735815158967,1.1476029721558707,1.2176584136162112,1.1424554661401638,1.1378700745473909,1.2059424920127795,1.138157614483493,1.1434618880664849,1.2204302471540494,1.1380513353244168,1.1298785889218905,1.1920170913449013,1.1272732009796258,1.1343769144643725,1.1953862728943532,1.1311342079134714,1.1284100748860533,1.202239920832025,1.1331582503116286,1.127092333254213,1.2076904818419179,1.118072632328507
Shadow Weavile,Snarl or Ice Shard,Avalanche,30,1.3650411388180408,1.3306457845885769,1.3647864364860214,1.3904297586332484,1.2369102407045658,1.3966112637817436,1.5563847846589123,1.3564885256208739,1.5847657969192077,1.2664228836335663,1.3083855368721837,1.2705092467703745,1.1527898449349845,1.191990516441604,1.1601749451455667,1.2849550033934758,1.3249539456867603,1.2759733105338775,1.2569222577209798,1.2464643237486688,1.2663684771033012,1.2782842055144354,1.3028178158680692,1.3015279400943602,1.2414760391155575,1.271620377607559,1.2394090980146943,1.327999239495532,1.3395018695734837,1.3293406848765237,1.246324683851446,1.288715708943507,1.2742237827448069,1.224419653453596,1.2794208402563494,1.2263280322810348
Calyrex (Ice Rider),Confusion,Glaciate,40,1.3119137454944036,1.3695326827006178,1.3109669554464143,1.2992484190312221,1.2449028242227593,1.3072542462669272,1.331729016032694,1.3675542282301163,1.3360421251178873,1.2557723625972885,1.3231424032610977,1.2550829761512254,1.486879114082495,1.5391712194619112,1.4896255172515351,1.2648321331300187,1.3012789437035601,1.2657752549513897,1.3077635782747603,1.3806389776357828,1.3054952076677315,1.2863351079946328,1.3413928926979182,1.3026013937583865,1.2321661195351987,1.262788112483282,1.2411807618154342,1.071159980564886,1.1011999070494538,1.0881551429114646,1.049204038327957,1.0883598336711293,1.05759660491184,1.2580014241633042,1.3407832898172325,1.2608497507714218
Calyrex (Ice Rider),Confusion,Avalanche,40,1.3666975822600704,1.445367228065738,1.364823324409969,1.2505777571764394,1.312775221004536,1.2642088534251565,1.3360798491040553,1.4163470606727444,1.3319616472807292,1.3000929173035998,1.3804713804713806,1.3022909610446702,1.5086957162000971,1.6006523627902867,1.5056032515057358,1.3147823327721613,1.3850845724661314,1.3141741514107164,1.3529818956336528,1.451171458998935,1.346996805111821,1.3378089425615722,1.4146647621521016,1.348699303120807,1.3047522276066905,1.3683410626508954,1.3018081392319316,1.1638253374738576,1.2091598538141413,1.168335551471365,1.1455282464103222,1.1992045140970378,1.149905321952937,1.3176738666033705,1.4365250415380963,1.3159363873724188
Palkia,Dragon Tail,Aqua Tail,30,1.649577018472067,1.7140202216085947,1.6497561883883842,1.4622587160215874,1.5149124259179552,1.6146922491143265,1.5480886513674945,1.6258880855077018,1.5427444199937126,1.556624604102349,1.6370530228096993,1.5539969427209783,1.6191187948223305,1.701510889893531,1.614877700384349,1.586930270684777,1.6561836178858207,1.6004865450891559,1.6238445154419594,1.712151224707135,1.6370287539936101,1.6217720642340823,1.7111803661862097,1.6195385880621564,1.55816094349782,1.6352717419623781,1.5542702308373717,1.624342480512073,1.6964530916619136,1.621712402560365,1.5871085609888385,1.6653916055303397,1.582407962471335,1.560949442202706,1.6682364111084738,1.5638927130310942
Mamoswine,Powder Snow or Mud-Slap,Avalanche,50,1.2515984767043977,1.329797362337781,1.2513630966182558,1.2816955269344106,1.2071151872330563,1.3898172366983412,1.1963470606727444,1.2892015089594466,1.2145551713297704,1.2041682902217028,1.2815294387994685,1.2043481301641539,1.211804379519048,1.2929226736566186,1.212194619111432,1.2152785735062097,1.2773571434867304,1.2116735564506889,1.2256975505857295,1.3126837060702876,1.2198828541001066,1.2166558455611827,1.2896247240618102,1.2177119854564342,1.1948743334549181,1.254841679259375,1.1995206086186232,1.1757927202822316,1.2283309039440606,1.0925808564125314,1.168203400797389,1.22647559780385,1.0829741276773905,1.1376216472822218,1.2092000949442203,1.0571659150249229
Darmanitan (Galarian Standard),Ice Fang,Avalanche,30,1.4647035264855295,1.4777899566479067,1.4652410362344808,1.5758583584412145,1.3384200245008775,1.5589676522199782,1.5938415592580948,1.4906413077648537,1.6046211883055643,1.361038675578735,1.4046398705152414,1.3586607918952134,1.316823007937326,1.4043323957765768,1.3270355044398958,1.3353635426123593,1.398120807735362,1.3567380324892246,1.3935995740149094,1.4423003194888178,1.4005218317358892,1.351807124615851,1.4237891182963252,1.3725749902610052,1.3082955552081705,1.3724662602261477,1.3239539367411808,1.3876671525445212,1.4221644802163214,1.3953250100344339,1.3421921536163208,1.3959730905007945,1.3664658921146031,1.2967861381438406,1.391170187514835,1.3006978400189888
Swampert,Water Gun or Mud Shot,Hydro Cannon,40,1.358427661024571,1.4574893025020552,1.3574053385608793,1.34172102109062,1.3252557692944409,1.3442058735887163,1.2643634077334172,1.3795850361521533,1.2709808236403646,1.3192458711746546,1.4205856787459161,1.3190860134480313,1.3533067283196136,1.4632291221818075,1.3611483352231728,1.3252095581430197,1.4233294844561184,1.3217808255400916,1.3554100106496272,1.457220447284345,1.3462193823216186,1.3419988746050298,1.4390425485867637,1.332450331125828,1.3202629704896391,1.4117555103954977,1.3251176766887256,1.3781714092570294,1.4576546887212962,1.2792318904873565,1.3227807751229863,1.4085333942317757,1.2849856793506704,1.3080845003560408,1.4278376453833372,1.2630239734156183
Shadow Articuno,Frost Breath,Ice Beam,40,1.4863093105120044,1.5576786605116533,1.4853379285147166,1.3746713902592458,1.4192182895738834,1.4832417309538788,1.6151524677774285,1.5624331971078276,1.6158314995284502,1.4385496907752102,1.5334752070657116,1.4426160716961904,1.4717923041807177,1.5428600880616137,1.4736036049302723,1.45204622178347,1.5311891267749642,1.4508034163926913,1.4645047923322683,1.5373269435569754,1.4683280085197017,1.4533696922477601,1.5418776782236074,1.45224429727741,1.4388168064891529,1.5060271307731055,1.4401021312073368,1.4632105963622537,1.528983670279063,1.4632000338001985,1.46613951452523,1.5366104307613255,1.4659777530377855,1.466024210776169,1.5599525278898647,1.4625112746261573
Shadow Gyarados,Waterfall,Aqua Tail or Hydro Pump,30,1.3750957329454832,1.4178207317158857,1.3753539484131168,1.319655332251763,1.2522845412707346,1.3210988974605171,1.290826784030179,1.3567022948758252,1.294970135177617,1.2675818521515851,1.3341526041822778,1.268511025187583,1.2746108648592929,1.3323074204426641,1.273359152959194,1.2581245097088662,1.3238080967449077,1.2617383409870166,1.3023642172523962,1.3626624068157613,1.301437699680511,1.2922477600311648,1.351478163009133,1.298610570055837,1.2337206676740833,1.2917339725218417,1.2196602574123288,1.2911675856095655,1.3360479117814816,1.2936497876925026,1.2976696830426384,1.3506227817266612,1.3046444577659786,1.2710562544505104,1.3468027533823879,1.270999287918348
Mewtwo,Confusion or Psycho Cut,Ice Beam,35,1.534799364825081,1.6564047975379947,1.5407576428265284,1.3834999834453532,1.45843459259014,1.507285700096017,1.4749198365293932,1.5783495756051555,1.4780917950330084,1.4874861373377695,1.5755377713834688,1.483909320704573,1.6355603987806853,1.746322175917063,1.6429749510359757,1.4862630340317138,1.5899976201598902,1.4880523212255297,1.5615548455804047,1.6166453674121406,1.563940362087327,1.4943686967060557,1.5947452711769035,1.4962645543868762,1.4757351536310424,1.5706494363677417,1.4831691938929705,1.3039694108202886,1.3536768278513636,1.3059129222384183,1.289467424091043,1.3392233545526342,1.2862131635789253,1.4695276525041538,1.590847377165915,1.4617991929741276
Mega Swampert,Water Gun or Mud Shot,Hydro Cannon,35,1.0910007518110214,1.163223793764887,1.090572149266106,1.0243038770983015,1.0052080919113995,1.0157186372214682,1.023215969820811,1.1159792518076077,1.0228481609556743,1.018853220633636,1.115017634305468,1.020032171367483,1.0257631761085013,1.0960283917710987,1.0231493071406483,1.0282319550827215,1.1020863264964347,1.0268569363524984,1.068338658146965,1.1494568690095845,1.0633120340788071,1.0351296368437,1.1086612128295028,1.0438471194217203,1.0190106473520573,1.0995431886474563,1.0170652910218332,1.059847476603925,1.1382639373006316,1.0142172085261,1.0614217883208206,1.1432064932964137,1.0034445681444053,1.01798243531925,1.0984381675765489,1.003019226204605
Mega Blastoise,Water Gun,Hydro Cannon,45,1.0357075103813158,1.1012099239054827,1.0362134019097407,0.9986541072078933,1.011839883455286,1.0262109724199584,1.0329739075762339,1.1179911977365609,1.0316629990569004,1.029933359310214,1.1167261137587547,1.0297735015835907,1.0393479317301604,1.1081110931126392,1.0378974185282812,1.0346927802702441,1.1086441081328833,1.0366583519166528,1.0803940362087328,1.148168264110756,1.07468583599574,1.041708868978055,1.1100030299095356,1.047656148552136,1.0246643391867716,1.106673266982787,1.0257412328695743,1.079536092274542,1.1487525614212983,1.0864334452964912,1.0698809625760042,1.1412272939206227,1.0716413081746643,1.0287206266318538,1.103944932352243,1.0290244481367197
Mewtwo,Confusion or Psycho Cut,Ice Beam,50,1.3741928570926696,1.4590719700961898,1.371515847754755,1.2539681488593848,1.3204069132205412,1.2481309803661889,1.3292549512731844,1.4348726815466835,1.326174159069475,1.3086952612175164,1.3985952502272978,1.3163184765558653,1.4887934969885284,1.6007407189244114,1.4911275715316537,1.3416745260151781,1.4157845098851507,1.3472186720492187,1.3680511182108626,1.4445899893503726,1.3686900958466452,1.3532008830022075,1.4252607886421678,1.350629788339177,1.3342625883660744,1.4064578882462264,1.3360342521668143,1.1697403722246869,1.2283625916302259,1.1746730887043961,1.1399236866394526,1.1955410921755016,1.146651061440819,1.3440208877284596,1.4427913600759554,1.3424732969380488
Avalugg (Hisuian),Powder Snow,Blizzard,40,1.741178516473093,1.833073361297893,1.7415350997379202,1.6862281892527233,1.7105668311094926,1.974770718140582,1.728780257780572,1.8445646023263125,1.7321251178874566,1.6370230494859577,1.746885272107824,1.631637842320335,1.724350950564743,1.8353630700811403,1.728695127159203,1.6436233506385904,1.7723991432575605,1.6776021788758342,1.7409052183173588,1.8280404685835996,1.763982960596379,1.7324416742414406,1.8226550664415877,1.7644634895900966,1.5973894012818508,1.721692460007295,1.6073072447154046,1.7116948687073537,1.7994908845089466,1.7284470921266661,1.711189137240349,1.7970940024549684,1.7149572283596433,1.6644956088298126,1.8201376691193925,1.6781485877047235
Avalugg (Hisuian),Powder Snow,Avalanche,40,1.5168560246762646,1.5992548639362578,1.5165099808182796,1.4832417309538788,1.4958961030361222,1.7263185776247394,1.5342093681232316,1.596180446400503,1.5298145237346745,1.457652689106695,1.5417078799868118,1.4597807950923678,1.525012148968442,1.613824789786031,1.5322868040113684,1.4671097282575165,1.557261597313425,1.494662988197756,1.5333120340788071,1.6113099041533545,1.538359957401491,1.519118729169372,1.6009868848201534,1.5405098904904126,1.4469369322425443,1.5294061452416932,1.4528424782450107,1.5079219215412891,1.5900035912710988,1.5305680545873208,1.523612419476083,1.5723216579600925,1.5214619432312333,1.466992641822929,1.577991929741277,1.4728791834797057
Avalugg (Hisuian),Powder Snow,Glaciate,40,1.4201710194416926,1.488587578957723,1.4233556768758389,1.380475449458663,1.3851024732642454,1.6233900605900076,1.3971235460546998,1.4671518390443257,1.3947909462433197,1.3156690545414582,1.4002637652489285,1.312931490973034,1.3775825761703506,1.47183648224778,1.3856745254539296,1.3343763496778402,1.407710681956405,1.3585361339056703,1.4257401490947816,1.4891906283280085,1.4415015974440895,1.4096524260918497,1.4707700298662512,1.4328182487122885,1.2854376183280356,1.3780678443020165,1.2982300731245549,1.3848891987240426,1.4567463083845618,1.3973318968248938,1.3738403128657475,1.4338728554708686,1.3710523060527342,1.3162022311891763,1.4601281746973653,1.3271303109423214
Mega Abomasnow,Razor Leaf,Weather Ball Ice,30,1.4782536905489627,1.5248501647660604,1.345699570694828,1.419575869946694,1.3592739131874318,1.2763897626063636,1.6251713297705124,1.7372272870166614,1.5761018547626533,1.671452407357452,1.7640200221802596,1.5823417158728732,1.412748317551946,1.4775869939770567,1.322021293828324,1.4245194045111191,1.4859369077944171,1.2850872167329204,1.4770287539936102,1.5306389776357827,1.3448029818956335,1.4228195472449467,1.4895727827554863,1.3145998355191968,1.4087940527677905,1.4718270717176454,1.2615201570180465,1.742389674039335,1.8315165726598643,1.6431966537803409,1.7383745825126315,1.825506931955506,1.6235619879535268,1.4003512936150013,1.4907381913126039,1.2928934251127464
Mega Abomasnow,Powder Snow,Weather Ball Ice,30,1.5493542856741356,1.5985838550339722,1.548395199651497,1.4972105419991393,1.423674800516505,1.494912757010893,1.49407419050613,1.5687142408047783,1.495237346746306,1.4655856287903766,1.5309274745476527,1.466185095265214,1.4704669621688486,1.546099812979516,1.4688986407881366,1.4640423787824033,1.5286594448802588,1.4638220232166625,1.535580404685836,1.593748668796592,1.5405857294994674,1.4679738562091504,1.5414881184261786,1.473038133575726,1.4424730342347976,1.5018845639449048,1.437852812950515,1.5096013689080423,1.588007267042694,1.5090626782432346,1.5014606110778073,1.564014729810739,1.5001379730334086,1.4861808687396154,1.5731972466176123,1.4794303346783766
Mega Abomasnow,Razor Leaf,Blizzard,30,1.626341139520668,1.6371089001777648,1.4291786991561448,1.6019733139092143,1.4508922954673378,1.3987898553123863,1.890870795347375,1.9912134548883997,1.7998931153725244,1.89874012129205,2.002038186014447,1.7665078080508347,1.5041674643262108,1.5516883384628977,1.3835907932908242,1.5395890809410064,1.5882171471887039,1.349025587688294,1.5632161874334398,1.6292119275825345,1.3980085197018104,1.5292732545556855,1.5795870666147254,1.393187031987188,1.5060705539054764,1.5678443020165702,1.3089034790613656,1.998584616684623,2.054397194583518,1.8602995542598812,1.9501203695774219,2.0144728954354716,1.788939320411445,1.4561974839781628,1.55564206028958,1.3239211962971755
Mega Abomasnow,Powder Snow,Blizzard,30,1.8127164969822167,1.8634619843595204,1.8139320419046816,1.7066317915438864,1.6175793795318347,1.7228056815548125,1.7362244577176988,1.845561144294247,1.735278214397988,1.662690205716912,1.7476445963092848,1.6685449949544906,1.6433210125612971,1.7492526543655293,1.6455078268808812,1.6294060095369889,1.743444421919209,1.6167399716182032,1.7417997870074546,1.8078807241746537,1.7129818956336529,1.65530017746613,1.7375578929143403,1.6650132017486907,1.5847793236412901,1.6968631129175133,1.5866986260920917,1.6853095886938336,1.782569660096753,1.6994422967234932,1.7017689094421131,1.7717355104526467,1.7044427316757538,1.597398528364586,1.7727699976263946,1.5887016377877998
Mega Abomasnow,Powder Snow,Avalanche,30,1.5572535711023519,1.623356730816523,1.5579368759792867,1.5104410157931332,1.4416250041386618,1.5077889613614541,1.5100880226343916,1.581169443571204,1.5060264067903175,1.46526591333713,1.5323362207635205,1.4667146239846538,1.4696202158834877,1.5466225867730867,1.4688470997098972,1.4521343640097664,1.5274166394894804,1.45663843177351,1.5166773162939298,1.5756975505857294,1.521640042598509,1.4639484049690517,1.5423624637492968,1.4683374453534175,1.4329459989925832,1.496213502857242,1.4311395966859466,1.5040032110188648,1.5609882333058707,1.506865665335784,1.5020981416459707,1.570428097018831,1.5006422882589705,1.4715119867078092,1.5458058390695466,1.4687016377877997
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,30,1.6565154613098376,1.4223034927594276,1.661214280193644,1.55152799390789,1.4313429129556667,1.5235936827467471,1.7780729330399245,1.4406696007544797,1.7780729330399245,1.4638371849054341,1.3873252805003546,1.4638371849054341,1.31032146906799,1.3546026182867745,1.3789005551710427,1.4562153490872873,1.4177765241994482,1.4871620847399365,1.5272630457933971,1.4216719914802982,1.5317891373801917,1.4659568021469074,1.3958966368004155,1.4612214863870494,1.2832404078300592,1.3788320914317476,1.3670731071856599,1.4760229841350319,1.431248283583666,1.4932822105329868,1.459545355066465,1.3937940681111016,1.459545355066465,1.34056491811061,1.4405791597436506,1.384087348682649
Weavile,Snarl or Ice Shard,Avalanche,45,1.339363630614869,1.3921098487243806,1.3400065344322423,1.3567741615071351,1.2900754891898156,1.5054348905737842,1.3591826469663628,1.4075573718956302,1.3612637535366237,1.2959965630588777,1.3443635164703414,1.3009421614762862,1.2079167096175651,1.2531403242670123,1.213365337888583,1.3174706706741999,1.374948216442051,1.336024609309582,1.2482215122470712,1.2953993610223642,1.2568051118210861,1.310210795134831,1.3625936025624379,1.3186512574124574,1.2831014538064718,1.3396210029006652,1.2813124207527833,1.3326256416756448,1.3873291505587595,1.3408961277647506,1.3296033037404964,1.3646199080814136,1.3287849809216599,1.2959886066935675,1.3614811298362213,1.296055067647757
Samurott,Fury Cutter or Waterfall,Hydro Cannon,40,1.3428521742796315,1.4005782621220746,1.3439482725912186,1.3280270171837236,1.3070820779392776,1.3652501407144986,1.2765513989311537,1.3649072618673372,1.282612386042125,1.2990638331884623,1.3780035768166332,1.2930292040084326,1.2509682359697822,1.3510462838882589,1.2499595034385262,1.316042766608199,1.3889275735326523,1.31384802517342,1.3269222577209798,1.4069222577209797,1.3346006389776357,1.311613210405575,1.3822620438904039,1.3121759078907502,1.3067323224428118,1.375141125180206,1.3067583763222343,1.3306187548851849,1.396972769715022,1.3297526247966707,1.3215913524211889,1.3856108399227351,1.315377808226999,1.3013434607168288,1.3893377640636126,1.302967006883456
Shadow Weavile,Snarl or Ice Shard,Avalanche,35,1.2964770276062196,1.2783668135157353,1.295219325056386,1.326404661788564,1.1765271661755454,1.3323461245571633,1.444687205281358,1.3042345174473435,1.4665482552656397,1.2017104776748695,1.2325330455894254,1.202269979718051,1.0863386690620995,1.1280574903912703,1.0961903780169937,1.2084034798550942,1.2590323746397187,1.2245952068257342,1.2040149094781682,1.1826411075612353,1.2069116080937168,1.202718261697615,1.2458988010215124,1.2247673462320912,1.1665971896548728,1.211001684817536,1.1772705955916836,1.2702114624923422,1.2754716183957582,1.2771827534486766,1.2034769204418942,1.2392737860751906,1.2190440847630193,1.1478376453833372,1.217811535722763,1.1526513173510562
Frosmoth,Powder Snow,Ice Beam,30,1.9079084195808127,1.9299041616604484,1.9066840918193124,1.768208456113631,1.741623348673973,1.834630665827898,2.0829864822382897,1.978795976108142,2.099157497642251,1.8957327978099492,1.8429797480242585,1.8969716951912798,1.7263389635825468,1.8239135877008261,1.7276495795720617,1.6679241624284948,1.792997981543018,1.6714145945898302,1.7689882854100105,1.837241746538871,1.783280085197018,1.7777344933558414,1.8792104921438775,1.7814569536423843,1.6484897434561339,1.7336859291681863,1.6574609626039984,1.7098147326615545,1.788431882037307,1.705082704860891,1.7382794286964878,1.8071041839132957,1.7443407267848476,1.6632328507002136,1.7891098979349633,1.6711891763588893
