Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Kyurem (Black),Shadow Claw,Ice Beam,35,1.2061456921424947,1.2969532383944131,1.097461946541129,1.16108767663376,1.3674155195343178,1.48858623374769,1.1191476699355707,1.1820956348487592,1.2396625943210469,1.342955174021483,1.2336259431081207,1.316518648684442,1.3694721796793368,1.484767375048308,1.2179869614376098,1.3460962496090836,1.389387595799035,1.5439185353391995,1.2365525555406722,1.338018331770604,1.0994650636960237,1.1684332432581481,1.1390181940997666,1.2083584193600494,1.5146915489480044,1.6751354793434612,1.4343938875584445,1.620390010263428,1.321292407108239,1.4426709746903608,1.51067171033788,1.6248851840512004,1.4515521077781695,1.5938377734275258,1.239463238084119,1.3630075012404776,1.2792770034843206,1.405479094076655,1.5508873194488768,1.6536332227941892,1.128283576481702,1.2043412450484685
Shadow Aerodactyl,Rock Throw,Rock Slide,45,1.1293421433749458,1.1652186854389472,1.1438891897152086,1.18698079357769,1.1112437510273137,1.1519776722192798,1.1561971174994177,1.2039433849975418,1.1566510200478906,1.1843147550481847,1.1121470942287812,1.143943452057394,1.1544957662729092,1.173622684025527,1.1831984170896581,1.2027412254324135,1.1228037184217996,1.1825290945217144,1.1333932911077518,1.1922252626341874,1.149076269784371,1.1903601169139137,1.156331223659672,1.2043789189268566,1.1151282017959947,1.1738034282446814,1.1259550689930438,1.1930550803968525,1.1743349488422186,1.2450726978998383,1.1191913006548213,1.1824511847030588,1.1342485074717605,1.1830915701032305,1.1434210910364555,1.1985274802253292,1.1517073170731706,1.203109756097561,1.130385314481553,1.1922964854102205,1.160510128498277,1.211726943845072
Shadow Electivire,Thunder Shock,Wild Charge,35,1.0885431585887504,1.0704728649544801,1.0841502213161034,1.102593551097331,1.050191018082381,1.0794804573808026,1.0748428079799208,1.1231026987864516,1.119461255380883,1.0803975176646856,1.0798664576690973,1.0753774903292501,1.1064412768454694,1.0794092207529307,1.163267699487599,1.095173085712911,1.0388269940391712,1.0877803008799318,1.035563252262768,1.0718727874624465,1.0603871394694755,1.0980091545800474,1.1031439521872568,1.1236875725047357,1.0454846716656487,1.0946471039259769,1.069700079826662,1.1104230813091573,1.0858912224017232,1.1602154011847063,1.0514079151399025,1.0865490029531155,1.0539377211434406,1.0926157849300244,1.0589153848399055,1.104491987974665,1.037465156794425,1.0924216027874565,1.0400854712713852,1.106395082626854,1.0773995469818471,1.136774983092332
Tyrantrum,Rock Throw,Meteor Beam,40,1.191075912196168,1.2171395742951192,1.2137930901586116,1.2547303065281024,1.1814314817059302,1.2386157041602261,1.2235982094341087,1.253421999120242,1.1950063597394545,1.233144427193431,1.1842611389049766,1.1976628115444143,1.2226668493341157,1.248259376872256,1.2247889051937741,1.281607087011956,1.1843244393982402,1.2317839909168322,1.207323140511682,1.2411929045714614,1.239552197650692,1.2664644570672254,1.2622211779908663,1.3312383441753917,1.1893331947133816,1.2310751276819711,1.2144258182232865,1.2781731098186795,1.2497145934302638,1.3353257942918686,1.2070242669063398,1.2516864364092484,1.228031564996413,1.28333110416692,1.184218207291089,1.2404921047254898,1.1960714285714287,1.2568554006968642,1.2094462405128277,1.278419891495886,1.238607452255966,1.3066997305508141
Magnezone,Spark,Wild Charge,30,1.363087760624619,1.3956773399606013,1.3227727236814975,1.3728246563674869,1.3207543097365262,1.36862920243932,1.3756746966129323,1.426925763966155,1.3424346259522635,1.3910900276569453,1.4055844255960086,1.3706412443393745,1.4237448599220117,1.403241801946226,1.5080107772619018,1.428639731530708,1.3503938404768663,1.4092286403633267,1.425496086798446,1.3946592931361104,1.3573815695141453,1.415353223404842,1.408449463281399,1.4592872142028517,1.3457744740022612,1.4240860829900324,1.3691184855741818,1.4319534724598015,1.432730210016155,1.4982767905223477,1.3519639700145187,1.4303153611393693,1.3559573459139378,1.4209963157958732,1.3569364583637373,1.417683371763813,1.3547822299651568,1.4342857142857144,1.3644045455176146,1.4208211347143789,1.3734286603759407,1.425332517471257
Rhyperior,Smack Down,Rock Wrecker,45,1.1313360847377072,1.199058078743081,1.1340152348725578,1.2043584916204346,1.1397578279226763,1.198552546160628,1.1822056045747404,1.2512433047843299,1.1679785986845976,1.2361070246830315,1.144016588029025,1.1966903007865082,1.146991405769156,1.20596300166241,1.1623204792032524,1.2261661334167289,1.1408103888731194,1.204204513198978,1.1470273063013068,1.2102317304196406,1.1655324546407102,1.2323719186014448,1.1885637087181897,1.263836473369653,1.1554146252712836,1.265383565738346,1.167875470407116,1.2406773862470066,1.2276898222940225,1.288163704900377,1.1613250501239518,1.2454937826546435,1.1593935046143744,1.2443976995002612,1.166902600624617,1.2456437348588776,1.1735714285714285,1.237595818815331,1.1891884391780327,1.242191727601948,1.1926508002962868,1.2521872618165812
Shadow Magnezone,Spark,Wild Charge,45,1.0030453213590167,1.042967356011349,0.9960168882397036,1.044286344690437,0.9820587449090901,1.0246887343329476,1.0114316764561284,1.0511359225813128,0.9980626558815142,1.0349038796673924,1.0683406238696045,1.0432668454874117,1.0723649368468189,1.0653431455743698,1.1180837884000097,1.069408693978686,0.9962496451887596,1.0427547544706215,1.026349528310913,1.0455902332612563,1.0208790602768434,1.0562841228699056,1.0372545852362003,1.0956254864241766,0.9849380758684323,1.0643803038376067,1.0269129889383055,1.0837495723571673,1.0700592353257943,1.1121809369951534,1.01109146757005,1.0729784985530721,1.0068820446724949,1.0643337426893473,1.0069320802078165,1.0584921631009019,1.0215156794425087,1.07602787456446,0.9948384232215455,1.0418476224833846,1.0296608804869407,1.0946292658314816
Gigalith,Smack Down,Meteor Beam,50,1.1615652599725073,1.1884690659040829,1.1805426821160787,1.230847051977007,1.1698176487093621,1.2260405546082593,1.1881025694103033,1.2351385618547364,1.1920505520072786,1.22145699141322,1.165773551265351,1.1993587754271042,1.2133589885676077,1.233714822032148,1.1836464673193967,1.243351415718444,1.182223956854953,1.2330400227079195,1.1780745900227712,1.2234734686848197,1.1810290630342468,1.2216731925219213,1.2177271325570127,1.2664356304791553,1.1993788093412519,1.2557538109657045,1.185539970350097,1.2443722203215875,1.2518901453957996,1.3127732902530962,1.192426591867574,1.251765449535304,1.1792371387230522,1.2492613353112119,1.1841452380257436,1.2416669098975512,1.20256968641115,1.269163763066202,1.1957236613894633,1.2334642227803139,1.2003800199671508,1.2812255107189248
Tyranitar,Smack Down,Stone Edge,40,1.3090753136937043,1.3504455962860842,1.2886686540473773,1.3489336938110499,1.2782339004381544,1.336723122568691,1.3595634848759282,1.4047791549149997,1.2977127570489,1.348262501075045,1.3797575443708032,1.319594312788714,1.413508666820707,1.3674192156614162,1.343314729726479,1.4037744473044818,1.3062198410445642,1.3607011070110702,1.3065117970110411,1.3652576589678331,1.2942590856449567,1.3495395135939998,1.3520903390651846,1.415160281355086,1.3106213206149526,1.3778346697163055,1.3438362413045957,1.4016877637130802,1.387539041464728,1.4577705977382875,1.3202500765439658,1.3936730239311006,1.33486132558394,1.3907931374098708,1.3084629753947639,1.3710560112080792,1.329581881533101,1.3994947735191638,1.324707580025253,1.3835800807537013,1.330080620055178,1.4050003757259562
Mewtwo,Confusion,Thunderbolt,30,1.4410995162371798,1.5137903609097878,1.6694344829180967,1.780932707186366,1.827907733534341,1.963748902123364,1.7190972132377673,1.7873741816958624,1.4956681347631053,1.562780360400324,1.45958249243438,1.522882664205081,1.8596091598183413,1.970217708246004,1.488131179484712,1.5576601554042675,1.4681024694862332,1.5562978995174566,1.4652691402437856,1.5492929447559272,1.7035349914520488,1.7886284674350632,1.5239283983612095,1.6166316686001263,1.4587713940402085,1.5672588337730184,1.4861557760291937,1.5765993841943209,1.2916639741518576,1.3678836833602583,1.4687157404023743,1.5540992997461702,1.4918838077404764,1.5675741400483931,1.4615962756486969,1.565205335512682,1.4801306620209058,1.5780313588850174,1.4702584950951145,1.5390101427758738,1.7318604875849408,1.8395650166929673
Frosmoth,Powder Snow,Ice Beam,50,1.3757443274288559,1.461083737535866,1.5552904858163068,1.5551767927375173,1.488742302411261,1.523178686997654,1.4015292260718812,1.4775713509457395,1.4835167322255467,1.527297088099366,1.4791414232260078,1.4947035720003874,1.4525313414402237,1.5196534498588075,1.6584864923380402,1.562715003969304,1.526025404484814,1.6005570536474596,1.4156795958590864,1.4914655848753324,1.4513869740252578,1.498593724149341,1.4063789482958635,1.527276465146331,1.3929095894683492,1.463878672887237,1.4241190557646255,1.5301516706579998,1.4622724824986537,1.5559827679052234,1.3818901915080644,1.4741972760224793,1.4661430152110209,1.5453838016609316,1.3988937859373634,1.5046992206882461,1.4007142857142858,1.4957229965156795,1.4066406737800226,1.5001595648735275,1.3995791869290306,1.4950350498642018
Xurkitree,Thunder Shock or Spark,Discharge,35,1.0434922458724933,1.0697895479706125,1.0571876186310196,1.0887364844943839,1.0431596266970393,1.0792729192643522,1.0552630217093175,1.1033301420550106,1.0888869776979102,1.1055739381951015,1.0486235612474228,1.0766919611707289,1.079401041613417,1.098172166797192,1.1815174769660084,1.102660636532031,1.0315782003973886,1.0796373829122907,1.0411029679098336,1.091553607990968,1.0687917057298848,1.0992444714057243,1.0834960865798324,1.149106447965462,1.0610014425138727,1.0972592236416328,1.074022123389212,1.1064773634393887,1.100796984383414,1.1677329025309637,1.0426572114292487,1.090865094963901,1.0407451090062376,1.115061464197561,1.0580105659496222,1.1088555500423223,1.0635888501742161,1.115322299651568,1.0587753742836925,1.0895367068585147,1.0824879499318325,1.1287773877384517
Thundurus (Therian),Volt Switch,Thunderbolt,40,1.1041522308619236,1.1325010841856125,1.1324370207788554,1.1663984923141553,1.1057149356050733,1.1513700006143128,1.118120423318757,1.1644953036458197,1.0903377225342996,1.149890684905464,1.0831595530403808,1.1312711624863858,1.1143239225517279,1.1630020713670817,1.1414184849286728,1.1902048401453005,1.097388589270508,1.1468492761850695,1.1109186934307964,1.162919305765514,1.1071306457839298,1.1528042794904318,1.124803594766443,1.1821025272030428,1.0770640294220848,1.1160898777112114,1.0827688447941612,1.1544873987911963,1.143769520732364,1.2059773828756057,1.1018676727671384,1.1516854487451729,1.0963729435939835,1.1457631652541858,1.112248620880885,1.161320451825691,1.0952090592334496,1.1660104529616724,1.105174064464209,1.1636303090008464,1.1295610447328588,1.1738215623758763
Mega Latias,Zen Headbutt,Thunder,50,1.5635348771709716,1.6210999323084112,1.9275486037911824,2.03761121206457,2.1406278277068367,2.275248672171131,1.9897818718141123,2.1075672109089965,1.6098605383824989,1.6790051647421478,1.587829383661424,1.6426536893144392,2.182967350919846,2.29574337131862,1.6039085616685511,1.6814904135293127,1.598325290945217,1.6765469770082315,1.595361564515203,1.6624504869974548,1.968896487067777,2.0456626040919867,1.6585118724210342,1.7610390754636633,1.5869731900349582,1.6957855202796657,1.5836013228418293,1.69288402326377,1.3125471190091544,1.3983629509962303,1.6138430996849351,1.7073847642939683,1.6017533407098477,1.6686526512894713,1.6386780887890022,1.7305463938589067,1.653780487804878,1.7463850174216027,1.628241595093727,1.6797741116399107,2.0199671508163988,2.138009511234206
Shadow Aerodactyl,Rock Throw,Rock Slide,30,1.2741621365577787,1.292678906628815,1.3629333585128174,1.343484134034505,1.263143388914808,1.3085892555026657,1.3584948378916861,1.3483452790643515,1.2972329475242281,1.3297490958306364,1.2682469307600013,1.2964971822884443,1.329343276440602,1.3312612846565477,1.5253614472323125,1.3921582188650197,1.2699936133976724,1.3264263411864887,1.2884766260357066,1.3322202874146079,1.2843875806540561,1.329322230188055,1.3329123775679526,1.3756736515954713,1.2590806898075348,1.3208358783090097,1.2613068764967499,1.323731326262972,1.3292299407646742,1.401949380721594,1.265059407994153,1.3197463678653616,1.2909426942110573,1.3309947351142346,1.2668048218090542,1.3245891830361052,1.2900087108013938,1.3471080139372822,1.2776151295250517,1.346186399522693,1.2934419718098182,1.3600850214163795
Deoxys (Attack),Poison Jab,Zap Cannon,30,2.378964078650265,2.0704152550916715,2.253466193652072,1.9114889746618595,2.453318036390564,2.158730132376112,2.626188319921339,2.0500543379822496,2.6645475079327,2.57090770003757,2.5398007934264597,2.2594706141642633,2.761046439109373,2.765450905737462,3.7906763453535084,3.5289127715364814,2.8588241555492475,2.6651823729775757,3.0405863104919724,2.286228209495015,2.1763855953234432,1.5906248276622732,3.65147799527159,2.373045125479082,1.7768781920492793,1.5509103432143367,2.3996008666894744,1.6044474854601438,2.7034464189553042,1.9720732364028,2.2021748362946796,1.5570919218955248,2.195007477840059,1.6373065184878954,1.661305857972622,1.407387408423572,1.3389198606271777,1.21551393728223,1.9947967976023644,1.5863662221975552,2.749519607527401,2.1578049016134746
Shadow Aerodactyl,Rock Throw,Rock Slide,40,1.1585919509420013,1.1875537091950141,1.2061679458743866,1.2407884518663972,1.170986503381211,1.207388689006623,1.1752451678008642,1.2238802494372136,1.1851091566668628,1.2078005259798752,1.1632335587370801,1.1936067300907083,1.2120216992571295,1.2344059593210495,1.313611104428781,1.2633903870672858,1.1768414703377803,1.2317839909168322,1.1624313515375342,1.2163359421343691,1.1819886394970496,1.2179231235868306,1.2007959000866386,1.25476145024156,1.1555315858555666,1.2094504152100742,1.1706237883453074,1.2352263656061124,1.2271190091545503,1.2908669897684437,1.1724856541793005,1.2278047190589536,1.1638923677395037,1.2270709969237503,1.1702664837570416,1.2140188552581652,1.1695470383275262,1.216184668989547,1.1744252195751412,1.2340747318616365,1.200766480950694,1.251865210996962
Mamoswine,Powder Snow,Avalanche,40,1.2230973942738996,1.285541684736427,1.2287947955547933,1.3100333178530892,1.2211957848178396,1.2976810521020292,1.2393432866716692,1.3038515279323104,1.2484734362057026,1.3085062081015386,1.2385062867285883,1.2692708343628374,1.2655643912982133,1.3031822987062645,1.2266592893742934,1.3079909307416584,1.2119606869145614,1.3075255464093103,1.2213590003635737,1.297939110966532,1.2219268736557658,1.3050901670986599,1.2760686647381019,1.3815033994625472,1.2274103627077675,1.304240470961286,1.234279849469723,1.285061010377466,1.314248788368336,1.382186322024771,1.232268960681093,1.3044770812551234,1.2580401979499773,1.3166470094719307,1.2163611686757538,1.3066825253203351,1.2268118466898954,1.320993031358885,1.250752729946858,1.2961107796478473,1.244973323457108,1.3308428069949438
Shadow Omastar,Rock Throw,Rock Slide,45,1.2188998756587128,1.2467734476142316,1.2070948335167198,1.2531039174010148,1.1865701254692438,1.2303341031613866,1.2341967034957435,1.2804396201516288,1.3574264103457798,1.2774272251166707,1.2491525122206255,1.2218253552530405,1.2707049804825283,1.248997544213361,1.2246054752339484,1.260290120041377,1.1961432018166336,1.237570962248084,1.2043762796838822,1.2526837482538893,1.2114487398665417,1.2588650526664094,1.2305613885666455,1.2980219973861584,1.2130761933228502,1.272401200795332,1.2035465845592428,1.262914813547725,1.265654281098546,1.3387722132471727,1.1935821588361366,1.253404971900957,1.2151794073659763,1.2706370147003392,1.212296780596013,1.2769621435451388,1.2134233449477352,1.2735627177700348,1.1979853200316355,1.2430103647791761,1.2337552199070347,1.2812684508282073
Shadow Aggron,Iron Tail or Smack Down,Meteor Beam,45,1.1375771532086294,1.1796467555245458,1.141266540897713,1.1857475127230264,1.1332012837477732,1.1795453753036282,1.191382254767511,1.231201645664605,1.1924556742002799,1.2173288188990636,1.2874065786794806,1.1922191232775985,1.2764201542176754,1.197358546894074,1.3138667035531286,1.2395655416295797,1.1408600624467782,1.1947133125177405,1.1319868348035744,1.1956218067701256,1.1582529090608282,1.1965036121987536,1.225906400975051,1.2799453736471902,1.1441474223186785,1.2079949057167734,1.1989964648192497,1.2184285551374159,1.2226386645126548,1.285492730210016,1.1530187952473605,1.2259084040336201,1.176708048101358,1.2222559974709093,1.1723461078193866,1.229262134788827,1.1735017421602787,1.2269425087108015,1.1515588794383318,1.2016622497259648,1.1838373428660376,1.2298369349349993
Rhyperior,Smack Down,Rock Wrecker,35,1.221508322224765,1.2938407055287866,1.2417191935114011,1.29836532476717,1.2460588511686057,1.3107310488644346,1.2748078764199031,1.3489973348513467,1.2386079186677592,1.3274156825290488,1.2198842870329922,1.2785077099150635,1.2427016515727463,1.311768350410695,1.2439317760831388,1.3134577449541727,1.2407536190746522,1.3105804711893272,1.2264681681624217,1.3028377887062514,1.2536921634588871,1.320399272045442,1.2594164378331547,1.3752331164921658,1.2709456913020312,1.3296858958530975,1.2455696202531645,1.3394799863154294,1.3123855681206245,1.3978244480344642,1.253938310501832,1.3415836205789686,1.2583928115462713,1.3209634862541493,1.254779486880126,1.3376798692390766,1.273876306620209,1.362142857142857,1.258994602544713,1.3181584826074288,1.2735070260753814,1.354363251854476
Glaceon,Frost Breath,Avalanche,50,1.1891347798743144,1.2265747896039803,1.2144058765832726,1.266858852933185,1.2221703838126912,1.2622999540095534,1.2283243201283411,1.2906279918234274,1.2234690228633767,1.2828250822692275,1.2276900695187059,1.2581126570693824,1.21365139280522,1.2568454285766866,1.2189552310616083,1.2855403064783852,1.2200823162077774,1.2830222821458983,1.2047111502324956,1.2424558449262326,1.2139965808195003,1.268725528042795,1.2610023642050545,1.3132498274570845,1.210113191854345,1.2858126811264603,1.2280533698255218,1.281913559128749,1.2816370490037694,1.3595045772751748,1.2099378759296389,1.265968058943792,1.2264873606264362,1.273640309813601,1.1977758967922711,1.2642217098158257,1.2174477351916377,1.2759233449477352,1.2255553551359077,1.292711354081392,1.2355157643876202,1.2858737775487639
