Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Mega Gyarados,Bite or Waterfall,Aqua Tail or Hydro Pump,45,1.1132884963250005,1.1319258116196225,1.1120873587312021,1.0389412637006694,1.0080271441885489,1.13286278847782,1.1170165761465278,1.1321304055042347,1.128564107534134,1.0882735464396913,1.1459690125835609,1.090075948490117,1.1031398303807456,1.163354587072397,1.102965859898323,1.115086675076455,1.158174502064363,1.1215722026237287,1.1228802110000156,1.1638861721106775,1.1324234101500417,1.1223616547985127,1.1784907042552157,1.1229911816317588,1.0803244580019082,1.140399592653624,1.0883196439477192,1.1389928700594745,1.1959687589152448,1.144218636474519,1.1131680953385004,1.1593000245064218,1.1151090296959263,1.1063474623714493,1.170881313558338,1.1094999806156436
Mega Blastoise,Water Gun,Hydro Cannon,40,1.124959123655127,1.1401433432129282,1.124781081133737,1.046103722064265,0.961979759766191,1.0459685387874065,1.0731171101837569,1.0997380596206272,1.0804134076853724,1.0622791809421883,1.1393283565474825,1.0676446514868794,1.1138548079103228,1.1976979775964185,1.1158116678440322,1.0679518200513978,1.1227269312515455,1.0708666568587248,1.115722431715893,1.1750487941288323,1.1167391206869282,1.0648976306221183,1.1354377965112374,1.0798184982948196,1.0536724469088814,1.116118481915769,1.0537489051256022,1.1019437159811176,1.1787096532907144,1.1077506576842973,1.1033630876309777,1.16670892778146,1.1231464721346704,1.0951777636726212,1.173238633795981,1.0925885071622237
Mamoswine,Powder Snow or Mud-Slap,Avalanche,30,1.5244503236886973,1.509170938305069,1.5255041915425807,1.7048933279001413,1.3618447659353659,1.8191422316616463,1.5724487142945527,1.5229219736310848,1.5641142395503687,1.4631733685361112,1.4783208863895974,1.4757448552106984,1.454531502497369,1.5064609182401643,1.4702056217341217,1.507326062935684,1.4953281852073284,1.5356709884214117,1.5307292787474482,1.5370616806943727,1.5401323102779394,1.448345485016417,1.4810211697543594,1.4708384260688891,1.3830058581741511,1.4621649853614052,1.4123312943496498,1.415260568523393,1.42525778330228,1.3561811987426287,1.358781248503705,1.3914801050586867,1.2873702736069428,1.3248862719651202,1.4164218384731846,1.2239159150905032
Samurott,Fury Cutter or Waterfall,Hydro Cannon,30,1.5282677471776214,1.5232259066855367,1.528960134760804,1.4902337863288706,1.3407691202243472,1.5630687045887706,1.516072256849985,1.510093171311404,1.5143674718292053,1.4502385313505002,1.4818168258191577,1.4589484163551225,1.3740668123192177,1.4445616858649313,1.3825792297015869,1.4766292347614323,1.4889135565579132,1.5113966769858733,1.5332952973960643,1.5205584491093604,1.5605467644093944,1.487430728010015,1.5260350503479705,1.507047452276214,1.4105638202964783,1.474149586682741,1.4319400598498102,1.5032392760529996,1.5315266169035484,1.5361199201194076,1.4670676557963718,1.5141490330887846,1.4832535131502977,1.4785354336398786,1.530169477409586,1.4784171332967366
Kyurem,Dragon Breath,Glaciate,30,1.7470215094748693,1.6889763004622411,1.7460915819957248,1.5859716926128042,1.448411093562795,1.6517129394617982,1.5747606524030244,1.590215563932657,1.569271509276541,1.6230724889337513,1.5834924810824071,1.6381999836542949,1.6130695423215897,1.687680389198994,1.6109179125114843,1.672950427114994,1.6355514932591269,1.7026991664292936,1.6273751432210635,1.65530223279457,1.6395645291683167,1.5821050672179457,1.6366634430652198,1.6021177458951472,1.5369189846045832,1.6132604889241708,1.5450976640870857,1.5943511506045358,1.6358411724841204,1.646328695182169,1.518473995661403,1.5654607956784148,1.5148419843904475,1.4706123526581898,1.5882578865008254,1.4825948254145505
Kyurem,Dragon Breath,Blizzard,30,2.042194179248455,2.004370634174073,2.0425456683563388,1.8540205545337998,1.6984540572168518,1.9194339695322062,1.837043544436525,1.8635536309918257,1.8277379466120123,1.901506778097239,1.8728153712790314,1.9122068842731912,1.8960300287154834,1.9817986298874317,1.900120314074781,1.9546470862587606,1.9266207362842718,1.9855552494921258,1.9055524275864735,1.9267794449092097,1.917183657104712,1.8674027326031846,1.9277071934388925,1.8865204458308604,1.809588834268344,1.894791360505949,1.8284787750459983,1.8807282620257844,1.9223712643362774,1.9297376291641595,1.775025254622299,1.8367767292207384,1.770014725363361,1.7255578731531669,1.8870456155645121,1.7530576329189698
Kyurem,Steel Wing,Glaciate,30,1.837933447865363,1.7816392900479525,1.8365907854502692,1.5664125624010425,1.4269876339552605,1.6198026495561415,1.397174051505464,1.407374688287551,1.3913456143180483,1.3881426349831234,1.3799242592098764,1.3958017500716102,1.6883792068969585,1.7437324623887458,1.688831629757681,1.700281091436102,1.6684545292344484,1.7342488629569692,1.6813931659514447,1.7156471603346086,1.7088250816550021,1.698376149294044,1.746224749739431,1.716780263176548,1.5772891085363037,1.6442113810297088,1.576257247241093,1.6695611416174054,1.7087082512833254,1.7139327961101625,1.6384915080395681,1.708519849210897,1.634647680256047,1.8629799457596306,2.0411473605520336,1.8983473543463358
Kyurem,Steel Wing,Blizzard,30,2.147785883386145,2.0929462890073727,2.146745403690436,1.8051123545787435,1.6693919080021191,1.857832750004939,1.597019594477884,1.6162542150246382,1.5954342552714404,1.59923109035597,1.584204493731621,1.6027405267286063,1.977715290765567,2.0518104122788507,1.9780421571081637,1.9781778513721207,1.9566890684229141,2.0064848232535866,1.9749056621827163,2.0170248029707802,1.9983534854383085,1.9974413048744186,2.052820065717091,2.023570505341132,1.8447402907146693,1.9346029653575796,1.8410133777609266,1.9794357841149182,2.026531768247051,2.0272564519590706,1.9356675684648266,2.001707370491419,1.9280751337864497,2.241529889781598,2.4591739600799882,2.2774656470168555
Kyurem,Ice Shard,Frenzy Plant,30,1.5803419875120457,1.546884280853585,1.4031515124872052,1.3955237600960075,1.3442015215042447,1.2727518597060103,2.1579611886932732,2.0921296473451734,1.9664316135162594,2.065908080376199,2.0381904451032202,1.858111883291951,1.4912864038542444,1.5539773762357423,1.3237850965199351,1.5468959429553415,1.5382038632856396,1.3724834804002892,1.5715964605940622,1.5783562508923468,1.4072777407028494,1.5349795273571585,1.5504245538578743,1.3610921013135406,1.467005118202069,1.514431720284988,1.3130230928084494,2.0833953837497194,2.0744918850835057,1.9008393626542066,1.9913575610932528,2.012777349257432,1.8012355579323327,1.4483784791666163,1.5337534708053173,1.2807396259133588
Kingler,Bubble,Crabhammer,45,1.288507165412193,1.2535227591195586,1.2889436793156452,1.285649841844136,1.0987343561554759,1.3496369988464538,1.304393352947719,1.24918113457073,1.2968122987704591,1.2382291185575036,1.2272486707378236,1.2459528909385116,1.2186570170759485,1.2314536115847514,1.2282609635872992,1.2349281620438917,1.215869145363087,1.256366564517997,1.2813492263764277,1.2497039894770159,1.28371963699382,1.2411933427390998,1.2426829024000732,1.2563566431152688,1.1728393639919241,1.1982848316528731,1.1988658275318125,1.2606448256718452,1.2438775878406494,1.2860438997455714,1.2232129218167231,1.233934333188797,1.2450434368663745,1.2266141769170813,1.2497800881121235,1.2328651163485564
Crabominable,Frost Breath,Avalanche,45,1.4497275659679014,1.445094913548966,1.4499603101057115,1.395649065115398,1.2153207984410574,1.565623023502765,1.423913284484525,1.395630643501808,1.418212429016464,1.3606994731177524,1.3552426359149279,1.3616826694058408,1.3827624530965148,1.4184519589044866,1.3905656989553121,1.393134153861564,1.382436167515471,1.4129343222660102,1.3961349684158508,1.4116567827638293,1.4131524543779819,1.3594079236493388,1.3997004454487125,1.375561048416275,1.2798647904609703,1.3359437852478215,1.2909826128357333,1.3837998046210616,1.400060816299069,1.4119490496231681,1.3358576071370072,1.3785448334309396,1.3380392867294888,1.3006069855406222,1.379985332785456,1.2978424755218845
Crabominable,Frost Breath,Glaciate,45,1.4505221131908828,1.3437396123129093,1.4487489315700264,1.4617480041183761,1.1434545357936177,1.7007036837600815,1.329973264164432,1.3209661914702098,1.3335375058068903,1.2690109689069553,1.264391404520704,1.2776248460121493,1.2933315727461099,1.3107016617234797,1.311401265787946,1.3162072063330088,1.2811888477442255,1.3250345103906795,1.3126154422278076,1.3007901243647568,1.331022784602087,1.2618086129946273,1.2971144606569616,1.2888883752493978,1.1958909134479847,1.2451778648299423,1.208884636469546,1.2860126270874592,1.2965839507365424,1.316688849455604,1.2292544179011748,1.262017551096584,1.231980695938006,1.1983966720693868,1.2833190803953245,1.2019091275576153
Crabominable,Bubble,Crabhammer,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Bubble,Ice Punch,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Rock Smash,Crabhammer,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Rock Smash,Ice Punch,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogre,Waterfall,Surf,45,1.2178035028017717,1.2227427340517314,1.2180185126255827,1.1139433994791677,1.0729447518532107,1.2065785405817309,1.1755877610239724,1.1775873161419572,1.1717751507645784,1.1502341355081702,1.208277819226888,1.1530625186227583,1.1775940985815259,1.2352450776733512,1.1793504088450506,1.166983494486163,1.2157536411983636,1.1706758715243106,1.2155394502149792,1.263302481197633,1.2236882714167436,1.1970790041228816,1.2488484716246029,1.2097051360045465,1.1568792909488204,1.2077039088930939,1.1577498263342658,1.2074186675968277,1.2536959433122934,1.2224904913453294,1.18353636593628,1.228096811697407,1.1853627879443174,1.172737834643363,1.2348878156155978,1.1651040825009016
Crawdaunt,Snarl or Waterfall,Crabhammer,45,1.4158854992758905,1.3826521941342882,1.4114936838366463,1.4661977305988991,1.2257128606161634,1.4769835247805785,1.4700717604703732,1.3721280702312777,1.4747727936766672,1.367166891710558,1.3452573875935816,1.3675493940103731,1.211251528499888,1.2370805881497189,1.2174617924175921,1.424838403726183,1.4033588548497664,1.4390463550454033,1.2834415156189054,1.2693966863706831,1.2887703241641209,1.4058257350643395,1.3799544381225697,1.4273233506470935,1.3265364565406998,1.326815175029878,1.3520709657156627,1.4824747197018873,1.4133343870314694,1.4998785929258391,1.363123266827815,1.3716324439145664,1.3815422928353294,1.3074915585100146,1.3481000609990368,1.3371546090506587
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,50,1.4327706143915708,1.4217556571212762,1.318518620280362,1.391988246046374,1.2577631601619168,1.2541873211708376,1.6858972043599867,1.6738547238495025,1.5964852175076092,1.678308772927643,1.6997599144560547,1.5674077170079053,1.390252594026498,1.4406687784975944,1.2632852033347184,1.3956673417452083,1.3979819638212159,1.3066410981973213,1.409787193246138,1.438009646068787,1.3102849562114554,1.3849768153406448,1.415256941991816,1.2934887257158953,1.33964973634514,1.3833233777397484,1.2430351488130265,1.6933439605242833,1.705594141037433,1.6257456668386914,1.6426111410438327,1.7016292917339206,1.5603458486360149,1.3623518216376937,1.4507013909044544,1.231965678839648
Weavile,Snarl or Ice Shard,Avalanche,35,1.5211063314498328,1.4955509351978176,1.5217872791515905,1.6768711923038722,1.3452934974633626,1.709922894562186,1.6678723303055847,1.5554888391476145,1.663897091351372,1.530498396762327,1.5027779162839567,1.532056858015502,1.3392864772484514,1.358105014003877,1.3519308574147153,1.5408258704287427,1.5394776958014706,1.5581021945791298,1.507258941619089,1.4256918372389584,1.513022380478071,1.477212050105738,1.471592181749485,1.5056896873722965,1.4371402388541707,1.4460420714661106,1.463857871687994,1.5688476401359008,1.5116256670341455,1.6038525697141597,1.455738368633799,1.476229084114444,1.4815159267098605,1.389558365552995,1.4581460314983787,1.392562129565713
Shadow Glaceon,Frost Breath,Avalanche,50,1.160164584425076,1.1400423325568536,1.1612110088626608,1.1224429408844476,0.9813642838836184,1.2828229912788969,1.1677842658391766,1.1408204461193878,1.172756376672018,1.1427063266484994,1.108957211596289,1.1448950898085524,1.1145745822755613,1.1258111698119142,1.1220906077695634,1.1291892171071372,1.116892405835934,1.149820952893708,1.1482123891215217,1.1492758881863516,1.1657036044897915,1.119163694234931,1.120326779498881,1.1374070903206284,1.0711596746688967,1.0978502549593998,1.0885553257051241,1.1554119552515325,1.1355684764088765,1.1739793442589677,1.1179977353959196,1.1227996662086117,1.118412357835357,1.0437689975563542,1.1077831722358693,1.0443556996581422
Shadow Articuno,Frost Breath,Ice Beam,45,1.459610124844575,1.4939854198961018,1.4598068508404316,1.2482805742668595,1.2459338791844907,1.3979759585766323,1.539326819125778,1.4829317653268828,1.5449888725852903,1.4503445685989333,1.4789820409924388,1.4478901699505196,1.4567486628492943,1.5129075508222116,1.4536717417886955,1.412145622892988,1.456853716636043,1.4097233847415556,1.423524783177334,1.495766172418367,1.4247300258327926,1.4565557143728862,1.5083250277827602,1.4476158601191194,1.39176040128166,1.4331656328137892,1.396947625982419,1.4277146790925368,1.4922687937586991,1.4262859846997018,1.4135150350683696,1.4694266677802303,1.41130798356354,1.401831350152014,1.4802972637502432,1.4002243244906756
Shadow Weavile,Snarl or Ice Shard,Avalanche,40,1.273602998148138,1.2126114451767411,1.2727478045668605,1.3275496662096204,1.0691379240196912,1.3332980903569172,1.5469985305303857,1.2872589581678584,1.5464413551449496,1.2397513034419374,1.2189238665004023,1.24009468416762,1.0898089522583791,1.0933507469826462,1.098379613186318,1.2554621418666598,1.2584393164908019,1.2796792490038156,1.2598406730747402,1.1656580138974384,1.2667546083552357,1.2379433915862155,1.2225664120452981,1.252536136079127,1.1698716226967254,1.1622651586105301,1.196964822124813,1.2889925505671742,1.254581106127449,1.303336514474317,1.1912890264429694,1.188110762523016,1.1894855543289453,1.131477209962795,1.1901436007305282,1.15697025790793
Kyurem (White),Dragon Breath,Blizzard,45,1.3306410479930502,1.3406039358187685,1.33240423845109,1.2006408508255921,1.1613918275326611,1.2337036492087334,1.3682335644884016,1.3874184755495491,1.3834442200563826,1.3185241400384486,1.358951770140978,1.3215152155538274,1.296436239438115,1.3775015301381517,1.300373563406697,1.3227922584037888,1.372160600872072,1.3333954155176244,1.3408671630850533,1.3898823969094456,1.3568800612827616,1.292948695427602,1.3783591252267464,1.3117126291829004,1.2758803372948202,1.3539395235292742,1.283037358155593,1.3398364424945808,1.3929445199740949,1.3506251336699404,1.3366805852551555,1.4025512694280804,1.3358612825074874,1.279608961933755,1.3661382776206878,1.2687568151560178
Kyurem (White),Steel Wing,Blizzard,45,1.3804994482380333,1.3994901509614746,1.3820582195048479,1.2563782194436401,1.2193782363133585,1.3020284437883396,1.1479544725483835,1.1456640811773782,1.1530859934762558,1.1241862445842403,1.155646943157562,1.1332936759121852,1.3546225899504982,1.4337601555957185,1.3545208865495941,1.402587105478153,1.44202927357584,1.4229088581364702,1.4121899863171936,1.4632822187121426,1.4246348484356703,1.3746566063181358,1.4517776189604472,1.3890014016194436,1.346735987752587,1.4406978338039214,1.3650668529406895,1.3976731375760159,1.4547236184871026,1.4159410119486362,1.3544816578434344,1.4382944167209912,1.358667938694888,1.622849853238284,1.7638047120919478,1.624947757723466
Crawdaunt,Snarl or Waterfall,Crabhammer,40,1.491429080977875,1.453967665599777,1.4879750860364007,1.5377864097008638,1.293314106665875,1.55376722008063,1.5352581513721786,1.437857242225025,1.5442057693758813,1.4591546937460038,1.3987186190738727,1.4452353265822775,1.246177013720785,1.2758366611926821,1.2611075316872935,1.5009510312424679,1.469395105628402,1.517887651070996,1.3451504273789705,1.3438616957786675,1.381317181630856,1.4432552149303906,1.4076371309577302,1.469490646316681,1.401661523926653,1.3775382299972299,1.440082427089879,1.5494084318152688,1.4399598792845327,1.5503831088555373,1.4096238170240012,1.3993807119301018,1.4203548825950325,1.3771910786804427,1.4038157539079756,1.4033155124569754
Calyrex (Ice Rider),Confusion,Glaciate,45,1.2395254397485425,1.2688474044707456,1.2403895254647264,1.245101624716248,1.1296063915844101,1.2519159985461368,1.2915134106536368,1.2924097906944556,1.2982052372340496,1.2500792211876186,1.2971769018544266,1.254095850986351,1.44967372343228,1.5120314074780834,1.4490443681086445,1.2440122515799654,1.2847950818389264,1.2428812654748973,1.2406814423962864,1.2921673110950054,1.2583046641052131,1.2332029099937194,1.2768141387282739,1.2387084576084084,1.2131086978765315,1.262978129162662,1.2183731228066281,1.0379252395534475,1.0672777489399434,1.0469793694424785,1.031315392907182,1.0704759572591336,1.0246543343703354,1.1887139579837063,1.304353101106605,1.1933891030444321
Calyrex (Ice Rider),Confusion,Avalanche,45,1.3034448530274971,1.3382155483474865,1.3031483652709177,1.1941772679013194,1.1850564337181102,1.1886253263546225,1.3083598301580655,1.344168004471708,1.3166538935938061,1.2980195094311089,1.3615768811128792,1.2988108321806102,1.4739890930966195,1.5642221590216554,1.4647972550566644,1.2828438753055853,1.350531256553844,1.2871151817547242,1.2887494237855688,1.3532094557515157,1.3132433916624,1.2919895661328311,1.3606022895583052,1.290896900843129,1.2753030205617726,1.33812306084471,1.2711557265434315,1.1229705191298833,1.180625723791013,1.1362918445643648,1.0985636635225764,1.1521659779694229,1.1015629013320374,1.2880971467545839,1.372371860701819,1.2872155556974407
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,35,1.580010131039096,1.5502044941249464,1.5734378941825955,1.6846114159638594,1.4685132121919167,1.6786796351197222,1.6210559188798412,1.451416487885369,1.59842406625738,1.4219952443814483,1.4107943820565985,1.425706903727283,1.545746084877779,1.5484244491830308,1.5595559912608468,1.6226543107468958,1.5824247423067652,1.6241829410678343,1.6843860101046013,1.6371277776725044,1.8914654973961766,1.5493938334908153,1.5453748099277063,1.5721217646105268,1.568771731211433,1.5298297651466688,1.5869403738911918,1.6469677737513395,1.5994744915467975,1.6909351013410785,1.5125087846859067,1.5020124685842626,1.5102448580931835,1.5317207329091576,1.5417259844303903,1.512585382005159
Swampert,Water Gun or Mud Shot,Hydro Cannon,45,1.3245459391168513,1.3567538512185973,1.3233516454695822,1.229488745597522,1.1334478158721677,1.2341012152421782,1.2420243097265729,1.290365890423843,1.2505042473000418,1.2867157929313575,1.3969752906003874,1.296609532334301,1.3264822025601473,1.4315773332477069,1.3250819459425454,1.3087277638831936,1.3913809164582478,1.3103435701116541,1.287515851173545,1.3557196212341092,1.2881027127903373,1.326907241022455,1.404878902298989,1.3300960177119334,1.285532066407594,1.3851493162036836,1.2857588440135976,1.3536133263621368,1.4214481195247006,1.2643314661200968,1.2867840266095467,1.3820739512656375,1.2608404163114162,1.2806922381759058,1.3933992396938344,1.225294891490362
Empoleon,Metal Claw or Waterfall,Hydro Cannon,40,1.3566286619485064,1.3672495178015045,1.355243836826327,1.3814231564938806,1.2557206161759307,1.4513743903784508,1.2434192151122556,1.2833701743801602,1.2452877910999993,1.2874959838147646,1.3468462569793778,1.2841021872587577,1.3709745571118332,1.4300968672469179,1.3826117328503296,1.3750904782623665,1.4039114906297638,1.4153318944874151,1.4009667456966137,1.425813318344097,1.4100159529550114,1.3670729298222581,1.4037856668694517,1.4111958821727444,1.3545128055687181,1.38452958108271,1.385115724674178,1.4294750816678703,1.4511927775194693,1.476359261198487,1.4030175841749184,1.4411214879823768,1.4136396250464947,1.3543700974859045,1.4107763770979593,1.3634125701145006
Mega Blastoise,Water Gun,Hydro Cannon,50,1.0079011614227216,1.0305559732416678,1.0075907859498274,0.9396837207489684,0.920000593597572,1.0105897175368659,1.019045706620338,1.0469754638985755,1.0158467760537606,1.0120064822314434,1.0804180232665248,1.0108880497745922,1.0194468435903923,1.086769947169277,1.0170025543805201,1.0180839925000547,1.0825312628142325,1.025625647558918,1.0098440782979963,1.0788291360282563,1.0185084671861242,1.0151040828792246,1.0980608157375853,1.0263329098889369,1.014165530988016,1.0721723673048404,1.0100057773411515,1.0182638713220329,1.0902631526522935,1.033079387070936,1.0088339816015017,1.0733174251329998,1.0099881326182745,1.0048514632721541,1.0974603687935456,1.0069682958122388
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,1.0014597088874888,1.0074501103773712,1.0001025592863113,0.9954711121411361,0.8895274773880371,1.0154524363707156,1.321216169387039,1.0571774417639073,1.3740184611731365,1.0148669806018875,1.030587096040406,1.0158301359744994,0.9791151541999179,0.9994587832551117,0.9974925393478139,0.9902902942069496,0.988962575398552,0.9962026675514682,1.0087078031394467,1.0218920396011517,1.0135873848767187,1.026406658247088,1.0277347450612024,1.0393613755840854,0.9675806649258537,0.9733326230623675,0.9849184853537608,1.0314429287145022,1.0185608112247795,1.0375076443231293,0.9972662865362525,1.0254393731803,1.0323705799160448,0.9347520203417101,0.9998735876333282,0.9442060767641461
Mega Gyarados,Bite or Waterfall,Aqua Tail or Hydro Pump,30,1.3229421576615483,1.2966184909447593,1.3219127681565657,1.308220938459719,1.1611206039611721,1.3072815116638763,1.2742517023710709,1.2696590286909561,1.2761204571699138,1.227956504491619,1.2910318628150077,1.2366762588024431,1.2414890111834422,1.3013959840262752,1.2434918997697257,1.2911273081269232,1.3056589684758146,1.3043150822145497,1.315937364154575,1.3425365667507247,1.3205020518580792,1.2710627375711059,1.3279000547950612,1.2942217406338352,1.2230465037702667,1.2771305358025187,1.2236938170268308,1.3094755590269542,1.337640590707435,1.3243233998791943,1.2570392025008372,1.2985621832120695,1.2668416018809225,1.2310338101366696,1.3076995305132582,1.2248997176441208
Kyurem (White),Dragon Breath,Blizzard,40,1.3963664139068992,1.3633928290427118,1.396717603279899,1.2485498582718135,1.2008536618700434,1.3035853744414385,1.398691353088622,1.4260577659984972,1.4168658026275933,1.3572810477525759,1.3809313730057866,1.3733283618111127,1.3242059336595007,1.4098725693083776,1.3241642562349036,1.3720217924117832,1.400619308915732,1.3805154803752475,1.3957869414659945,1.4337040555177094,1.4103575446895684,1.3189750549953805,1.3977107498787298,1.3292690067670976,1.2892800803451263,1.3750970857810023,1.3163602172594393,1.360781042153814,1.430065202740417,1.3818340812585441,1.3791197663846448,1.4325520314323104,1.3862656520182604,1.3528685281304524,1.4701103705021406,1.352635645454953
Kyurem (White),Steel Wing,Blizzard,40,1.5203485017502019,1.504506264209307,1.5257778494921241,1.3146642235946733,1.2652728911476467,1.3586730333765118,1.2033758105060104,1.213171171931521,1.2172553962507604,1.1826320269549069,1.1961535099271705,1.1967076136771584,1.4562305783856682,1.5393240917794557,1.4609977942419625,1.46759158165581,1.4854769946379773,1.473085808012671,1.4655716919569377,1.4991325592438491,1.4813848733416421,1.3989102008186594,1.480937220515912,1.4129804814938773,1.3780933481861588,1.4584139415390212,1.3959189646166184,1.4242333406378043,1.4837741136813745,1.4336020952680937,1.4040694345571239,1.4542258774637917,1.404184438085056,1.654814774955736,1.8048016960077993,1.6576804655679582
Kingler,Bubble,Crabhammer,30,1.593783198760696,1.4501938535365468,1.5953965717323029,1.4954509496704136,1.2619491055937007,1.5043388554446473,1.5199036422748062,1.3991828153950634,1.5267606009054278,1.4550056729838998,1.391876967059421,1.4533262905015878,1.4033165007214914,1.3815627199368812,1.4162050476865753,1.4647335109196824,1.3914207638299805,1.4874895529769712,1.5058152395279065,1.4537644789999038,1.5301998837908932,1.4475055919931412,1.384198975104305,1.4631125073887044,1.3766235448610857,1.3607119345170158,1.4254430282944717,1.472825488419156,1.4081422048952987,1.505169385420852,1.435254190908939,1.3941456802024237,1.4516744589884292,1.3799520396888862,1.394883807599972,1.4035520117429652
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam,30,1.4214727073903133,1.4212647413362882,1.4215211645299732,1.4448394945543737,1.2521874476486183,1.5532445745587868,1.4192126089004298,1.36382292050738,1.4128514040426328,1.3626748458734457,1.3762062870645795,1.3728185365700294,1.4792279977929315,1.5506946892738298,1.476729318233349,1.391143585136586,1.393964782185439,1.4081594771323667,1.4645528266448682,1.428586839853382,1.455001616308449,1.360544520524726,1.3840838839035041,1.377510541423279,1.3047060434315134,1.3623385653003643,1.3142785163216575,1.201182046336908,1.202587624522124,1.2217277316685655,1.1482391410120585,1.1661896335006936,1.1751614330266116,1.2786499855521478,1.3981187473832384,1.2944389746496898
