Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Toucannon,Peck,Drill Peck,35,1.5210033795603428,3.234100600000001,1.9258632071825028,3.226761,1.5193551407974264,3.2311742,1.9175179272550278,2.6740406,1.9988216878935796,1.6350976,1.9449009690303396,2.622809,2.045649806999475,2.6443982,1.55579914537037,2.7895675,1.98353206768404,2.4987361,1.3629834242828067,1.9442737,1.8613286568845797,3.1435766,1.5315348820427885,2.5003843,1.6880060814024171,1.2287811000000002,1.8293245088951837,1.2762672,2.1379773466971375,1.531102,1.6023713211328656,1.9974693,1.6259948467093928,1.1849332,2.0636404046066845,1.7412153,1.5701372510322877,1.4874101,1.7876866639805755,2.0028372,1.7872062042297379,5.1302447
Shadow Articuno,Ice Shard or Frost Breath,Ice Beam or Hurricane,40,1.8920877864936738,3.856612,2.387731580730231,3.845159300000001,1.5570508978486859,2.975864,2.800524879757472,3.707452,2.454849800159429,1.9670426,2.33530199297747,3.1083503,2.492600520196455,3.166576,1.5382692291046112,2.6264694,2.904629069245314,3.5872169,1.7637962649447425,2.3585916,2.423919881899227,3.8971114,2.243895472181818,3.547387,2.349187770452277,1.7463386,2.2432059760716645,1.5245907,3.195818355404692,2.1376493000000005,1.950654010860912,2.386686,2.197537158033487,1.6223079,2.449207501412371,2.1357155000000003,1.9644377405832036,1.8477027,1.6796135964711962,1.7991027,1.808806904514067,5.8002973
Alakazam,Psycho Cut or Confusion,Shadow Ball or Fire Punch or Psychic,50,1.8135417688549222,3.3309307,1.5354026277636776,2.2923632,1.8166807652775299,3.3269162,1.478243855411904,1.9184636,1.4752414143863086,1.0989317,1.4976181309497403,1.884938,1.629126424426022,1.8491515,1.9653857601565696,2.9757104,1.505442867725366,1.7311869,1.8392176264168154,2.1749134,1.5452339960258759,2.2982585000000006,1.999186382614281,2.8893409,2.379544577761565,1.4486905,1.5884123169669584,0.9488133,1.5851502606908026,1.0462732,1.5149811023790518,1.6785911,2.2321629592242274,1.3678658,1.618677582754406,1.2478728,1.448481831872114,1.2729802,1.6141893923108155,1.4546226,1.5103885933663423,4.122911
Yveltal,Gust,Hurricane or Psychic,30,1.3047116429749521,2.9624794,1.5866447012518303,2.9592505000000005,1.30246367360178,2.9568365,1.6898136615402939,2.4972093,1.679497963822232,1.5014418,1.6043330710763306,2.4469743000000004,1.5834354162978697,2.4718240000000002,1.3590021622766275,2.567351,1.7082655071367803,2.31576,1.184050297541407,1.788638,1.6474635792649797,3.019790400000001,1.3222752685854429,2.398367,1.3874733616812067,1.1681244,1.5729006389191058,1.1957068,1.6268848302216359,1.3720393,1.2755618306911016,1.7685401,1.3482500796459924,1.0978409,1.5015651353830957,1.6751248,1.314496219539836,1.3997623,1.5282107964156573,1.8478348,1.217938455653492,4.516198
Shadow Staraptor,Gust or Wing Attack,Brave Bird,40,1.1933010667235153,2.2681704,1.4963180505932896,2.2702506000000002,1.1925693858961468,2.2678535,1.624675984439863,1.9714128,1.4670042273297532,1.1339844,1.4823778722330465,1.8352349,1.6274196004342931,1.8686215,1.1765364191061978,1.9837103,1.5322774691631498,1.799185,1.042909164117716,1.3632121,1.4446377422067271,2.306955,1.13792204453977,1.7806038,1.3553602390465802,0.8798864,1.3362216076474478,0.901576,1.7048456557575562,1.1071831000000003,1.3180650946321413,1.4432342,1.3313123006160485,0.85864085,1.6952467722155622,1.2688887000000002,1.1643455894359218,1.0687714,1.3332068696492856,1.4069177,1.6291134271373038,3.768446
Hoopa (Unbound),Astonish or Confusion,Psychic,45,1.5664786994012874,3.154186700000001,1.241026272634734,1.984453,1.5653597724764527,3.1501236,1.3289585790202099,1.7244301000000004,1.30373800511666,1.0101544,1.2528146723828284,1.6476402,1.2942297928650845,1.6455716,1.705864001045307,2.8537855,1.3164798060017684,1.5656877,1.5436377482683659,1.9202086,1.2948253547111703,2.0291555,1.7705231303556757,2.6473124,2.1123477296067383,1.3535646,1.329219589571377,0.86970925,1.3237902688800836,0.93200904,1.5651561855130052,1.8924208,1.8377965599626864,1.2771871,1.2589419374221822,1.1218104,1.5621071519000367,1.4646112,1.2629430675688071,1.2638968,1.6048607387992524,4.6147575
Shadow Honchkrow,Peck,Sky Attack,50,1.171050731041716,2.034806,1.4770862052190208,2.0340688,1.1688068114892864,2.0338795,1.5835593175147493,1.8026881,1.4210570605356365,1.0485796,1.4262080648077924,1.6919761,1.5767932410157854,1.738455,1.1231714399710506,1.7953682,1.460641038681714,1.6355424,1.089588963316373,1.2701964,1.497144182173311,2.0879020000000006,1.1328939883415092,1.6412121,1.484281050259162,0.8307448,1.3711045273912488,0.82768667,1.634853391009154,0.9800549,1.1867465474896608,1.2785609,1.332599694864103,0.784033,1.6788553515893647,1.1346878,1.104551858545399,0.969879,1.4058204235696965,1.2966048,1.3955800921460935,3.110253
Tornadus (Therian),Gust,Hurricane or Psychic,35,1.4776895241663761,3.139729300000001,1.7882069757852648,3.1315527,1.4688198670940633,3.1360667,1.7618912431670133,2.5278354,1.7672280851633362,1.4742615,1.807370075437851,2.5570867,1.7728020714374912,2.516479,1.48370907112488,2.672395,1.7739208375167028,2.3167922,1.2764972515995994,1.8276262,1.7668746209987345,3.088238,1.383686578271368,2.3444543,1.4293728491345359,1.1593461000000003,1.7060815278752335,1.2241096,1.836428419282783,1.425592,1.4439326999064304,1.8738909,1.4469769708489164,1.0845723,1.6604400538490391,1.6881,1.4415776092761714,1.4354489,1.6335208674807913,1.9018333,1.51936427104339,5.0512447
Shadow Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,35,1.5302861688553095,3.1047046000000007,1.2475567589690357,2.1886072,1.4219770340514932,3.1100585,1.3113664504977995,1.8519058,1.3742190339368923,1.1391308,1.3074895027126836,1.7691734,1.305981884611566,1.8209707,1.573153262431522,2.7379663,1.3761149269683106,1.7728033,1.4475083455590791,2.0784147,1.3419363909591917,2.2502851,1.6999485675239319,2.834745,1.7796266777842822,1.4074531000000001,1.2249873668465627,0.87950414,1.4027716428754997,1.082437,1.4477607713222564,1.8874065,1.886508746840256,1.3515095,1.199089953580908,1.2396275,1.4930701997410247,1.4387735,1.1865419814209701,1.3654771,1.4644968060803845,5.077863
Shadow Gardevoir,Confusion or Charm,Psychic,45,1.7405668515396528,3.413440200000001,1.400841827941565,2.1693761,1.7421786230402379,3.411952,1.3703244368588994,1.8213603000000005,1.3297501139668266,1.0302887,1.3951041447042352,1.8124974,1.4756395689400978,1.7789685,1.8750808627074236,3.0672498,1.3496709574900616,1.6288005,1.678712235051868,2.0436761,1.4117171493575333,2.2017798,1.7924865306198137,2.7223814,1.7316677884335554,1.3150682,1.4359731612715958,0.9253197,1.4415604524831462,1.005171,1.3817572402524825,1.6383263,1.849538708735669,1.2796998,1.4804014317037448,1.1812336,1.3291206155700914,1.2413651,1.4922869218867933,1.421516,1.392382101299616,4.154363
Shadow Zapdos,Thunder Shock,Drill Peck,35,1.1412415830541378,2.4653568000000003,1.4490431122358853,2.4645562,1.212989780577753,2.633931,1.3146004177495623,1.8736964,1.474875184076605,1.2221478,1.4571859640545808,2.0387979,1.5068743850438024,2.013779,1.2792293700616353,2.3061085,1.3745043545532243,1.7733394,1.13092048795822,1.6512382,1.4085547284333937,2.435052,1.199128912292104,2.021379,1.2224979435323309,0.9832761000000002,1.390743637943929,0.98482496,1.4630281074929699,1.1167463,1.1415169305459971,1.4879234,1.2099596281595317,0.93274057,1.4686007010070599,1.3513526,1.1736130960617082,1.1521797,1.3789768384428829,1.6140916,1.2744215422084892,3.7882605
Braviary,Air Slash,Brave Bird,50,1.3662011859878154,2.5203333,1.717526997177321,2.5256743,1.3646972203337435,2.5185068,1.7554796246915936,2.116479,1.7377361053187435,1.3219004,1.71813536558399,2.1198225,1.7989847825968937,2.0964768,1.3979124358645716,2.1983676,1.7664286132759497,1.9893272,1.3592118311348023,1.5530365,1.7280966517834475,2.5431051000000005,1.3751612995767482,2.032267,1.4232533780685126,0.9926221,1.692334940278536,1.0296001,1.8427975571930602,1.1814337,1.3896142257722193,1.5801399,1.3877338533249381,0.9174949,1.7637864395786098,1.4545022,1.413204835714241,1.2261864,1.7390408221917188,1.5883591,1.4222697182285864,3.9684112
