Attacker,Fast Move,Charged Move,Level,"Arceus (Bug), Tier 5","Arceus (Bug), Tier 5","Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Kubfu, Tier 5","Kubfu, Tier 5","Marshadow, Tier 5","Marshadow, Tier 5","Meloetta (Pirouette), Tier 5","Meloetta (Pirouette), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Virizion, Tier 5","Virizion, Tier 5","Zamazenta (Hero), Tier 5","Zamazenta (Hero), Tier 5","Buzzwole, Ultra Beast Tier","Buzzwole, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Pheromosa, Ultra Beast Tier","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gallade, Mega Tier","Mega Gallade, Mega Tier","Mega Heracross, Mega Tier","Mega Heracross, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Medicham, Mega Tier","Mega Medicham, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Mega Mewtwo X, Mega Legendary Tier","Mega Mewtwo X, Mega Legendary Tier"
Staraptor,Gust or Wing Attack,Brave Bird,40,1.3442806046472175,2.6275864,1.694151410689059,2.6338290000000004,1.3367063357165851,2.6350067,1.641540893016481,2.2160974,1.708240630712597,1.3359075,1.6264640214448411,2.1808298,1.912882909899704,2.228002,1.3479457431284405,2.3524797,1.7329488957870391,2.0975904,1.2319834411241444,1.6008605,1.6885901738671671,2.6810217,1.3436598661749506,2.088213,1.558874200632775,1.0302066,1.5387675103709493,1.0500109,1.9196631567233595,1.2551385000000002,1.3538813350149812,1.6263443,1.3371874663959633,0.9612523,2.0718489796480783,1.4806706000000003,1.3626353503656676,1.2617284,1.5222473810856094,1.6565528,1.6922515988766609,4.23059
Yanmega,Bug Bite or Wing Attack,Aerial Ace,45,1.6708955993348522,3.2189243000000007,2.1193314228632136,3.2216916,1.6249115985822316,3.114488,2.026756507889124,2.5933130000000006,1.9913331816000477,1.5504293,2.072006928727357,2.627533,2.077054692820002,2.550968,1.58844054698988,2.6536145,2.005814718021251,2.3600457,1.6248934720045936,1.9208621,2.0342763182938612,3.1771407,1.6176270874914545,2.4224083,1.583241768915695,1.1689702,2.01704563722115,1.269961,2.28865242974114,1.5005902,1.6055660348947147,1.8691971,1.5597288282655373,1.1020799,2.076048659438816,1.7399634,1.5532244286498555,1.4646703,1.940519275683371,1.9161152,1.9098233068492887,4.946335
Shadow Moltres,Fire Spin or Wing Attack,Sky Attack,30,1.0,2.1804762,1.2705475045663444,2.2495840000000005,1.0,2.17854,1.4563416894877206,1.9333816,1.2796324777490962,1.1114781,1.3065496578951064,1.8662595000000004,1.2947421044694896,1.8292056000000005,1.0,1.8477963,1.3271759523584459,1.7409945,1.039373189430524,1.4009906,1.2082253558007925,2.2030244000000003,1.0,1.740383,1.0,0.8373306,1.1626196959864261,0.85585296,1.1521957863249146,1.0060239,1.0,1.3589108,1.0,0.7975488,1.242478004682772,1.2190065,1.0,1.0374981,1.1352791833415627,1.3319538,1.033741176076377,3.4441571
Hoopa (Unbound),Astonish or Confusion,Psychic,40,1.5846502973839236,3.2950544,1.25476635282077,2.0637019000000003,1.5857406847549802,3.2924578,1.3330571919558856,1.8056473,1.3155018550408417,1.0489795,1.2580346287622568,1.7118766,1.2875724403180475,1.7048922,1.668681893014945,2.9052444,1.3245545445276927,1.6342207,1.4561736229090019,1.9966091,1.3128041396745491,2.1098557,1.759789061819027,2.7482727,2.2061663677839345,1.4073747,1.341923961402032,0.919812,1.3572370194536107,0.9702909600000003,1.5756299009313028,1.9734251,1.838070304886255,1.3445077,1.2954292092100366,1.1578879000000002,1.5507825572428378,1.503804,1.2321872305116333,1.315154,1.539415131413429,4.753363
Tapu Lele,Astonish or Confusion,Future Sight or Moonblast or Psyshock,35,1.9988566502545804,4.315431600000001,1.5778333919948258,2.7031324,2.003033575491294,4.3085723,1.5819232114170099,2.2539704,1.5374007797983498,1.3061486,1.6764298149096304,2.2702017,1.5811578758828126,2.2167659,2.1837437320145434,3.7978432,1.553327414515421,2.0103774,1.7608656823873055,2.5985186,1.6014579437837169,2.718119,2.0045446747076903,3.40216,2.0224752256497376,1.6189375000000004,1.6456406236013295,1.1621145,1.6992129415157438,1.261809,1.6618838855006792,2.1188347,2.1105585509240434,1.5789206,1.4790126946354056,1.4917225,1.5599107506946326,1.520407,1.587612269106931,1.7715756,1.8267513602165932,5.231839
Shadow Lugia,Extrasensory,Aeroblast+,45,1.2516790788983105,2.4483597000000006,1.3919310226035557,2.133956,1.253025080450008,2.4446175,1.3328721593723383,1.7640839000000004,1.3500737864285033,1.0443041,1.4123436462961174,1.7558832,1.4203693831786244,1.7430587,1.2348744448547049,2.139525,1.3314647266843518,1.6099365,1.1899222257801263,1.4661908,1.3875961640246819,2.127326,1.226249726958204,1.9233905,1.249969440023129,0.93015707,1.371423044341962,0.8720656,1.3383141481558098,0.9674885,1.2073040263426127,1.4377016,1.2164151328141855,0.8669765,1.3756575697435587,1.1757964,1.1830860175924645,1.1483451,1.3060752975767085,1.3042107,1.2277683543936162,3.6565118
Moltres,Fire Spin or Wing Attack,Sky Attack,50,1.162615609791664,2.194148,1.531732622539671,2.2898088,1.1636483326531972,2.188637,1.4767131910131748,1.8807216,1.5173805064058978,1.138476,1.503159007137044,1.8227118,1.4965878087883333,1.8092209,1.1706119737455434,1.9180719,1.5025283775288716,1.7224344,1.1911253524930356,1.3759538,1.5122792313082452,2.2495008000000003,1.2023710215628198,1.8001093,1.1719353029601816,0.8518965,1.4244336665018216,0.8697951,1.4243056980044138,1.005247,1.1542234894214611,1.3330977,1.1923547832357628,0.80214745,1.4831952692593373,1.2483734,1.1936921136226932,1.0617518,1.4226152532682228,1.362168,1.1495414810789026,3.3357708
Shadow Articuno,Ice Shard or Frost Breath,Ice Beam or Hurricane,45,1.9084412030515696,3.780521900000001,2.417922195500499,3.7652276,1.513958931962964,2.9427993,2.7449900596747896,3.600663400000001,2.464103620040274,1.9144408,2.3932111865823122,3.0454638,2.486574690563872,3.0703957,1.4821706240800532,2.4662778,2.8755928701646263,3.47065,1.9065520698134377,2.2789237,2.3653498980803436,3.629034,2.253742888300885,3.467758,2.316268356863395,1.676974,2.2717857721653525,1.482896,3.1704691841444435,1.9999862,1.859017903763612,2.1721475,2.220314398601332,1.5735666,2.4990297578294496,2.0698292,1.837706397072684,1.7211663,1.7520536311471413,1.7555623,1.8810943969253362,5.604474
Mew,Waterfall or Pound or Snarl or Poison Jab or Volt Switch or Frost Breath or Rock Smash or Shadow Claw,Dazzling Gleam or Overheat or Psychic or Rock Slide,30,1.9434112759848208,,1.968860034593602,,1.7101620859083293,,1.9111624807338075,,2.043600270379518,,1.817926858395268,,1.8082097781973863,,1.8842363296000453,,1.9074380565270816,,2.1461519321017457,,1.9782099596016052,,,,2.680866356264285,,1.8983579375322797,,1.8038532391500164,,1.6200619905447278,,2.8468438754486147,,1.7675200779149065,,1.689455586615447,,1.7694751084339595,,1.6449812722128816,
Tornadus (Therian),Gust,Hurricane or Psychic,30,1.5178881017896686,3.278968,1.8192500793847775,3.272394700000001,1.5159316693669345,3.2709243,1.7641873840901685,2.6681442,1.752652729063153,1.5586247,1.7781970299394467,2.6702633000000002,1.7711490070350042,2.6762354000000004,1.4799366728626766,2.8187158,1.7951096322903866,2.4503846,1.2624061026941154,1.9274945,1.738959382968601,3.224245300000001,1.3781426135180361,2.456061,1.447502567989535,1.2226548,1.7302761542307044,1.2899857,1.7858216083000595,1.502086,1.4464197569371544,1.9665806,1.421402345118964,1.1215708,1.746704093170889,1.7760196,1.4169137574655128,1.4929683,1.6268399502780888,2.0005875,1.5381819843455755,5.3981304
Latios,Zen Headbutt or Dragon Breath,Psychic,50,1.9921607104575694,3.658465,1.5802946403945692,2.3138075,1.997981094537267,3.6530428,1.4613382382473257,1.881353,1.506233074884475,1.1294334,1.5109123384544243,1.8457315,1.5109830987809456,1.8558856,1.9520853566915735,3.1236408,1.50221046581883,1.7311763,1.8543544720682912,2.1466472,1.5236350711381768,2.3187144000000006,1.968606319878699,2.911586,1.9338719852239477,1.4345421,1.4956034429594947,0.9275906,1.4240477403415919,1.0121322,1.7491279704329084,2.0058422,2.092123401696649,1.3611027,1.4571293973418535,1.2340055,1.8274656959559805,1.6471645,1.4688619908851928,1.3957922,1.676372561430588,5.0309544
Lugia,Extrasensory,Aeroblast++,30,1.3564383942892004,2.972887,1.4696498649770868,2.6007190000000002,1.3574293040692889,2.9751976,1.4668836484247774,2.179717,1.4509996549759723,1.2793584,1.505149416244011,2.1723610000000004,1.4404129213298975,2.1572297000000002,1.3520974342851437,2.5757382,1.4339247187824935,1.9751534,1.1687548796616707,1.7661024,1.4248513631732829,2.5939877000000005,1.299829287864467,2.3654268,1.3402684756238532,1.1386081,1.4589816970152378,1.0778519,1.404417848451606,1.2221223,1.2823023130003148,1.7531389,1.329958616201681,1.0773696,1.38852795152688,1.4274459,1.2822998332064464,1.3787919,1.3676600790014095,1.6449696,1.235563350996599,4.5019627
Shadow Exeggutor,Extrasensory or Confusion,Psychic,50,1.758703941682892,3.368886,1.3969016602905557,2.1217034,1.7646741097183651,3.360139,1.4101753658728537,1.7916243,1.362365546450555,1.022777,1.3618175947689548,1.7363085,1.429690285609763,1.7562857,1.7902884631889895,2.8950384,1.3712828680991682,1.5804254,1.6916959898067507,1.9944702,1.4186265237245737,2.1320600000000005,1.8610953327553765,2.752313,2.3408137331026557,1.395708,1.6272116669296457,0.96063745,1.5841636536385135,1.0344707,1.7050711261203237,1.9936206,1.9339347800748616,1.3063743,1.485485058945845,1.1759528,1.709152474459573,1.540512,1.365424176856078,1.3297238,1.9285841507159907,5.17191
Zapdos,Thunder Shock or Charge Beam,Drill Peck,40,1.3660396785183566,2.7847486,1.717356696106581,2.7821190000000002,1.4169694469485643,2.893386,1.5862352496805936,2.1155348,1.7602471393745036,1.4032943,1.7369907836674625,2.2912593,1.7425533043205088,2.2950807,1.5005131742612217,2.6144092,1.614544500994592,1.9730313,1.396783883915046,1.8419905,1.6896945715029386,2.7884698,1.4868958064434226,2.357223,1.4605034983019631,1.1201345,1.6215702218481332,1.1153073,1.7030808278904688,1.2286379000000003,1.36627574954864,1.6845839,1.4215451330533868,1.0667437,1.6362566794813498,1.4905312000000002,1.3801215425132043,1.3165039,1.6810655938361936,1.8101033,1.308087849619477,4.217102
Delphox,Fire Spin or Zen Headbutt,Psychic,35,1.6829591494639227,3.645190200000001,1.7204215832889975,3.005334,1.6848103781199937,3.642907,1.9695191676334929,2.615961,1.7799560989082157,1.468186,1.7777943376212837,2.4760766,1.7255708322881442,2.3859828,1.7624175956415977,3.0640914,1.7745723995314784,2.2884436,1.910691800535435,2.7070599,1.7503760142091611,2.9752314,2.084662874907284,3.4762907,2.1707069131016024,1.7465886000000004,1.64524921241312,1.1372428,1.5925856644339154,1.3367109,2.0337271309500022,2.6363034,2.3669567672956355,1.6602615,1.6645783255466464,1.6389623,2.099492016498195,2.050115,1.529712683200892,1.7774284,1.8477118123071314,6.534381
Zapdos,Thunder Shock,Drill Peck,30,1.3606538280671354,3.0243363,1.690980513444782,3.024661000000001,1.4138480216028546,3.1535423,1.5777610649636686,2.3304963,1.7475060332595702,1.5360353,1.6935548702530312,2.5006690000000003,1.6205158566249023,2.4979427000000003,1.501105364291104,2.8026743,1.5870710653180826,2.1481228,1.3223463842685799,2.005993,1.6478670719551107,3.0326166000000008,1.410172823828047,2.5028722,1.411308635761047,1.2239529,1.6397567146192378,1.2062379,1.6716636361466635,1.3748982,1.335200842508794,1.8308249,1.435810518261631,1.1590017,1.6042927516618413,1.6912816,1.349510273979237,1.4388108,1.5865210000545664,1.9567715,1.4423298537865927,4.6655293
Alakazam,Psycho Cut or Confusion,Shadow Ball or Fire Punch or Psychic,35,1.8152502751781625,3.719239200000001,1.5398416191751436,2.537684,1.8081121317894793,3.7084014,1.7117337988879495,2.22324,1.4807122718599326,1.241237,1.56836943320465,2.1209073,1.6288371513193387,2.1056838,2.026987471514935,3.2613144,1.5221628303472985,1.9527886,1.7062684547083349,2.449319,1.537686004889545,2.5752265,1.9872222634020196,3.258626,2.339588656536821,1.6375489000000005,1.5563795259174558,1.091907,1.616989130571953,1.2114947,1.612862959724538,1.9488527,2.193976969150919,1.5902345,1.4775457637667584,1.4164196,1.5391383451039378,1.4713068,1.5152164061088176,1.6449908,1.7422420427913359,6.002966
Yanmega,Bug Bite or Wing Attack,Aerial Ace,35,1.6252341388183442,3.4275043000000007,2.0528963598592567,3.4313214,1.5826815716467333,3.316841,1.972283962018736,2.7708304,1.9893296265572642,1.6576084,2.0373437228767517,2.8060486,2.140417508211046,2.7817452,1.6420414275314807,2.9059248,2.0249882365676446,2.5939133,1.6692686735746691,2.129813,1.9969112653786085,3.3753965,1.5927041234831039,2.6344907,1.5870210989213998,1.2618328000000003,2.0334805998076875,1.3868201,2.2541432286138665,1.6738261,1.6132822414077876,2.04809,1.5618583611793975,1.1882492,2.070093668945692,1.8570422,1.637263844043386,1.5812938,1.7900094821821464,2.0352633,1.953878016278766,5.5299983
Togekiss,Air Slash or Charm,Aerial Ace or Dazzling Gleam,50,1.6102964629427434,3.081214,1.731414303913877,2.6439924,1.6101378637094306,3.0772545,1.7223299705490889,2.1597,1.7127196556037505,1.3047506,1.7696596962940663,2.1504583,1.7819043240076156,2.1575935,1.6995837400635734,2.7105482,1.72513971761389,1.9761723,1.5816272391569055,1.8600508,1.738273524005538,2.6186683000000004,1.6016754444703334,2.4216752,1.5563875408977517,1.1414545,2.0411576592540164,1.2157788,1.9528991285511093,1.3858349,1.5243121038756016,1.7335515,1.573611759268283,1.0614158,1.7178516387111191,1.4509208,1.5143599694145717,1.358673,2.024628868682707,1.8932575,1.5620113519296468,4.490834
Shadow Articuno,Ice Shard or Frost Breath,Ice Beam or Hurricane or Blizzard,35,1.957086449401912,4.045411600000001,2.4751360562095632,4.052586,1.5585864662890627,3.0740702,2.9044406153693774,4.0003705,2.4005016422547825,2.040476,2.327541878484523,3.1776397,2.3711324059309997,3.26022,1.5036721616559037,2.8038092,2.858620883681578,3.6646674,1.7110698834768066,2.5026011,2.4222620049501145,4.089773,2.191761894266316,3.7555587,2.3348744462516113,1.8342185000000004,2.217359396611716,1.5627666,3.2890979466280488,2.301026,1.9087663654636726,2.508088,2.239672944858589,1.7128907,2.237544184340891,2.232591,1.9470712378592927,1.8956265,1.6073811422355448,1.8506584,1.8297800157131634,6.4197087
Staraptor,Gust or Wing Attack,Brave Bird,30,1.3734825354421993,2.9029663,1.6971129806356173,2.9073200000000003,1.3743877691410427,2.8974478,1.9040218183537159,2.5521336,1.7288733374963048,1.466763,1.7174639279542547,2.3708587000000003,1.7700057040577484,2.4322520000000005,1.401718292332489,2.5216312,1.7865512430286414,2.3070035,1.1967792794089087,1.7701848,1.6874946907040858,2.9454632000000003,1.3112052812701611,2.3071337,1.5526022001305213,1.1446041,1.5994620645446647,1.1656133,1.942141303262089,1.4251019,1.4629745015443198,1.8371648,1.5941033924189862,1.1091144,1.9309447182440458,1.672118,1.3669796225157738,1.4097075,1.5507728123889544,1.817652,1.8539791592547068,4.981855
Hoopa (Unbound),Astonish or Confusion,Psychic,30,1.5910921441949921,3.5799582,1.2444988412849272,2.2507064000000003,1.5941470487457845,3.5734196,1.3353994423442024,2.011843,1.318534548604051,1.1539882,1.2572198181996992,1.8863846000000004,1.2974420907010744,1.8934767000000003,1.783822519624934,3.2443562,1.3393867095188579,1.8218088,1.4546059789901329,2.1905596,1.3415312818057528,2.3197207000000004,1.7574026473342432,3.0844736,2.4120725650923163,1.5763904,1.4548537531106724,1.0607619,1.314405216619566,1.08811,1.5951115098583266,2.1795373,1.948859922741843,1.5183064,1.3658694397655118,1.259294,1.5474671013759984,1.6577557,1.2637391549404497,1.4606191,1.4325739250256457,5.2609673
Shadow Dragonite,Dragon Tail or Dragon Breath,Hurricane,45,1.403278948327883,2.6798136000000006,1.7802537406232941,2.682082,1.4049923836816876,2.6705558,1.6080921526435508,2.1492120000000003,1.681084577067939,1.2872903,1.672443478601284,2.2101746,1.805091339747952,2.2089908,1.363094844352943,2.3029063,1.6682787454449692,2.0076199,1.5937301645458102,1.9275527,1.7244991622720496,2.6546576,1.6496783765350675,2.5165431,1.657542432638303,1.2206342,1.6338725396706084,1.064132,1.6070039013916033,1.1981838,1.3639484905722001,1.6062695,1.6356984905492378,1.1714405,1.7448495931084091,1.433611,1.3352676453658328,1.2489511,1.6171856787189856,1.6156654,1.544318437793121,3.994893
Shadow Gardevoir,Confusion or Charm,Synchronoise or Psychic,40,1.7587329164326375,3.5983686,1.398806537343908,2.2645156000000006,1.7659300569711534,3.586753,1.3838115548501457,1.8960097,1.347606431977173,1.0690585,1.4083935326187416,1.8772961,1.502056797985208,1.8456917,1.9485867767015457,3.2254467,1.354916750807746,1.6896958,1.5957633485167497,2.1317163,1.4006399297316632,2.3107626,1.7783061600723074,2.8229861,1.7548923174099114,1.3703784,1.4747770546503938,0.9795181,1.4643312442418408,1.0502759000000002,1.4166985598472348,1.715858,1.948507017030103,1.3266085,1.4645501770630949,1.2314917000000003,1.3426331624495391,1.2844735,1.4359817761534885,1.4844186,1.3160523098759285,4.3052516
Shadow Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,50,1.0422062162273906,2.0452917,1.403334103487862,2.0807052,1.043616150243058,2.042563,1.3905141178054161,1.7793881,1.358657579909433,1.0353945,1.3926617579724865,1.6874895,1.4112987725098671,1.6812102,1.0303898193829533,1.7541124,1.416876960440569,1.620744,1.1228089984191738,1.2824068,1.3694030350934798,2.0287495000000004,1.0911879107707743,1.6540915,1.0716463493614945,0.78760266,1.2631489975790797,0.7899108,1.3550111692427682,0.9282072,1.0978641166055136,1.2636532,1.1025466147092935,0.730542,1.395999513355392,1.1439377,1.0914328219355474,0.9772946,1.2610702637536586,1.2337506,1.090245688457945,3.1865373
Unfezant,Air Slash,Sky Attack,30,1.4608160816121536,3.1688623,1.8118433833269403,3.161930800000001,1.4639394695180215,3.1541834,1.9900855985042265,2.712718,1.8406282630026924,1.5763098,1.7791124942045884,2.5348048000000003,1.8872396294329377,2.6169128000000006,1.4832404364439595,2.7239542,1.9103081954816141,2.4947872,1.24807828499861,1.9108642,1.7820979952926588,3.1833346000000007,1.4131593104522955,2.44567,1.6368971077560601,1.227157,1.699200928483772,1.2359792,1.940127193443823,1.5349749,1.5397465411515314,1.9734468,1.5925475315795279,1.1665745,1.899115375225601,1.705148,1.4866697855705173,1.4887925,1.6212147098867549,1.9175795,1.8724395351758198,5.0872188
Tornadus (Therian),Gust,Hurricane or Psychic,40,1.4847507640662896,3.0178616,1.8167341715933316,2.9980310000000006,1.4832032377374476,3.0218513,1.768161215890752,2.412898,1.7701123699514971,1.4087749,1.7634449446186,2.3952105,1.8089320032463436,2.404798,1.4476833843486703,2.5200257,1.7633235334214041,2.221033,1.3203503790699738,1.757023,1.7469176763006535,2.9473443,1.4236408548825623,2.270276,1.4535622487113684,1.1085873,1.6906529188961703,1.1666833,1.851645088096421,1.3493572000000003,1.4306187518095288,1.7805774,1.4478917799538351,1.0625576,1.7550798230746971,1.6216866000000005,1.3995515310832285,1.3525176,1.6737955198045025,1.8142678,1.4307086817717691,4.702199
Exeggutor,Extrasensory or Confusion,Psychic,45,2.0751833945522167,,1.6360791448985301,,2.0725433790462047,,1.6648026325305674,,1.6351809419433296,,1.6403418141523014,,1.6754317980737399,,2.1455925746897866,,1.6159827821737547,,1.967151484064215,,1.6396321453918186,,2.2443210715182706,,2.6302315367899247,,1.7489415684987848,,1.8575761870123075,,1.9907853452886877,,2.2762637324042956,,1.6480594867706069,,1.9856343356873365,,1.6306313677322164,,2.057069544113586,
Mega Latios,Zen Headbutt or Dragon Breath,Psychic,45,1.5816362384031972,3.041202800000001,1.279430506730122,1.9423653,1.5872216611295817,3.0315137,1.1816067352925836,1.5656755000000004,1.218220542328581,0.94854903,1.2421430337704877,1.5335052,1.2223111098828452,1.5461422,1.5746598289199598,2.6476324,1.2100267796804385,1.444432,1.472366462326983,1.7990396,1.2203975414131711,1.911551,1.579155123463978,2.4016664,1.5594655293449369,1.1835601,1.1945936093890777,0.7673825,1.1292234931149758,0.834111,1.4106866071500528,1.6984167,1.5715480854570654,1.1191963,1.188737957193329,1.0410019,1.485834552663337,1.3948673,1.1597643087859133,1.1703188,1.3736445829156105,4.217076
Shadow Metagross,Zen Headbutt or Bullet Punch,Meteor Mash or Psychic,40,1.5359737054947713,3.1476088,1.2647175340628396,2.0657337000000005,1.5387162161765002,3.1500797,1.3428826068107984,1.7944728,1.351518410588991,1.0849042,1.3077710535126317,1.6872466,1.3538436824227622,1.7356539,1.5136610898070353,2.5654752,1.3821188067034536,1.6885588,1.50649560820949,2.029189,1.3056409545192271,2.1330552,1.7117021140148798,2.7066038,1.7492355250713723,1.3340437,1.2164221727890339,0.83688515,1.38634048521966,1.0163846000000003,1.4426189427987965,1.9314655,1.8264375426496517,1.2733527,1.3101109227949788,1.1997162000000001,1.473261886554932,1.3866081,1.2022337372045417,1.2974725,1.5335776873557014,4.875277
Ho-Oh,Extrasensory or Incinerate or Hidden Power Flying,Brave Bird,35,1.2050163134817942,2.7399106000000004,1.6121613802225137,2.7377577,1.2064486833888592,2.7371738,1.6470835342206107,2.3519547,1.6343835933996282,1.3760663,1.6440555810457962,2.2323523,1.5896461243668032,2.2083902,1.2472760410766852,2.3435793,1.6306983800390604,2.1239402,1.2016821844710557,1.7047049,1.5890282401635938,2.6677113,1.2759487948036878,2.1982605,1.273821509840463,1.0477020000000001,1.4412126672268568,1.0517213,1.5464391882756965,1.228149,1.2976047187992286,1.6719797,1.2807938632817137,0.9636035,1.52769165541228,1.5190341,1.322664226053338,1.3049487,1.3632286636838398,1.6229457,1.1916665220397031,4.219218
Shadow Dragonite,Dragon Tail or Dragon Breath,Hurricane,35,1.3783606612456383,2.9209290000000006,1.7421379000134094,2.9178848,1.3752764077115958,2.9201155,1.6519877511186942,2.3137867,1.6934565781328392,1.4025043,1.7451333574353336,2.3828127,1.7348292606453992,2.3897645,1.3860706726218235,2.468282,1.6800366239754665,2.151617,1.471736898229697,2.1067686,1.9403765796796408,2.9533532,1.6212244193689478,2.7380538,1.645543862364582,1.3355540000000001,1.6237462858528893,1.1588454,1.5796222567705265,1.3119593,1.379515928607892,1.7670298,1.6793860146949895,1.2518483,1.677276772685628,1.5606728,1.4035369440312437,1.3561703,1.5251389454350868,1.760635,1.4065768499846807,4.558491
Rayquaza,Air Slash,Aerial Ace or Hurricane,50,1.3343626115284615,2.4633186,1.6776954224677305,2.4623728,1.3294573109090462,2.4556358,1.53214189827679,1.9787605,1.5774268657526458,1.1846052,1.6120213028350217,1.9887729,1.6415043926632062,1.9840988,1.281080001882503,2.099105,1.594373052588599,1.8282685,1.2559113672231776,1.4365487,1.6244028150610506,2.4473370000000005,1.275094337774363,1.8660293,1.2893089408978915,0.91316015,1.5570952856499272,0.9522717,1.5645316807512584,1.0877594,1.2768017634302014,1.4358873,1.2403482602582658,0.84621245,1.5816380424014835,1.3057163,1.2820349199813013,1.1347406,1.5671524139167918,1.4822501,1.4167504088819791,3.7975457
Shadow Latias,Zen Headbutt or Dragon Breath or Charm,Psychic,40,1.8442026302136354,3.789309,1.4731693150983292,2.4265249000000004,1.844752773956559,3.790013,1.4322031821410277,1.9771188,1.4753730226252195,1.1694543,1.4865815771166608,1.9679801,1.4627077537306745,1.9230843,1.8418303802067348,3.20001,1.4580282437032688,1.7942091,1.7076787943741238,2.2705798,1.4591112220939038,2.4199102,1.9335415553661028,3.0148356,2.0333602566652997,1.5085514,1.4215453315697708,0.9757281,1.3449969052607185,1.0515437000000003,1.565401373725646,1.936822,2.037826563606397,1.4264004,1.438368649497747,1.3132630000000003,1.5414510410654614,1.4770784,1.383965600383538,1.4808687,1.4128422927637323,4.7480125
Shadow Gallade,Confusion or Charm,Psychic,45,1.8053664465962573,3.500821800000001,1.452808092047192,2.2200968,1.808839692948074,3.4945471,1.361367315247443,1.8391843000000005,1.3882762676014504,1.0570492,1.3951041447042352,1.8124974,1.5068267743532595,1.8055362,1.9018842213670972,3.1065927,1.3916815596066192,1.6665354,1.6832626158089385,2.0685751,1.5002508881793537,2.2041364,1.7826179615551698,2.7280068,1.7974607176723316,1.3505489,1.4054004263355913,0.8868324,1.543783967315621,1.0427225,1.6230119501227758,1.9208794,1.9137914091203276,1.2956008,1.4982511605871258,1.1996287,1.5281436623651838,1.4175264,1.4755477819489882,1.3979965,1.5912649234213638,4.753894
Deoxys,Zen Headbutt,Thunderbolt or Psycho Boost or Hyper Beam,45,,3.769498600000001,,2.939245,,4.0491242,,2.5441415000000003,,1.3779367,,2.428099,,2.3594255,,3.4040444,,2.2540078,,2.7116654,,3.0551536,,3.6491349,,1.893946,,,,1.4526031,,2.3514178,,1.9062995,,,,1.7141196,,,,6.125906
Shadow Latias,Zen Headbutt or Dragon Breath or Charm,Psychic or Outrage,30,1.7678629388940206,4.052267,1.4368199531230823,2.6536810000000006,1.7737401051896786,4.055097,1.4621736944210786,2.1602507,1.457026797099188,1.2727628,1.4356217598381498,2.1709140000000002,1.3745276450109163,2.1383083000000003,1.968697549812773,3.6207724,1.4560833349087814,1.9927995,1.6308310158356356,2.4715693,1.5215892600071017,2.6803830000000004,1.9066356951764574,3.352503,2.444852929556609,1.6813203,1.5113689926026974,1.0872772,1.2675982679627922,1.1824437,1.5184169326847772,2.1003754,2.0593194952513203,1.5620874,1.3499948534840795,1.4223095,1.5228055799320817,1.6119437,1.327649894394174,1.631686,1.528901978099109,5.356123
Gardevoir,Confusion or Charm,Psychic,50,2.06482916816218,3.9911256,1.6227850574654108,2.4895906,2.0608480361006762,3.9796228,1.6137504282388488,2.0605526,1.569374488708869,1.2043513,1.6390954606304045,2.0872216,1.6104206992429928,1.9907297,2.213568957854038,3.4970267,1.6253196639085563,1.851661,1.9863115368770805,2.3455296,1.6530526622231398,2.4871430000000005,2.0583549367361402,3.0657544,2.073867238179123,1.487478,1.634197568392633,1.0208148,1.61662109555507,1.1237975,1.6558916910676393,1.8731985,2.1317943515981583,1.445701,1.5905176317155432,1.3638164,1.596598168340477,1.4199697,1.6896867712318013,1.5941652,1.6176167590856023,4.68674
Shadow Gardevoir,Confusion or Charm,Synchronoise or Psychic,30,1.8130284402158654,3.9766006,1.4248376120398503,2.5302706000000006,1.8189321048882698,3.974608,1.5551321994851233,2.159562,1.3265080876731572,1.1691542,1.4101796928783175,2.0433378000000006,1.3785956216439486,2.0003612000000004,2.028288857575371,3.527394,1.3564711976557329,1.8398553,1.5541320034731345,2.3387597,1.3935246543693205,2.5418482000000004,1.7430716824946517,3.078104,1.8167552903510904,1.5111856,1.621337048372445,1.0885913,1.4457014644615913,1.1774886,1.4532613891478734,1.9171066,2.0014739604236933,1.500446,1.3582465578726641,1.3408982,1.3476386410877808,1.421455,1.484725834099702,1.6726271,1.2776670574274875,4.801959
